area_id,area_name,b25059001,b25059001_moe
1,Rogers Park,11739,482
2,West Ridge,15076,431
3,Uptown,12266,515
4,Lincoln Square,12594,369
5,North Center,20229,775
6,Lake View,47900,1092
7,Lincoln Park,27458,981
8,Near North Side,24171,775
9,Edison Park,3561,191
10,Norwood Park,8558,855
11,Jefferson Park,5697,437
12,Forest Glen,4099,826
13,North Park,3667,287
14,Albany Park,10316,290
15,Portage Park,13785,609
16,Irving Park,16013,786
17,Dunning,10111,987
18,Montclare,1909,220
19,Belmont Cragin,15455,413
20,Hermosa,5640,263
21,Avondale,9660,345
22,Logan Square,31303,749
23,Humboldt Park,12960,267
24,West Town,41762,1240
25,Austin,20919,482
26,West Garfield Park,8573,440
27,East Garfield Park,10809,849
28,Near West Side,23570,1430
29,North Lawndale,13361,520
30,South Lawndale,12054,270
31,Lower West Side,8661,318
32,Loop,5676,310
33,Near South Side,4557,923
34,Armour Square,3664,327
35,Douglas,8578,1373
36,Oakland,2610,157
37,Fuller Park,1445,276
38,Grand Boulevard,12511,595
39,Kenwood,6906,231
40,Washington Park,5460,364
41,Hyde Park,14744,1064
42,Woodlawn,10417,522
43,South Shore,13049,345
44,Chatham,8501,421
45,Avalon Park,2008,186
46,South Chicago,7903,550
47,Burnside,700,336
48,Calumet Heights,4953,356
49,Roseland,14344,744
50,Pullman,2496,235
51,South Deering,3597,341
52,East Side,4223,270
53,West Pullman,8564,1116
54,Riverdale,1244,489
55,Hegewisch,1832,43
56,Garfield Ridge,8419,728
57,Archer Heights,4703,601
58,Brighton Park,7260,1135
59,McKinley Park,4023,222
60,Bridgeport,8158,319
61,New City,13139,505
62,West Elsdon,3552,791
63,Gage Park,6490,315
64,Clearing,6287,580
65,West Lawn,4879,472
66,Chicago Lawn,9446,347
67,West Englewood,17085,1693
68,Englewood,9619,577
69,Greater Grand Crossing,9796,714
70,Ashburn,9532,779
71,Auburn Gresham,13409,880
72,Beverly,4932,687
73,Washington Heights,7347,920
74,Mount Greenwood,3532,596
75,Morgan Park,6291,807
76,O'Hare,3806,431
77,Edgewater,18044,692
