area_id,area_name,b16010001,b16010001_moe,b16010002,b16010002_moe,b16010003,b16010003_moe,b16010004,b16010004_moe,b16010005,b16010005_moe,b16010006,b16010006_moe,b16010007,b16010007_moe,b16010008,b16010008_moe,b16010009,b16010009_moe,b16010010,b16010010_moe,b16010011,b16010011_moe,b16010012,b16010012_moe,b16010013,b16010013_moe,b16010014,b16010014_moe,b16010015,b16010015_moe,b16010016,b16010016_moe,b16010017,b16010017_moe,b16010018,b16010018_moe,b16010019,b16010019_moe,b16010020,b16010020_moe,b16010021,b16010021_moe,b16010022,b16010022_moe,b16010023,b16010023_moe,b16010024,b16010024_moe,b16010025,b16010025_moe,b16010026,b16010026_moe,b16010027,b16010027_moe,b16010028,b16010028_moe,b16010029,b16010029_moe,b16010030,b16010030_moe,b16010031,b16010031_moe,b16010032,b16010032_moe,b16010033,b16010033_moe,b16010034,b16010034_moe,b16010035,b16010035_moe,b16010036,b16010036_moe,b16010037,b16010037_moe,b16010038,b16010038_moe,b16010039,b16010039_moe,b16010040,b16010040_moe,b16010041,b16010041_moe,b16010042,b16010042_moe,b16010043,b16010043_moe,b16010044,b16010044_moe,b16010045,b16010045_moe,b16010046,b16010046_moe,b16010047,b16010047_moe,b16010048,b16010048_moe,b16010049,b16010049_moe,b16010050,b16010050_moe,b16010051,b16010051_moe,b16010052,b16010052_moe,b16010053,b16010053_moe
54,Riverdale,3079,315,846,206,360,163,360,163,0,16,0,16,0,16,0,16,486,152,459,150,27,23,0,16,0,16,0,16,981,221,567,181,529,178,38,28,0,16,0,16,0,16,414,160,414,160,0,16,0,16,0,16,0,16,1014,226,627,161,627,161,0,16,0,16,0,16,0,16,387,156,387,156,0,16,0,16,0,16,0,16,238,118,96,70,96,70,0,16,0,16,0,16,0,16,142,95,107,87,35,47,0,16,0,16,0,16
55,Hegewisch,6503,554,1250,296,473,179,163,107,300,153,10,24,0,19,0,19,777,236,496,204,188,109,78,71,0,19,15,27,2021,405,1010,247,599,195,327,161,84,74,0,19,0,19,1011,310,685,267,175,101,151,98,0,19,0,19,1981,329,1370,302,1022,236,311,161,0,19,0,19,37,43,611,160,455,147,115,76,10,23,17,30,14,25,1251,238,1016,224,708,190,308,127,0,19,0,19,0,19,235,105,199,101,28,36,8,17,0,19,0,19
56,Garfield Ridge,23380,726,4511,550,2191,398,391,129,1330,338,463,177,7,40,0,42,2320,329,933,221,667,183,662,177,9,43,49,58,7992,658,4708,507,2588,405,1105,229,923,248,65,72,27,57,3284,350,2600,303,293,117,352,129,0,42,39,73,6475,493,4944,464,3089,396,1300,252,410,135,75,65,70,58,1531,238,1095,215,177,77,200,86,40,53,19,43,4402,469,3700,419,2352,342,891,216,319,114,92,79,46,61,702,184,476,141,115,95,41,51,70,74,0,42
57,Archer Heights,7745,511,2779,382,1581,263,143,82,1304,252,100,60,14,31,20,34,1198,230,197,75,851,215,150,59,0,27,0,27,2634,331,1804,280,476,158,1039,208,235,109,15,32,39,66,830,176,317,108,318,117,195,92,0,27,0,27,1605,226,1301,207,329,111,783,172,173,114,11,28,5,26,304,102,153,78,50,39,101,60,0,27,0,27,727,155,649,149,269,101,244,93,125,66,11,28,0,27,78,52,31,29,40,49,7,24,0,27,0,27
58,Brighton Park,24124,975,10883,772,7066,679,441,144,6332,652,21,52,258,127,14,47,3817,417,633,161,2901,374,150,101,133,84,0,43,7445,584,4954,463,611,158,3778,426,120,111,430,135,15,47,2491,339,870,212,1259,231,235,114,127,70,0,43,3656,419,2915,377,769,195,1805,311,46,58,295,123,0,43,741,177,311,113,347,131,9,44,74,59,0,43,2140,333,1699,296,471,184,793,194,85,66,350,121,0,43,441,135,147,69,191,104,42,46,61,52,0,43
59,McKinley Park,10320,553,3392,387,2088,336,260,117,1546,298,0,25,282,99,0,25,1304,218,333,99,810,196,18,25,143,72,0,25,3666,440,2604,357,625,169,1356,265,41,42,582,187,0,25,1062,213,482,136,348,132,38,32,163,102,31,54,1799,258,1420,223,531,153,681,159,37,42,133,70,38,48,379,125,244,101,88,62,0,25,47,43,0,25,1463,244,1156,222,417,126,464,156,68,69,207,88,0,25,307,102,120,65,73,56,51,48,63,41,0,25
60,Bridgeport,21448,824,4770,501,2429,357,429,127,756,216,25,42,1196,263,23,47,2341,333,779,162,716,227,101,71,745,168,0,37,6950,519,4867,468,2126,306,936,242,119,76,1686,332,0,37,2083,265,1176,192,314,125,60,50,533,146,0,37,4661,443,3732,412,2089,292,565,175,154,87,906,220,18,43,929,190,568,142,119,90,89,69,153,78,0,37,5067,492,4372,442,2103,307,444,161,237,115,1577,303,11,39,695,176,259,86,58,47,27,40,351,147,0,37
61,New City,22896,1024,9503,744,5394,555,1151,226,4187,511,0,47,56,62,0,47,4109,464,1778,341,2252,321,55,57,12,48,12,50,6893,554,4660,462,2432,346,2154,319,18,49,39,51,17,51,2233,285,1413,231,703,161,100,86,17,58,0,47,4753,502,3415,388,2373,326,934,207,40,54,32,59,36,62,1338,260,1020,231,269,119,10,49,27,51,12,49,1747,261,1428,236,842,188,443,147,40,57,103,72,0,47,319,107,213,91,55,54,36,61,4,46,11,49
62,West Elsdon,11410,559,4218,513,2383,392,230,126,2011,379,126,60,16,32,0,27,1835,290,400,114,1157,272,236,100,37,40,5,27,3505,408,2495,371,647,185,1677,321,152,75,12,29,7,29,1010,186,402,106,412,143,147,60,37,37,12,35,2309,366,1899,336,489,189,1103,227,257,132,27,32,23,32,410,133,164,72,213,105,33,37,0,27,0,27,1378,304,1109,255,365,124,489,163,200,165,55,46,0,27,269,129,82,65,149,109,15,33,22,25,1,22
63,Gage Park,21158,985,10900,901,6797,688,198,96,6571,689,8,39,20,46,0,41,4103,454,481,158,3538,432,41,52,17,40,26,47,5751,555,4044,492,723,183,3313,466,8,39,0,41,0,41,1707,271,421,123,1236,240,19,40,24,45,7,38,3100,355,2543,329,623,168,1884,307,28,42,8,40,0,41,557,130,273,89,268,103,16,39,0,41,0,41,1407,266,993,222,297,125,648,184,16,45,32,52,0,41,414,146,98,52,215,106,14,42,86,89,1,39
64,Clearing,15296,609,2879,436,1579,348,345,146,834,279,400,211,0,31,0,31,1300,268,516,139,475,220,309,130,0,31,0,31,5482,462,3449,380,2163,313,952,225,303,138,2,32,29,39,2033,285,1385,223,276,110,372,186,0,31,0,31,4336,441,3485,397,2308,346,891,195,188,92,66,94,32,44,851,180,628,158,158,77,65,48,0,31,0,31,2599,382,2307,373,1472,286,614,184,191,106,14,37,16,39,292,109,188,88,54,57,50,47,0,31,0,31
65,West Lawn,19424,746,6527,691,3824,516,341,134,3418,497,46,46,0,34,19,39,2703,416,500,166,2092,381,102,60,9,34,0,34,6774,621,4396,494,1315,266,2999,466,61,67,0,34,21,47,2378,341,1144,210,1129,258,87,66,18,42,0,34,4362,444,3391,396,1164,247,2129,339,98,64,0,34,0,34,971,194,515,147,381,129,75,64,0,34,0,34,1761,315,1410,273,587,153,708,211,80,62,35,46,0,34,351,124,178,76,113,78,60,60,0,34,0,34
66,Chicago Lawn,30301,1190,9449,817,4935,579,1280,283,3614,493,14,51,0,49,27,64,4514,510,2386,390,2040,316,38,55,0,49,50,72,9958,778,6452,604,4206,519,2198,328,48,64,0,49,0,49,3506,499,2601,424,877,243,17,48,11,50,0,49,8128,649,5902,562,4765,514,1040,229,86,73,0,49,11,49,2226,340,1874,319,280,106,57,69,0,49,15,52,2766,440,2044,375,1276,282,482,153,68,59,205,195,13,51,722,185,419,125,107,87,72,75,124,99,0,49
67,West Englewood,20619,874,5416,498,1842,284,1739,273,103,92,0,48,0,48,0,48,3574,380,3517,377,56,58,1,47,0,48,0,48,7032,534,3829,385,3655,369,165,112,0,48,0,48,9,49,3203,375,3149,372,40,57,14,52,0,48,0,48,6748,500,4332,409,4170,406,78,59,28,63,0,48,56,78,2416,313,2376,310,40,65,0,48,0,48,0,48,1423,235,995,197,917,186,21,52,37,75,15,52,5,48,428,135,428,135,0,48,0,48,0,48,0,48
68,Englewood,16330,841,4652,499,1385,275,1366,274,8,37,0,36,0,36,11,38,3267,402,3181,393,67,83,0,36,6,36,13,40,5208,498,2728,360,2688,360,40,51,0,36,0,36,0,36,2480,335,2480,335,0,36,0,36,0,36,0,36,5588,495,3612,403,3539,396,26,41,39,64,8,37,0,36,1976,286,1959,285,11,39,2,35,4,36,0,36,882,178,529,142,501,138,20,40,0,36,0,36,8,37,353,115,335,114,8,35,0,36,2,35,8,37
69,Greater Grand Crossing,20367,869,3365,377,1040,230,1003,224,25,47,0,38,12,41,0,38,2325,304,2294,302,31,46,0,38,0,38,0,38,5413,530,3083,394,3083,394,0,38,0,38,0,38,0,38,2330,344,2311,345,7,40,12,38,0,38,0,38,7976,594,5318,502,5194,497,68,65,28,48,0,38,28,47,2658,355,2614,353,44,59,0,38,0,38,0,38,3613,454,2826,409,2626,411,6,38,52,56,46,64,96,92,787,176,745,172,0,38,13,46,4,37,25,49
70,Ashburn,26737,923,4730,546,2407,368,682,211,1686,311,17,45,0,41,22,43,2323,357,1422,307,837,191,26,45,0,41,38,56,7635,613,4580,508,3089,395,1419,363,72,90,0,41,0,41,3055,416,2427,380,509,182,105,77,7,40,7,41,9188,713,6876,608,5590,551,1131,235,58,48,9,42,88,73,2312,341,2018,328,196,111,48,65,11,41,39,49,5184,560,4396,541,3840,524,357,137,60,49,0,41,139,91,788,166,645,146,123,84,12,41,0,41,8,40
71,Auburn Gresham,30817,1101,5695,574,1849,351,1799,349,33,53,0,46,0,46,17,51,3846,468,3767,461,53,70,26,51,0,46,0,46,10293,728,5792,559,5673,554,92,81,18,51,9,47,0,46,4501,486,4470,485,16,51,1,44,14,50,0,46,11066,704,7374,621,7280,612,69,74,8,46,0,46,17,51,3692,404,3677,404,7,46,8,44,0,46,0,46,3763,401,2525,336,2372,327,30,52,47,57,20,56,56,67,1238,234,1212,233,12,48,0,46,14,50,0,46
72,Beverly,13940,504,517,153,104,53,90,50,6,29,8,31,0,29,0,29,413,147,391,145,13,30,9,30,0,29,0,29,1975,366,997,223,916,206,60,67,0,29,0,29,21,43,978,256,973,256,0,29,5,28,0,29,0,29,3765,382,2660,326,2609,324,37,40,14,30,0,29,0,29,1105,183,1073,178,13,31,19,32,0,29,0,29,7683,431,6023,388,5694,385,205,85,99,59,5,28,20,43,1660,226,1443,212,71,55,135,72,11,33,0,29
73,Washington Heights,17898,737,2460,367,623,186,623,186,0,33,0,33,0,33,0,33,1837,297,1832,298,0,33,5,33,0,33,0,33,5724,507,2690,370,2601,365,77,74,12,32,0,33,0,33,3034,367,3031,367,1,30,2,32,0,33,0,33,6511,533,4390,468,4315,468,20,39,38,56,0,33,17,42,2121,321,2074,319,6,33,33,58,1,29,7,34,3203,403,2333,352,2207,342,29,41,18,40,0,33,79,113,870,189,842,186,22,42,6,33,0,33,0,33
74,Mount Greenwood,11933,442,519,162,110,57,110,57,0,25,0,25,0,25,0,25,409,153,400,152,9,27,0,25,0,25,0,25,3566,401,2137,339,2091,334,32,43,10,28,4,24,0,25,1429,268,1390,266,0,25,39,40,0,25,0,25,4007,396,3065,351,3006,350,48,51,11,27,0,25,0,25,942,175,885,174,1,23,32,34,24,42,0,25,3841,410,3339,394,3167,386,62,50,48,39,36,58,26,46,502,139,463,132,13,28,18,31,0,25,8,27
75,Morgan Park,15406,769,1658,332,339,136,279,121,38,60,22,46,0,31,0,31,1319,289,1252,282,32,42,35,62,0,31,0,31,3234,409,1688,289,1644,282,29,39,15,31,0,31,0,31,1546,278,1460,271,8,27,78,74,0,31,0,31,5564,603,3948,574,3872,576,27,34,49,40,0,31,0,31,1616,247,1590,248,20,34,0,31,6,30,0,31,4950,419,3782,339,3573,317,54,51,113,78,42,67,0,31,1168,237,1055,225,34,41,79,52,0,31,0,31
76,O'Hare,10217,649,1115,328,569,249,69,59,58,57,346,200,0,38,96,152,546,197,160,91,49,74,293,154,12,42,32,62,3224,511,1981,423,519,214,268,190,1108,355,16,46,70,83,1243,290,463,188,181,134,348,188,28,58,223,179,2828,419,2367,418,879,225,336,142,988,311,127,153,37,67,461,175,193,102,44,74,224,139,0,38,0,38,3050,461,2297,380,857,299,268,162,757,253,323,173,92,91,753,245,241,130,91,146,225,134,106,78,90,99
77,Edgewater,41943,1220,4071,608,1532,373,335,164,822,277,118,74,237,169,20,50,2539,420,1010,255,569,247,533,172,294,138,133,103,5250,595,2789,448,1123,242,577,222,477,198,338,208,274,177,2461,388,1478,253,290,145,448,226,56,60,189,147,9748,748,6921,627,5121,573,562,207,540,173,216,112,482,169,2827,413,1905,325,207,116,297,119,243,195,175,129,22874,1023,18928,935,13725,788,1520,421,1858,400,1402,311,423,173,3946,444,2632,372,189,99,706,190,338,160,81,90
