area_id,area_name,b25082001,b25082001_moe,b25082002,b25082002_moe,b25082003,b25082003_moe
1,Rogers Park,1774393700,156523743,1520560800,149103497,253832900,60945824
2,West Ridge,3324677000,199114499,2382709000,193827178,941968000,106250351
3,Uptown,2617757600,188953714,2161978600,181546622,455779000,82803612
4,Lincoln Square,2770941800,203811638,2298709900,195284482,472232000,88945480
5,North Center,4343503100,263522792,3647328900,252157878,696174200,123782479
6,Lake View,9221202300,662559670,7744922500,650374399,1476279800,170067651
7,Lincoln Park,10982423000,1050777101,8269434700,976957160,2712988300,452980418
8,Near North Side,14733679800,991631463,9131671900,830712758,5602007900,649828514
9,Edison Park,1376710000,121094684,914370000,113920862,462340000,80388035
10,Norwood Park,3585905200,140345532,2363341700,138480836,1222563500,115131718
11,Jefferson Park,2016404300,173016149,1322269400,123286227,694134900,136873451
12,Forest Glen,2607269300,121700530,1771657900,130263909,835611400,99165985
13,North Park,1244586500,146607831,950351000,140580605,294235500,69236021
14,Albany Park,1904833800,173364845,1464489600,135714786,440344200,135229262
15,Portage Park,3681144900,205946818,2583423500,187779240,1097721400,139553258
16,Irving Park,3184261600,182094988,2530495900,175113371,653765700,92052977
17,Dunning,3111334300,268736356,1983025000,121221331,1128309300,255089738
18,Montclare,702636500,117034517,485729500,74528187,216907000,100178879
19,Belmont Cragin,2406656700,142886478,1899836300,129382314,506820400,73758959
20,Hermosa,812866200,92724653,701285800,89954717,111580400,31148172
21,Avondale,1687885200,130945711,1315577200,123318918,372308000,63163815
22,Logan Square,4628600200,277003786,3851578500,258683210,777021700,119980365
23,Humboldt Park,1274769700,126330295,1028266500,122125743,246503200,49324788
24,West Town,7035934800,533453496,6093699200,527757070,942235600,133631270
25,Austin,2685684000,137151596,2052635200,128668562,633048800,86990402
26,West Garfield Park,265869900,43121508,173343000,38153110,92526900,24329557
27,East Garfield Park,348052500,55416609,241952500,43697279,106100000,33176425
28,Near West Side,3263692900,207574636,2783067900,198136413,480625000,94023409
29,North Lawndale,445219200,81908388,323147200,65794184,122072000,45370116
30,South Lawndale,1090405700,96900666,725933800,84548577,364471900,56886439
31,Lower West Side,851854500,92355907,574838100,77947027,277016400,56195697
32,Loop,2680643300,568084191,2099815300,575843331,580828000,119026569
33,Near South Side,2608559100,368338859,2337364100,373256126,271195000,88314721
34,Armour Square,510248400,74895182,282237400,71250748,228011000,52069484
35,Douglas,521059600,73816737,448650100,62908689,72409500,45492889
36,Oakland,190590400,67971162,176628000,70024190,13962400,10923075
37,Fuller Park,57975000,16034276,40293000,13824028,17682000,8244210
38,Grand Boulevard,544898000,75534744,426521000,67186528,118377000,39040132
39,Kenwood,1075816300,122688453,849813000,106463284,226003300,78266025
40,Washington Park,116269400,55255541,72170400,25037272,44099000,48854538
41,Hyde Park,1475325200,112164666,1052504300,103174495,422820900,68454754
42,Woodlawn,461899300,63837694,362774300,59022229,99125000,27326374
43,South Shore,971177500,89285799,702358200,78890164,268819300,52396971
44,Chatham,830102900,67422354,567897000,65182899,262205900,36115735
45,Avalon Park,447306900,47607567,350645900,45925502,96660900,21847361
46,South Chicago,616684500,58195549,449935000,56488297,166749500,31654186
47,Burnside,81828000,17249904,62809000,19910013,19019000,8649097
48,Calumet Heights,844018200,77770156,558743600,76178426,285274600,59838101
49,Roseland,1282943800,81771290,870092000,77364899,412851800,47361773
50,Pullman,182311700,21095519,136262900,21104149,46048800,12113261
51,South Deering,373637700,31992322,245472800,27231706,128164900,22474458
52,East Side,676710100,50947391,456092400,50075697,220617700,33189860
53,West Pullman,796145600,62453088,612669600,65516312,183476000,31062606
54,Riverdale,24920000,8783107,8349000,6293305,16571000,7054813
55,Hegewisch,456348600,87036797,268839000,43104656,187509600,78195912
56,Garfield Ridge,2293288600,102385648,1567052900,113449744,726235700,66463950
57,Archer Heights,577939400,80622543,448156900,81459464,129782500,27958597
58,Brighton Park,988301800,82406219,679990400,72012040,308311400,48365578
59,McKinley Park,668654000,81823495,473307000,79717655,195347000,34996320
60,Bridgeport,1667988200,119245603,1158653800,109472826,509334400,77479845
61,New City,885171300,72639908,652683400,66174678,232487900,39594080
62,West Elsdon,733249500,64252581,540486900,64375025,192762600,30116070
63,Gage Park,929378400,67268891,729125200,63760212,200253200,40778318
64,Clearing,1335590800,80266366,928287000,77944586,407303800,55616763
65,West Lawn,1279469800,68140360,950514800,70822969,328955000,47636123
66,Chicago Lawn,1043328600,83372701,850613700,82768694,192714900,32321669
67,West Englewood,593517400,56248835,404882300,48923555,188635100,32322727
68,Englewood,374413200,44292095,221702500,35855366,152710700,30927126
69,Greater Grand Crossing,744951900,78902271,471761900,54621807,273190000,66753027
70,Ashburn,1969694900,79054713,1594865500,84165441,374829400,43982802
71,Auburn Gresham,1198288500,76709644,830259200,70698813,368029300,51648953
72,Beverly,2219796500,149126688,1665101500,138128758,554695000,93756063
73,Washington Heights,1036643500,120147431,672730400,67228263,363913100,105521882
74,Mount Greenwood,1470328600,65167688,1111639000,77221286,358689700,43399128
75,Morgan Park,1231958500,81897079,901664700,83355941,330293800,46924805
76,O'Hare,573762400,68212798,389136400,63725280,184626000,38806871
77,Edgewater,3128049400,201050206,2318760300,189861603,809289100,107164458
