area_id,area_name,b25036001,b25036001_moe,b25036002,b25036002_moe,b25036003,b25036003_moe,b25036004,b25036004_moe,b25036005,b25036005_moe,b25036006,b25036006_moe,b25036007,b25036007_moe,b25036008,b25036008_moe,b25036009,b25036009_moe,b25036010,b25036010_moe,b25036011,b25036011_moe,b25036012,b25036012_moe,b25036013,b25036013_moe,b25036014,b25036014_moe,b25036015,b25036015_moe,b25036016,b25036016_moe,b25036017,b25036017_moe,b25036018,b25036018_moe,b25036019,b25036019_moe,b25036020,b25036020_moe,b25036021,b25036021_moe
1,Rogers Park,23981,550,6995,461,0,48,284,96,113,93,36,55,296,97,822,205,684,188,369,129,4391,373,16986,651,5,46,732,176,171,78,446,134,1474,273,1854,310,2117,358,1551,280,8636,606
2,West Ridge,24402,485,12314,533,0,51,342,111,97,74,297,132,853,180,1775,294,3611,363,1064,227,4275,408,12088,626,6,52,547,183,108,79,340,142,798,207,1236,275,1995,383,1387,289,5671,533
3,Uptown,29441,501,9490,491,10,49,964,189,256,104,137,77,725,167,983,207,679,160,354,116,5382,436,19951,640,47,80,760,213,633,174,731,227,1722,288,2446,372,1620,280,1386,266,10606,693
4,Lincoln Square,17622,376,7020,447,0,40,677,146,154,92,58,51,224,97,428,140,887,195,496,149,4096,343,10602,509,0,40,282,110,149,86,185,105,506,153,1079,221,1339,268,1065,240,5997,455
5,North Center,14724,323,7758,369,47,74,1759,205,531,113,73,52,71,73,149,73,207,104,208,101,4713,342,6966,392,0,43,706,169,174,82,166,78,234,84,208,72,553,132,465,121,4460,384
6,Lake View,52568,659,19687,707,33,70,3142,299,1648,201,577,135,1405,224,2240,310,1827,272,455,135,8360,496,32881,782,15,66,1904,285,1803,291,1450,247,4248,480,4713,509,3326,407,2353,305,13069,705
7,Lincoln Park,32194,546,14662,578,10,52,1779,231,1997,241,1565,193,2504,275,1009,221,451,165,142,96,5205,430,17532,621,0,51,751,198,1079,230,1356,233,3013,429,1771,279,1053,227,1215,275,7294,541
8,Near North Side,50758,883,22765,857,48,66,5079,450,2754,396,2098,328,3253,385,4118,423,1552,285,285,127,3578,376,27993,973,182,123,5620,554,3256,478,4350,499,4100,499,3348,449,2239,362,1217,344,3681,508
9,Edison Park,4608,141,3676,182,0,25,123,81,77,59,58,46,296,115,388,113,1234,161,499,125,1001,167,932,170,0,25,25,30,21,37,0,25,22,39,240,91,197,98,194,106,233,109
10,Norwood Park,14646,262,11624,364,0,39,221,94,190,98,377,136,722,186,1519,248,3988,346,2106,253,2501,271,3022,325,0,39,55,80,53,60,266,150,422,137,598,198,683,191,364,130,581,185
