area_id,area_name,c27004001,c27004001_moe,c27004002,c27004002_moe,c27004003,c27004003_moe,c27004004,c27004004_moe,c27004005,c27004005_moe,c27004006,c27004006_moe,c27004007,c27004007_moe,c27004008,c27004008_moe,c27004009,c27004009_moe,c27004010,c27004010_moe,c27004011,c27004011_moe,c27004012,c27004012_moe,c27004013,c27004013_moe,c27004014,c27004014_moe,c27004015,c27004015_moe,c27004016,c27004016_moe,c27004017,c27004017_moe,c27004018,c27004018_moe,c27004019,c27004019_moe,c27004020,c27004020_moe,c27004021,c27004021_moe
1,Rogers Park,56493,2171,28398,1311,5719,626,1721,342,3998,591,21140,1015,9789,712,11351,918,1539,256,451,137,1088,239,28095,1411,5717,659,2053,392,3664,547,20230,1112,10583,831,9647,840,2148,302,399,126,1749,296
2,West Ridge,72744,2584,35480,1555,9182,880,3875,603,5307,747,22673,1085,10360,762,12313,1020,3625,405,1066,193,2559,389,37264,1544,9854,913,4068,679,5786,772,22244,1025,10720,706,11524,896,5166,491,965,179,4201,482
3,Uptown,53670,1701,28324,1220,3701,526,2022,433,1679,388,22795,1050,12300,717,10495,973,1828,307,524,138,1304,280,25346,1095,2860,488,1209,318,1651,372,19220,847,11642,692,7578,699,3266,432,564,159,2702,420
4,Lincoln Square,38116,1327,18919,850,3174,480,1768,299,1406,412,14173,612,9062,518,5111,544,1572,248,474,133,1098,234,19197,880,3144,470,1808,320,1336,396,14286,625,9083,563,5203,522,1767,265,372,122,1395,253
5,North Center,33402,1096,16644,751,3239,338,2880,325,359,130,12346,648,9430,560,2916,431,1059,181,416,114,643,155,16758,773,3004,429,2545,398,459,175,12312,533,9775,482,2537,351,1442,214,322,107,1120,211
6,Lake View,96425,1729,47189,1391,4629,526,3664,450,965,295,39709,1257,30325,1155,9384,743,2851,291,1097,209,1754,242,49236,1438,5172,480,4200,426,972,253,40387,1270,31060,1127,9327,764,3677,343,1209,229,2468,286
7,Lincoln Park,64028,1704,31324,1161,4602,472,4076,469,526,158,24341,999,19028,926,5313,551,2381,272,943,183,1438,229,32704,1205,4269,534,3561,514,708,200,26297,982,20675,936,5622,524,2138,263,644,160,1494,217
8,Near North Side,80315,1814,36801,1353,2932,434,1503,305,1429,348,28513,1180,21529,1074,6984,718,5356,447,2235,318,3121,368,43514,1395,2960,512,1683,407,1277,365,33677,1200,24963,1081,8714,720,6877,497,2742,342,4135,425
9,Edison Park,11135,498,5169,358,1053,188,989,192,64,72,3483,287,2673,239,810,294,633,110,455,101,178,66,5966,353,1213,206,1136,200,77,65,3719,287,3062,262,657,152,1034,121,548,98,486,121
10,Norwood Park,36933,1214,17999,779,3978,489,2942,438,1036,333,11341,578,8467,547,2874,384,2680,245,1453,194,1227,210,18934,822,3458,478,2642,363,816,343,11216,555,8460,496,2756,405,4260,293,1742,202,2518,285
11,Jefferson Park,26760,1243,13423,782,3163,481,1983,334,1180,377,8723,556,5785,517,2938,447,1537,246,487,138,1050,215,13337,715,2639,380,1606,275,1033,311,8529,542,5824,476,2705,402,2169,272,532,131,1637,249
12,Forest Glen,18542,646,9116,458,2192,265,1870,260,322,142,5574,343,4375,339,1199,266,1350,140,548,125,802,138,9426,455,2245,260,1865,276,380,163,5458,281,4429,329,1029,229,1723,174,686,134,1037,163
13,North Park,18562,1003,9003,632,2138,351,1345,313,793,233,5736,479,3435,361,2301,356,1129,205,319,83,810,196,9559,628,2113,365,1359,303,754,243,5631,454,3263,296,2368,404,1815,236,464,113,1351,232
14,Albany Park,53540,2062,28116,1362,6936,726,1613,353,5323,696,19685,1080,8003,617,11682,1031,1495,245,441,152,1054,206,25424,1268,6417,703,1755,331,4662,668,16785,842,7978,579,8807,736,2222,288,407,155,1815,277
15,Portage Park,63461,1849,30498,1107,7573,756,3755,517,3818,626,20321,800,11971,747,8350,719,2604,315,853,165,1751,278,32963,1270,7061,694,2736,374,4325,631,21535,878,12802,746,8733,704,4367,374,1097,207,3270,359
16,Irving Park,56160,1945,28260,1260,6169,575,2804,355,3365,503,19887,989,10383,740,9504,848,2204,299,513,142,1691,266,27900,1219,6838,724,3135,460,3703,639,18625,787,10483,646,8142,661,2437,294,664,159,1773,250
