area_id,area_name,b08111001,b08111001_moe,b08111002,b08111002_moe,b08111003,b08111003_moe,b08111004,b08111004_moe,b08111005,b08111005_moe,b08111006,b08111006_moe,b08111007,b08111007_moe,b08111008,b08111008_moe,b08111009,b08111009_moe,b08111010,b08111010_moe,b08111011,b08111011_moe,b08111012,b08111012_moe,b08111013,b08111013_moe,b08111014,b08111014_moe,b08111015,b08111015_moe,b08111016,b08111016_moe,b08111017,b08111017_moe,b08111018,b08111018_moe,b08111019,b08111019_moe,b08111020,b08111020_moe,b08111021,b08111021_moe,b08111022,b08111022_moe,b08111023,b08111023_moe,b08111024,b08111024_moe,b08111025,b08111025_moe,b08111026,b08111026_moe,b08111027,b08111027_moe,b08111028,b08111028_moe,b08111029,b08111029_moe,b08111030,b08111030_moe,b08111031,b08111031_moe,b08111032,b08111032_moe,b08111033,b08111033_moe,b08111034,b08111034_moe,b08111035,b08111035_moe
1,Rogers Park,29987,1240,20296,1006,9691,998,3278,517,6413,847,11299,842,7346,609,3953,595,1515,327,2438,491,2667,449,1702,335,965,285,261,131,704,252,11559,893,8206,733,3353,577,1109,277,2244,481,1996,425,1253,274,743,297,170,105,573,286,758,214,377,142,381,168,55,61,326,163,1708,347,1412,314,296,150,168,100,128,113
2,West Ridge,31544,1410,14183,1012,17361,1252,9048,792,8313,986,18516,1077,8889,748,9627,880,5567,668,4060,594,3784,670,1042,308,2742,593,1227,325,1515,471,5390,641,2741,440,2649,490,1169,274,1480,395,1845,400,584,177,1261,363,467,186,794,286,687,207,171,100,516,188,280,136,236,132,1322,290,756,210,566,198,338,153,228,129
3,Uptown,31694,1148,23591,1052,8103,859,3541,556,4562,669,10903,783,7937,662,2966,493,1589,385,1377,317,1769,433,937,235,832,370,317,165,515,334,13793,888,10738,781,3055,501,955,231,2100,429,1595,316,992,256,603,196,380,156,223,133,1500,321,1170,277,330,169,161,123,169,121,2134,352,1817,331,317,140,139,89,178,113
4,Lincoln Square,23019,819,16765,752,6254,682,3074,481,3180,517,11121,738,7327,541,3794,579,1988,375,1806,402,1647,335,1093,239,554,196,387,190,167,92,7462,590,6088,534,1374,324,583,185,791,270,861,199,570,144,291,140,39,49,252,130,708,194,587,179,121,83,49,52,72,73,1220,230,1100,218,120,88,28,48,92,83
5,North Center,20718,729,18525,716,2193,320,1318,232,875,209,10592,597,9607,562,985,223,605,166,380,139,1473,299,1207,269,266,117,187,104,79,54,5540,463,4904,436,636,173,330,112,306,139,759,177,670,165,89,69,62,62,27,50,673,168,657,168,16,41,6,39,10,45,1681,296,1480,284,201,86,128,69,73,66
6,Lake View,68129,1434,61104,1453,7025,610,3457,453,3568,443,21887,961,19477,914,2410,350,1300,248,1110,259,3792,454,3462,432,330,122,185,100,145,94,32813,1248,29717,1213,3096,407,1390,299,1706,306,3513,479,3109,463,404,145,153,94,251,116,1921,347,1695,333,226,112,85,83,141,100,4203,475,3644,439,559,188,344,153,215,126
7,Lincoln Park,40875,1123,36853,1124,4022,445,2039,325,1983,314,14400,771,13117,749,1283,251,629,159,654,190,2122,340,1837,324,285,121,140,89,145,93,16911,898,15367,892,1544,281,920,238,624,163,2858,383,2529,355,329,136,145,93,184,102,1995,428,1809,416,186,110,17,53,169,108,2589,332,2194,305,395,127,188,103,207,85
8,Near North Side,50700,1470,42098,1472,8602,844,4123,569,4479,654,13993,931,11546,874,2447,438,1565,342,882,289,1424,358,1285,340,139,99,99,86,40,72,12576,868,10558,803,2018,361,667,188,1351,314,15446,1078,12649,983,2797,506,1123,286,1674,421,3740,550,2976,465,764,299,406,212,358,223,3521,536,3084,505,437,162,263,125,174,114
9,Edison Park,5862,391,5040,440,822,283,596,206,226,175,4303,408,3675,427,628,253,415,160,213,175,318,156,236,130,82,88,82,88,0,25,650,176,608,173,42,38,29,31,13,29,292,130,284,127,8,26,8,26,0,25,46,46,46,46,0,25,0,25,0,25,253,121,191,88,62,73,62,73,0,25
10,Norwood Park,17562,809,12821,704,4741,637,3114,462,1627,380,13417,716,10119,638,3298,492,2276,406,1022,267,1497,345,633,192,864,292,396,171,468,227,1772,347,1396,314,376,149,314,134,62,52,227,132,195,124,32,52,31,55,1,35,95,67,52,53,43,50,13,42,30,48,554,174,426,160,128,75,84,70,44,43
