area_id,area_name,b25115001,b25115001_moe,b25115002,b25115002_moe,b25115003,b25115003_moe,b25115004,b25115004_moe,b25115005,b25115005_moe,b25115006,b25115006_moe,b25115007,b25115007_moe,b25115008,b25115008_moe,b25115009,b25115009_moe,b25115010,b25115010_moe,b25115011,b25115011_moe,b25115012,b25115012_moe,b25115013,b25115013_moe,b25115014,b25115014_moe,b25115015,b25115015_moe,b25115016,b25115016_moe,b25115017,b25115017_moe,b25115018,b25115018_moe,b25115019,b25115019_moe,b25115020,b25115020_moe,b25115021,b25115021_moe,b25115022,b25115022_moe,b25115023,b25115023_moe,b25115024,b25115024_moe,b25115025,b25115025_moe,b25115026,b25115026_moe,b25115027,b25115027_moe
1,Rogers Park,23981,550,6995,461,3657,371,2995,350,1307,236,1688,259,662,178,235,112,107,73,128,94,427,139,153,88,274,112,3338,362,16986,651,6434,565,3205,445,1892,351,1313,262,3229,415,1049,272,481,165,568,223,2180,338,1345,270,835,204,10552,639
2,West Ridge,24402,485,12314,533,8629,472,6795,456,3211,359,3584,355,1834,297,596,172,171,101,425,147,1238,252,306,125,932,230,3685,370,12088,626,7692,621,5283,556,3171,445,2112,364,2409,374,618,229,322,181,296,145,1791,317,1068,258,723,196,4396,474
3,Uptown,29441,501,9490,491,3814,356,3122,317,1030,211,2092,260,692,194,223,113,97,85,126,84,469,162,212,100,257,128,5676,438,19951,640,5418,491,3023,390,1023,244,2000,317,2395,378,771,226,195,112,576,208,1624,319,852,222,772,246,14533,655
4,Lincoln Square,17622,376,7020,447,4487,383,3973,361,1728,247,2245,266,514,166,225,126,16,41,209,125,289,104,116,79,173,76,2533,295,10602,509,3907,391,2711,324,1032,229,1679,261,1196,260,259,149,132,116,127,96,937,205,500,166,437,155,6695,473
5,North Center,14724,323,7758,369,5365,331,4687,310,2500,239,2187,245,678,165,162,91,60,60,102,78,516,141,160,83,356,122,2393,274,6966,392,1887,252,1376,216,417,119,959,183,511,132,159,73,47,49,112,66,352,117,186,91,166,80,5079,381
6,Lake View,52568,659,19687,707,9250,495,8614,480,3953,302,4661,390,636,154,198,94,85,84,113,79,438,137,166,109,272,105,10437,619,32881,782,5614,475,4035,414,1119,225,2916,352,1579,280,570,177,193,133,377,136,1009,236,422,190,587,154,27267,825
7,Lincoln Park,32194,546,14662,578,7735,453,7076,446,3447,317,3629,332,659,147,220,101,124,82,96,74,439,112,290,100,149,66,6927,495,17532,621,2526,343,1838,319,586,168,1252,269,688,165,134,89,60,67,74,75,554,146,302,111,252,106,15006,616
8,Near North Side,50758,883,22765,857,9201,595,8681,590,1368,229,7313,565,520,184,179,116,64,88,115,92,341,143,129,104,212,110,13564,798,27993,973,5878,629,4016,559,787,244,3229,514,1862,311,403,171,13,57,390,170,1459,264,825,196,634,195,22115,932
9,Edison Park,4608,141,3676,182,2440,177,2085,186,873,114,1212,161,355,106,90,42,5,24,85,42,265,100,87,64,178,74,1236,176,932,170,389,147,181,87,34,39,147,76,208,116,124,89,19,26,105,87,84,78,48,64,36,50,543,125
10,Norwood Park,14646,262,11624,364,8143,355,6676,362,2406,228,4270,301,1467,267,431,142,106,90,325,109,1036,223,282,139,754,174,3481,342,3022,325,1471,284,846,238,522,206,324,133,625,199,163,110,0,39,163,110,462,165,228,122,234,127,1551,233
11,Jefferson Park,9943,274,6535,336,4566,330,3768,326,1702,231,2066,262,798,181,252,98,50,56,202,85,546,154,166,86,380,129,1969,271,3408,328,1808,294,1078,223,479,162,599,168,730,203,296,140,167,111,129,91,434,156,234,126,200,101,1600,251
12,Forest Glen,6793,159,5964,202,4609,217,4063,236,1781,177,2282,211,546,150,187,101,76,57,111,84,359,115,133,80,226,82,1355,206,829,185,258,100,205,96,141,87,64,49,53,57,0,29,0,29,0,29,53,57,39,53,14,36,571,171
