area_id,area_name,b08136001,b08136001_moe,b08136002,b08136002_moe,b08136003,b08136003_moe,b08136004,b08136004_moe,b08136005,b08136005_moe,b08136006,b08136006_moe,b08136007,b08136007_moe,b08136008,b08136008_moe,b08136009,b08136009_moe,b08136010,b08136010_moe,b08136011,b08136011_moe,b08136012,b08136012_moe
1,Rogers Park,525295,33699,228045,25405,177125,21775,50915,12457,33460,10132,17455,7305,262555,27889,83595,16334,147435,21564,31530,11967,14870,5177,19820,7758
3,Uptown,184835,22809,70705,14011,57675,11851,13030,6952,9530,5039,3500,3067,100435,18480,55110,17119,38845,9387,6480,4853,8485,5948,5210,3031
4,Lincoln Square,172975,17265,83450,11145,67245,11021,16205,9775,8700,3587,7505,8932,78875,15131,14530,8265,40010,9640,24335,9526,1980,1147,8670,5700
5,North Center,92810,14856,61330,11416,51095,8389,10235,7787,8735,7636,1500,1641,27750,8369,9335,7189,15335,4872,3080,3219,1225,1000,2500,2474
6,Lake View,131605,18865,47910,14146,42260,13481,5650,3364,3620,2668,2030,1729,75030,15223,50425,14236,21105,8505,3500,3156,3765,3200,4900,3388
7,Lincoln Park,62960,7605,25835,6033,22665,5485,3170,2447,1950,2034,1220,1341,34390,6047,4670,3112,27365,4699,2355,2397,2035,737,700,628
11,Jefferson Park,72965,11687,57535,11157,52820,10646,4710,2635,3125,2066,1585,1386,13640,6220,5460,4655,4050,2730,4130,2748,420,389,1370,1855
14,Albany Park,133690,22532,50280,11326,39475,10394,10805,5551,5680,3429,5125,4401,75115,19531,37250,14543,35035,9786,2830,2815,6600,3634,1695,1555
15,Portage Park,204390,19802,129840,15275,103695,12802,26145,10210,17920,8458,8225,3843,66060,15080,40715,13703,19240,6538,6105,3818,1995,1391,6495,4073
16,Irving Park,244790,24275,153085,19458,128740,16789,24345,7730,19170,6280,5175,3752,79095,15486,29775,9654,40190,11037,9130,4199,2890,1556,9720,6720
21,Avondale,115895,15847,76900,13757,61565,12673,15335,7963,9520,5757,5815,5841,36750,10727,8230,5403,24770,8573,3750,3246,345,504,1895,2082
22,Logan Square,209800,17578,114605,14263,94250,12025,20360,6903,16305,6628,4055,2064,78275,12437,19930,5776,50450,10032,7895,3901,4715,2543,12200,4659
23,Humboldt Park,64535,13220,35575,9920,27710,7034,7865,6613,6635,6684,1230,1095,24830,7716,16555,6411,5305,3020,2970,3473,1035,932,3095,1416
24,West Town,122360,15110,65720,9920,57310,9349,8410,4466,4520,2841,3890,2818,47370,11376,26505,8156,17025,6090,3840,2641,3850,1997,5415,2796
28,Near West Side,344360,23944,183670,19956,165910,19571,17760,5844,12605,4544,5155,3610,89470,14129,35025,7186,29645,7905,24800,10010,52915,8922,18290,8696
31,Lower West Side,74495,13783,35785,9020,17150,4307,18635,7960,3120,1845,15515,8164,31665,12226,18140,8197,10630,6464,2895,2949,3935,2369,3115,2640
33,Near South Side,276050,30087,155425,25000,137115,24203,18310,6618,16725,6393,1585,1565,91695,15071,55140,11087,28290,12337,8265,5608,15775,5676,13155,6339
34,Armour Square,70935,12822,37450,8785,21860,6255,15590,7123,2430,1745,13160,7157,27450,8621,18930,8128,5730,3337,2790,3110,5015,2892,1020,1203
60,Bridgeport,62125,12087,31440,6999,21915,6452,9525,3642,4090,2513,5435,3037,24540,9671,13805,7724,9050,5019,1685,1206,4690,2472,1455,1171
