area_id,area_name,b18107001,b18107001_moe,b18107002,b18107002_moe,b18107003,b18107003_moe,b18107004,b18107004_moe,b18107005,b18107005_moe,b18107006,b18107006_moe,b18107007,b18107007_moe,b18107008,b18107008_moe,b18107009,b18107009_moe,b18107010,b18107010_moe,b18107011,b18107011_moe,b18107012,b18107012_moe,b18107013,b18107013_moe,b18107014,b18107014_moe,b18107015,b18107015_moe,b18107016,b18107016_moe,b18107017,b18107017_moe,b18107018,b18107018_moe,b18107019,b18107019_moe,b18107020,b18107020_moe,b18107021,b18107021_moe,b18107022,b18107022_moe,b18107023,b18107023_moe,b18107024,b18107024_moe,b18107025,b18107025_moe,b18107026,b18107026_moe,b18107027,b18107027_moe
1,Rogers Park,45057,1602,22679,1053,10200,884,114,108,10086,878,10940,692,379,158,10561,681,988,207,137,81,851,196,551,166,103,76,448,152,22378,1134,10050,888,70,73,9980,881,10180,715,448,150,9732,719,1191,217,154,77,1037,209,957,240,406,158,551,181
2,West Ridge,53708,1768,26298,1131,9022,935,178,87,8844,931,13651,708,311,133,13340,706,2184,363,180,99,2004,349,1441,234,435,136,1006,197,27410,1065,7964,691,134,98,7830,683,14280,710,806,209,13474,701,2804,432,424,164,2380,396,2362,342,1034,239,1328,272
3,Uptown,47109,1383,24623,1074,9880,802,47,57,9833,800,12915,805,624,242,12291,754,1112,241,102,65,1010,236,716,191,311,127,405,154,22486,909,9036,672,87,82,8949,660,10184,633,462,144,9722,621,1643,313,222,108,1421,301,1623,313,473,174,1150,264
4,Lincoln Square,31798,981,15745,668,6335,514,2,39,6333,514,7838,507,220,111,7618,496,1145,210,108,79,1037,204,427,132,102,63,325,122,16053,646,6659,502,0,40,6659,502,7627,477,432,160,7195,468,1072,241,123,102,949,233,695,167,243,109,452,139
5,North Center,27159,813,13405,653,5863,595,10,40,5853,595,6483,406,38,49,6445,404,772,164,83,76,689,152,287,86,32,48,255,83,13754,556,6026,456,25,57,6001,452,6286,385,184,132,6102,366,814,165,109,65,705,161,628,170,174,90,454,151
6,Lake View,86624,1481,42560,1275,23263,1204,116,105,23147,1199,16446,749,386,158,16060,740,1717,244,84,79,1633,238,1134,201,232,116,902,185,44064,1281,27734,1247,37,74,27697,1246,12653,631,261,107,12392,626,1760,255,197,127,1563,237,1917,260,590,162,1327,229
7,Lincoln Park,55157,1305,26722,1016,14293,977,20,52,14273,978,10048,520,271,169,9777,514,1522,221,55,56,1467,219,859,197,249,136,610,149,28435,1004,15922,940,19,53,15903,939,10375,512,267,94,10108,507,1353,227,69,65,1284,222,785,161,218,95,567,130
8,Near North Side,74423,1573,33869,1251,14839,1083,11,56,14828,1084,13674,756,248,121,13426,756,3504,412,157,95,3347,407,1852,276,179,99,1673,268,40554,1249,18323,1049,47,63,18276,1049,15354,801,416,149,14938,793,3986,407,202,122,3784,400,2891,375,686,223,2205,322
9,Edison Park,8869,402,4116,299,933,192,18,36,915,190,2550,255,61,43,2489,261,273,88,4,23,269,88,360,97,96,61,264,86,4753,286,1134,222,0,25,1134,222,2585,191,162,96,2423,202,455,106,32,34,423,104,579,129,170,71,409,117
10,Norwood Park,29497,847,14021,605,3447,481,63,60,3384,479,7894,434,252,113,7642,424,1423,207,32,49,1391,209,1257,203,310,120,947,169,15476,561,3190,391,151,123,3039,348,8026,398,287,132,7739,408,1638,208,139,69,1499,208,2622,272,799,175,1823,245
