area_id,area_name,b99194001,b99194001_moe,b99194002,b99194002_moe,b99194003,b99194003_moe,b99194004,b99194004_moe,b99194005,b99194005_moe,b99194006,b99194006_moe,b99194007,b99194007_moe,b99194008,b99194008_moe
1,Rogers Park,13890,-1,10429,-1,431,-1,159,-1,140,-1,173,-1,377,-1,2181,-1
2,West Ridge,8081,-1,5661,-1,159,-1,26,-1,81,-1,267,-1,314,-1,1573,-1
3,Uptown,20209,-1,16589,-1,585,-1,180,-1,211,-1,188,-1,392,-1,2064,-1
4,Lincoln Square,9228,-1,7498,-1,136,-1,202,-1,148,-1,201,-1,134,-1,909,-1
5,North Center,7472,-1,6188,-1,113,-1,23,-1,112,-1,104,-1,126,-1,806,-1
6,Lake View,37704,-1,30979,-1,507,-1,573,-1,377,-1,755,-1,1131,-1,3382,-1
7,Lincoln Park,21933,-1,17399,-1,368,-1,231,-1,244,-1,600,-1,769,-1,2322,-1
8,Near North Side,35679,-1,28225,-1,828,-1,482,-1,115,-1,503,-1,676,-1,4850,-1
9,Edison Park,1779,-1,1246,-1,56,-1,14,-1,0,-1,49,-1,65,-1,349,-1
10,Norwood Park,5032,-1,3681,-1,173,-1,6,-1,16,-1,60,-1,188,-1,908,-1
11,Jefferson Park,3569,-1,2405,-1,96,-1,43,-1,33,-1,30,-1,72,-1,890,-1
12,Forest Glen,1926,-1,1214,-1,66,-1,7,-1,91,-1,49,-1,11,-1,488,-1
13,North Park,2186,-1,1693,-1,52,-1,7,-1,31,-1,46,-1,79,-1,278,-1
14,Albany Park,5962,-1,4210,-1,20,-1,72,-1,124,-1,153,-1,486,-1,897,-1
15,Portage Park,7570,-1,4940,-1,257,-1,61,-1,38,-1,86,-1,326,-1,1862,-1
16,Irving Park,7735,-1,5695,-1,142,-1,71,-1,25,-1,122,-1,239,-1,1441,-1
17,Dunning,4439,-1,2844,-1,177,-1,30,-1,9,-1,63,-1,109,-1,1207,-1
18,Montclare,1516,-1,872,-1,29,-1,0,-1,10,-1,0,-1,42,-1,563,-1
19,Belmont Cragin,4764,-1,3390,-1,46,-1,0,-1,5,-1,80,-1,175,-1,1068,-1
20,Hermosa,1614,-1,1103,-1,54,-1,11,-1,0,-1,28,-1,72,-1,346,-1
21,Avondale,5008,-1,3881,-1,69,-1,27,-1,23,-1,168,-1,118,-1,722,-1
22,Logan Square,14764,-1,12073,-1,157,-1,98,-1,209,-1,340,-1,630,-1,1257,-1
23,Humboldt Park,5285,-1,3136,-1,210,-1,21,-1,4,-1,60,-1,171,-1,1683,-1
24,West Town,21420,-1,16306,-1,402,-1,372,-1,167,-1,608,-1,1057,-1,2508,-1
25,Austin,10275,-1,6828,-1,278,-1,27,-1,48,-1,79,-1,173,-1,2842,-1
26,West Garfield Park,1654,-1,872,-1,35,-1,0,-1,5,-1,28,-1,23,-1,691,-1
27,East Garfield Park,2416,-1,1133,-1,74,-1,10,-1,35,-1,9,-1,75,-1,1080,-1
28,Near West Side,15688,-1,11626,-1,402,-1,231,-1,90,-1,243,-1,388,-1,2708,-1
29,North Lawndale,3114,-1,1777,-1,91,-1,5,-1,0,-1,49,-1,101,-1,1091,-1
30,South Lawndale,3320,-1,2217,-1,114,-1,40,-1,27,-1,105,-1,167,-1,650,-1
31,Lower West Side,4982,-1,4319,-1,64,-1,30,-1,54,-1,42,-1,115,-1,358,-1
32,Loop,9782,-1,7954,-1,108,-1,180,-1,198,-1,124,-1,144,-1,1074,-1
33,Near South Side,7625,-1,5968,-1,131,-1,160,-1,23,-1,74,-1,227,-1,1042,-1
34,Armour Square,2029,-1,1574,-1,67,-1,33,-1,4,-1,18,-1,87,-1,246,-1
35,Douglas,5600,-1,4374,-1,287,-1,83,-1,0,-1,35,-1,54,-1,767,-1
36,Oakland,1111,-1,809,-1,12,-1,0,-1,34,-1,12,-1,0,-1,244,-1
37,Fuller Park,584,-1,433,-1,29,-1,5,-1,0,-1,11,-1,10,-1,96,-1
38,Grand Boulevard,5096,-1,3612,-1,195,-1,45,-1,12,-1,112,-1,175,-1,945,-1
39,Kenwood,5384,-1,4139,-1,159,-1,62,-1,13,-1,148,-1,106,-1,757,-1
40,Washington Park,1600,-1,1106,-1,61,-1,10,-1,17,-1,37,-1,46,-1,323,-1
41,Hyde Park,7961,-1,6538,-1,190,-1,59,-1,69,-1,70,-1,272,-1,763,-1
42,Woodlawn,5318,-1,3998,-1,156,-1,0,-1,30,-1,78,-1,136,-1,920,-1
43,South Shore,11887,-1,8559,-1,278,-1,25,-1,66,-1,133,-1,341,-1,2485,-1
44,Chatham,6410,-1,4056,-1,309,-1,47,-1,60,-1,63,-1,131,-1,1744,-1
45,Avalon Park,1494,-1,979,-1,43,-1,12,-1,13,-1,75,-1,9,-1,363,-1
46,South Chicago,4083,-1,2954,-1,95,-1,7,-1,6,-1,59,-1,135,-1,827,-1
47,Burnside,309,-1,263,-1,11,-1,0,-1,0,-1,0,-1,0,-1,35,-1
48,Calumet Heights,1823,-1,1166,-1,81,-1,85,-1,70,-1,62,-1,23,-1,336,-1
49,Roseland,5203,-1,3487,-1,143,-1,70,-1,35,-1,36,-1,72,-1,1360,-1
50,Pullman,1156,-1,751,-1,20,-1,0,-1,0,-1,5,-1,60,-1,320,-1
