area_id,area_name,b19301001,b19301001_moe
1,Rogers Park,287170,13311
2,West Ridge,345544,41027
3,Uptown,444019,19583
4,Lincoln Square,435690,24090
5,North Center,824526,54190
6,Lake View,2038767,62676
7,Lincoln Park,1421876,57633
8,Near North Side,1735596,88357
9,Edison Park,121072,9934
10,Norwood Park,278752,18745
11,Jefferson Park,163257,8452
12,Forest Glen,172630,11694
13,North Park,114798,10364
14,Albany Park,231638,11822
15,Portage Park,341212,14355
16,Irving Park,431845,17656
17,Dunning,287065,10457
18,Montclare,44059,4630
19,Belmont Cragin,265469,9571
20,Hermosa,89734,5800
21,Avondale,198327,10498
22,Logan Square,869627,32726
23,Humboldt Park,219982,12403
24,West Town,1352819,43391
25,Austin,363830,14082
26,West Garfield Park,107569,8145
27,East Garfield Park,155120,14895
28,Near West Side,723322,38735
29,North Lawndale,179049,14986
30,South Lawndale,198426,8642
31,Lower West Side,202021,11080
32,Loop,289487,25623
33,Near South Side,164208,17554
34,Armour Square,75195,6298
35,Douglas,224891,16765
36,Oakland,49106,5741
37,Fuller Park,20818,2727
38,Grand Boulevard,292951,28542
39,Kenwood,258274,24798
40,Washington Park,86473,9453
41,Hyde Park,459833,48288
42,Woodlawn,193631,14680
43,South Shore,290978,13902
44,Chatham,189102,9837
45,Avalon Park,48851,4467
46,South Chicago,153108,10278
47,Burnside,12515,3960
48,Calumet Heights,137010,10858
49,Roseland,263212,13361
50,Pullman,61450,6281
51,South Deering,58984,5380
52,East Side,101237,7219
53,West Pullman,138563,8202
54,Riverdale,16381,2358
55,Hegewisch,44969,4695
56,Garfield Ridge,242564,10535
57,Archer Heights,84762,6321
58,Brighton Park,130876,6739
59,McKinley Park,85821,6030
60,Bridgeport,226639,11389
61,New City,218542,10662
62,West Elsdon,63935,4705
63,Gage Park,99931,5661
64,Clearing,170062,8607
65,West Lawn,102119,5189
66,Chicago Lawn,140586,7176
67,West Englewood,214480,11560
68,Englewood,126946,13607
69,Greater Grand Crossing,202446,14898
70,Ashburn,188552,9065
71,Auburn Gresham,224708,10199
72,Beverly,282292,14247
73,Washington Heights,156289,7649
74,Mount Greenwood,138575,6108
75,Morgan Park,169085,9493
76,O'Hare,116244,15763
77,Edgewater,552681,23383
