area_id,area_name,b19113c001,b19113c001_moe
4,Lincoln Square,58911,643
16,Irving Park,49821,102540
30,South Lawndale,37430,63348
42,Woodlawn,65536,55380
55,Hegewisch,25515,27277
57,Archer Heights,73125,68408
58,Brighton Park,55000,61084
65,West Lawn,42596,23377
70,Ashburn,11793,58406
