area_id,area_name,b18106001,b18106001_moe,b18106002,b18106002_moe,b18106003,b18106003_moe,b18106004,b18106004_moe,b18106005,b18106005_moe,b18106006,b18106006_moe,b18106007,b18106007_moe,b18106008,b18106008_moe,b18106009,b18106009_moe,b18106010,b18106010_moe,b18106011,b18106011_moe,b18106012,b18106012_moe,b18106013,b18106013_moe,b18106014,b18106014_moe,b18106015,b18106015_moe,b18106016,b18106016_moe,b18106017,b18106017_moe,b18106018,b18106018_moe,b18106019,b18106019_moe,b18106020,b18106020_moe,b18106021,b18106021_moe,b18106022,b18106022_moe,b18106023,b18106023_moe,b18106024,b18106024_moe,b18106025,b18106025_moe,b18106026,b18106026_moe,b18106027,b18106027_moe,b18106028,b18106028_moe,b18106029,b18106029_moe,b18106030,b18106030_moe,b18106031,b18106031_moe,b18106032,b18106032_moe,b18106033,b18106033_moe
1,Rogers Park,52231,1967,26103,1233,3424,520,12,49,3412,519,10200,884,15,48,10185,884,10940,692,167,84,10773,684,988,207,73,66,915,200,551,166,22,45,529,162,26128,1301,3750,532,5,45,3745,531,10050,888,37,56,10013,888,10180,715,185,92,9995,713,1191,217,80,70,1111,211,957,240,199,102,758,214
2,West Ridge,66847,2287,32662,1389,6364,695,59,77,6305,687,9022,935,101,69,8921,931,13651,708,287,145,13364,702,2184,363,106,75,2078,356,1441,234,189,95,1252,224,34185,1402,6775,736,19,58,6756,734,7964,691,35,65,7929,690,14280,710,362,145,13918,700,2804,432,276,143,2528,410,2362,342,597,196,1765,301
3,Uptown,50983,1566,27028,1149,2405,447,13,49,2392,446,9880,802,13,50,9867,803,12915,805,333,168,12582,781,1112,241,77,62,1035,237,716,191,255,118,461,158,23955,1016,1469,340,0,48,1469,340,9036,672,1,45,9035,672,10184,633,260,106,9924,633,1643,313,162,109,1481,303,1623,313,349,159,1274,262
4,Lincoln Square,35271,1168,17387,731,1642,331,28,53,1614,330,6335,514,15,45,6320,514,7838,507,90,65,7748,503,1145,210,69,73,1076,203,427,132,52,58,375,124,17884,797,1831,382,58,76,1773,375,6659,502,0,40,6659,502,7627,477,148,93,7479,475,1072,241,41,51,1031,240,695,167,169,93,526,144
5,North Center,30306,978,15050,706,1645,249,4,42,1641,249,5863,595,2,40,5861,595,6483,406,37,48,6446,401,772,164,78,78,694,153,287,86,21,48,266,83,15256,688,1502,313,19,45,1483,312,6026,456,25,57,6001,452,6286,385,71,73,6215,385,814,165,31,48,783,166,628,170,85,83,543,155
6,Lake View,91521,1606,44903,1329,2343,383,0,66,2343,383,23263,1204,25,73,23238,1203,16446,749,305,137,16141,748,1717,244,81,88,1636,235,1134,201,148,99,986,191,46618,1368,2554,352,16,68,2538,352,27734,1247,23,67,27711,1247,12653,631,217,104,12436,620,1760,255,135,116,1625,239,1917,260,354,149,1563,240
7,Lincoln Park,60783,1644,29525,1138,2803,403,40,60,2763,400,14293,977,15,54,14278,976,10048,520,166,101,9882,516,1522,221,27,54,1495,220,859,197,164,110,695,168,31258,1174,2823,491,14,51,2809,490,15922,940,23,57,15899,940,10375,512,227,104,10148,511,1353,227,34,60,1319,223,785,161,135,80,650,140
8,Near North Side,77898,1714,35451,1293,1582,331,48,67,1534,326,14839,1083,16,59,14823,1082,13674,756,155,101,13519,754,3504,412,110,101,3394,405,1852,276,113,81,1739,268,42447,1356,1893,454,5,56,1888,453,18323,1049,19,56,18304,1049,15354,801,276,140,15078,796,3986,407,119,92,3867,403,2891,375,490,201,2401,333
9,Edison Park,10776,481,5007,346,891,172,0,25,891,172,933,192,18,36,915,190,2550,255,35,48,2515,254,273,88,0,25,273,88,360,97,91,61,269,86,5769,345,1016,194,0,25,1016,194,1134,222,0,25,1134,222,2585,191,0,25,2585,191,455,106,61,53,394,100,579,129,76,47,503,125
10,Norwood Park,34621,1077,16690,688,2669,356,18,44,2651,355,3447,481,40,55,3407,481,7894,434,169,100,7725,426,1423,207,23,44,1400,206,1257,203,149,92,1108,181,17931,741,2455,381,9,40,2446,381,3190,391,64,86,3126,384,8026,398,112,79,7914,393,1638,208,40,45,1598,210,2622,272,380,124,2242,262
11,Jefferson Park,25011,1127,12496,720,2236,399,26,37,2210,396,3105,418,30,40,3075,414,5618,410,82,72,5536,407,767,173,0,29,767,173,770,194,73,71,697,176,12515,630,1817,276,0,29,1817,276,2884,382,38,54,2846,383,5645,375,36,43,5609,371,959,182,46,44,913,180,1210,219,151,83,1059,199
12,Forest Glen,17349,610,8576,436,1652,229,23,36,1629,224,1636,251,8,31,1628,250,3938,234,32,39,3906,233,713,141,48,59,665,133,637,132,77,50,560,125,8773,402,1592,216,0,29,1592,216,1423,242,0,29,1423,242,4035,212,56,46,3979,214,757,139,35,38,722,136,966,175,231,120,735,142
13,North Park,17433,935,8387,611,1522,315,9,29,1513,316,2469,420,14,25,2455,419,3267,293,57,48,3210,286,637,170,60,69,577,161,492,133,21,34,471,134,9046,589,1600,327,44,74,1556,301,2005,289,0,27,2005,289,3626,317,119,73,3507,322,883,168,76,67,807,161,932,206,85,52,847,200
14,Albany Park,49009,1857,25630,1275,4450,567,48,59,4402,566,9266,798,64,71,9202,798,10419,661,280,143,10139,649,830,184,66,66,764,191,665,193,105,79,560,178,23379,1153,4372,571,26,59,4346,567,7866,651,0,45,7866,651,8919,579,105,65,8814,580,1048,218,60,69,988,213,1174,247,242,141,932,195
15,Portage Park,59640,1714,28691,1051,5766,667,81,82,5685,655,7489,627,0,47,7489,627,12832,624,242,132,12590,616,1449,253,73,81,1376,247,1155,206,187,96,968,184,30949,1162,5047,566,47,69,5000,562,7670,657,18,49,7652,656,13865,659,274,130,13591,652,2239,302,240,127,1999,284,2128,272,394,137,1734,246
16,Irving Park,51574,1811,26012,1186,3921,478,33,51,3888,477,8464,735,45,62,8419,736,11423,672,254,139,11169,655,1350,239,53,69,1297,230,854,187,71,70,783,178,25562,1099,4500,570,18,54,4482,570,7878,612,34,57,7844,612,10747,593,86,82,10661,591,1302,219,44,68,1258,214,1135,208,145,78,990,195
