area_id,area_name,b25120001,b25120001_moe,b25120002,b25120002_moe,b25120003,b25120003_moe,b25120004,b25120004_moe,b25120005,b25120005_moe
1,Rogers Park,1256897900,55824503,650416000,54649066,572035600,53179710,78380600,20533349,606481700,42086965
2,West Ridge,1620430400,170790867,1117889000,171496709,740561800,57271061,377327200,168313762,502541500,41390727
3,Uptown,1625549400,79444864,982158500,79674389,831627700,74065628,150530600,40697310,643391000,48839351
4,Lincoln Square,1408306500,71364285,831809900,73839253,734866200,73526747,96943800,19377423,576496500,42015865
5,North Center,1862139300,106372826,1309181600,97128394,1171175400,94353923,138005900,36006140,552957600,63312682
6,Lake View,5513586300,186977589,3288675900,180723288,2830514100,173502764,458161800,63067148,2224910700,103922861
7,Lincoln Park,4422486100,216651586,3236610500,217748676,2491816600,199030728,744794000,123401462,1185875400,75299791
8,Near North Side,6879946900,352119223,4702165700,342059697,3223412900,297947723,1478752800,195125583,2177781400,161861564
9,Edison Park,445638900,28777414,387814700,33247305,304624500,33530388,83190200,16060790,57824200,13422389
10,Norwood Park,1175844300,53343013,1024043900,54867586,735050300,56616605,288993500,30060681,151800400,22651801
11,Jefferson Park,712658000,42931386,549336100,45429060,411368900,42625055,137967200,22672962,163321800,23057472
12,Forest Glen,800698500,60550603,766674400,61538085,534576300,48124650,232098000,49259945,34024100,8400358
13,North Park,477482700,37712132,346639100,36411178,278861200,37104714,67778000,13917692,130843400,21624553
14,Albany Park,1076295800,52263583,600397000,46788239,510653400,46322049,89743600,19765859,475898700,36680535
15,Portage Park,1476841200,56591510,1022823100,57498343,760375800,52353447,262447500,36935536,454018000,36538926
16,Irving Park,1465069500,59956622,991813200,62937217,833838400,62079980,157974900,31600390,473256300,33543287
17,Dunning,1053675200,40736109,881073000,43996361,643903600,42958007,237169500,26722687,172601800,26200253
18,Montclare,259757600,30803729,180646200,27948198,133486300,21517712,47159900,19988799,79111500,20338282
19,Belmont Cragin,1081819100,44671097,683685200,44495472,572615300,42397137,111069900,17971250,398133900,28765710
20,Hermosa,355550500,23031467,207467700,23613290,176858400,22895068,30609400,9392535,148082700,16823593
21,Avondale,765876900,36884228,424730400,36890916,365538800,36531311,59191700,11405157,341146500,29082299
22,Logan Square,2179844400,79535977,1283965300,81291421,1144246500,78949344,139719300,24237970,895879000,45647817
23,Humboldt Park,662065500,47769201,338348200,42564819,283708900,40551314,54639400,12329371,323717500,28698260
24,West Town,3422926400,109571622,2071463900,107575847,1872381900,106595013,199081600,34570889,1351462600,62974743
25,Austin,1433266400,54061885,861842700,50438048,694789900,45290983,167052800,28718328,571423800,35438636
26,West Garfield Park,171105500,15215900,71474100,12731449,51215700,11390613,20258500,5845095,99631300,13167388
27,East Garfield Park,202781100,25816684,86146600,17446238,67328800,15543939,18817800,6088298,116634300,21626413
28,Near West Side,1854308800,94299587,1224969500,89152187,1045435100,77592134,179534400,50791162,629339400,54413124
29,North Lawndale,312477700,36176799,129439000,24931048,100252500,24422231,29186200,7461104,183039000,30394616
30,South Lawndale,651577400,31775218,306193900,25785452,210523600,23152067,95670200,15290071,345384000,26095562
31,Lower West Side,561802300,29831026,221497900,26281506,168477300,24687412,53020600,11128196,340304300,23317964
32,Loop,1697999900,197618087,1000292600,206428313,837947200,206555616,162345600,38827600,697707100,92888786
33,Near South Side,1147058800,131115154,779202000,118415498,660468300,111520556,118733800,55232227,367856800,57251653
34,Armour Square,200813700,22529828,109702100,20957985,61298600,15489450,48403500,15669178,91111600,12018722
35,Douglas,328220100,27052617,168601200,23897252,153171000,23851194,15430400,5381024,159618700,17211547
36,Oakland,84814500,14726375,57878500,15037204,50976300,15340255,6902200,5402615,26936100,6935153
37,Fuller Park,28287400,4470139,13278000,3415815,10092600,3115369,3185400,1512626,15009300,3659098
38,Grand Boulevard,399543400,55967120,232499900,55924698,176789000,29943158,55711000,46918861,167043600,17942668
39,Kenwood,638562100,61747919,399383600,59207812,316013000,52118705,83370700,31757500,239178500,25262735
40,Washington Park,68173900,12005517,34451300,10299107,27395400,9535889,7055900,4602774,33722600,8317993
41,Hyde Park,1011491200,115629586,592285200,58262334,399045700,49009668,193239600,40249956,419205800,103720950
42,Woodlawn,353593600,30320204,154628100,28910120,135434100,28633897,19194000,5755304,198965500,19919594
43,South Shore,833689600,45492013,347289500,36868430,261099300,31069481,86190100,22685493,486400100,33302385
44,Chatham,597114900,34460491,325906200,29738061,229940600,27203982,95965500,16502807,271208900,23052458
45,Avalon Park,223709300,23465002,177896200,20163566,146055900,19400640,31840200,9225379,45813300,13505761
46,South Chicago,441446300,34224634,282559900,31261569,220315700,31832177,62244000,12294042,158886500,21865469
47,Burnside,41501000,9642742,31914500,9528568,23669300,9203252,8245200,4743554,9586500,3952744
48,Calumet Heights,394759100,34405916,349395600,35427924,248109900,35767100,101285700,21813693,45363500,10973327
49,Roseland,757951500,39290915,532635100,37940202,378404700,32054048,154230300,24103345,225316700,23786058
50,Pullman,141877000,11095337,79203000,10386217,64080900,10738738,15122100,4279924,62674000,9885209
51,South Deering,224608200,17730826,165002100,19016142,117228700,18290793,47773400,10220597,59606100,10266331
52,East Side,379179900,25444260,304691700,27070485,209521100,24766254,95170600,16607889,74488200,12474513
53,West Pullman,469727300,28185534,363905900,27379075,282032700,26927105,81873000,16430652,105821400,17097489
54,Riverdale,53624100,8521017,12279100,4230719,5107900,3992612,7171200,3567712,41345100,7487781
55,Hegewisch,224436500,28918733,183310900,25453357,129150700,24881270,54160400,12392029,41125600,17117568
56,Garfield Ridge,829809100,34411309,753152700,36211106,545263300,37598124,207889300,25707931,76656200,16075021
57,Archer Heights,203706500,15734025,152310700,17691641,119839600,16695713,32471000,8215627,51395900,9652413
58,Brighton Park,516338300,30928193,306331600,30942228,226363600,28383190,79968100,15406183,210006500,19751623
59,McKinley Park,262084500,17960435,174394500,18636751,121938100,17099780,52456500,12719948,87690000,11687658
60,Bridgeport,708394000,37833159,456489500,38187013,345595600,37815959,110894200,16055469,251904500,21619807
61,New City,502855300,26545897,290592500,24106476,221337500,22920549,69254800,13461827,212263000,20869175
62,West Elsdon,278948400,16567129,223537000,16383119,167806600,16802633,55730600,10712732,55411400,11119592
63,Gage Park,443753200,24983226,305740800,24544118,251396700,25213193,54344400,10449045,138012400,16411323
64,Clearing,550786900,31777458,462372600,33846126,353329300,34319749,109043400,18369958,88414200,14680892
65,West Lawn,523711500,28000140,444749400,28866918,341279300,29260722,103470000,19178573,78962100,14667532
66,Chicago Lawn,666725200,37023248,405056200,33692963,335356300,33513372,69700200,11736095,261668800,23969822
67,West Englewood,355432600,20395294,224552500,19782138,157299400,17195596,67253400,11870897,130879800,12785386
68,Englewood,317345200,37400328,141059700,25421785,91678800,24465516,49380700,9791863,176285900,29526601
69,Greater Grand Crossing,530349900,35271437,279001800,30387037,188674400,24555508,90327600,22110041,251348000,24341647
70,Ashburn,952832300,42796384,871155300,43808564,741676900,44489247,129478400,20548632,81677300,21871441
71,Auburn Gresham,716765700,35666543,458981600,34798155,355102300,35168345,103879100,14483876,257783900,20364149
72,Beverly,688322600,38767295,616372600,38455343,488558100,38047343,127814200,25141588,71950200,14228545
73,Washington Heights,476158900,27103887,366111500,26684786,269920100,27433833,96191700,16020491,110047300,16491412
