area_id,area_name,b992515001,b992515001_moe,b992515002,b992515002_moe,b992515003,b992515003_moe
1,Rogers Park,16986,-1,805,-1,16181,-1
2,West Ridge,12088,-1,613,-1,11475,-1
3,Uptown,19951,-1,955,-1,18996,-1
4,Lincoln Square,10602,-1,614,-1,9988,-1
5,North Center,6966,-1,303,-1,6663,-1
6,Lake View,32881,-1,1398,-1,31483,-1
7,Lincoln Park,17532,-1,991,-1,16541,-1
8,Near North Side,27993,-1,1627,-1,26366,-1
9,Edison Park,932,-1,87,-1,845,-1
10,Norwood Park,3022,-1,313,-1,2709,-1
11,Jefferson Park,3408,-1,221,-1,3187,-1
12,Forest Glen,829,-1,105,-1,724,-1
13,North Park,3031,-1,198,-1,2833,-1
14,Albany Park,10666,-1,439,-1,10227,-1
15,Portage Park,9830,-1,503,-1,9327,-1
16,Irving Park,10417,-1,630,-1,9787,-1
17,Dunning,3666,-1,296,-1,3370,-1
18,Montclare,1795,-1,150,-1,1645,-1
19,Belmont Cragin,11095,-1,581,-1,10514,-1
20,Hermosa,3960,-1,261,-1,3699,-1
21,Avondale,8027,-1,304,-1,7723,-1
22,Logan Square,18353,-1,595,-1,17758,-1
23,Humboldt Park,10868,-1,697,-1,10171,-1
24,West Town,22378,-1,948,-1,21430,-1
25,Austin,19610,-1,1549,-1,18061,-1
26,West Garfield Park,4228,-1,334,-1,3894,-1
27,East Garfield Park,5039,-1,550,-1,4489,-1
28,Near West Side,15414,-1,1217,-1,14197,-1
29,North Lawndale,8240,-1,820,-1,7420,-1
30,South Lawndale,10539,-1,426,-1,10113,-1
31,Lower West Side,8969,-1,154,-1,8815,-1
32,Loop,8300,-1,305,-1,7995,-1
33,Near South Side,5806,-1,459,-1,5347,-1
34,Armour Square,3475,-1,202,-1,3273,-1
35,Douglas,7148,-1,453,-1,6695,-1
36,Oakland,2131,-1,103,-1,2028,-1
37,Fuller Park,768,-1,64,-1,704,-1
38,Grand Boulevard,7111,-1,553,-1,6558,-1
39,Kenwood,6261,-1,385,-1,5876,-1
40,Washington Park,3309,-1,322,-1,2987,-1
41,Hyde Park,7870,-1,346,-1,7524,-1
42,Woodlawn,7775,-1,646,-1,7129,-1
43,South Shore,16515,-1,1514,-1,15001,-1
44,Chatham,8903,-1,764,-1,8139,-1
45,Avalon Park,1259,-1,27,-1,1232,-1
46,South Chicago,6298,-1,509,-1,5789,-1
47,Burnside,476,-1,31,-1,445,-1
48,Calumet Heights,1209,-1,54,-1,1155,-1
49,Roseland,6628,-1,601,-1,6027,-1
50,Pullman,1607,-1,136,-1,1471,-1
51,South Deering,2204,-1,256,-1,1948,-1
52,East Side,2195,-1,91,-1,2104,-1
53,West Pullman,3509,-1,197,-1,3312,-1
54,Riverdale,2023,-1,313,-1,1710,-1
55,Hegewisch,961,-1,55,-1,906,-1
56,Garfield Ridge,1986,-1,133,-1,1853,-1
57,Archer Heights,1333,-1,104,-1,1229,-1
58,Brighton Park,6265,-1,187,-1,6078,-1
59,McKinley Park,2268,-1,84,-1,2184,-1
60,Bridgeport,6408,-1,262,-1,6146,-1
61,New City,6550,-1,273,-1,6277,-1
62,West Elsdon,1337,-1,42,-1,1295,-1
63,Gage Park,4103,-1,124,-1,3979,-1
64,Clearing,2043,-1,33,-1,2010,-1
65,West Lawn,2043,-1,149,-1,1894,-1
66,Chicago Lawn,8547,-1,443,-1,8104,-1
67,West Englewood,5480,-1,382,-1,5098,-1
68,Englewood,6899,-1,809,-1,6090,-1
69,Greater Grand Crossing,8147,-1,713,-1,7434,-1
70,Ashburn,1780,-1,77,-1,1703,-1
71,Auburn Gresham,9164,-1,781,-1,8383,-1
72,Beverly,1409,-1,164,-1,1245,-1
73,Washington Heights,3054,-1,463,-1,2591,-1
74,Mount Greenwood,616,-1,47,-1,569,-1
75,Morgan Park,1958,-1,283,-1,1675,-1
76,O'Hare,3281,-1,210,-1,3071,-1
77,Edgewater,17747,-1,861,-1,16886,-1
