area_id,area_name,b99104001,b99104001_moe,b99104002,b99104002_moe,b99104003,b99104003_moe,b99104004,b99104004_moe,b99104005,b99104005_moe,b99104006,b99104006_moe,b99104007,b99104007_moe
1,Rogers Park,31828,-1,960,-1,387,-1,74,-1,313,-1,573,-1,30868,-1
2,West Ridge,42770,-1,2279,-1,265,-1,0,-1,265,-1,2014,-1,40491,-1
3,Uptown,36302,-1,544,-1,218,-1,35,-1,183,-1,326,-1,35758,-1
4,Lincoln Square,24792,-1,669,-1,245,-1,56,-1,189,-1,424,-1,24123,-1
5,North Center,20131,-1,115,-1,22,-1,0,-1,22,-1,93,-1,20016,-1
6,Lake View,49545,-1,172,-1,8,-1,0,-1,8,-1,164,-1,49373,-1
7,Lincoln Park,32623,-1,83,-1,50,-1,0,-1,50,-1,33,-1,32540,-1
8,Near North Side,50862,-1,291,-1,101,-1,0,-1,101,-1,190,-1,50571,-1
9,Edison Park,7404,-1,136,-1,60,-1,0,-1,60,-1,76,-1,7268,-1
10,Norwood Park,25433,-1,549,-1,41,-1,16,-1,25,-1,508,-1,24884,-1
11,Jefferson Park,16893,-1,537,-1,70,-1,0,-1,70,-1,467,-1,16356,-1
12,Forest Glen,11997,-1,401,-1,38,-1,0,-1,38,-1,363,-1,11596,-1
13,North Park,11479,-1,476,-1,95,-1,7,-1,88,-1,381,-1,11003,-1
14,Albany Park,28813,-1,1933,-1,449,-1,51,-1,398,-1,1484,-1,26880,-1
15,Portage Park,38542,-1,2429,-1,723,-1,117,-1,606,-1,1706,-1,36113,-1
16,Irving Park,32773,-1,1589,-1,358,-1,55,-1,303,-1,1231,-1,31184,-1
17,Dunning,27003,-1,1436,-1,376,-1,6,-1,370,-1,1060,-1,25567,-1
18,Montclare,7171,-1,440,-1,187,-1,31,-1,156,-1,253,-1,6731,-1
19,Belmont Cragin,40267,-1,3820,-1,973,-1,103,-1,870,-1,2847,-1,36447,-1
20,Hermosa,13044,-1,1038,-1,262,-1,62,-1,200,-1,776,-1,12006,-1
21,Avondale,21868,-1,988,-1,360,-1,26,-1,334,-1,628,-1,20880,-1
22,Logan Square,39982,-1,1733,-1,832,-1,87,-1,745,-1,901,-1,38249,-1
23,Humboldt Park,27042,-1,2563,-1,1173,-1,294,-1,879,-1,1390,-1,24479,-1
24,West Town,46480,-1,1109,-1,477,-1,111,-1,366,-1,632,-1,45371,-1
25,Austin,54386,-1,4992,-1,2481,-1,530,-1,1951,-1,2511,-1,49394,-1
26,West Garfield Park,9041,-1,1085,-1,452,-1,70,-1,382,-1,633,-1,7956,-1
27,East Garfield Park,10032,-1,911,-1,468,-1,71,-1,397,-1,443,-1,9121,-1
28,Near West Side,29223,-1,709,-1,263,-1,34,-1,229,-1,446,-1,28514,-1
29,North Lawndale,16751,-1,1699,-1,785,-1,190,-1,595,-1,914,-1,15052,-1
30,South Lawndale,32615,-1,1862,-1,865,-1,164,-1,701,-1,997,-1,30753,-1
31,Lower West Side,17967,-1,1086,-1,322,-1,90,-1,232,-1,764,-1,16881,-1
