area_id,area_name,b08130001,b08130001_moe,b08130002,b08130002_moe,b08130003,b08130003_moe,b08130004,b08130004_moe,b08130005,b08130005_moe,b08130006,b08130006_moe,b08130007,b08130007_moe,b08130008,b08130008_moe,b08130009,b08130009_moe,b08130010,b08130010_moe,b08130011,b08130011_moe,b08130012,b08130012_moe,b08130013,b08130013_moe,b08130014,b08130014_moe,b08130015,b08130015_moe,b08130016,b08130016_moe,b08130017,b08130017_moe,b08130018,b08130018_moe,b08130019,b08130019_moe,b08130020,b08130020_moe,b08130021,b08130021_moe,b08130022,b08130022_moe,b08130023,b08130023_moe,b08130024,b08130024_moe,b08130025,b08130025_moe,b08130026,b08130026_moe,b08130027,b08130027_moe,b08130028,b08130028_moe,b08130029,b08130029_moe,b08130030,b08130030_moe,b08130031,b08130031_moe
19,Belmont Cragin,31952,1400,31853,1401,29263,1388,2590,428,99,81,20044,1096,19985,1099,18103,1055,1882,359,59,76,5504,729,5496,729,4818,700,678,203,8,51,4592,597,4592,597,4592,597,0,52,0,52,857,231,840,230,810,226,30,66,17,57,415,164,400,163,400,163,0,52,15,53,540,160
20,Hermosa,10998,736,10929,732,10076,708,853,228,69,59,6383,559,6364,559,5881,541,483,148,19,40,1749,407,1724,409,1457,381,267,136,25,46,2089,373,2064,372,1984,365,80,67,25,38,349,144,349,144,349,144,0,29,0,29,176,102,176,102,153,99,23,35,0,29,252,136
21,Avondale,21102,1049,20971,1044,20067,1032,904,252,131,101,11418,845,11379,843,10931,830,448,131,39,61,2524,497,2524,497,2133,456,391,195,0,38,5074,611,5043,608,4988,608,55,52,31,45,744,215,716,207,716,207,0,38,28,69,583,173,550,166,540,164,10,47,33,60,759,227
22,Logan Square,40835,1263,40489,1262,38073,1248,2416,327,346,115,19722,969,19539,967,17768,935,1771,275,183,86,2915,436,2883,435,2631,417,252,131,32,64,12587,791,12562,790,12206,782,356,132,25,59,1623,285,1604,284,1604,284,0,57,19,59,1789,300,1702,293,1665,293,37,64,87,83,2199,308
23,Humboldt Park,17799,1001,17772,1000,16224,914,1548,350,27,57,9346,731,9325,728,8381,679,944,219,21,55,1874,430,1868,430,1512,350,356,253,6,53,4235,533,4235,533,4108,517,127,104,0,51,690,192,690,192,690,192,0,51,0,51,1093,293,1093,293,972,287,121,80,0,51,561,154
24,West Town,52110,1306,51589,1307,47587,1275,4002,431,521,142,23074,1015,22854,1015,19620,966,3234,390,220,99,2745,379,2701,379,2468,362,233,109,44,72,16533,911,16481,911,16073,900,408,135,52,67,3458,452,3413,451,3350,447,63,75,45,68,3015,383,2855,375,2791,372,64,84,160,97,3285,386
25,Austin,32636,1222,32588,1222,29877,1195,2711,401,48,72,19138,980,19106,979,16731,902,2375,375,32,68,2394,445,2394,445,2292,437,102,93,0,61,8809,725,8793,724,8609,721,184,122,16,66,660,181,660,181,654,180,6,61,0,61,638,182,638,182,594,176,44,74,0,61,997,223
26,West Garfield Park,4809,497,4782,491,4619,485,163,85,27,46,2383,348,2383,348,2310,340,73,56,0,35,196,88,196,88,166,82,30,48,0,35,1717,295,1706,292,1646,284,60,59,11,37,110,69,100,68,100,68,0,35,10,37,266,124,260,123,260,123,0,35,6,35,137,66
27,East Garfield Park,5729,489,5690,489,5329,464,361,127,39,57,3090,370,3054,369,2794,351,260,111,36,57,187,84,187,84,187,84,0,38,0,38,1725,273,1722,272,1621,268,101,72,3,37,321,112,321,112,321,112,0,38,0,38,136,74,136,74,136,74,0,38,0,38,270,116
28,Near West Side,29921,1005,29432,1008,26763,998,2669,333,489,145,11653,706,11344,691,9365,633,1979,280,309,111,1926,341,1910,340,1698,325,212,110,16,53,7683,624,7636,622,7230,604,406,155,47,65,5952,599,5944,599,5907,598,37,58,8,52,1239,243,1130,230,1095,227,35,58,109,88,1468,277
29,North Lawndale,9084,655,9046,653,8506,638,540,154,38,49,4347,426,4341,425,3967,414,374,131,6,42,530,149,530,149,510,143,20,48,0,43,3213,417,3206,417,3115,415,91,74,7,41,286,121,286,121,286,121,0,43,0,43,390,131,365,129,310,120,55,63,25,51,318,122
30,South Lawndale,23905,1169,23842,1169,21099,1086,2743,416,63,69,11465,829,11443,829,10247,778,1196,248,22,51,5933,662,5904,657,4468,567,1436,340,29,65,3758,502,3746,504,3682,496,64,80,12,51,1597,278,1597,278,1597,278,0,48,0,48,505,160,505,160,458,152,47,66,0,48,647,192
31,Lower West Side,16850,924,16782,918,15667,908,1115,234,68,69,6956,553,6905,547,6262,524,643,176,51,69,2665,473,2665,473,2284,441,381,145,0,42,4730,600,4730,600,4690,597,40,55,0,42,1360,338,1353,338,1343,338,10,42,7,41,721,175,711,174,670,168,41,67,10,40,418,146
32,Loop,16434,1035,15881,1021,14788,986,1093,282,553,198,4245,574,3918,555,3007,479,911,260,327,158,447,187,392,180,341,168,51,68,55,51,3395,603,3339,596,3216,595,123,80,56,68,6694,808,6660,806,6652,805,8,30,34,42,809,325,728,315,728,315,0,30,81,92,844,247
33,Near South Side,12833,921,12421,902,11496,905,925,214,412,154,5514,618,5285,608,4564,609,721,196,229,126,988,411,958,408,918,409,40,41,30,33,3811,521,3799,518,3646,515,153,98,12,25,912,255,876,252,876,252,0,24,36,59,653,234,548,239,537,241,11,23,105,62,955,257
34,Armour Square,5697,561,5539,582,5146,581,393,135,158,135,1793,411,1768,411,1645,420,123,80,25,33,1215,300,1204,299,963,272,241,129,11,30,1567,352,1471,320,1457,323,14,32,96,124,629,189,603,182,599,182,4,26,26,40,88,53,88,53,77,52,11,29,0,27,405,160
35,Douglas,7582,524,7533,524,7188,502,345,139,49,59,3401,342,3356,338,3144,318,212,100,45,58,655,207,655,207,564,166,91,96,0,35,2098,279,2098,279,2070,278,28,46,0,35,1041,272,1037,272,1037,272,0,35,4,34,64,48,64,48,50,43,14,40,0,35,323,116
36,Oakland,2070,308,2040,305,1993,307,47,42,30,36,943,194,929,196,896,194,33,36,14,25,117,66,117,66,117,66,0,19,0,19,821,222,821,222,807,223,14,27,0,19,48,43,32,34,32,34,0,19,16,30,27,24,27,24,27,24,0,19,0,19,114,81
37,Fuller Park,710,163,710,163,692,161,18,21,0,16,264,96,264,96,264,96,0,16,0,16,61,36,61,36,43,32,18,21,0,16,250,100,250,100,250,100,0,16,0,16,52,32,52,32,52,32,0,16,0,16,21,24,21,24,21,24,0,16,0,16,62,45
38,Grand Boulevard,8295,541,8192,539,7763,531,429,125,103,74,4470,411,4432,412,4176,405,256,104,38,57,523,159,517,158,484,155,33,50,6,43,2746,390,2737,390,2597,383,140,79,9,44,259,107,234,100,234,100,0,43,25,57,95,73,70,69,70,69,0,43,25,49,202,90
39,Kenwood,7315,491,7207,490,6797,481,410,141,108,71,2982,327,2902,325,2566,304,336,136,80,67,474,177,474,177,451,174,23,41,0,31,2778,368,2766,367,2715,364,51,64,12,35,497,178,497,178,497,178,0,31,0,31,196,91,180,90,180,90,0,31,16,35,388,132
40,Washington Park,3178,304,3161,303,2998,308,163,72,17,36,1422,225,1422,225,1273,215,149,72,0,27,251,84,251,84,240,83,11,30,0,27,1366,218,1349,217,1349,217,0,27,17,36,72,48,72,48,69,48,3,26,0,27,24,39,24,39,24,39,0,27,0,27,43,44
41,Hyde Park,13175,630,12867,623,12449,610,418,159,308,116,3493,374,3247,360,3063,356,184,74,246,111,669,196,658,195,551,174,107,98,11,37,3757,390,3752,390,3679,384,73,68,5,37,3628,393,3610,393,3556,387,54,95,18,38,880,172,852,170,852,170,0,38,28,42,748,145
42,Woodlawn,8513,602,8459,601,8265,598,194,89,54,65,3672,397,3659,399,3566,399,93,70,13,38,824,219,824,219,793,219,31,43,0,36,2682,336,2682,336,2621,334,61,57,0,36,804,208,791,208,791,208,0,36,13,41,160,88,132,76,123,75,9,38,28,57,371,143
43,South Shore,18064,955,17897,964,17405,959,492,175,167,109,8666,700,8564,704,8148,681,416,163,102,95,1312,295,1283,293,1261,293,22,49,29,54,6572,625,6563,625,6509,619,54,72,9,45,404,162,404,162,404,162,0,44,0,44,496,230,469,226,469,226,0,44,27,61,614,232
44,Chatham,10964,731,10917,732,10485,716,432,150,47,47,5635,523,5600,524,5274,505,326,136,35,46,721,202,721,202,683,198,38,48,0,37,3950,528,3950,528,3882,520,68,62,0,37,176,94,164,92,164,92,0,37,12,38,43,47,43,47,43,47,0,37,0,37,439,155
45,Avalon Park,3703,431,3692,431,3530,405,162,121,11,24,2118,349,2118,349,2032,337,86,69,0,19,511,236,500,235,438,195,62,99,11,24,836,217,836,217,822,222,14,25,0,19,35,55,35,55,35,55,0,19,0,19,44,55,44,55,44,55,0,19,0,19,159,95
46,South Chicago,9278,704,9129,696,8950,684,179,93,149,79,4698,547,4566,537,4450,521,116,89,132,75,1076,235,1059,234,1027,230,32,60,17,44,2623,377,2623,377,2592,373,31,46,0,37,276,109,276,109,276,109,0,37,0,37,162,88,162,88,162,88,0,37,0,37,443,174
47,Burnside,1153,193,1153,193,1153,193,0,11,0,11,658,195,658,195,658,195,0,11,0,11,77,60,77,60,77,60,0,11,0,11,386,144,386,144,386,144,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,32,50
48,Calumet Heights,4896,449,4890,449,4775,433,115,87,6,29,3077,407,3071,405,2963,385,108,86,6,29,356,157,356,157,356,157,0,27,0,27,1176,242,1176,242,1176,242,0,27,0,27,42,43,42,43,42,43,0,27,0,27,31,35,31,35,24,33,7,27,0,27,214,122
49,Roseland,13953,791,13828,782,13228,772,600,175,125,76,8168,631,8059,622,7651,609,408,140,109,72,1299,304,1283,303,1145,298,138,100,16,47,3651,437,3651,437,3597,432,54,57,0,41,340,126,340,126,340,126,0,41,0,41,82,65,82,65,82,65,0,41,0,41,413,135
50,Pullman,2718,262,2647,266,2517,271,130,59,71,58,1495,211,1455,219,1337,223,118,56,40,51,284,117,267,114,267,114,0,19,17,31,807,199,797,199,797,199,0,19,10,22,85,49,81,49,69,47,12,25,4,17,0,19,0,19,0,19,0,19,0,19,47,46
51,South Deering,5393,480,5170,467,5008,470,162,106,223,103,3212,390,3033,382,2912,384,121,76,179,89,827,234,783,229,769,227,14,31,44,58,1061,225,1061,225,1034,223,27,47,0,25,63,62,63,62,63,62,0,25,0,25,25,34,25,34,25,34,0,25,0,25,205,114
52,East Side,8693,669,7791,626,7475,612,316,99,902,253,5402,499,4725,460,4512,447,213,82,677,211,1822,420,1628,399,1525,396,103,59,194,103,850,209,850,209,850,209,0,29,0,29,349,142,318,137,318,137,0,29,31,45,7,27,7,27,7,27,0,29,0,29,263,142
53,West Pullman,9717,763,9638,758,9072,736,566,174,79,59,5473,571,5421,566,4963,526,458,158,52,47,1045,235,1018,228,971,227,47,48,27,48,2551,424,2551,424,2529,422,22,43,0,39,259,152,259,152,220,113,39,71,0,39,21,41,21,41,21,41,0,39,0,39,368,170
54,Riverdale,1406,226,1404,226,1346,230,58,51,2,13,592,181,590,183,532,179,58,51,2,13,107,70,107,70,107,70,0,16,0,16,497,174,497,174,497,174,0,16,0,16,131,82,131,82,131,82,0,16,0,16,6,14,6,14,6,14,0,16,0,16,73,73
55,Hegewisch,3812,441,3425,430,3330,424,95,70,387,153,2644,327,2300,314,2205,303,95,70,344,149,449,158,406,152,406,152,0,19,43,40,555,235,555,235,555,235,0,19,0,19,39,36,39,36,39,36,0,19,0,19,0,19,0,19,0,19,0,19,0,19,125,123
56,Garfield Ridge,15117,699,14973,707,13741,696,1232,268,144,104,11050,616,10925,624,9830,599,1095,256,125,102,1405,299,1405,299,1285,283,120,80,0,42,2027,322,2027,322,2027,322,0,42,0,42,426,173,414,172,405,172,9,43,12,43,63,57,56,57,48,58,8,41,7,42,146,72
57,Archer Heights,5332,402,5293,401,4910,386,383,118,39,37,3165,345,3147,339,2856,340,291,97,18,36,854,183,833,183,741,175,92,59,21,28,846,205,846,205,846,205,0,27,0,27,328,126,328,126,328,126,0,27,0,27,32,42,32,42,32,42,0,27,0,27,107,86
58,Brighton Park,17222,924,16962,876,15651,852,1311,290,260,196,10146,718,10030,698,9103,675,927,226,116,89,2777,448,2633,426,2292,400,341,153,144,137,3014,434,3014,434,2984,435,30,53,0,43,797,201,797,201,784,200,13,46,0,43,195,107,195,107,195,107,0,43,0,43,293,124
59,McKinley Park,7087,475,7021,476,6442,445,579,168,66,50,3377,381,3358,382,3011,350,347,113,19,28,1310,275,1272,274,1069,224,203,130,38,47,1946,327,1937,327,1920,327,17,27,9,27,218,82,218,82,218,82,0,25,0,25,72,56,72,56,60,48,12,28,0,25,164,75
60,Bridgeport,15606,776,15497,772,14672,771,825,172,109,67,7729,540,7666,541,7169,523,497,136,63,54,2501,344,2492,344,2223,329,269,105,9,38,3381,418,3372,418,3313,416,59,51,9,38,1104,266,1104,266,1104,266,0,37,0,37,529,192,501,189,501,189,0,37,28,47,362,125
61,New City,13925,805,13861,796,13197,782,664,176,64,75,7191,516,7164,514,6780,508,384,127,27,57,2237,378,2200,369,1985,340,215,110,37,66,3227,439,3227,439,3186,435,41,70,0,47,754,191,754,191,730,188,24,60,0,47,160,84,160,84,160,84,0,47,0,47,356,122
62,West Elsdon,7559,469,7549,468,6841,470,708,201,10,27,4882,421,4872,420,4356,409,516,164,10,27,1055,271,1055,271,863,241,192,137,0,27,1366,258,1366,258,1366,258,0,27,0,27,176,105,176,105,176,105,0,27,0,27,26,35,26,35,26,35,0,27,0,27,54,44
63,Gage Park,14657,936,14545,932,13407,859,1138,276,112,80,8536,698,8453,697,7642,642,811,224,83,79,2704,475,2682,474,2392,418,290,151,22,42,2776,399,2769,399,2769,399,0,41,7,39,304,162,304,162,267,135,37,57,0,41,181,99,181,99,181,99,0,41,0,41,156,75
64,Clearing,10934,688,10916,686,9831,651,1085,254,18,32,7250,652,7239,651,6344,619,895,232,11,32,1457,327,1457,327,1317,313,140,91,0,31,1519,282,1519,282,1519,282,0,31,0,31,454,178,454,178,404,175,50,58,0,31,119,72,112,72,112,72,0,31,7,31,135,88
65,West Lawn,13430,753,13281,758,12356,754,925,239,149,117,8908,594,8759,601,8120,600,639,166,149,117,2193,440,2193,440,1918,429,275,178,0,34,1625,289,1625,289,1615,289,10,34,0,34,238,122,238,122,238,122,0,34,0,34,89,71,89,71,88,71,1,30,0,34,377,213
66,Chicago Lawn,18295,989,18226,981,17337,960,889,220,69,82,10494,771,10468,764,9885,747,583,180,26,63,2940,512,2924,510,2690,484,234,129,16,54,3784,450,3757,442,3705,440,52,59,27,67,413,195,413,195,413,195,0,49,0,49,57,60,57,60,37,58,20,51,0,49,607,203
67,West Englewood,8716,586,8617,587,8225,565,392,148,99,90,4057,399,4032,397,3770,380,262,128,25,57,818,205,761,191,713,187,48,57,57,83,3103,385,3091,384,3033,379,58,61,12,50,226,107,226,107,226,107,0,48,0,48,137,86,132,86,108,80,24,56,5,47,375,120
68,Englewood,7128,581,7066,578,6812,562,254,104,62,54,3401,396,3381,394,3193,387,188,84,20,41,800,224,800,224,774,220,26,54,0,36,2480,348,2446,346,2406,344,40,57,34,48,198,95,198,95,198,95,0,36,0,36,19,41,11,40,11,40,0,36,8,37,230,93
69,Greater Grand Crossing,10680,691,10611,686,10078,668,533,175,69,65,5328,496,5298,495,4885,466,413,153,30,47,840,245,810,241,705,211,105,106,30,58,3593,451,3584,450,3569,451,15,41,9,39,366,173,366,173,366,173,0,38,0,38,79,74,79,74,79,74,0,38,0,38,474,152
70,Ashburn,18196,868,17874,856,16998,860,876,233,322,206,13585,771,13297,757,12606,755,691,195,288,203,1742,352,1708,349,1589,335,119,92,34,51,2252,393,2252,393,2201,390,51,52,0,41,233,98,233,98,233,98,0,41,0,41,78,80,78,80,63,77,15,46,0,41,306,132
71,Auburn Gresham,15031,909,14992,909,14245,861,747,207,39,54,7771,675,7732,674,7176,638,556,170,39,54,1309,297,1309,297,1250,275,59,80,0,46,5138,546,5138,546,5032,527,106,93,0,46,226,117,226,117,200,110,26,59,0,46,208,111,208,111,208,111,0,46,0,46,379,142
72,Beverly,9776,471,9659,472,9115,466,544,137,117,77,6724,431,6625,429,6144,416,481,133,99,75,659,168,659,168,607,162,52,45,0,29,1651,243,1651,243,1651,243,0,29,0,29,121,61,115,60,115,60,0,29,6,29,130,56,118,54,107,52,11,32,12,32,491,152
73,Washington Heights,8918,578,8775,575,8270,553,505,198,143,86,5425,470,5360,470,4924,430,436,193,65,55,656,196,612,180,601,179,11,36,44,61,2506,382,2506,382,2478,378,28,56,0,33,88,69,88,69,58,54,30,49,0,33,90,66,56,50,56,50,0,33,34,49,153,92
74,Mount Greenwood,8981,491,8808,460,8210,444,598,151,173,138,7349,467,7176,417,6588,403,588,150,173,138,637,188,637,188,627,186,10,27,0,25,569,162,569,162,569,162,0,25,0,25,201,105,201,105,201,105,0,25,0,25,31,41,31,41,31,41,0,25,0,25,194,84
75,Morgan Park,9214,634,9127,634,8689,623,438,147,87,55,6446,595,6373,592,5965,574,408,145,73,52,503,146,503,146,489,145,14,32,0,31,1539,259,1539,259,1534,259,5,30,0,31,155,70,141,67,141,67,0,31,14,32,97,62,97,62,86,60,11,34,0,31,474,183
76,O'Hare,7179,597,7106,593,6100,594,1006,317,73,73,5214,506,5155,506,4318,460,837,280,59,70,673,293,659,292,542,266,117,162,14,42,689,221,689,221,689,221,0,38,0,38,107,94,107,94,107,94,0,38,0,38,254,185,254,185,202,149,52,78,0,38,242,139
77,Edgewater,30687,1144,30470,1143,29224,1125,1246,287,217,98,11070,766,10968,762,10234,754,734,196,102,77,2279,425,2279,425,2091,400,188,149,0,48,12515,847,12462,849,12169,840,293,152,53,65,1842,355,1828,354,1828,354,0,48,14,51,1219,276,1171,274,1140,273,31,54,48,56,1762,311
