area_id,area_name,b25055001,b25055001_moe,b25055002,b25055002_moe,b25055003,b25055003_moe,b25055004,b25055004_moe,b25055005,b25055005_moe,b25055006,b25055006_moe,b25055007,b25055007_moe,b25055008,b25055008_moe,b25055009,b25055009_moe,b25055010,b25055010_moe,b25055011,b25055011_moe,b25055012,b25055012_moe,b25055013,b25055013_moe
1,Rogers Park,16781,650,13165,632,40,80,13125,635,2102,335,0,48,2102,335,845,202,16,53,829,200,669,173,0,48,669,173
2,West Ridge,11635,633,8353,592,60,79,8293,594,1838,331,14,56,1824,330,847,237,0,51,847,237,597,155,97,92,500,132
3,Uptown,19665,651,14292,648,151,111,14141,653,2728,399,164,111,2564,390,1453,316,13,50,1440,315,1192,238,107,116,1085,214
4,Lincoln Square,10462,512,8643,492,0,40,8643,492,1023,227,0,40,1023,227,551,182,37,58,514,178,245,114,48,69,197,98
5,North Center,6853,386,5968,372,0,43,5968,372,468,153,0,43,468,153,243,85,0,43,243,85,174,83,0,43,174,83
6,Lake View,32572,781,28660,766,11,68,28649,766,1564,288,8,67,1556,288,921,198,61,78,860,194,1427,223,495,153,932,174
7,Lincoln Park,17192,618,14889,625,13,54,14876,625,1020,209,0,51,1020,209,686,169,38,66,648,163,597,163,175,115,422,127
8,Near North Side,27128,977,22472,929,175,116,22297,932,2079,349,0,54,2079,349,1416,293,13,58,1403,292,1161,213,32,63,1129,211
9,Edison Park,911,168,708,161,0,25,708,161,101,60,0,25,101,60,43,40,0,25,43,40,59,37,0,25,59,37
10,Norwood Park,2629,309,1511,284,0,39,1511,284,328,113,0,39,328,113,165,96,0,39,165,96,625,136,451,106,174,113
11,Jefferson Park,3335,330,2253,302,0,29,2253,302,550,167,28,52,522,163,257,87,0,29,257,87,275,113,0,29,275,113
12,Forest Glen,751,183,581,176,0,29,581,176,102,61,0,29,102,61,46,50,0,29,46,50,22,44,0,29,22,44
13,North Park,2957,266,1836,231,0,27,1836,231,266,96,19,27,247,94,279,127,10,27,269,126,576,150,60,44,516,149
14,Albany Park,10585,435,8431,454,125,110,8306,451,1123,252,0,45,1123,252,451,157,0,45,451,157,580,162,0,45,580,162
15,Portage Park,9525,521,6887,498,0,47,6887,498,1506,263,21,48,1485,263,722,208,0,47,722,208,410,131,14,50,396,130
16,Irving Park,10042,502,8328,502,10,48,8318,503,988,211,0,47,988,211,531,155,11,47,520,154,195,90,0,47,195,90
17,Dunning,3426,335,2547,310,70,90,2477,313,462,157,14,45,448,156,243,116,26,57,217,108,174,68,62,51,112,59
18,Montclare,1746,219,1064,201,16,30,1048,204,299,117,0,23,299,117,114,54,21,26,93,51,269,94,0,23,269,94
19,Belmont Cragin,10687,538,8584,539,66,79,8518,538,1223,243,0,52,1223,243,568,166,11,54,557,165,312,110,54,61,258,103
20,Hermosa,3922,302,3035,294,0,29,3035,294,509,166,0,29,509,166,193,91,0,29,193,91,185,96,9,31,176,97
21,Avondale,7842,428,6267,436,141,103,6126,436,932,212,0,38,932,212,423,145,0,38,423,145,220,93,29,48,191,87
22,Logan Square,18042,599,15508,597,103,81,15405,598,1443,235,0,57,1443,235,728,169,0,57,728,169,363,130,0,57,363,130
23,Humboldt Park,10570,498,7808,472,42,62,7766,471,1673,284,0,51,1673,284,695,178,0,51,695,178,394,140,0,51,394,140
24,West Town,21930,617,18729,623,44,74,18685,623,1473,233,24,72,1449,229,918,186,0,62,918,186,810,181,0,62,810,181
25,Austin,19241,670,13349,644,0,61,13349,644,3251,394,13,61,3238,393,1753,280,0,61,1753,280,888,187,33,65,855,186
26,West Garfield Park,4097,291,3011,272,11,37,3000,272,538,122,0,35,538,122,374,110,0,35,374,110,174,69,0,35,174,69
27,East Garfield Park,4937,305,3564,298,0,38,3564,298,669,130,0,38,669,130,378,105,44,59,334,95,326,92,35,44,291,89
28,Near West Side,15108,552,11586,537,72,75,11514,533,1592,253,7,52,1585,252,1283,190,20,55,1263,188,647,147,92,72,555,137
29,North Lawndale,8059,400,5575,392,83,72,5492,392,1337,222,0,43,1337,222,739,150,0,43,739,150,408,113,0,43,408,113
30,South Lawndale,10194,498,8527,484,0,48,8527,484,941,207,0,48,941,207,486,137,4,47,482,137,240,102,0,48,240,102
31,Lower West Side,8693,391,7070,376,11,44,7059,376,815,191,0,42,815,191,473,147,0,42,473,147,335,119,3,41,332,120
32,Loop,7823,641,6706,607,17,38,6689,608,677,281,0,30,677,281,111,63,0,30,111,63,329,115,0,30,329,115
33,Near South Side,5593,451,3998,481,0,24,3998,481,495,163,45,72,450,154,447,124,0,24,447,124,653,290,35,46,618,288
34,Armour Square,3236,231,1630,215,0,27,1630,215,361,118,0,27,361,118,487,121,0,27,487,121,758,148,0,27,758,148
35,Douglas,7111,281,4650,288,0,35,4650,288,941,169,0,35,941,169,656,131,16,41,640,128,864,142,42,47,822,141
36,Oakland,2094,173,1239,161,0,19,1239,161,396,105,0,19,396,105,291,89,0,19,291,89,168,77,0,19,168,77
37,Fuller Park,724,112,362,106,0,16,362,106,108,50,0,16,108,50,167,65,0,16,167,65,87,47,0,16,87,47
38,Grand Boulevard,6988,327,4067,319,70,71,3997,317,987,168,21,51,966,166,1174,172,0,43,1174,172,760,122,0,43,760,122
