area_id,area_name,b13014001,b13014001_moe,b13014002,b13014002_moe,b13014003,b13014003_moe,b13014004,b13014004_moe,b13014005,b13014005_moe,b13014006,b13014006_moe,b13014007,b13014007_moe,b13014008,b13014008_moe,b13014009,b13014009_moe,b13014010,b13014010_moe,b13014011,b13014011_moe,b13014012,b13014012_moe,b13014013,b13014013_moe,b13014014,b13014014_moe,b13014015,b13014015_moe,b13014016,b13014016_moe,b13014017,b13014017_moe,b13014018,b13014018_moe,b13014019,b13014019_moe,b13014020,b13014020_moe,b13014021,b13014021_moe,b13014022,b13014022_moe,b13014023,b13014023_moe,b13014024,b13014024_moe,b13014025,b13014025_moe,b13014026,b13014026_moe,b13014027,b13014027_moe
1,Rogers Park,16991,1121,871,229,530,187,84,85,71,89,139,111,117,77,119,89,341,134,116,84,99,84,74,60,52,75,0,48,16120,1110,5143,522,1050,288,762,230,1033,248,1367,244,931,207,10977,973,1909,378,1510,293,3728,672,2553,363,1277,254
2,West Ridge,17441,985,1284,309,1109,296,145,107,299,163,338,179,245,140,82,77,175,99,73,84,30,56,42,59,0,51,30,58,16157,951,7575,569,1283,285,1676,324,1827,344,1850,328,939,210,8582,786,2387,442,1428,348,2463,386,1790,347,514,165
3,Uptown,15948,836,655,197,537,179,86,79,48,70,5,47,83,66,315,145,118,90,14,44,20,49,28,55,56,81,0,48,15293,826,5068,495,484,181,621,224,714,200,1954,315,1295,237,10225,763,913,259,883,213,2065,359,4023,509,2341,402
4,Lincoln Square,11854,647,623,160,512,137,73,68,0,40,22,46,221,86,196,94,111,88,54,52,2,39,44,81,0,40,11,42,11231,658,4694,415,333,158,620,184,883,227,1508,249,1350,226,6537,571,767,249,408,151,1397,274,2358,333,1607,267
5,North Center,10450,539,728,148,722,148,0,43,7,43,27,47,374,115,314,99,6,42,0,43,0,43,6,42,0,43,0,43,9722,539,4049,310,53,49,165,86,384,117,2117,251,1330,203,5673,497,357,130,454,163,825,205,3021,406,1016,195
6,Lake View,36337,1274,1451,238,1292,218,17,68,12,68,96,94,517,127,650,172,159,109,31,74,8,67,11,67,38,78,71,94,34886,1293,8866,531,93,86,427,165,763,192,4238,417,3345,362,26020,1274,461,158,762,201,3493,484,15752,1032,5552,543
7,Lincoln Park,23062,991,843,173,705,150,0,51,0,51,43,57,376,113,286,100,138,94,21,57,5,50,31,65,39,66,42,68,22219,993,6134,486,0,51,78,71,478,155,2462,317,3116,378,16085,971,576,132,622,185,3118,470,8079,770,3690,434
8,Near North Side,26129,1160,832,248,667,219,0,54,34,68,51,68,354,180,228,112,165,123,9,55,20,58,17,58,42,69,77,111,25297,1157,6146,615,215,121,270,142,806,324,2252,340,2603,386,19151,1101,471,191,1164,256,2985,523,9914,840,4617,556
9,Edison Park,2898,306,55,43,44,40,0,25,0,25,7,26,28,36,9,26,11,26,0,25,0,25,0,25,11,26,0,25,2843,312,1196,157,8,27,109,68,255,90,583,145,241,89,1647,297,249,101,216,111,462,165,536,159,184,94
10,Norwood Park,7888,536,508,170,359,134,0,39,12,41,124,99,156,78,67,57,149,111,3,36,146,112,0,39,0,39,0,39,7380,521,3927,356,110,88,813,241,1114,238,1247,230,643,178,3453,446,711,224,695,245,1086,235,638,169,323,150
11,Jefferson Park,6407,524,350,140,274,124,20,42,24,35,105,93,75,51,50,59,76,70,25,34,0,29,51,68,0,29,0,29,6057,522,3222,345,237,123,656,181,938,228,869,194,522,149,2835,399,444,135,582,206,1054,243,627,160,128,84
12,Forest Glen,3919,320,280,98,197,83,0,29,0,29,32,39,103,61,62,56,83,75,0,29,16,36,0,29,67,71,0,29,3639,317,2210,249,71,61,234,89,401,134,873,199,631,142,1429,251,364,124,118,67,501,172,313,104,133,80
13,North Park,4535,472,310,123,269,116,43,61,31,49,136,81,14,31,45,44,41,51,0,27,0,27,25,45,16,35,0,27,4225,468,1869,259,201,101,390,137,396,135,564,137,318,101,2356,391,494,170,340,113,819,213,438,209,265,122
14,Albany Park,14519,823,810,213,582,191,121,91,186,114,84,92,120,70,71,56,228,113,141,93,35,57,52,65,0,45,0,45,13709,827,6136,510,1762,372,1167,250,1335,280,1061,199,811,186,7573,661,2314,426,1320,276,2069,410,1404,277,466,153
15,Portage Park,17008,916,886,233,510,179,164,121,52,88,154,102,78,62,62,57,376,151,38,60,112,90,217,120,9,47,0,47,16122,933,7554,527,1143,246,1632,280,2280,338,1703,301,796,203,8568,838,1977,389,2080,349,2976,483,1160,262,375,131
16,Irving Park,14771,745,853,203,618,164,48,65,88,79,80,59,305,123,97,67,235,121,92,91,36,58,107,84,0,47,0,47,13918,734,6428,528,905,260,1167,258,1626,308,1863,285,867,187,7490,607,1576,331,1223,268,2237,378,1956,337,498,137
17,Dunning,10066,602,501,132,389,124,45,51,53,49,89,62,112,81,90,80,112,67,22,46,33,53,21,39,20,44,16,46,9565,607,4824,395,382,119,1462,267,1490,289,1014,216,476,133,4741,477,942,194,822,204,1517,264,1119,251,341,111
18,Montclare,3035,376,177,86,107,62,15,29,0,23,55,46,16,31,21,30,70,56,32,43,14,27,12,29,12,24,0,23,2858,369,1381,241,223,98,399,143,334,121,329,135,96,74,1477,310,299,132,451,156,560,168,118,71,49,57
19,Belmont Cragin,20433,1011,1333,270,708,188,179,100,143,92,185,104,92,83,109,86,625,195,261,138,187,112,119,85,58,79,0,52,19100,997,8357,592,2875,393,2588,363,1946,328,766,188,182,99,10743,847,4335,566,2751,410,2781,399,692,192,184,100
20,Hermosa,6327,549,394,139,258,121,28,54,126,85,61,68,7,29,36,53,136,73,51,50,51,54,34,38,0,29,0,29,5933,537,2245,271,728,184,731,173,607,156,179,99,0,29,3688,484,1158,233,1125,340,1103,282,248,108,54,44
21,Avondale,11465,835,594,169,388,136,71,63,127,88,69,59,101,69,20,47,206,105,44,56,47,70,70,69,45,54,0,38,10871,840,4184,417,789,203,1425,289,852,210,678,159,440,135,6687,761,1705,504,1570,406,2013,392,951,224,448,124
22,Logan Square,23413,939,1210,207,898,174,60,77,96,74,168,99,331,103,243,95,312,123,62,77,52,71,142,97,44,64,12,60,22203,939,7513,498,944,209,1752,309,1149,231,2230,261,1438,189,14690,844,2259,359,2297,382,3757,466,4680,463,1697,242
23,Humboldt Park,15696,886,996,251,214,104,33,51,13,54,138,96,7,51,23,54,782,224,248,125,268,130,242,135,24,64,0,51,14700,856,3903,415,1002,217,1312,259,1035,230,401,149,153,79,10797,792,3498,475,3088,414,3039,407,789,191,383,173
24,West Town,28997,1011,1504,237,1180,199,48,76,68,82,154,97,483,121,427,125,324,130,66,85,67,80,61,75,82,88,48,69,27493,1005,8552,498,596,166,853,188,1255,225,3414,333,2434,285,18941,968,2036,355,1643,292,4225,526,7673,617,3364,414
