area_id,area_name,b19081001,b19081001_moe,b19081002,b19081002_moe,b19081003,b19081003_moe,b19081004,b19081004_moe,b19081005,b19081005_moe,b19081006,b19081006_moe
1,Rogers Park,98787,11765,265211,19225,466697,27385,773834,42178,1648959,82376,2520561,177458
2,West Ridge,169451,15939,426081,31930,696733,34210,1067518,54014,2470037,526563,4681058,1729854
3,Uptown,101435,13794,291881,20846,545928,33542,950032,51448,2108655,114950,3464162,337001
4,Lincoln Square,165666,18772,427458,29003,680200,31864,1015919,47070,2263134,191494,3777603,603507
5,North Center,337685,34119,787697,47987,1278445,71076,1987161,93797,4848394,508968,9002784,1489780
6,Lake View,619812,48553,1683971,64601,2772332,87589,4330125,130323,10046096,475209,17538805,1303847
7,Lincoln Park,287285,34234,1017604,67411,1842794,87880,3055646,135480,8093815,493114,14827880,1100743
8,Near North Side,285554,31628,891611,59395,1562374,75642,2723562,138247,8334591,600175,16461324,1490866
9,Edison Park,63538,10659,152305,15906,243103,23026,340474,25626,649637,100861,1062750,348462
10,Norwood Park,131046,12283,291514,20741,487545,23959,713752,32771,1232567,66383,1709152,133126
11,Jefferson Park,84145,11705,196227,16716,350705,26877,547964,37304,927574,51129,1250421,89208
12,Forest Glen,71050,11549,199843,22563,356607,26686,554122,32486,1116042,109553,1839979,274260
13,North Park,45957,8712,122097,19933,227306,20509,376415,36714,804334,92287,1274660,272414
14,Albany Park,133232,12055,305252,26807,526426,32948,836082,43914,1661199,100726,2590118,249312
15,Portage Park,186264,17946,434196,27676,705538,34959,1045248,42966,1852343,109909,2762658,316231
16,Irving Park,237006,22850,519624,28335,829613,37034,1313494,63627,2838725,157058,4286459,335079
17,Dunning,156562,16860,402816,28535,662945,32849,970773,39440,1588576,64993,2218114,146684
18,Montclare,20758,4584,54031,7340,88235,10313,139324,15074,284160,41196,471282,117514
19,Belmont Cragin,219206,18688,468216,27157,725327,36030,1080585,46603,1913000,82837,2620233,184697
20,Hermosa,56613,8475,129419,15147,207947,20467,313593,21789,535725,40379,757860,73271
21,Avondale,114809,14267,276094,18898,428495,20042,609968,33700,1128974,69818,1650622,144840
22,Logan Square,370148,24643,887510,43557,1463947,58327,2266493,81568,4578540,233702,7326768,659433
23,Humboldt Park,77065,16106,247923,23368,436836,31208,704183,43056,1362667,103963,2164170,310258
24,West Town,476269,38265,1300802,62517,2177561,74023,3401512,113484,7038124,294129,11184474,780889
25,Austin,166268,17842,444580,25868,757772,34330,1191494,42786,2393008,124084,3730424,364767
26,West Garfield Park,37635,11264,126041,17665,227634,29257,390502,36520,701991,54896,979478,143177
27,East Garfield Park,33793,12497,119305,17963,212972,27286,373024,50889,839284,120709,1388250,414432
28,Near West Side,171210,27595,581515,31821,1019293,49462,1666279,73420,3498561,207991,5829674,603070
29,North Lawndale,54576,10249,163472,16666,296046,30945,525741,44381,1179182,140298,2031307,423790
30,South Lawndale,180567,15708,361792,19740,550987,26929,792850,35349,1466324,93123,2215239,206818
31,Lower West Side,98774,11550,225932,15715,358787,26832,546050,33476,1003492,57823,1440012,110726
32,Loop,52587,15686,231496,42857,403976,37237,662207,68861,1573700,192573,2814571,512949
33,Near South Side,32332,7498,109144,11833,191762,23941,352694,36938,768742,107457,1328786,319684
34,Armour Square,20772,6309,62220,9108,113917,17334,219146,21691,467782,49298,720623,116928
35,Douglas,40925,11132,149999,17337,263693,35239,494255,52973,1038576,99010,1709121,294720
36,Oakland,20116,2657,37543,5584,65722,11417,132134,18597,294126,40020,438824,82117
37,Fuller Park,8001,5297,20682,4270,31286,7256,63549,11647,125855,17608,189014,21983
38,Grand Boulevard,66443,10471,176899,22634,355730,34051,621249,49356,1504198,269762,2875360,944711
39,Kenwood,55238,10599,162509,20385,298500,25326,521796,47657,1611027,225164,3198491,679534
40,Washington Park,23968,5565,78006,12442,156979,24326,277868,34156,559048,62354,815213,87990
41,Hyde Park,67475,12072,257326,27260,501276,39499,863521,63174,2263044,266186,4017839,764209
42,Woodlawn,45969,8350,144419,12611,257289,23029,448951,33978,996806,78721,1531875,187452
43,South Shore,77343,11071,239529,21804,442577,30134,714255,38574,1433060,77018,2117632,174618
44,Chatham,57204,9115,158305,16063,296253,22054,485846,30642,932726,52369,1363161,92417
45,Avalon Park,15608,5308,51492,8304,87846,12950,152114,17434,269835,23472,375284,49932
46,South Chicago,59293,9738,159848,14918,261304,19314,418550,32247,879546,73139,1340902,194395
47,Burnside,6446,2454,14277,1975,25447,6267,45272,14910,105059,28357,181328,43798
48,Calumet Heights,58972,13880,143632,19606,227473,20287,322936,21582,591669,66359,934010,185252
49,Roseland,125025,14015,307252,19157,503485,29737,773591,39398,1467466,93063,2203838,216132
50,Pullman,22471,5565,63731,12563,120739,14776,184828,15791,296135,26971,410063,74753
51,South Deering,21263,6273,73348,10592,138821,17169,219307,17419,394297,41490,545679,82098
52,East Side,62898,12221,159758,16684,257970,18045,390140,31132,732010,55028,1012333,82529
53,West Pullman,47876,9486,146336,15281,248325,23573,384733,21623,692693,46295,1018773,94232
54,Riverdale,2948,2046,9284,2108,14675,3225,28078,7235,50251,7017,64999,12103
55,Hegewisch,20024,7099,58411,9049,95824,13900,152873,16587,264011,29676,357895,48592
56,Garfield Ridge,124500,12587,290144,21666,467078,27390,684200,40887,1191093,61943,1616037,119462
57,Archer Heights,59496,12855,118758,13946,177304,17695,248581,19577,452165,44347,645132,78372
58,Brighton Park,118888,12555,249325,13942,364270,21266,555598,33477,1009664,73385,1456895,143236
59,McKinley Park,58912,10133,135648,13716,211479,14993,313048,23578,555714,40940,789650,61782
60,Bridgeport,102581,11761,261492,21843,456776,28607,713256,34227,1349894,84847,2110031,195780
61,New City,131569,18707,327126,23996,489657,24038,710159,35440,1195908,56073,1649810,121456
62,West Elsdon,57705,9252,129325,10539,189819,15351,287188,22986,457964,31306,618834,74635
63,Gage Park,83126,10947,184998,12222,266608,20547,407937,26407,708772,42841,1009617,83844
64,Clearing,112409,14431,251317,22077,384757,22476,554436,28360,944203,54047,1327653,97358
65,West Lawn,90512,10123,189505,16077,292848,19792,433401,27617,709393,34963,965850,60752
66,Chicago Lawn,89186,9866,217852,17808,375153,24508,581609,34580,1067746,60957,1536036,202303
67,West Englewood,89732,14467,220109,17190,335807,26732,550551,46515,1053244,70107,1551570,158719
68,Englewood,30316,7839,108459,10328,197739,19110,349060,29155,906926,174013,1751609,636885
69,Greater Grand Crossing,78798,14634,207489,16031,356184,25546,565108,36866,1300978,160455,2329289,567169
70,Ashburn,116699,13186,274003,28426,465012,26671,643556,29321,1010211,50368,1310311,89994
71,Auburn Gresham,87928,13079,242554,18438,403536,25450,655738,38222,1257945,66675,1789220,122903
72,Beverly,193712,23040,434902,27115,643044,31017,883806,42284,1640120,125721,2584922,334366
73,Washington Heights,88964,9602,211425,21964,347748,24503,514863,37479,908057,42995,1170805,69533
74,Mount Greenwood,100109,15137,247925,17930,346411,16432,462617,23818,710394,48542,948177,132239
75,Morgan Park,96468,13557,234794,19287,376525,30951,590024,31772,977810,63468,1427224,163456
76,O'Hare,38433,6811,87068,11092,143490,21092,223853,18686,357203,33019,507114,69865
77,Edgewater,148981,14097,402090,25587,693511,35850,1082978,47854,2202109,105796,3427108,254256
