area_id,area_name,b16004001,b16004001_moe,b16004002,b16004002_moe,b16004003,b16004003_moe,b16004004,b16004004_moe,b16004005,b16004005_moe,b16004006,b16004006_moe,b16004007,b16004007_moe,b16004008,b16004008_moe,b16004009,b16004009_moe,b16004010,b16004010_moe,b16004011,b16004011_moe,b16004012,b16004012_moe,b16004013,b16004013_moe,b16004014,b16004014_moe,b16004015,b16004015_moe,b16004016,b16004016_moe,b16004017,b16004017_moe,b16004018,b16004018_moe,b16004019,b16004019_moe,b16004020,b16004020_moe,b16004021,b16004021_moe,b16004022,b16004022_moe,b16004023,b16004023_moe,b16004024,b16004024_moe,b16004025,b16004025_moe,b16004026,b16004026_moe,b16004027,b16004027_moe,b16004028,b16004028_moe,b16004029,b16004029_moe,b16004030,b16004030_moe,b16004031,b16004031_moe,b16004032,b16004032_moe,b16004033,b16004033_moe,b16004034,b16004034_moe,b16004035,b16004035_moe,b16004036,b16004036_moe,b16004037,b16004037_moe,b16004038,b16004038_moe,b16004039,b16004039_moe,b16004040,b16004040_moe,b16004041,b16004041_moe,b16004042,b16004042_moe,b16004043,b16004043_moe,b16004044,b16004044_moe,b16004045,b16004045_moe,b16004046,b16004046_moe,b16004047,b16004047_moe,b16004048,b16004048_moe,b16004049,b16004049_moe,b16004050,b16004050_moe,b16004051,b16004051_moe,b16004052,b16004052_moe,b16004053,b16004053_moe,b16004054,b16004054_moe,b16004055,b16004055_moe,b16004056,b16004056_moe,b16004057,b16004057_moe,b16004058,b16004058_moe,b16004059,b16004059_moe,b16004060,b16004060_moe,b16004061,b16004061_moe,b16004062,b16004062_moe,b16004063,b16004063_moe,b16004064,b16004064_moe,b16004065,b16004065_moe,b16004066,b16004066_moe,b16004067,b16004067_moe
43,South Shore,44350,1825,7986,882,7594,844,140,94,101,85,0,44,39,59,0,44,157,233,23,52,0,44,134,231,0,44,10,46,0,44,10,46,0,44,0,44,85,97,80,93,5,46,0,44,0,44,30543,1348,28939,1346,595,241,359,157,149,141,38,50,49,87,369,174,237,153,110,85,16,47,6,48,57,66,40,62,17,51,0,44,0,44,583,295,455,214,74,78,48,83,6,48,5821,442,5531,436,77,73,43,64,0,44,21,49,13,50,90,78,73,75,5,43,0,44,12,50,6,45,0,44,0,44,6,45,0,44,117,82,93,75,0,44,24,54,0,44
44,Chatham,30975,1500,6010,750,5910,751,48,67,13,37,35,67,0,37,0,37,44,52,44,52,0,37,0,37,0,37,8,37,8,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,0,37,19852,1063,19309,1059,171,89,86,58,33,43,52,70,0,37,88,58,72,52,16,45,0,37,0,37,11,42,0,37,11,42,0,37,0,37,273,230,251,227,22,49,0,37,0,37,5113,383,5052,382,34,45,34,45,0,37,0,37,0,37,10,36,9,38,1,35,0,37,0,37,0,37,0,37,0,37,0,37,0,37,17,38,17,38,0,37,0,37,0,37
45,Avalon Park,9262,687,1561,281,1470,271,55,45,39,38,0,19,16,28,0,19,21,37,21,37,0,19,0,19,0,19,15,29,15,29,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,5834,518,5570,515,91,72,75,70,16,27,0,19,0,19,70,78,58,68,12,24,0,19,0,19,43,74,22,40,21,37,0,19,0,19,60,67,27,34,33,39,0,19,0,19,1867,191,1867,191,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,27348,1400,6175,632,4570,595,1401,286,1097,259,212,105,79,59,13,40,59,59,40,53,19,45,0,37,0,37,0,37,0,37,0,37,0,37,0,37,145,116,48,68,97,113,0,37,0,37,17355,1047,12758,977,3534,505,2050,343,453,145,732,174,299,155,518,274,328,205,115,111,75,97,0,37,25,53,10,38,15,43,0,37,0,37,520,302,252,127,208,231,60,71,0,37,3818,340,2878,298,842,200,252,90,100,70,307,108,183,124,63,58,28,42,35,53,0,37,0,37,1,42,1,42,0,37,0,37,0,37,34,62,0,37,34,62,0,37,0,37
47,Burnside,3314,625,854,350,854,350,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,2010,327,1946,326,0,11,0,11,0,11,0,11,0,11,12,19,12,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,52,74,27,50,18,36,7,15,0,11,450,70,450,70,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,13758,765,2388,363,2035,352,198,185,187,185,11,30,0,27,0,27,104,92,88,77,16,32,0,27,0,27,0,27,0,27,0,27,0,27,0,27,51,84,51,84,0,27,0,27,0,27,8050,546,7253,510,280,161,232,153,27,50,21,38,0,27,376,227,298,202,41,47,37,43,0,27,0,27,0,27,0,27,0,27,0,27,141,93,91,64,35,64,15,31,0,27,3320,224,3166,233,98,86,58,60,20,39,20,36,0,27,56,47,41,44,15,31,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,42815,1529,8481,746,8301,748,126,89,107,85,19,46,0,41,0,41,54,70,33,61,21,54,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,26634,1090,26066,1083,363,142,279,120,63,73,8,41,13,45,132,79,132,79,0,41,0,41,0,41,39,53,14,49,25,50,0,41,0,41,34,50,26,48,8,43,0,41,0,41,7700,384,7522,383,70,65,23,43,23,46,24,48,0,41,85,61,56,54,29,51,0,41,0,41,16,48,0,41,16,48,0,41,0,41,7,42,0,41,0,41,7,42,0,41
50,Pullman,6641,518,1080,272,1006,269,74,60,11,27,63,57,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,4462,356,4169,337,268,149,136,80,61,48,58,85,13,29,0,19,0,19,0,19,0,19,0,19,25,38,6,18,6,19,7,20,6,20,0,19,0,19,0,19,0,19,0,19,1099,148,1016,150,78,49,18,27,0,19,25,32,35,32,5,17,0,19,0,19,5,17,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
51,South Deering,15574,938,3617,545,2718,535,882,231,637,230,114,84,106,81,25,46,17,37,17,37,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,9943,658,6832,552,2868,483,1694,413,548,189,423,131,203,148,181,104,139,92,24,36,18,31,0,25,0,25,0,25,0,25,0,25,0,25,62,97,62,97,0,25,0,25,0,25,2014,239,1550,214,348,105,141,61,40,39,54,47,113,65,113,76,103,72,8,25,0,25,2,19,0,25,0,25,0,25,0,25,0,25,3,22,3,22,0,25,0,25,0,25
52,East Side,21508,1225,5566,724,1683,405,3838,634,3272,604,471,173,95,72,0,29,12,33,12,33,0,29,0,29,0,29,33,58,33,58,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,13447,781,3677,511,9170,831,5039,556,1925,311,1590,412,616,217,512,200,185,84,180,93,147,112,0,29,55,64,8,27,13,32,34,58,0,29,33,48,0,29,33,48,0,29,0,29,2495,311,1248,207,1029,246,246,108,123,65,380,159,280,144,218,109,106,87,63,48,49,44,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
53,West Pullman,28726,1548,6871,875,6539,872,324,116,226,98,40,44,49,64,9,40,8,38,8,38,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,17833,1019,16830,1012,905,262,455,188,93,86,195,105,162,83,54,60,22,44,32,56,0,39,0,39,0,39,0,39,0,39,0,39,0,39,44,69,38,56,6,43,0,39,0,39,4022,330,3942,328,70,56,11,40,11,37,8,38,40,50,5,38,5,38,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,5,37,5,37,0,39,0,39,0,39
54,Riverdale,6236,660,2423,388,2384,386,39,46,28,30,11,24,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,3306,374,3179,386,127,80,72,49,55,37,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,507,105,472,114,35,47,35,47,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,9473,835,2240,441,1452,485,774,319,628,273,133,102,13,25,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,14,25,14,25,0,19,0,19,0,19,5808,644,3823,584,1768,400,1417,354,132,62,133,96,86,78,134,85,89,71,23,28,22,38,0,19,17,30,0,19,17,30,0,19,0,19,66,79,22,37,15,27,29,47,0,19,1425,275,1016,236,187,109,116,95,46,49,25,26,0,19,207,127,81,46,106,89,20,33,0,19,0,19,0,19,0,19,0,19,0,19,15,27,0,19,0,19,15,27,0,19
56,Garfield Ridge,31922,1020,5836,473,3441,419,1957,320,1584,316,360,142,13,40,0,42,324,133,239,112,57,55,28,63,0,42,58,58,58,58,0,42,0,42,0,42,56,63,56,63,0,42,0,42,0,42,21003,788,11318,707,6335,655,4021,492,1221,263,789,203,304,139,2807,499,1190,290,719,202,752,196,146,93,327,184,189,140,100,87,29,45,9,43,216,145,147,131,64,65,5,39,0,42,5083,344,3548,306,511,163,118,77,118,84,152,84,123,82,890,197,383,140,127,57,282,95,98,79,83,76,83,76,0,42,0,42,0,42,51,60,20,49,10,41,21,43,0,42
57,Archer Heights,11958,658,2560,328,607,209,1767,343,1364,292,313,130,90,63,0,27,96,68,62,62,34,38,0,27,0,27,14,31,0,27,0,27,0,27,14,31,76,110,76,110,0,27,0,27,0,27,8163,524,1759,361,5279,564,2331,342,1086,211,1335,250,527,157,992,232,313,147,322,121,312,110,45,37,51,55,11,28,11,28,15,32,14,31,82,97,16,35,43,65,23,35,0,27,1235,197,449,106,502,158,53,49,110,78,128,69,211,120,284,93,70,55,24,31,177,73,13,22,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27,0,27
58,Brighton Park,39912,1657,10341,839,1465,365,8525,795,6643,734,1261,348,517,174,104,78,14,57,14,57,0,43,0,43,0,43,337,122,277,109,35,54,25,45,0,43,0,43,0,43,0,43,0,43,0,43,26792,1158,3879,512,20590,1188,8357,762,3869,484,4984,522,3380,502,370,180,174,98,74,64,44,51,78,102,1912,358,643,196,478,152,595,154,196,121,41,80,12,45,29,63,0,43,0,43,2779,322,1026,185,1228,250,197,96,119,92,423,141,489,158,344,124,137,73,130,73,34,48,43,77,181,92,16,43,29,50,70,61,66,59,0,43,0,43,0,43,0,43,0,43
59,McKinley Park,15157,841,3297,452,1144,317,1783,342,1286,291,339,145,133,76,25,46,0,25,0,25,0,25,0,25,0,25,370,121,317,117,12,26,41,38,0,25,0,25,0,25,0,25,0,25,0,25,10581,612,2885,399,5708,578,2885,343,1059,238,1317,299,447,173,138,89,115,81,23,32,0,25,0,25,1760,312,368,122,435,138,639,165,318,130,90,92,77,90,13,30,0,25,0,25,1279,178,580,151,434,141,179,96,80,61,48,42,127,73,115,58,90,52,15,33,10,26,0,25,150,77,7,24,18,31,61,43,64,47,0,25,0,25,0,25,0,25,0,25
60,Bridgeport,30800,1265,5269,596,2607,410,1250,377,1064,349,176,103,10,39,0,37,57,65,57,65,0,37,0,37,0,37,1345,259,989,232,262,101,58,53,36,50,10,36,0,37,10,36,0,37,0,37,22273,959,9878,653,3927,572,2284,399,926,234,574,188,143,90,736,228,523,176,165,90,28,56,20,48,7680,795,2442,424,2075,360,2247,368,916,283,52,68,34,49,18,43,0,37,0,37,3258,377,1557,220,652,236,143,79,150,79,217,128,142,130,156,77,91,60,29,47,31,51,5,36,893,225,40,41,55,45,317,121,481,175,0,37,0,37,0,37,0,37,0,37
61,New City,37869,1701,9589,775,4651,604,4745,544,3749,508,526,146,413,162,57,64,26,54,26,54,0,47,0,47,0,47,131,67,102,78,16,55,13,48,0,47,36,75,36,75,0,47,0,47,0,47,25733,1259,12198,1041,12973,889,4468,486,2482,350,3272,423,2751,458,152,84,137,83,0,47,15,48,0,47,322,115,100,69,146,70,67,68,9,50,88,73,41,64,47,59,0,47,0,47,2547,298,1563,223,825,191,178,77,187,92,202,103,258,124,155,98,52,66,38,55,63,68,2,46,4,46,0,47,0,47,4,46,0,47,0,47,0,47,0,47,0,47,0,47
62,West Elsdon,17491,974,3942,554,574,222,3319,548,2736,507,434,159,121,96,28,50,40,40,30,31,10,29,0,27,0,27,0,27,0,27,0,27,0,27,0,27,9,27,9,27,0,27,0,27,0,27,11817,641,2382,425,8273,715,3807,441,1791,316,1863,363,812,306,940,322,559,261,166,74,152,80,63,53,184,102,81,54,55,36,39,40,9,30,38,50,31,40,7,29,0,27,0,27,1732,241,764,146,598,184,164,97,79,54,155,88,200,137,326,127,110,66,29,34,61,41,126,81,34,33,1,24,24,29,9,29,0,27,10,33,5,27,5,27,0,27,0,27
63,Gage Park,36045,1597,9633,741,1194,303,8413,694,6536,647,1360,269,399,170,118,117,0,41,0,41,0,41,0,41,0,41,26,46,0,41,26,46,0,41,0,41,0,41,0,41,0,41,0,41,0,41,24181,1207,2902,491,21036,1245,8037,717,3887,470,5453,555,3659,656,60,51,36,44,8,40,16,45,0,41,163,121,74,89,33,44,25,52,31,49,20,50,12,43,0,41,8,41,0,41,2231,283,790,157,1289,251,141,81,156,79,468,149,524,174,90,58,33,44,17,38,29,49,11,41,48,54,9,40,9,40,30,52,0,41,14,41,0,41,0,41,7,38,7,38
64,Clearing,21062,871,3886,422,2212,365,1442,317,1095,282,211,141,97,74,39,61,157,99,96,67,25,39,36,62,0,31,26,51,26,51,0,31,0,31,0,31,49,81,49,81,0,31,0,31,0,31,14180,709,8172,719,4550,508,2558,385,1112,309,733,218,147,95,1241,285,657,180,183,87,221,104,180,116,140,188,111,145,28,54,1,30,0,31,77,73,65,66,12,32,0,31,0,31,2996,275,1888,214,376,196,73,55,129,122,67,69,107,112,732,239,230,115,89,58,133,85,280,185,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
65,West Lawn,30301,1156,7645,675,1708,426,5862,633,4919,633,554,199,330,149,59,62,75,95,75,95,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34,19888,878,4845,563,14544,975,7245,738,2892,426,3284,477,1123,316,393,156,167,86,124,92,78,55,24,41,46,47,28,39,18,42,0,34,0,34,60,59,30,46,21,47,9,35,0,34,2768,328,1646,249,876,244,99,72,174,112,375,182,228,109,230,94,142,75,0,34,58,55,30,57,16,41,7,32,9,34,0,34,0,34,0,34,0,34,0,34,0,34,0,34
66,Chicago Lawn,49130,1912,13023,1001,7141,795,5844,673,4773,581,791,269,237,118,43,60,32,63,32,63,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,6,47,0,49,6,47,0,49,0,49,32556,1342,19573,1089,12391,971,4681,584,2426,328,3894,591,1390,335,221,127,113,101,70,63,38,64,0,49,255,262,139,153,68,73,48,73,0,49,116,104,60,65,6,47,50,72,0,49,3551,365,2570,317,712,194,127,75,136,84,258,120,191,105,184,101,91,79,51,56,42,74,0,49,85,76,11,50,74,76,0,49,0,49,0,49,0,49,0,49,0,49,0,49
67,West Englewood,32712,1463,7443,721,7257,712,172,134,115,126,57,66,0,48,0,48,9,49,9,49,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,5,47,0,48,5,47,0,48,0,48,20919,1069,20179,1055,564,266,243,116,48,57,210,138,63,86,91,89,59,70,14,52,18,54,0,48,15,52,15,52,0,48,0,48,0,48,70,84,61,80,9,49,0,48,0,48,4350,321,4281,317,68,58,57,57,11,49,0,48,0,48,1,47,0,48,1,47,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48
68,Englewood,26388,1353,6353,674,6266,675,87,74,47,61,13,40,27,44,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,16586,993,16285,995,196,112,139,81,11,39,46,82,0,36,54,66,54,66,0,36,0,36,0,36,19,39,3,35,10,37,3,35,3,35,32,50,32,50,0,36,0,36,0,36,3449,336,3402,335,35,44,28,41,0,36,7,37,0,36,0,36,0,36,0,36,0,36,0,36,4,36,0,36,4,36,0,36,0,36,8,37,8,37,0,36,0,36,0,36
69,Greater Grand Crossing,30392,1401,6684,742,6544,738,113,80,62,67,34,51,17,44,0,38,27,46,27,46,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,19391,948,18914,957,194,103,151,94,17,41,19,41,7,39,98,66,76,62,0,38,18,45,4,37,64,70,33,53,31,60,0,38,0,38,121,78,73,65,39,56,9,39,0,38,4317,322,4221,320,43,48,12,41,9,37,8,38,14,39,21,47,21,47,0,38,0,38,0,38,4,37,0,38,0,38,0,38,4,37,28,54,0,38,28,54,0,38,0,38
70,Ashburn,40020,1447,8835,744,5621,702,3060,392,2568,389,389,154,103,73,0,41,32,45,32,45,0,41,0,41,0,41,28,49,18,49,10,41,0,41,0,41,94,113,88,112,6,40,0,41,0,41,26983,1078,19212,1076,7126,709,3209,470,1697,378,1853,388,367,126,229,103,168,95,17,45,44,51,0,41,27,42,9,42,18,41,0,41,0,41,389,234,274,169,85,70,30,58,0,41,4202,293,3660,300,334,137,116,77,76,63,70,61,72,67,169,103,131,99,26,44,12,43,0,41,0,41,0,41,0,41,0,41,0,41,39,51,10,43,12,42,2,40,15,42
71,Auburn Gresham,46201,1725,9947,847,9656,838,267,127,218,118,32,50,17,48,0,46,24,51,24,51,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,28861,1254,28263,1242,350,147,208,104,76,68,59,66,7,46,69,69,32,56,28,50,9,45,0,46,50,76,21,56,0,46,15,50,14,50,129,129,73,71,39,74,17,51,0,46,7393,453,7305,453,27,49,15,46,12,48,0,46,0,46,39,50,8,44,10,46,21,50,0,46,22,51,0,46,9,47,13,50,0,46,0,46,0,46,0,46,0,46,0,46
72,Beverly,19816,776,4413,383,4120,388,199,86,129,72,47,45,23,35,0,29,88,72,78,71,10,32,0,29,0,29,5,28,5,28,0,29,0,29,0,29,1,27,1,27,0,29,0,29,0,29,12632,554,11965,549,391,155,301,134,63,51,21,36,6,29,214,96,157,72,35,42,22,36,0,29,5,28,0,29,5,28,0,29,0,29,57,75,57,75,0,29,0,29,0,29,2771,229,2581,232,76,64,59,54,6,28,0,29,11,31,103,62,67,56,8,31,28,35,0,29,11,33,11,33,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29
73,Washington Heights,24742,1067,4405,506,4237,505,42,52,35,51,7,34,0,33,0,33,126,200,116,200,0,33,10,35,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,14933,814,14494,827,176,91,103,74,54,54,12,38,7,34,195,128,152,124,43,54,0,33,0,33,0,33,0,33,0,33,0,33,0,33,68,72,61,69,7,34,0,33,0,33,5404,309,5341,318,22,42,22,42,0,33,0,33,0,33,5,33,5,33,0,33,0,33,0,33,1,29,0,33,1,29,0,33,0,33,35,62,35,62,0,33,0,33,0,33
74,Mount Greenwood,17274,748,3448,448,3232,431,108,78,54,46,14,28,40,65,0,25,68,56,50,44,0,25,18,38,0,25,40,65,0,25,0,25,40,65,0,25,0,25,0,25,0,25,0,25,0,25,11680,501,11228,498,220,92,185,81,30,33,5,22,0,25,112,66,96,58,16,27,0,25,0,25,86,66,62,61,7,23,17,31,0,25,34,47,34,47,0,25,0,25,0,25,2146,222,2050,227,9,27,9,27,0,25,0,25,0,25,63,52,63,52,0,25,0,25,0,25,24,42,0,25,24,42,0,25,0,25,0,25,0,25,0,25,0,25,0,25
75,Morgan Park,21530,1031,4282,593,4134,576,97,73,61,56,33,47,3,30,0,31,51,55,32,47,19,42,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,13544,702,13027,665,227,116,162,87,27,40,31,46,7,31,240,97,197,89,32,39,11,34,0,31,50,69,50,69,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,3704,293,3457,297,66,48,41,42,10,33,10,31,5,29,175,108,118,85,20,35,0,31,37,67,6,30,6,30,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31
76,O'Hare,12369,856,1241,440,325,169,190,118,136,105,54,65,0,38,0,38,475,256,431,254,44,68,0,38,0,38,34,59,28,58,6,38,0,38,0,38,217,303,217,303,0,38,0,38,0,38,9534,683,2927,466,1138,417,872,356,107,101,107,153,52,65,4102,640,1673,352,1363,329,893,320,173,156,704,355,340,225,260,183,104,100,0,38,663,389,334,309,148,113,181,131,0,38,1594,362,723,192,323,317,128,155,127,160,68,80,0,38,486,176,43,60,104,89,267,141,72,78,30,55,18,52,12,42,0,38,0,38,32,62,0,38,32,62,0,38,0,38
77,Edgewater,52702,1597,3934,616,1941,430,1193,380,1041,338,87,86,65,72,0,48,310,138,268,131,35,57,7,49,0,48,385,209,290,163,95,95,0,48,0,48,105,93,34,64,0,48,71,83,0,48,42158,1339,27380,1189,5128,811,3121,580,686,246,950,288,371,260,4619,612,3449,515,656,213,279,115,235,194,3016,595,1862,460,612,222,542,240,0,48,2015,447,1310,341,495,283,160,121,50,77,6610,477,4203,412,394,149,138,80,119,90,103,76,34,55,1350,275,386,149,231,104,495,205,238,116,492,185,173,115,87,77,192,108,40,61,171,112,140,110,31,67,0,48,0,48
