area_id,area_name,b17006001,b17006001_moe,b17006002,b17006002_moe,b17006003,b17006003_moe,b17006004,b17006004_moe,b17006005,b17006005_moe,b17006006,b17006006_moe,b17006007,b17006007_moe,b17006008,b17006008_moe,b17006009,b17006009_moe,b17006010,b17006010_moe,b17006011,b17006011_moe,b17006012,b17006012_moe,b17006013,b17006013_moe,b17006014,b17006014_moe,b17006015,b17006015_moe,b17006016,b17006016_moe,b17006017,b17006017_moe,b17006018,b17006018_moe,b17006019,b17006019_moe,b17006020,b17006020_moe,b17006021,b17006021_moe,b17006022,b17006022_moe,b17006023,b17006023_moe,b17006024,b17006024_moe,b17006025,b17006025_moe,b17006026,b17006026_moe,b17006027,b17006027_moe,b17006028,b17006028_moe,b17006029,b17006029_moe
1,Rogers Park,11226,996,3792,791,1640,590,796,330,157,119,687,310,2152,643,192,151,39,64,0,48,153,130,1960,635,515,218,91,81,1354,460,7434,733,4830,679,2033,367,308,132,2489,490,2604,500,823,266,352,147,16,53,455,190,1781,437,514,180,54,61,1213,351
2,West Ridge,18953,1412,5424,1182,3342,995,1057,369,214,133,2071,672,2082,689,558,494,243,256,34,74,281,266,1524,500,308,171,21,58,1195,438,13529,1133,11253,1069,3613,583,777,241,6863,779,2276,537,887,369,340,193,14,56,533,242,1389,381,335,157,58,63,996,342
3,Uptown,6475,819,2039,540,772,363,451,251,104,84,217,140,1267,409,90,86,30,55,0,48,60,74,1177,394,333,181,75,79,769,268,4436,691,3159,648,1481,318,140,87,1538,487,1277,320,278,135,56,72,0,48,222,123,999,301,314,181,20,55,665,231
4,Lincoln Square,6280,688,1019,468,755,439,235,152,35,67,485,301,264,156,71,121,0,40,0,40,71,121,193,107,82,73,0,40,111,66,5261,522,4224,487,2184,342,255,111,1785,314,1037,389,384,300,213,202,22,45,149,113,653,273,131,106,0,40,522,219
5,North Center,6186,547,122,75,80,67,45,55,0,43,35,54,42,53,7,43,7,43,0,43,0,43,35,53,0,43,0,43,35,53,6064,547,5467,528,2909,346,346,108,2212,386,597,190,199,128,56,84,0,43,143,105,398,144,79,72,9,44,310,129
6,Lake View,9775,699,699,254,249,147,122,123,29,68,98,89,450,221,114,133,68,96,0,66,46,80,336,189,25,76,0,66,311,185,9076,660,8137,660,4421,445,681,195,3035,395,939,295,348,226,96,93,71,116,181,136,591,208,168,138,28,71,395,175
7,Lincoln Park,8741,835,503,214,130,129,50,66,0,51,80,97,373,187,30,57,0,51,0,51,30,57,343,184,112,97,0,51,231,143,8238,827,7382,817,2803,361,419,135,4160,724,856,226,193,101,30,61,11,52,152,91,663,205,218,115,0,51,445,163
8,Near North Side,5840,725,1748,533,74,100,37,81,0,54,37,80,1674,526,23,58,23,58,0,54,0,54,1651,526,295,162,81,95,1275,475,4092,572,3359,547,1774,395,183,99,1402,371,733,252,106,111,42,86,0,54,64,89,627,230,246,148,20,63,361,147
9,Edison Park,2266,248,56,60,48,59,7,24,0,25,41,57,8,25,0,25,0,25,0,25,0,25,8,25,0,25,0,25,8,25,2210,248,1923,228,336,102,97,56,1490,221,287,155,23,25,5,23,0,25,18,27,264,154,11,23,0,25,253,153
10,Norwood Park,7412,703,353,206,232,182,61,64,0,39,171,133,121,103,0,39,0,39,0,39,0,39,121,103,0,39,27,55,94,76,7059,714,5773,674,1763,356,358,136,3652,506,1286,427,324,193,163,103,0,39,161,167,962,379,302,258,64,80,596,234
