area_id,area_name,b18104001,b18104001_moe,b18104002,b18104002_moe,b18104003,b18104003_moe,b18104004,b18104004_moe,b18104005,b18104005_moe,b18104006,b18104006_moe,b18104007,b18104007_moe,b18104008,b18104008_moe,b18104009,b18104009_moe,b18104010,b18104010_moe,b18104011,b18104011_moe,b18104012,b18104012_moe,b18104013,b18104013_moe,b18104014,b18104014_moe,b18104015,b18104015_moe,b18104016,b18104016_moe,b18104017,b18104017_moe,b18104018,b18104018_moe,b18104019,b18104019_moe,b18104020,b18104020_moe,b18104021,b18104021_moe,b18104022,b18104022_moe,b18104023,b18104023_moe,b18104024,b18104024_moe,b18104025,b18104025_moe,b18104026,b18104026_moe,b18104027,b18104027_moe,b18104028,b18104028_moe,b18104029,b18104029_moe,b18104030,b18104030_moe,b18104031,b18104031_moe,b18104032,b18104032_moe,b18104033,b18104033_moe
19,Belmont Cragin,71173,2315,35020,1414,7695,741,331,140,7364,711,10897,839,331,174,10566,809,14036,755,564,188,13472,737,1498,231,85,64,1413,224,894,187,82,88,812,175,36153,1342,9056,758,225,130,8831,731,9886,700,310,159,9576,690,13877,653,534,170,13343,633,1941,286,109,74,1832,284,1393,217,298,103,1095,193
20,Hermosa,23058,1119,11492,756,2801,382,108,95,2693,369,3377,454,200,118,3177,437,4512,396,339,191,4173,372,532,166,77,64,455,158,270,102,30,42,240,96,11566,740,2458,398,0,29,2458,398,3265,447,146,118,3119,432,4780,355,437,161,4343,365,639,177,52,66,587,164,424,139,113,82,311,118
21,Avondale,38155,1731,19505,1099,3031,443,107,86,2924,442,7669,759,317,155,7352,752,7638,595,167,95,7471,593,873,206,153,82,720,189,294,104,52,53,242,98,18650,1108,3242,525,0,38,3242,525,6637,596,27,42,6610,598,6722,514,125,71,6597,512,1355,266,124,89,1231,250,694,151,150,70,544,142
22,Logan Square,68265,1823,34714,1214,4563,555,162,99,4401,548,14705,922,253,125,14452,925,13456,681,376,120,13080,676,1437,254,19,57,1418,253,553,151,81,78,472,141,33551,1170,4758,511,69,71,4689,509,14518,744,122,77,14396,741,11687,590,470,124,11217,582,1519,251,155,89,1364,242,1069,211,166,86,903,198
23,Humboldt Park,49479,1959,23668,1205,6158,729,466,170,5692,711,7111,670,442,173,6669,643,8466,656,633,200,7833,604,1291,227,177,97,1114,223,642,188,28,59,614,186,25811,1206,5365,643,133,81,5232,639,8245,647,320,136,7925,636,9887,605,846,227,9041,571,1368,211,258,115,1110,204,946,197,251,109,695,166
24,West Town,78465,1830,39976,1298,4231,501,166,105,4065,491,18797,1015,451,149,18346,1014,14943,696,600,178,14343,693,1117,199,93,84,1024,192,888,206,195,107,693,182,38489,1168,3601,471,59,81,3542,456,19251,902,341,170,18910,902,12691,597,582,191,12109,581,1564,241,132,95,1432,232,1382,220,271,115,1111,200
25,Austin,90827,2495,41752,1496,10481,828,544,166,9937,802,10835,822,560,186,10275,802,16633,905,1475,298,15158,851,2611,310,212,112,2399,297,1192,202,218,106,974,187,49075,1618,9373,795,319,144,9054,774,12963,820,369,150,12594,808,20121,763,1744,300,18377,736,3734,368,321,132,3413,348,2884,339,686,186,2198,293
26,West Garfield Park,17611,1171,8325,680,2543,384,189,126,2354,354,2196,359,294,123,1902,332,2911,356,353,124,2558,345,462,123,70,58,392,117,213,72,39,46,174,61,9286,697,2473,355,50,47,2423,348,2524,303,92,65,2432,308,3291,319,258,96,3033,308,550,127,62,45,488,123,448,102,52,38,396,99
27,East Garfield Park,19086,1209,8103,740,2757,398,122,74,2635,396,2089,366,131,85,1958,364,2529,349,293,114,2236,335,504,139,118,69,386,118,224,86,33,44,191,80,10983,723,2760,419,91,61,2669,413,2963,337,126,73,2837,332,4220,330,423,128,3797,327,415,99,59,64,356,85,625,136,228,94,397,101
28,Near West Side,50391,1551,24942,1073,2615,389,94,69,2521,375,12078,808,146,99,11932,799,8586,626,481,157,8105,602,1198,208,37,55,1161,206,465,127,52,56,413,122,25449,991,2482,366,55,72,2427,363,12418,773,249,124,12169,768,8707,509,393,136,8314,494,1000,163,128,73,872,152,842,182,171,91,671,168
29,North Lawndale,32560,1660,13940,984,4398,544,357,123,4041,524,3986,497,250,110,3736,473,4503,481,571,174,3932,448,701,156,100,61,601,147,352,103,37,46,315,100,18620,1049,4885,551,91,60,4794,544,5011,471,237,103,4774,456,6779,469,486,138,6293,464,973,178,110,62,863,169,972,177,304,110,668,143
30,South Lawndale,56079,2016,28942,1288,6335,618,218,112,6117,603,10949,871,240,118,10709,862,9937,609,487,150,9450,594,1124,216,129,94,995,201,597,149,23,57,574,145,27137,1191,7062,697,157,103,6905,681,8705,629,172,105,8533,620,9394,527,478,137,8916,524,1130,204,111,76,1019,198,846,191,210,103,636,167
31,Lower West Side,33635,1543,18148,1033,3148,415,146,83,3002,411,7340,724,96,76,7244,720,6441,537,262,108,6179,530,727,190,107,78,620,179,492,139,37,46,455,134,15487,875,3129,437,0,42,3129,437,5465,496,45,83,5420,497,5420,440,243,105,5177,428,558,135,33,51,525,131,915,181,202,101,713,160
32,Loop,24733,1353,12139,1060,263,160,0,30,263,160,6312,848,66,65,6246,851,4628,552,230,169,4398,541,524,158,28,40,496,156,412,136,14,34,398,135,12594,865,213,145,14,35,199,143,6907,787,68,54,6839,782,4384,401,11,27,4373,401,547,152,108,97,439,140,543,160,20,37,523,160
33,Near South Side,18758,1002,8575,754,481,163,32,39,449,156,3653,656,203,202,3450,568,3822,467,83,90,3739,467,362,136,58,52,304,129,257,189,33,43,224,183,10183,638,760,208,0,24,760,208,3774,501,18,23,3756,499,4535,408,85,55,4450,406,633,169,25,29,608,168,481,237,164,212,317,111
34,Armour Square,13167,800,6283,485,908,232,14,32,894,232,1768,338,6,26,1762,338,2426,277,20,34,2406,276,425,130,6,26,419,129,756,163,138,97,618,145,6884,538,908,269,5,26,903,269,1488,270,51,89,1437,234,2778,316,5,26,2773,316,806,179,35,51,771,172,904,186,92,59,812,177
35,Douglas,17362,817,7712,546,1045,216,13,36,1032,213,3147,413,118,65,3029,410,2646,298,193,84,2453,289,425,125,44,57,381,117,449,109,58,57,391,110,9650,554,1011,218,0,35,1011,218,3510,405,92,75,3418,402,3601,278,179,69,3422,270,695,141,50,65,645,132,833,155,64,46,769,152
36,Oakland,5752,460,2110,285,596,148,18,26,578,144,467,151,13,26,454,150,795,175,139,90,656,156,152,68,27,31,125,65,100,56,22,28,78,55,3642,331,751,215,42,48,709,203,1023,210,0,19,1023,210,1443,186,114,74,1329,194,289,90,23,29,266,84,136,71,9,21,127,71
37,Fuller Park,2717,483,1383,286,423,165,60,57,363,139,314,138,4,13,310,138,403,115,38,32,365,113,150,61,10,19,140,62,93,50,5,13,88,50,1334,286,211,100,33,31,178,89,319,135,3,13,316,135,576,125,37,29,539,119,132,57,0,16,132,57,96,39,17,19,79,34
38,Grand Boulevard,21022,1005,9121,639,2229,396,26,46,2203,394,2155,323,116,88,2039,312,3572,353,307,114,3265,338,632,152,68,59,564,146,533,135,89,82,444,118,11901,653,2060,352,21,46,2039,350,3416,356,18,45,3398,355,4755,344,487,147,4268,322,932,161,61,60,871,157,738,135,140,68,598,115
39,Kenwood,16770,832,7490,549,1390,285,37,47,1353,286,2199,372,98,85,2101,369,2855,303,261,133,2594,296,603,145,24,36,579,145,443,131,119,78,324,111,9280,601,1137,242,0,31,1137,242,2752,378,48,42,2704,377,3845,348,276,114,3569,327,859,204,101,70,758,183,687,151,112,69,575,137
40,Washington Park,10149,751,4332,459,1415,252,13,28,1402,252,986,242,56,58,930,230,1411,225,243,85,1168,209,303,112,84,67,219,91,217,77,43,44,174,79,5817,487,1352,263,28,34,1324,265,1764,236,67,61,1697,232,2219,247,193,81,2026,239,219,68,21,32,198,69,263,103,51,44,212,95
41,Hyde Park,25191,1132,12017,832,1271,273,17,40,1254,271,5168,586,114,84,5054,587,4188,414,137,66,4051,410,664,151,31,40,633,149,726,163,65,49,661,159,13174,662,1039,217,0,38,1039,217,5540,545,66,56,5474,544,4680,344,231,115,4449,325,1055,179,40,48,1015,176,860,171,124,94,736,159
42,Woodlawn,22725,1123,9974,705,2101,364,67,51,2034,364,2931,380,149,94,2782,369,3813,441,261,93,3552,420,755,160,70,58,685,152,374,124,5,36,369,123,12751,715,2320,336,53,53,2267,334,3736,375,126,68,3610,373,5066,381,331,121,4735,368,842,172,113,77,729,164,787,160,207,82,580,144
43,South Shore,43789,1824,18973,1035,4061,579,108,79,3953,569,4828,562,330,166,4498,538,8011,616,561,177,7450,589,1229,236,102,72,1127,216,844,187,99,65,745,177,24816,1345,3925,575,92,78,3833,566,6172,673,236,132,5936,662,11226,646,1036,240,10190,629,1920,274,185,95,1735,254,1573,255,293,120,1280,236
44,Chatham,30975,1500,13015,886,3144,494,70,60,3074,492,3011,490,208,125,2803,481,5223,462,478,170,4745,445,806,187,58,58,748,186,831,200,126,74,705,190,17960,1074,2866,452,53,59,2813,445,3966,463,109,72,3857,462,7652,600,418,147,7234,596,1459,217,116,65,1343,216,2017,268,335,125,1682,260
45,Avalon Park,9262,687,4217,451,769,192,52,52,717,166,1003,301,22,37,981,294,1791,273,94,72,1697,266,419,122,22,37,397,118,235,88,61,52,174,75,5045,425,792,207,23,27,769,206,834,200,0,19,834,200,2206,211,100,72,2106,201,625,123,18,26,607,127,588,128,47,54,541,125
46,South Chicago,27292,1400,12433,861,3244,420,290,112,2954,399,2874,431,234,109,2640,417,4849,483,350,138,4499,475,905,188,162,92,743,170,561,144,98,75,463,126,14859,899,2926,415,50,49,2876,414,3689,463,88,63,3601,463,5892,452,523,163,5369,424,1335,194,70,59,1265,188,1017,197,231,114,786,163
47,Burnside,3314,625,1571,394,572,279,38,51,534,259,392,214,47,44,345,214,467,136,12,24,455,136,87,42,17,20,70,37,53,37,0,11,53,37,1743,326,282,153,0,11,282,153,500,162,10,17,490,164,651,109,23,29,628,106,163,59,14,17,149,57,147,60,33,35,114,57
48,Calumet Heights,13758,765,5964,520,1127,226,41,43,1086,230,1181,236,30,43,1151,234,2463,278,74,51,2389,270,595,155,21,32,574,153,598,146,22,32,576,143,7794,537,1261,291,49,50,1212,285,1070,233,49,50,1021,223,3336,286,235,103,3101,270,1242,214,151,124,1091,186,885,171,174,79,711,166
49,Roseland,42534,1524,19272,936,4108,491,131,75,3977,484,4520,483,347,120,4173,474,7735,564,649,198,7086,541,1649,221,115,78,1534,215,1260,186,255,82,1005,175,23262,976,4373,486,86,59,4287,486,5108,497,161,92,4947,484,9169,500,519,135,8650,495,2508,256,265,107,2243,234,2104,236,534,138,1570,217
50,Pullman,6641,518,2643,310,560,153,59,77,501,152,670,186,61,47,609,182,1116,178,38,29,1078,176,181,66,9,22,172,61,116,51,10,22,106,49,3998,352,520,179,0,19,520,179,982,187,35,34,947,185,1694,191,36,32,1658,189,428,111,7,20,421,113,374,100,14,22,360,98
51,South Deering,15567,938,6682,592,1669,334,57,63,1612,326,1707,342,41,46,1666,342,2622,292,270,125,2352,272,396,122,36,35,360,118,288,92,34,34,254,86,8885,737,1941,380,22,38,1919,377,1945,353,23,36,1922,349,3669,327,126,72,3543,334,793,153,71,56,722,151,537,117,55,37,482,120
52,East Side,21508,1225,10363,675,2693,414,79,83,2614,406,2685,420,61,51,2624,412,3990,357,123,63,3867,354,497,117,0,29,497,117,498,124,98,78,400,106,11145,750,2873,440,77,72,2796,425,2674,390,0,29,2674,390,4098,335,193,78,3905,336,584,142,35,33,549,141,916,185,177,90,739,167
53,West Pullman,28726,1548,12763,944,3517,536,246,156,3271,528,2916,434,149,96,2767,424,4694,464,286,104,4408,459,927,166,44,45,883,164,709,162,51,55,658,155,15963,949,3354,530,107,74,3247,526,3998,486,183,112,3815,493,6225,445,483,177,5742,429,1526,218,92,62,1434,212,860,168,222,92,638,153
54,Riverdale,6236,660,2336,414,1244,303,25,31,1219,310,371,161,49,61,322,163,557,152,33,42,524,149,50,59,0,16,50,59,114,67,0,16,114,67,3900,500,1179,256,73,66,1106,259,1132,217,18,31,1114,219,1246,182,84,52,1162,188,233,95,12,23,221,95,110,65,17,31,93,67
55,Hegewisch,9460,834,4760,532,1249,285,46,44,1203,283,957,298,74,71,883,300,2004,275,86,91,1918,254,208,85,0,19,208,85,342,130,8,21,334,129,4700,486,978,321,0,19,978,321,1014,233,33,39,981,223,1833,295,0,19,1833,295,470,147,31,38,439,144,405,137,81,72,324,121
56,Garfield Ridge,31830,1015,15700,752,2953,396,9,43,2944,395,3501,428,46,59,3455,429,7091,429,151,80,6940,432,1187,187,23,44,1164,186,968,167,166,80,802,149,16130,619,2880,318,39,58,2841,316,3582,416,36,55,3546,418,6820,362,224,111,6596,367,1382,186,122,82,1260,173,1466,193,202,92,1264,179
57,Archer Heights,11958,658,5924,385,1264,187,68,49,1196,189,1795,271,12,33,1783,269,2433,229,38,32,2395,231,282,96,7,25,275,95,150,65,10,27,140,64,6034,442,1296,261,12,29,1284,257,1778,247,0,27,1778,247,2157,206,26,31,2131,203,392,98,0,27,392,98,411,111,36,39,375,105
58,Brighton Park,39862,1656,20598,1078,5542,609,87,72,5455,605,6513,594,63,77,6450,590,7560,482,193,89,7367,473,621,149,0,43,621,149,362,102,99,65,263,84,19264,935,4799,519,36,47,4763,518,5560,503,102,71,5458,494,7135,466,91,56,7044,466,880,176,54,53,826,170,890,157,167,70,723,147
59,McKinley Park,15157,841,7759,516,1830,334,32,37,1798,330,2215,293,25,34,2190,292,3132,278,175,99,2957,270,242,82,30,32,212,77,340,101,42,33,298,99,7398,543,1467,266,9,27,1458,265,2150,313,69,70,2081,309,3084,282,139,74,2945,280,304,96,21,30,283,94,393,99,46,37,347,95
60,Bridgeport,30793,1266,15426,744,2571,376,52,67,2519,367,4939,488,40,48,4899,485,6570,395,230,90,6340,395,882,162,47,43,835,161,464,145,77,67,387,126,15367,776,2698,391,14,41,2684,389,4436,432,52,59,4384,432,6321,395,213,95,6108,391,1041,182,29,59,1012,176,871,156,177,81,694,140
61,New City,37812,1696,18895,1164,4683,482,283,115,4400,469,5969,659,171,92,5798,654,7092,530,371,122,6721,515,726,156,59,55,667,153,425,122,37,56,388,116,18917,973,4903,521,157,94,4746,498,5913,511,93,72,5820,509,6750,411,374,129,6376,404,742,151,64,57,678,146,609,135,91,62,518,124
62,West Elsdon,17491,974,8681,619,2006,338,75,65,1931,334,2543,328,85,63,2458,319,3441,286,75,47,3366,286,379,107,0,27,379,107,312,105,6,24,306,104,8810,572,1936,362,12,31,1924,361,2549,305,19,31,2530,304,3284,239,42,37,3242,237,461,121,53,61,408,113,580,140,110,61,470,128
63,Gage Park,36045,1597,18492,1055,4975,498,52,49,4923,497,6225,636,63,61,6162,637,6300,433,114,59,6186,429,575,147,29,42,546,146,417,126,108,71,309,104,17553,913,4658,502,45,57,4613,501,5340,495,89,62,5251,494,6316,417,143,82,6173,412,593,143,32,52,561,142,646,164,35,44,611,161
64,Clearing,21062,871,10199,625,2144,348,58,51,2086,342,2758,399,32,44,2726,396,4225,327,117,57,4108,324,465,118,19,31,446,117,607,136,47,44,560,133,10863,545,1742,279,0,31,1742,279,3094,362,51,43,3043,359,4103,301,177,103,3926,309,924,180,23,47,901,176,1000,172,87,50,913,172
65,West Lawn,30301,1156,15671,846,4096,519,53,50,4043,511,4683,580,160,108,4523,563,5813,378,115,73,5698,371,624,157,0,34,624,157,455,134,32,37,423,132,14630,730,3549,433,58,66,3491,432,4042,433,37,53,4005,426,5350,351,111,66,5239,350,626,156,24,40,602,157,1063,196,90,55,973,191
66,Chicago Lawn,49116,1913,22491,1178,6317,606,208,117,6109,597,6503,680,165,107,6338,670,8158,572,361,131,7797,561,1088,195,36,52,1052,193,425,110,100,63,325,102,26625,1185,6706,676,169,100,6537,663,7368,595,193,93,7175,589,10513,536,441,127,10072,535,1279,218,99,82,1180,207,759,177,139,98,620,155
67,West Englewood,32706,1463,15030,896,3903,449,268,109,3635,441,4458,519,201,88,4257,513,5036,449,515,153,4521,412,1040,177,76,59,964,175,593,128,85,56,508,123,17676,877,3540,449,97,74,3443,436,4533,437,178,91,4355,440,6890,433,466,133,6424,420,1600,198,146,72,1454,197,1113,161,206,81,907,143
68,Englewood,26296,1350,11209,757,3122,443,158,92,2964,430,2915,420,236,100,2679,400,3980,430,387,134,3593,404,743,172,79,61,664,164,449,138,73,52,376,130,15087,935,3224,442,113,69,3111,425,3807,434,134,63,3673,424,5816,428,304,103,5512,420,1120,194,108,63,1012,186,1120,179,194,75,926,169
69,Greater Grand Crossing,30010,1390,12901,838,2975,478,129,76,2846,468,3110,391,80,60,3030,390,5378,531,463,152,4915,500,741,172,36,62,705,164,697,143,159,76,538,128,17109,926,3703,460,55,62,3648,453,3690,422,38,46,3652,419,7058,448,453,124,6605,451,1266,192,130,85,1136,182,1392,200,325,97,1067,180
70,Ashburn,39662,1466,19583,970,4668,572,160,79,4508,570,4968,567,87,65,4881,567,8116,482,268,122,7848,468,1066,196,99,74,967,180,765,167,80,65,685,153,20079,894,4167,458,39,63,4128,459,4737,517,37,44,4700,513,8958,438,211,111,8747,436,1072,178,49,48,1023,177,1145,210,163,119,982,182
71,Auburn Gresham,46167,1725,19380,1042,4733,527,282,128,4451,497,4902,571,410,153,4492,538,7240,609,533,153,6707,588,1359,225,173,102,1186,201,1146,181,273,105,873,159,26787,1158,5214,608,121,63,5093,606,5677,506,281,129,5396,505,11008,620,559,150,10449,613,2839,290,199,79,2640,286,2049,261,273,91,1776,246
72,Beverly,19816,776,9583,538,2248,302,26,37,2222,303,1537,241,47,41,1490,239,4618,271,181,82,4437,272,661,135,35,39,626,133,519,111,21,29,498,111,10233,497,2165,271,14,30,2151,271,1497,247,22,35,1475,247,4980,271,132,84,4848,260,761,135,13,34,748,136,830,149,186,87,644,136
73,Washington Heights,24549,1061,10753,786,2259,359,109,66,2150,351,2309,406,92,79,2217,404,4380,441,200,97,4180,430,911,160,21,35,890,160,894,187,234,124,660,148,13796,672,2142,349,25,41,2117,351,2646,398,47,46,2599,399,5553,358,244,115,5309,343,1584,209,49,38,1535,207,1871,274,340,130,1531,258
74,Mount Greenwood,17266,748,8574,472,1829,320,110,73,1719,311,1987,264,54,47,1933,254,3911,254,66,46,3845,257,489,139,64,99,425,101,358,98,49,42,309,93,8692,528,1619,311,6,25,1613,310,1887,307,18,37,1869,308,3887,268,22,32,3865,268,601,155,1,22,600,155,698,130,151,81,547,116
75,Morgan Park,21221,998,9776,696,2157,351,39,41,2118,349,2166,373,117,83,2049,364,4180,358,247,169,3933,332,521,124,58,49,463,120,752,165,152,88,600,131,11445,651,2117,397,13,31,2104,396,1998,276,19,35,1979,274,5108,307,181,89,4927,295,1205,159,108,65,1097,158,1017,196,201,110,816,169
76,O'Hare,12358,858,6433,641,715,390,26,47,689,388,2048,364,0,38,2048,364,2805,382,85,72,2720,376,595,219,52,69,543,218,270,123,58,61,212,110,5925,486,526,190,13,42,513,186,2116,341,53,73,2063,336,2554,326,26,44,2528,329,459,188,82,79,377,174,270,106,16,39,254,103
77,Edgewater,51979,1583,25741,1099,1864,381,105,106,1759,362,9047,802,59,60,8988,802,12296,705,696,209,11600,671,1406,268,83,78,1323,260,1128,225,123,71,1005,218,26238,1118,2066,419,54,67,2012,415,10203,819,112,78,10091,817,10145,636,298,123,9847,634,1875,278,100,92,1775,266,1949,284,339,139,1610,266
