area_id,area_name,b25098001,b25098001_moe,b25098002,b25098002_moe,b25098003,b25098003_moe,b25098004,b25098004_moe,b25098005,b25098005_moe,b25098006,b25098006_moe,b25098007,b25098007_moe,b25098008,b25098008_moe,b25098009,b25098009_moe,b25098010,b25098010_moe,b25098011,b25098011_moe,b25098012,b25098012_moe,b25098013,b25098013_moe,b25098014,b25098014_moe,b25098015,b25098015_moe,b25098016,b25098016_moe,b25098017,b25098017_moe,b25098018,b25098018_moe,b25098019,b25098019_moe
1,Rogers Park,6995,461,5901,436,132,111,243,109,268,112,505,132,1366,267,943,200,1525,261,919,192,1094,214,159,109,169,78,76,67,105,60,183,99,88,59,189,96,125,71
2,West Ridge,12314,533,8193,513,124,74,618,201,519,165,959,238,1910,301,1442,265,1466,247,1155,233,4121,373,181,79,827,203,480,167,611,157,778,196,342,120,533,156,369,137
3,Uptown,9490,491,7956,480,159,97,410,129,163,103,635,184,1344,246,1419,264,1714,273,2112,301,1534,237,59,65,244,102,122,75,142,82,196,97,225,111,266,131,280,107
4,Lincoln Square,7020,447,5577,432,184,122,213,115,233,113,243,97,973,201,810,179,1283,214,1638,236,1443,221,45,50,213,90,219,97,263,117,269,101,201,80,123,64,110,64
5,North Center,7758,369,6338,354,55,55,181,89,184,111,210,94,639,143,715,167,1343,198,3011,266,1420,209,39,47,262,117,187,102,151,83,252,87,162,66,166,70,201,78
6,Lake View,19687,707,15973,688,181,94,260,113,347,155,777,181,1844,307,1937,292,3480,364,7147,473,3714,340,176,107,391,124,232,104,474,139,546,148,421,144,633,185,841,161
7,Lincoln Park,14662,578,11336,548,138,77,330,107,170,84,368,128,1264,253,1159,232,2098,288,5809,430,3326,314,121,74,261,99,160,76,195,101,401,115,359,136,488,127,1341,220
8,Near North Side,22765,857,15960,799,343,168,562,165,515,172,659,198,1835,294,2062,380,2869,410,7115,538,6805,542,368,156,599,168,326,128,568,171,807,214,624,198,795,210,2718,370
9,Edison Park,3676,182,2416,196,44,37,75,49,89,66,114,64,375,113,431,136,543,126,745,159,1260,166,34,29,289,93,129,67,165,77,173,71,157,74,249,94,64,41
10,Norwood Park,11624,364,7131,382,64,56,279,105,343,120,653,177,1288,218,1320,232,1682,277,1502,250,4493,352,293,103,768,169,573,126,541,148,755,174,704,161,488,133,371,120
11,Jefferson Park,6535,336,4227,320,82,66,299,133,181,83,314,98,796,187,774,179,990,183,791,188,2308,243,92,49,608,159,298,110,338,112,362,116,223,100,243,93,144,71
12,Forest Glen,5964,202,3907,232,129,83,144,82,125,69,231,113,461,133,491,149,983,177,1343,191,2057,204,132,79,257,83,205,94,201,85,326,90,174,74,354,107,408,131
13,North Park,3405,243,2461,243,54,41,146,95,112,74,274,126,421,128,478,117,391,107,585,129,944,163,27,37,180,75,85,48,99,63,172,74,120,75,190,73,71,46
14,Albany Park,6138,382,4889,383,83,75,296,125,201,96,473,154,867,182,990,211,1003,191,976,180,1249,203,31,50,244,98,158,80,197,108,189,80,147,73,122,71,161,82
15,Portage Park,12675,479,8574,471,158,93,443,135,367,115,976,219,1963,283,1826,265,1890,260,951,198,4101,350,236,115,936,189,579,143,524,122,598,145,443,124,460,121,325,123
16,Irving Park,9760,457,7597,452,176,95,361,126,709,196,688,169,1085,213,1292,230,1528,246,1758,251,2163,262,118,80,345,98,362,112,268,100,475,122,257,112,120,66,218,109
17,Dunning,11475,366,7462,386,323,129,545,136,378,118,558,139,1606,244,1454,250,1892,262,706,160,4013,307,234,87,774,146,436,123,698,146,708,148,554,142,384,99,225,111
18,Montclare,2630,230,1878,228,143,92,109,70,173,97,206,91,478,151,276,103,417,141,76,45,752,159,53,41,194,85,120,93,129,74,123,77,21,27,62,43,50,50
19,Belmont Cragin,10475,514,8289,484,109,73,648,175,770,191,1276,245,2220,309,1434,248,1424,253,408,134,2186,275,77,63,529,143,333,122,382,115,426,125,241,96,144,82,54,58
20,Hermosa,3110,282,2520,263,45,60,118,66,212,93,477,140,802,191,441,131,289,114,136,87,590,156,52,67,143,70,44,44,134,86,93,52,44,65,51,42,29,38
21,Avondale,5774,391,4413,369,56,54,241,98,283,122,586,167,1328,251,520,138,978,209,421,120,1361,204,114,83,309,97,224,93,223,99,258,92,116,65,101,68,16,40
22,Logan Square,11139,516,9101,475,142,90,406,133,524,156,841,193,1355,232,1172,219,1987,243,2674,261,2038,268,87,66,368,112,249,106,434,135,329,127,94,73,239,93,238,100
23,Humboldt Park,5910,422,4607,397,267,112,682,182,500,145,708,177,1003,203,810,187,390,132,247,99,1303,213,132,82,413,138,151,77,209,98,238,90,77,66,52,53,31,58
24,West Town,14909,572,12417,549,184,96,342,110,141,81,729,178,1640,242,1497,226,3024,323,4860,366,2492,296,196,93,534,152,224,98,249,101,432,129,249,124,295,102,313,111
25,Austin,12818,537,9672,510,325,111,1130,223,936,201,1352,229,2226,291,1502,248,1449,251,752,170,3146,355,295,118,912,218,318,116,442,127,434,146,340,117,274,127,131,93
26,West Garfield Park,1486,192,963,171,69,51,110,53,98,61,126,68,203,87,261,91,96,68,0,35,523,115,65,50,99,59,112,63,63,47,96,54,66,60,22,36,0,35
27,East Garfield Park,1857,223,1334,190,104,65,146,65,147,86,222,87,226,91,261,87,184,84,44,49,523,116,128,75,96,53,63,58,48,46,77,42,78,60,29,46,4,37
28,Near West Side,10251,474,8976,461,150,85,225,84,269,113,433,124,1350,228,1360,223,2406,290,2783,289,1275,204,76,54,95,72,100,82,92,62,179,89,189,101,188,78,356,116
29,North Lawndale,2612,263,1920,239,73,56,358,106,192,86,256,98,456,125,268,95,193,86,124,80,692,137,62,50,163,70,118,75,115,61,87,62,89,64,44,47,14,44
30,South Lawndale,5915,415,3885,372,93,71,630,165,387,127,883,196,1008,202,571,163,271,106,42,59,2030,262,191,101,453,129,255,98,445,145,296,93,211,93,136,76,43,59
31,Lower West Side,3286,312,2156,272,37,52,159,76,104,65,408,115,566,164,431,134,283,103,168,72,1130,189,59,45,257,91,164,83,224,89,264,109,57,52,80,58,25,44
32,Loop,6257,474,4805,456,144,105,55,48,154,110,218,111,986,255,668,196,922,246,1658,316,1452,272,75,56,171,108,128,107,178,131,260,113,44,49,242,129,354,139
33,Near South Side,5711,452,5057,483,91,79,99,57,176,116,459,214,1116,263,741,202,872,232,1503,268,654,213,44,72,0,24,0,24,81,80,55,54,38,41,142,86,294,160
34,Armour Square,1884,236,978,218,39,45,201,124,65,52,173,86,202,107,116,61,136,82,46,43,906,184,198,119,230,100,49,51,92,45,138,56,33,35,86,75,80,61
35,Douglas,1875,186,1622,178,45,48,97,51,138,78,174,80,337,102,244,99,316,100,271,92,253,87,13,37,54,59,15,36,8,35,99,58,40,42,19,35,5,34
36,Oakland,612,125,517,120,8,20,47,40,25,29,53,44,70,38,50,37,120,76,144,69,95,61,5,17,0,19,0,19,17,31,20,30,26,41,12,25,15,29
37,Fuller Park,378,83,224,62,4,13,30,23,54,43,76,52,30,30,30,25,0,16,0,16,154,57,49,35,59,37,23,22,15,16,0,16,4,14,4,13,0,16
38,Grand Boulevard,2767,261,2260,249,98,67,134,68,48,47,107,64,483,134,492,118,450,125,448,130,507,123,12,43,108,63,70,59,25,43,152,77,43,48,44,68,53,56
39,Kenwood,2855,256,2150,241,47,43,133,67,41,39,216,100,385,147,276,91,420,135,632,131,705,149,48,54,136,71,21,36,113,67,75,55,83,53,87,54,142,61
40,Washington Park,833,147,634,135,0,27,43,42,20,27,145,69,119,63,128,58,148,72,31,42,199,82,37,44,31,32,47,41,20,30,22,33,33,51,0,27,9,29
41,Hyde Park,4669,300,3093,265,145,80,109,66,120,79,205,92,598,150,419,113,533,123,964,174,1576,233,112,70,135,88,71,53,109,73,377,129,181,74,212,95,379,96
42,Woodlawn,2527,270,1976,250,77,56,175,83,172,90,226,96,434,120,265,94,408,135,219,124,551,126,83,55,167,76,92,74,103,59,61,53,4,35,41,51,0,36
43,South Shore,5185,387,3758,350,290,123,453,151,214,99,426,145,1008,222,451,144,648,158,268,105,1427,226,149,81,351,138,109,64,194,101,216,88,241,100,95,62,72,61
44,Chatham,5195,340,3272,323,184,98,426,152,331,124,369,116,726,192,437,123,519,153,280,101,1923,237,167,96,524,140,166,74,277,99,355,124,240,94,117,64,77,65
45,Avalon Park,2612,216,1918,213,59,40,188,104,216,96,245,100,381,113,278,108,398,125,153,76,694,144,104,78,180,72,67,44,92,54,105,53,55,46,79,67,12,25
46,South Chicago,4472,354,3068,336,62,49,405,140,263,125,302,108,768,183,588,161,486,160,194,119,1404,232,125,68,358,134,233,107,241,94,236,97,105,64,66,56,40,47
47,Burnside,580,80,407,100,22,18,36,31,162,88,8,14,86,67,34,32,29,40,30,31,173,76,17,24,69,66,0,11,12,19,55,41,9,16,0,11,11,17
48,Calumet Heights,4377,212,2910,271,33,35,224,82,215,78,379,149,700,153,637,146,399,139,323,142,1467,232,76,62,227,84,217,97,237,108,217,104,163,90,195,82,135,91
49,Roseland,8896,368,5806,375,237,95,796,174,557,141,981,196,1271,217,947,172,761,173,256,107,3090,281,128,58,860,184,539,129,604,157,496,121,169,73,179,73,115,64
50,Pullman,1377,124,946,129,8,19,118,56,98,49,114,66,216,77,252,94,128,59,12,22,431,97,79,60,116,57,64,49,51,34,74,52,23,27,21,26,3,17
51,South Deering,3128,228,2032,207,147,81,319,112,254,105,271,111,484,142,293,108,205,105,59,53,1096,176,115,62,298,92,92,64,158,69,237,109,141,75,55,39,0,25
52,East Side,4705,276,3007,275,116,83,259,91,389,141,505,138,657,162,379,118,535,143,167,94,1698,193,50,36,418,108,241,82,256,74,346,124,151,62,165,78,71,58
53,West Pullman,5866,306,4277,335,212,98,483,143,431,131,605,159,1100,233,706,201,545,157,195,91,1589,224,102,58,399,124,292,104,155,58,296,114,124,69,142,66,79,71
54,Riverdale,299,85,107,69,15,24,29,47,0,16,0,16,27,33,36,42,0,16,0,16,192,76,17,31,50,43,0,16,63,37,62,64,0,16,0,16,0,16
55,Hegewisch,2733,224,1602,225,24,26,207,108,124,97,259,141,231,91,314,111,230,119,213,102,1131,184,106,91,276,98,248,94,85,61,101,55,174,109,98,66,43,43
56,Garfield Ridge,9966,285,6421,349,56,56,436,140,424,144,678,167,1289,214,1365,236,1417,259,756,164,3545,288,147,66,675,139,514,131,541,122,684,146,407,100,342,112,235,99
57,Archer Heights,2407,203,1761,205,43,43,195,75,130,61,341,127,476,124,259,94,198,70,119,59,646,122,41,40,90,47,197,70,94,51,95,48,54,39,52,43,23,28
58,Brighton Park,5307,380,3674,342,59,57,425,133,506,143,662,164,865,178,559,156,474,149,124,77,1633,216,123,61,336,106,295,99,216,79,361,110,155,60,81,58,66,69
59,McKinley Park,2917,223,1938,226,77,48,233,91,237,85,225,96,523,140,355,118,240,81,48,41,979,151,101,55,183,66,154,71,194,79,125,51,69,49,91,60,62,53
60,Bridgeport,5732,330,3801,310,41,44,332,101,251,88,417,117,884,186,688,157,650,138,538,143,1931,219,167,69,476,114,197,83,326,102,254,92,201,82,149,69,161,59
61,New City,5071,337,3529,310,155,82,374,114,568,141,575,156,772,160,514,125,373,115,198,92,1542,208,206,82,369,109,191,85,227,79,252,91,183,79,89,62,25,51
62,West Elsdon,3690,206,2552,217,79,58,201,82,385,122,373,141,584,147,507,137,356,118,67,40,1138,169,93,52,229,76,215,90,169,61,163,83,176,79,93,52,0,27
63,Gage Park,5302,315,4117,320,127,81,328,103,606,163,902,200,1050,208,474,141,484,143,146,78,1185,189,84,47,268,95,126,71,229,83,294,110,130,73,54,48,0,41
64,Clearing,6346,275,4336,288,80,51,397,165,225,85,324,101,1062,225,1003,211,919,202,326,118,2010,226,107,53,539,147,256,97,305,99,319,107,190,102,192,78,102,85
65,West Lawn,7068,295,5247,335,125,84,589,179,524,147,885,202,1399,242,909,200,608,162,208,111,1821,237,124,76,349,100,284,107,281,98,280,114,241,107,157,83,105,61
66,Chicago Lawn,6869,405,5430,397,225,101,687,183,542,148,1095,241,1132,203,1012,221,604,169,133,66,1439,219,33,57,328,130,210,85,272,105,351,119,157,70,60,48,28,51
67,West Englewood,4884,312,3316,273,172,73,783,161,415,110,584,135,670,154,453,122,213,93,26,51,1568,196,116,63,519,126,250,74,235,83,263,85,73,58,78,69,34,49
68,Englewood,2904,271,1592,218,143,73,350,110,217,96,234,81,233,82,259,100,136,82,20,40,1312,205,199,80,352,114,139,66,248,94,252,99,69,52,38,47,15,39
69,Greater Grand Crossing,4458,302,2872,274,162,72,405,123,211,88,432,133,805,163,344,116,318,112,195,83,1586,208,168,65,348,108,147,69,316,95,276,96,127,66,128,81,76,77
70,Ashburn,11000,330,8703,376,158,92,624,178,570,188,852,186,1881,292,1597,266,2230,315,791,202,2297,247,145,76,465,133,333,114,314,117,407,117,358,112,146,71,129,89
71,Auburn Gresham,8009,393,5397,393,242,105,680,156,559,155,805,185,1323,237,826,195,610,157,352,122,2612,283,331,119,705,155,275,90,443,117,560,156,194,95,104,64,0,46
72,Beverly,6296,195,4683,227,89,64,104,53,69,41,251,79,661,138,923,173,1243,178,1343,179,1613,171,35,38,240,84,147,68,162,69,327,92,213,71,194,65,295,95
73,Washington Heights,6254,319,4278,331,223,101,436,132,532,153,715,179,959,185,703,173,568,142,142,75,1976,245,129,61,567,160,225,91,373,114,297,99,121,63,219,91,45,49
74,Mount Greenwood,5973,203,4284,243,73,89,81,52,131,75,205,93,606,144,972,208,1365,230,851,195,1689,185,61,41,274,85,206,102,181,73,323,102,267,93,216,82,161,73
75,Morgan Park,6051,293,4198,319,117,63,223,88,243,119,358,141,759,169,703,159,1192,230,603,146,1853,213,220,100,339,117,202,74,295,96,370,108,137,68,237,91,53,40
76,O'Hare,2827,306,1949,302,49,62,160,100,75,71,235,132,529,191,540,219,249,141,112,85,878,190,123,89,235,100,149,93,169,107,100,82,61,56,16,39,25,43
77,Edgewater,11363,570,8282,531,190,108,358,127,555,180,778,184,1420,264,1568,285,1894,293,1519,254,3081,333,178,86,587,173,337,122,395,140,602,154,317,121,417,144,248,109
