area_id,area_name,b02001001,b02001001_moe,b02001002,b02001002_moe,b02001003,b02001003_moe,b02001004,b02001004_moe,b02001005,b02001005_moe,b02001006,b02001006_moe,b02001007,b02001007_moe,b02001008,b02001008_moe,b02001009,b02001009_moe,b02001010,b02001010_moe
1,Rogers Park,57559,2198,29920,1714,16419,1491,118,130,3936,995,14,51,5102,1173,2050,411,231,121,1819,389
2,West Ridge,73705,2596,40529,2311,8310,1366,264,215,17135,2022,8,68,5407,1295,2052,578,493,267,1559,510
3,Uptown,54995,1710,32661,1363,11336,1192,249,146,6425,763,0,48,2632,719,1692,490,162,88,1530,486
4,Lincoln Square,38622,1335,27801,1209,1898,540,242,175,4027,722,48,77,3560,1083,1046,279,108,93,938,263
5,North Center,33418,1097,29729,1088,556,199,81,70,1400,341,0,43,776,309,876,311,85,74,791,306
6,Lake View,96539,1732,82704,1779,3638,595,221,167,6710,799,32,78,1407,333,1827,371,138,97,1689,362
7,Lincoln Park,64631,1722,55859,1721,2802,455,154,112,3728,536,0,51,1013,318,1075,269,54,68,1021,265
8,Near North Side,80516,1818,60948,1677,7679,881,225,164,8780,965,0,54,1505,535,1379,374,181,128,1198,354
9,Edison Park,11135,498,10637,549,0,25,0,25,242,176,0,25,60,46,196,137,101,112,95,83
10,Norwood Park,37429,1230,32913,1175,332,210,71,133,1761,541,0,39,1472,581,880,391,331,255,549,301
11,Jefferson Park,26771,1244,21494,1268,369,291,74,82,2537,748,0,29,1645,617,652,248,107,84,545,232
12,Forest Glen,18542,646,14406,687,300,210,21,40,2269,411,43,75,1056,418,447,208,141,142,306,164
13,North Park,18739,1008,10662,849,314,142,42,48,5261,745,0,27,1986,677,474,212,179,121,295,174
14,Albany Park,53897,2062,22776,1402,2328,621,123,111,6733,1070,46,79,19926,2169,1965,456,896,367,1069,388
15,Portage Park,63619,1847,41514,1710,884,396,175,179,2878,697,40,76,15749,1677,2379,531,1071,335,1308,420
16,Irving Park,56513,1956,37211,1894,1771,451,150,134,4057,775,0,47,12021,1735,1303,306,481,202,822,237
17,Dunning,42115,1249,35665,1358,450,258,86,97,1665,451,57,85,3673,838,519,212,289,173,230,116
18,Montclare,12401,838,7794,738,582,162,42,54,552,317,12,26,3285,662,134,76,59,59,75,51
19,Belmont Cragin,77885,2548,31161,2186,4206,984,171,165,1124,396,13,54,39444,2616,1766,567,971,353,795,455
20,Hermosa,25068,1269,9239,1065,318,176,33,49,111,79,37,69,14846,1428,484,177,293,153,191,90
21,Avondale,41542,1885,30571,1887,1438,488,285,278,1311,448,0,38,6839,1317,1098,339,261,153,837,302
22,Logan Square,73786,1997,59201,2000,5186,815,136,114,2146,383,0,57,5437,948,1680,357,411,186,1269,314
23,Humboldt Park,54351,2209,14180,1295,23695,1783,168,159,147,121,0,51,15091,1729,1070,349,416,169,654,307
24,West Town,84087,2008,63008,1850,7581,1033,231,109,3356,499,0,62,8122,1149,1789,364,434,230,1355,290
25,Austin,98162,2739,8169,809,84773,2687,142,152,351,184,0,61,4065,929,662,238,100,95,562,226
26,West Garfield Park,19377,1316,324,153,18803,1312,14,45,18,41,0,35,151,146,67,67,0,35,67,67
27,East Garfield Park,21316,1354,856,246,20080,1366,13,43,92,61,0,38,155,96,120,68,10,39,110,67
28,Near West Side,54151,1661,25222,1148,17686,1257,161,112,8035,797,0,52,1699,442,1348,258,280,121,1068,230
