area_id,area_name,b17020f001,b17020f001_moe,b17020f002,b17020f002_moe,b17020f003,b17020f003_moe,b17020f004,b17020f004_moe,b17020f005,b17020f005_moe,b17020f006,b17020f006_moe,b17020f007,b17020f007_moe,b17020f008,b17020f008_moe,b17020f009,b17020f009_moe,b17020f010,b17020f010_moe,b17020f011,b17020f011_moe,b17020f012,b17020f012_moe,b17020f013,b17020f013_moe,b17020f014,b17020f014_moe,b17020f015,b17020f015_moe,b17020f016,b17020f016_moe,b17020f017,b17020f017_moe
62,West Elsdon,5640,1066,1229,591,150,104,56,65,237,146,134,119,635,267,17,29,0,27,4411,939,266,142,116,79,492,195,605,221,2607,562,207,116,118,93
63,Gage Park,14070,1621,3201,845,427,193,80,66,581,218,522,194,1551,378,40,47,0,41,10869,1484,796,229,210,105,917,252,1264,317,7283,1036,276,125,123,86
64,Clearing,4704,898,547,326,117,123,15,33,23,42,60,68,266,163,0,31,66,104,4157,822,466,226,62,69,547,220,411,138,2653,490,18,35,0,31
65,West Lawn,17066,1701,3391,1003,314,192,50,57,476,226,329,169,2129,667,42,58,51,61,13675,1668,1162,322,168,92,1715,368,1706,393,8446,1056,388,177,90,89
66,Chicago Lawn,17309,1622,4962,1216,754,295,170,110,858,273,806,255,2268,562,98,87,8,52,12347,1555,1307,328,204,108,1208,293,1487,365,7719,1006,334,138,88,75
67,West Englewood,425,336,101,116,14,51,0,48,0,48,14,51,73,82,0,48,0,48,324,305,18,55,0,48,64,95,31,57,206,196,5,49,0,48
68,Englewood,187,175,181,175,51,58,0,36,0,36,31,63,99,107,0,36,0,36,6,36,0,36,0,36,0,36,0,36,0,36,6,36,0,36
69,Greater Grand Crossing,100,79,13,42,0,38,0,38,0,38,0,38,13,42,0,38,0,38,87,77,0,38,0,38,0,38,0,38,56,63,21,42,10,39
70,Ashburn,7497,1099,1349,563,154,118,25,55,234,161,152,104,784,308,0,41,0,41,6148,1040,573,207,136,100,819,214,681,208,3899,716,32,63,8,41
71,Auburn Gresham,43,63,16,47,0,46,0,46,0,46,0,46,16,47,0,46,0,46,27,62,0,46,0,46,0,46,0,46,27,62,0,46,0,46
72,Beverly,60,54,1,27,0,29,0,29,0,29,0,29,1,27,0,29,0,29,59,54,0,29,0,29,6,29,0,29,47,49,0,29,6,29
73,Washington Heights,84,77,31,62,0,33,0,33,0,33,10,36,21,48,0,33,0,33,53,57,0,33,0,33,0,33,9,34,31,45,0,33,13,38
74,Mount Greenwood,187,165,0,25,0,25,0,25,0,25,0,25,0,25,0,25,0,25,187,165,25,44,0,25,56,70,32,63,74,64,0,25,0,25
75,Morgan Park,128,138,43,83,0,31,0,31,6,32,6,32,31,54,0,31,0,31,85,115,18,41,0,31,17,40,0,31,50,65,0,31,0,31
76,O'Hare,576,313,100,171,36,68,0,38,0,38,0,38,64,113,0,38,0,38,476,281,60,75,0,38,54,65,29,48,273,161,60,75,0,38
77,Edgewater,2676,771,901,426,127,110,0,48,0,48,227,223,516,217,31,66,0,48,1775,651,199,136,0,48,72,97,60,69,1366,495,32,60,46,75
