area_id,area_name,b23008001,b23008001_moe,b23008002,b23008002_moe,b23008003,b23008003_moe,b23008004,b23008004_moe,b23008005,b23008005_moe,b23008006,b23008006_moe,b23008007,b23008007_moe,b23008008,b23008008_moe,b23008009,b23008009_moe,b23008010,b23008010_moe,b23008011,b23008011_moe,b23008012,b23008012_moe,b23008013,b23008013_moe,b23008014,b23008014_moe,b23008015,b23008015_moe,b23008016,b23008016_moe,b23008017,b23008017_moe,b23008018,b23008018_moe,b23008019,b23008019_moe,b23008020,b23008020_moe,b23008021,b23008021_moe,b23008022,b23008022_moe,b23008023,b23008023_moe,b23008024,b23008024_moe,b23008025,b23008025_moe,b23008026,b23008026_moe,b23008027,b23008027_moe
1,Rogers Park,10781,1006,4686,614,3188,537,1559,358,1289,386,269,182,71,109,1498,340,374,152,374,152,0,48,1124,306,883,275,241,142,6095,732,3122,584,2111,455,788,315,223,206,0,48,2973,563,685,253,584,228,101,118,2288,529,1887,506,401,223
2,West Ridge,18510,1433,6664,844,5494,793,2674,552,2433,537,235,179,152,158,1170,373,412,288,396,287,16,56,758,249,628,210,130,140,11846,1038,8762,948,4709,778,3488,683,229,197,336,223,3084,646,652,328,628,326,24,58,2432,562,1681,412,751,397
3,Uptown,6206,807,2872,490,2079,438,1151,282,769,333,129,143,30,64,793,252,104,87,104,87,0,48,689,241,507,207,182,128,3334,595,1675,487,975,279,690,415,10,49,0,48,1659,352,309,146,277,142,32,59,1350,321,1067,280,283,172
4,Lincoln Square,6150,685,3157,404,2532,374,1633,304,877,247,22,68,0,40,625,272,238,203,238,203,0,40,387,187,257,165,130,93,2993,499,2164,423,1216,323,680,253,163,106,105,118,829,259,166,153,166,153,0,40,663,232,536,216,127,90
5,North Center,6158,547,3451,385,3295,371,2214,333,1022,240,59,67,0,43,156,104,63,84,63,84,0,43,93,72,86,72,7,43,2707,408,2219,385,1554,362,599,177,37,52,29,52,488,166,157,109,157,109,0,43,331,129,316,127,15,47
6,Lake View,9751,699,5709,500,5199,482,3402,400,1656,334,51,72,90,88,510,213,241,152,198,139,43,89,269,166,187,140,82,112,4042,463,3267,407,1883,289,1295,316,69,80,20,70,775,249,227,143,204,139,23,73,548,212,411,169,137,144
7,Lincoln Park,8732,835,3643,416,3272,399,1667,313,1515,265,60,69,30,61,371,146,41,62,41,62,0,51,330,141,259,135,71,66,5089,743,4240,723,1875,327,2091,647,125,113,149,114,849,225,182,95,182,95,0,51,667,210,540,199,127,83
8,Near North Side,5754,724,2701,467,1972,414,894,244,976,347,27,62,75,96,729,244,27,61,27,61,0,54,702,236,471,212,231,158,3053,599,1430,377,716,319,682,245,18,61,14,58,1623,494,64,89,64,89,0,54,1559,488,1226,571,333,247
9,Edison Park,2255,249,456,124,398,112,258,101,140,89,0,25,0,25,58,67,51,66,51,66,0,25,7,24,0,25,7,24,1799,236,1490,232,937,210,474,196,66,85,13,28,309,155,41,44,41,44,0,25,268,153,253,153,15,25
10,Norwood Park,7290,694,2718,473,2214,402,1594,345,597,254,9,40,14,43,504,275,111,67,111,67,0,39,393,270,386,269,7,39,4572,524,3740,500,2839,527,849,248,49,49,3,38,832,283,161,167,161,167,0,39,671,232,613,227,58,56
11,Jefferson Park,5692,648,1989,344,1569,321,905,249,623,236,25,44,16,37,420,180,201,126,201,126,0,29,219,139,188,134,31,40,3703,494,2898,463,1946,370,865,355,87,66,0,29,805,277,265,151,255,150,10,29,540,231,516,232,24,48
12,Forest Glen,4401,340,1505,246,1380,239,1101,215,279,127,0,29,0,29,125,102,0,29,0,29,0,29,125,102,113,101,12,31,2896,306,2490,293,1910,280,505,195,53,79,22,38,406,175,156,122,156,122,0,29,250,138,250,138,0,29
13,North Park,4166,568,1269,259,967,244,469,178,431,196,53,54,14,33,302,122,43,46,35,44,8,29,259,119,251,121,8,27,2897,502,2153,460,1528,413,593,232,14,28,18,47,744,253,266,190,266,190,0,27,478,182,448,177,30,38
14,Albany Park,12894,1079,5147,637,3234,480,1484,306,1572,417,65,68,113,134,1913,457,1044,384,1044,384,0,45,869,272,679,238,190,117,7747,777,5072,614,3391,557,1496,349,173,132,12,47,2675,527,640,297,584,293,56,68,2035,445,1718,424,317,176
15,Portage Park,13909,1047,4400,565,2780,423,1776,339,866,298,85,69,53,79,1620,398,290,148,180,129,110,95,1330,380,1032,336,298,189,9509,865,6292,725,4037,627,2046,458,181,112,28,63,3217,643,292,159,216,128,76,108,2925,631,2268,502,657,364
16,Irving Park,12704,943,5376,566,3677,475,2540,409,950,264,149,126,38,62,1699,403,467,277,428,267,39,62,1232,324,956,290,276,160,7328,752,4742,594,2762,514,1768,426,196,149,16,49,2586,545,614,324,468,224,146,239,1972,456,1868,450,104,87
17,Dunning,7311,551,2545,363,1922,329,1381,292,484,146,28,55,29,59,623,203,260,156,247,155,13,44,363,137,253,110,110,78,4766,459,3595,429,2387,379,923,248,267,149,18,43,1171,271,281,127,281,127,0,40,890,245,786,235,104,80
18,Montclare,2908,481,955,247,666,227,464,207,172,120,30,38,0,23,289,121,36,42,36,42,0,23,253,113,205,102,48,45,1953,375,1299,283,972,269,276,140,37,40,14,29,654,261,78,64,78,64,0,23,576,252,486,245,90,73
19,Belmont Cragin,22186,1367,7536,749,3520,540,1685,349,1697,396,91,96,47,78,4016,603,1215,350,1178,347,37,66,2801,508,1633,341,1168,394,14650,1132,8168,845,5096,719,2681,504,257,186,134,108,6482,913,1457,381,1413,374,44,88,5025,838,4054,769,971,364
20,Hermosa,6858,632,2240,340,997,238,596,175,357,157,44,55,0,29,1243,291,276,130,276,130,0,29,967,279,795,259,172,106,4618,521,2775,482,1862,441,844,260,49,57,20,41,1843,387,426,180,426,180,0,29,1417,370,1287,363,130,90
21,Avondale,9336,897,3844,499,2152,343,1304,283,757,221,91,92,0,38,1692,385,291,177,284,177,7,38,1401,332,774,237,627,260,5492,694,3798,617,1918,414,1764,483,86,81,30,44,1694,407,256,198,152,112,104,167,1438,354,996,284,442,212
22,Logan Square,14043,980,6044,570,3824,461,1969,304,1598,333,210,143,47,71,2220,374,456,161,251,116,205,124,1764,343,1156,282,608,198,7999,736,4530,607,2104,393,1958,429,242,164,226,194,3469,487,955,291,806,268,149,124,2514,410,1869,357,645,226
23,Humboldt Park,15030,1310,5573,746,1556,367,770,234,663,276,56,75,67,78,4017,660,607,222,558,217,49,68,3410,626,1810,401,1600,484,9457,901,3043,519,1868,429,824,249,208,179,143,98,6414,812,1048,299,786,272,262,141,5366,786,3241,560,2125,541
24,West Town,12499,980,5808,580,4197,495,2668,387,1442,344,62,79,25,71,1611,326,490,183,355,146,135,123,1121,277,885,238,236,149,6691,711,3215,524,1932,386,971,323,181,163,131,103,3476,518,638,264,450,237,188,132,2838,462,2275,413,563,218
25,Austin,23956,1487,7058,715,1375,357,961,296,358,196,50,73,6,66,5683,660,850,271,615,233,235,150,4833,624,3962,587,871,229,16898,1173,4277,630,3006,512,1030,360,155,140,86,98,12621,1066,1616,376,1029,298,587,246,11005,1001,9056,907,1949,464
26,West Garfield Park,6185,719,1853,351,150,88,117,83,5,34,28,46,0,35,1703,346,227,165,174,149,53,72,1476,312,775,230,701,233,4332,548,505,218,178,148,164,131,122,121,41,54,3827,516,420,173,230,117,190,131,3407,503,2279,457,1128,289
27,East Garfield Park,6652,773,2166,385,211,99,148,82,55,61,0,38,8,39,1955,382,210,142,150,106,60,103,1745,368,842,235,903,288,4486,641,837,264,534,213,157,139,20,42,126,123,3649,614,365,154,299,141,66,73,3284,604,2264,544,1020,297
28,Near West Side,7390,732,3196,407,1930,284,1208,212,637,204,21,54,64,73,1266,288,279,150,232,129,47,92,987,252,798,226,189,138,4194,541,1216,314,1044,305,128,84,44,60,0,52,2978,468,388,160,231,123,157,113,2590,439,1927,375,663,259
29,North Lawndale,11370,1051,3451,464,572,149,216,96,333,118,15,48,8,43,2879,447,228,105,169,98,59,57,2651,435,1519,337,1132,283,7919,820,1293,340,788,282,307,151,82,86,116,101,6626,760,546,256,324,176,222,189,6080,712,3908,580,2172,472
30,South Lawndale,18900,1249,7069,694,3427,542,1235,354,1965,398,96,87,131,136,3642,521,855,267,843,267,12,50,2787,465,1661,361,1126,310,11831,970,7366,792,2885,518,4043,651,247,183,191,136,4465,668,1036,335,925,313,111,133,3429,592,2528,506,901,316
