area_id,area_name,b17009001,b17009001_moe,b17009002,b17009002_moe,b17009003,b17009003_moe,b17009004,b17009004_moe,b17009005,b17009005_moe,b17009006,b17009006_moe,b17009007,b17009007_moe,b17009008,b17009008_moe,b17009009,b17009009_moe,b17009010,b17009010_moe,b17009011,b17009011_moe,b17009012,b17009012_moe,b17009013,b17009013_moe,b17009014,b17009014_moe,b17009015,b17009015_moe,b17009016,b17009016_moe,b17009017,b17009017_moe,b17009018,b17009018_moe,b17009019,b17009019_moe,b17009020,b17009020_moe,b17009021,b17009021_moe
1,Rogers Park,20832,1212,6522,828,348,148,203,116,145,103,2848,553,1408,267,1440,411,3326,593,1856,333,1470,484,14310,940,9431,808,6686,537,2745,505,3474,447,2524,358,950,248,1405,295,1213,253,192,149
2,West Ridge,12038,1073,3161,614,183,103,138,96,45,62,877,256,401,158,476,194,2101,524,957,211,1144,442,8877,795,5209,646,3539,421,1670,435,1696,308,1447,271,249,126,1972,370,1599,277,373,211
3,Uptown,26986,1171,8038,798,269,136,173,124,96,71,2532,417,1392,268,1140,289,5237,651,3849,427,1388,479,18948,939,12685,789,9772,579,2913,430,4082,481,3141,380,941,263,2181,374,1882,346,299,151
4,Lincoln Square,12654,784,2101,377,136,86,35,44,101,83,1060,271,725,234,335,132,905,248,452,143,453,200,10553,685,7160,564,5308,426,1852,339,2444,348,1878,287,566,161,949,235,830,197,119,126
5,North Center,11430,757,1656,388,192,114,132,98,60,65,685,194,377,120,308,147,779,257,427,138,352,221,9774,666,7331,605,4838,364,2493,405,1699,271,1021,213,678,172,744,156,677,150,67,54
6,Lake View,55697,1534,9446,871,539,192,246,112,293,152,5375,611,2997,384,2378,403,3532,534,2108,330,1424,354,46251,1416,33839,1300,23533,845,10306,810,9655,759,6177,543,3478,481,2757,328,2643,317,114,80
7,Lincoln Park,32031,1225,6323,669,138,85,134,85,4,50,3282,467,1754,293,1528,319,2903,427,1697,262,1206,312,25708,1092,18129,932,12912,638,5217,593,5623,599,3670,421,1953,407,1956,272,1766,254,190,106
8,Near North Side,42067,1374,6819,729,149,101,131,100,18,56,2875,465,2157,370,718,246,3795,566,3043,484,752,287,35248,1339,24589,1220,20855,992,3734,563,6774,676,5839,611,935,248,3885,416,3654,401,231,114
9,Edison Park,2247,323,171,92,12,26,11,26,1,19,77,79,24,32,53,76,82,49,81,48,1,19,2076,284,1097,214,827,150,270,128,443,153,312,101,131,84,536,140,524,139,12,26
10,Norwood Park,6045,515,823,205,23,42,11,41,12,40,98,62,21,42,77,59,702,197,409,131,293,135,5222,463,2380,385,1934,281,446,191,724,178,646,167,78,66,2118,262,2011,251,107,69
