area_id,area_name,b08141001,b08141001_moe,b08141002,b08141002_moe,b08141003,b08141003_moe,b08141004,b08141004_moe,b08141005,b08141005_moe,b08141006,b08141006_moe,b08141007,b08141007_moe,b08141008,b08141008_moe,b08141009,b08141009_moe,b08141010,b08141010_moe,b08141011,b08141011_moe,b08141012,b08141012_moe,b08141013,b08141013_moe,b08141014,b08141014_moe,b08141015,b08141015_moe,b08141016,b08141016_moe,b08141017,b08141017_moe,b08141018,b08141018_moe,b08141019,b08141019_moe,b08141020,b08141020_moe,b08141021,b08141021_moe,b08141022,b08141022_moe,b08141023,b08141023_moe,b08141024,b08141024_moe,b08141025,b08141025_moe,b08141026,b08141026_moe,b08141027,b08141027_moe,b08141028,b08141028_moe,b08141029,b08141029_moe,b08141030,b08141030_moe,b08141031,b08141031_moe,b08141032,b08141032_moe,b08141033,b08141033_moe,b08141034,b08141034_moe,b08141035,b08141035_moe
1,Rogers Park,29402,1230,6677,768,14486,995,6610,808,1629,485,11212,838,387,282,6379,585,3633,558,813,255,2618,446,216,120,1322,317,838,240,242,144,11470,892,4842,623,4744,636,1452,320,432,178,1689,392,563,185,908,334,158,105,60,66,744,214,329,147,234,112,143,108,38,66,1669,343,340,154,899,225,386,207,44,63
2,West Ridge,31487,1408,3146,588,12012,989,11799,1066,4530,980,18511,1077,343,176,7013,653,8090,791,3065,699,3779,670,227,119,1567,404,1232,376,753,391,5387,641,1855,409,1900,376,1360,339,272,138,1828,398,378,218,776,288,454,165,220,136,686,207,241,131,222,130,196,110,27,58,1296,286,102,95,534,187,467,173,193,114
3,Uptown,31383,1138,8568,724,15856,981,6151,840,808,356,10859,781,872,235,6015,553,3470,546,502,261,1726,429,118,82,1039,389,525,189,44,59,13775,888,5888,615,6292,632,1433,345,162,117,1515,306,664,191,827,242,24,53,0,48,1463,318,620,197,646,214,165,113,32,57,2045,347,406,164,1037,238,534,171,68,94
4,Lincoln Square,23012,819,3294,470,10415,700,7073,747,2230,558,11119,737,297,152,4906,450,4280,523,1636,462,1647,335,122,75,726,208,677,269,122,102,7461,590,2315,409,3369,421,1480,342,297,150,858,198,241,115,389,137,188,100,40,46,708,194,160,92,330,130,194,106,24,49,1219,230,159,82,695,179,254,114,111,74
5,North Center,20713,729,1697,310,8533,611,8554,687,1929,434,10592,597,281,118,3503,348,5594,534,1214,311,1473,299,19,47,623,201,566,152,265,163,5537,463,982,237,2888,350,1411,249,256,131,759,177,212,96,392,134,155,87,0,43,671,168,115,76,324,109,170,77,62,84,1681,296,88,81,803,209,658,165,132,117
6,Lake View,68053,1434,18538,1027,31577,1332,14596,1117,3342,709,21880,961,1175,224,11258,700,7730,682,1717,437,3788,454,170,104,2255,365,1126,239,237,144,32767,1248,13977,899,14093,912,3769,606,928,321,3501,478,1675,327,1314,325,357,138,155,112,1921,347,784,201,769,236,315,163,53,86,4196,475,757,225,1888,336,1299,253,252,145
7,Lincoln Park,40025,1107,9077,723,18422,1063,10454,835,2072,527,14265,764,696,185,6688,576,5807,551,1074,305,2076,337,193,113,1060,237,785,225,38,59,16700,893,6404,646,7329,653,2259,393,708,275,2448,373,952,237,1137,274,303,112,56,64,1986,427,585,212,972,282,351,204,78,107,2550,330,247,110,1236,240,949,196,118,96
8,Near North Side,49912,1470,17137,1051,25071,1371,6752,806,952,356,13973,930,794,220,8863,760,3864,575,452,212,1379,352,171,125,839,273,359,184,10,56,12464,866,6148,629,5202,608,951,269,163,115,15014,1071,7564,801,6443,801,805,259,202,130,3686,549,1694,411,1659,347,270,120,63,81,3396,522,766,197,2065,446,503,197,62,79
9,Edison Park,5861,391,383,205,989,173,3275,382,1214,344,4303,408,78,63,743,144,2427,341,1055,332,318,156,0,25,80,97,216,120,22,40,650,176,192,121,155,74,217,103,86,64,292,130,113,95,11,26,168,92,0,25,45,46,0,25,0,25,45,46,0,25,253,121,0,25,0,25,202,113,51,43
10,Norwood Park,17522,808,245,117,3870,502,8395,725,5012,796,13415,716,97,71,2714,367,6490,594,4114,652,1495,345,63,81,248,145,758,240,426,189,1769,347,85,70,727,245,659,203,298,150,211,130,0,39,7,40,130,86,74,100,86,62,0,39,23,44,45,49,18,45,546,174,0,39,151,98,313,133,82,77
11,Jefferson Park,12565,675,521,184,3240,417,5021,678,3783,702,8877,538,150,83,2247,360,3578,520,2902,538,1250,305,18,33,218,114,556,187,458,224,1722,317,276,139,465,146,649,217,332,179,261,112,70,59,124,82,33,41,34,54,100,65,7,30,73,61,20,34,0,29,355,134,0,29,113,81,185,92,57,62
12,Forest Glen,9032,443,158,95,1865,332,4452,438,2557,475,6134,439,48,44,964,217,3309,391,1813,363,939,258,0,29,219,152,414,145,306,194,1215,229,87,85,436,141,413,114,279,137,317,113,13,29,117,65,101,69,86,64,77,61,10,33,43,53,9,31,15,35,350,106,0,29,86,57,206,75,58,63
13,North Park,8040,592,417,190,2245,342,3575,517,1803,412,5080,498,37,35,1265,250,2452,406,1326,318,920,249,83,89,183,84,435,180,219,118,1071,253,149,93,412,169,408,176,102,69,417,157,111,87,173,96,54,55,79,79,180,84,20,40,92,66,45,58,23,33,372,142,17,38,120,75,181,107,54,52
14,Albany Park,26529,1292,4613,824,10624,939,7718,934,3574,807,12394,849,396,170,4987,543,4732,598,2279,567,2970,485,464,236,1139,317,719,212,648,244,8692,896,2871,616,3725,564,1629,418,467,306,1029,259,533,201,329,142,132,107,35,50,374,148,89,76,197,116,44,51,44,67,1070,279,260,164,247,112,462,192,101,93
15,Portage Park,31027,1175,1935,379,9967,925,11767,1006,7358,962,19610,999,274,128,5631,566,8683,823,5022,775,4042,586,200,135,1416,388,1400,319,1026,313,5167,558,1210,318,1971,392,1089,245,897,240,766,214,109,62,306,139,143,84,208,142,526,191,75,63,276,156,120,99,55,61,916,232,67,80,367,175,332,126,150,89
16,Irving Park,28654,1188,2547,384,10660,855,10262,1036,5185,974,16217,936,267,117,5470,510,6785,744,3695,766,2965,444,193,105,1230,331,954,241,588,219,6321,602,1604,307,2797,400,1386,323,534,247,999,250,205,117,335,144,346,152,113,96,724,195,142,96,376,150,121,72,85,71,1428,341,136,97,452,161,670,276,170,94
17,Dunning,21251,904,564,172,4452,539,9580,821,6655,886,16140,855,135,78,3130,395,7585,684,5290,787,2309,371,68,54,504,188,1065,269,672,190,1885,306,353,146,485,166,658,190,389,138,435,184,8,40,174,134,134,86,119,103,285,175,0,40,95,66,42,60,148,159,197,88,0,40,64,66,96,56,37,50
18,Montclare,5204,455,274,107,1287,276,2347,446,1296,347,3533,415,48,38,796,227,1707,361,982,287,743,237,32,39,178,121,385,183,148,94,648,174,125,76,286,128,139,87,98,74,49,50,23,38,0,23,26,35,0,23,166,95,35,45,19,34,71,67,41,52,65,47,11,23,8,20,19,34,27,34
19,Belmont Cragin,31931,1400,2043,382,9799,918,11680,1064,8409,1136,20039,1096,227,132,5607,546,8440,821,5765,858,5504,729,528,210,1657,401,1711,441,1608,428,4591,597,1072,268,1757,435,1007,247,755,256,852,231,122,76,297,132,333,165,100,91,414,164,51,73,261,134,34,58,68,91,531,160,43,69,220,128,155,80,113,79
20,Hermosa,10998,736,724,221,3463,492,4197,619,2614,655,6383,559,100,86,1750,277,2727,407,1806,480,1749,407,31,42,799,303,451,189,468,215,2089,373,424,152,623,190,809,268,233,155,349,144,91,69,86,66,158,107,14,36,176,102,47,50,116,89,13,35,0,29,252,136,31,55,89,82,39,44,93,93
21,Avondale,21089,1049,2135,410,8662,849,6897,830,3395,805,11413,846,288,127,4856,587,4185,572,2084,560,2524,497,242,162,969,316,891,293,422,199,5074,611,1200,289,2096,404,1164,310,614,316,741,215,185,115,255,120,210,131,91,76,583,173,143,90,274,128,104,65,62,70,754,227,77,73,212,105,343,143,122,129
22,Logan Square,40788,1261,6470,658,17618,941,13077,1045,3623,711,19715,968,676,208,8539,627,8043,730,2457,555,2914,436,254,104,1059,237,1194,308,407,183,12581,791,4157,529,5223,513,2623,393,578,216,1606,284,420,149,779,212,288,104,119,100,1779,300,710,194,770,216,261,102,38,69,2193,308,253,110,1248,239,668,174,24,60
23,Humboldt Park,17753,1001,2803,459,7010,688,5997,811,1943,548,9344,731,339,142,3806,426,4035,599,1164,347,1874,430,195,141,658,233,595,215,426,257,4211,533,1760,367,1398,299,880,289,173,99,674,191,185,118,317,125,172,104,0,51,1093,293,225,138,579,218,173,104,116,127,557,155,99,68,252,108,142,94,64,67
24,West Town,52053,1305,8055,764,24129,1115,15608,1046,4261,764,23059,1015,810,217,10268,666,9380,763,2601,556,2744,379,201,124,1324,267,825,194,394,173,16527,911,4726,601,8074,675,2875,381,852,286,3434,451,769,178,1599,284,957,302,109,93,3015,383,1149,256,1265,251,454,147,147,115,3274,385,400,150,1599,265,1117,236,158,98
25,Austin,32589,1222,5708,648,12313,862,10713,941,3855,634,19125,980,547,188,8074,662,7508,715,2996,536,2384,445,305,144,811,243,1041,340,227,114,8799,725,4015,535,2702,399,1615,345,467,184,648,179,372,155,140,89,82,77,54,76,638,182,223,118,216,114,108,92,91,92,995,223,246,123,370,156,359,135,20,64
26,West Garfield Park,4793,497,1212,251,1845,310,1296,331,440,217,2382,348,125,102,1131,212,919,263,207,117,194,87,14,41,69,56,75,55,36,64,1706,295,971,222,421,165,219,112,95,70,110,69,38,56,53,58,7,35,12,38,266,124,23,43,144,88,46,58,53,70,135,66,41,45,27,40,30,42,37,48
27,East Garfield Park,5699,488,1144,251,2300,337,1953,363,302,164,3090,370,36,45,1521,249,1323,286,210,119,176,82,36,49,51,49,60,51,29,51,1715,272,783,194,463,153,430,150,39,54,313,111,172,94,104,67,37,47,0,38,136,74,68,58,44,52,0,38,24,46,269,116,49,70,117,80,103,68,0,38
28,Near West Side,29048,968,5023,585,15212,822,7880,740,933,286,11536,704,231,101,6383,509,4485,524,437,165,1898,340,146,80,1078,265,518,176,156,120,7456,590,2513,388,3453,396,1270,291,220,120,5647,595,1600,356,2967,414,1012,263,68,84,1177,236,282,128,511,163,345,125,39,57,1334,259,251,118,820,219,250,103,13,51
29,North Lawndale,9014,653,2419,362,3581,443,2297,443,717,263,4336,425,225,116,2244,312,1402,281,465,174,520,148,104,65,175,85,201,109,40,49,3194,417,1745,309,812,219,524,206,113,74,276,119,150,85,102,90,9,44,15,48,380,130,129,80,110,67,93,75,48,70,308,120,66,63,138,88,68,68,36,53
30,South Lawndale,23796,1165,3141,484,9910,861,7201,821,3544,739,11456,829,197,93,4836,529,4083,541,2340,539,5933,662,965,260,2659,474,1636,361,673,264,3728,500,1322,305,1259,275,940,283,207,94,1546,277,344,132,724,194,239,122,239,138,505,160,183,114,208,105,114,82,0,48,628,191,130,91,224,115,189,100,85,108
31,Lower West Side,16822,923,3783,557,6396,658,4593,655,2050,504,6949,552,130,78,3094,347,2549,401,1176,346,2665,473,528,188,908,260,777,249,452,238,4728,600,2269,443,1422,294,810,248,227,117,1358,338,482,217,520,221,283,140,73,66,721,175,325,132,244,105,104,70,48,59,401,142,49,55,208,118,70,67,74,61
32,Loop,15533,916,6172,746,7425,778,1706,421,230,177,4179,569,319,163,2683,469,1123,337,54,57,430,186,134,95,212,145,49,45,35,58,3229,593,2135,519,989,283,105,61,0,30,6160,711,3087,559,2632,471,354,194,87,87,717,295,259,122,365,254,39,49,54,91,818,244,238,138,544,197,36,40,0,30
33,Near South Side,12813,914,1781,447,8003,914,2952,509,77,76,5514,618,134,96,3393,462,1962,382,25,44,978,410,53,61,721,385,183,135,21,43,3801,518,1144,336,2232,496,425,159,0,24,912,255,193,118,621,210,98,88,0,24,653,234,173,131,372,188,108,90,0,24,955,257,84,90,664,218,176,107,31,51
34,Armour Square,5693,560,992,274,2529,391,1170,301,1002,486,1793,411,21,36,749,158,559,156,464,368,1215,300,161,121,512,167,271,124,271,194,1567,352,397,185,794,267,166,81,210,146,627,189,248,105,279,130,86,68,14,31,87,54,26,32,13,25,40,47,8,25,404,160,139,77,182,132,48,48,35,51
35,Douglas,6945,485,1528,310,3357,346,1543,329,517,188,3374,340,76,59,1827,230,1075,262,396,162,655,207,196,157,328,130,109,77,22,42,2056,277,868,200,883,187,261,115,44,55,540,238,336,192,169,146,28,39,7,35,64,48,41,47,11,36,12,34,0,35,256,99,11,34,139,81,58,59,48,56
36,Oakland,2059,310,442,120,1162,283,269,114,186,122,943,194,8,20,662,170,144,68,129,90,117,66,49,44,62,48,6,19,0,19,810,222,369,109,383,187,49,48,9,21,48,43,16,24,16,29,0,19,16,30,27,24,0,19,27,24,0,19,0,19,114,81,0,19,12,25,70,65,32,48
37,Fuller Park,706,163,154,72,288,110,221,145,43,43,264,96,0,16,90,51,144,95,30,29,61,36,9,18,43,32,9,19,0,16,246,102,103,60,84,78,46,47,13,22,52,32,13,21,17,19,22,36,0,16,21,24,10,19,11,22,0,16,0,16,62,45,19,22,43,41,0,16,0,16
38,Grand Boulevard,8278,539,1869,351,3473,360,2232,373,704,231,4470,411,176,79,2152,268,1615,318,527,216,523,159,139,79,244,111,119,81,21,55,2746,390,1325,319,927,198,374,145,120,78,244,104,123,60,40,60,56,74,25,57,95,73,63,70,8,43,24,49,0,43,200,90,43,48,102,79,44,51,11,44
39,Kenwood,7286,491,1703,297,3608,436,1485,323,490,157,2982,327,46,50,1610,252,964,212,362,138,474,177,43,42,262,130,147,107,22,38,2776,368,1229,236,1287,277,186,116,74,50,472,171,164,111,168,91,140,96,0,31,196,91,96,72,78,55,10,32,12,31,386,132,125,81,203,102,38,37,20,44
40,Washington Park,3151,302,915,200,1373,230,781,193,82,60,1420,225,57,44,788,157,522,154,53,46,251,84,42,41,109,53,100,58,0,27,1342,215,754,182,426,128,137,71,25,47,71,50,56,44,11,34,0,27,4,26,24,39,0,27,24,39,0,27,0,27,43,44,6,23,15,31,22,42,0,27
41,Hyde Park,12414,605,3113,379,6278,495,2467,397,556,222,3461,375,116,89,1922,263,1081,211,342,160,648,194,80,48,167,76,361,166,40,57,3640,376,1385,245,1831,280,398,127,26,46,3234,379,1067,249,1718,278,341,112,108,81,790,160,349,116,276,88,163,78,2,38,641,136,116,65,364,99,123,67,38,44
42,Woodlawn,8217,594,1838,321,3976,446,1974,397,429,226,3666,397,87,66,2129,286,1189,273,261,173,803,215,28,45,596,195,156,91,23,41,2659,335,1256,221,982,238,319,131,102,72,603,192,276,161,164,74,120,67,43,77,136,79,42,60,53,50,41,47,0,36,350,140,149,89,52,44,149,109,0,36
43,South Shore,18038,952,4200,518,8972,804,3384,567,1482,361,8666,700,319,168,5018,531,2327,440,1002,275,1312,295,163,103,735,215,191,121,223,139,6553,624,3103,446,2551,431,735,225,164,92,398,161,236,127,89,80,73,83,0,44,496,230,136,103,299,197,0,44,61,83,613,232,243,135,280,188,58,64,32,50
44,Chatham,10952,731,2411,404,4923,545,3035,510,583,217,5634,523,199,110,3033,379,1941,368,461,181,721,202,103,69,304,129,309,153,5,36,3950,528,1876,349,1335,345,622,222,117,96,169,93,89,67,31,58,49,59,0,37,43,47,22,42,15,42,6,37,0,37,435,155,122,86,205,116,108,84,0,37
45,Avalon Park,3701,431,399,177,1385,324,1384,335,533,214,2118,349,60,64,685,180,966,272,407,167,510,236,6,19,345,231,105,79,54,50,836,217,226,138,253,108,285,132,72,66,34,55,34,55,0,19,0,19,0,19,44,55,0,19,44,55,0,19,0,19,159,95,73,65,58,65,28,39,0,19
46,South Chicago,9263,704,1395,293,4192,490,2300,463,1376,399,4698,547,42,54,2359,377,1503,353,794,261,1076,235,179,96,367,146,305,136,225,124,2623,377,942,250,1004,239,368,134,309,171,271,109,100,67,130,81,41,46,0,37,160,88,26,44,108,80,0,37,26,46,435,173,106,81,224,137,83,79,22,43
47,Burnside,1153,193,191,111,436,200,295,199,231,173,658,195,20,31,280,147,183,144,175,132,77,60,0,11,33,36,23,37,21,35,386,144,171,112,91,96,89,76,35,36,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,32,50,0,11,32,50,0,11,0,11
48,Calumet Heights,4895,449,349,150,1976,348,1882,391,688,271,3077,407,37,36,1076,268,1446,336,518,210,356,157,41,46,222,132,88,65,5,26,1175,242,201,116,564,179,301,121,109,123,42,43,14,30,13,32,15,34,0,27,31,35,0,27,15,31,0,27,16,32,214,122,56,71,86,80,32,37,40,66
49,Roseland,13859,789,1792,340,5865,634,4264,564,1938,436,8154,630,170,125,3403,420,3051,443,1530,355,1285,303,128,87,674,239,406,184,77,81,3625,434,1296,286,1525,328,651,177,153,91,301,123,91,76,73,72,85,67,52,66,81,66,0,41,62,61,0,41,19,47,413,135,107,88,128,76,71,67,107,83
50,Pullman,2718,262,366,163,1149,229,900,231,303,170,1495,211,57,46,652,154,600,176,186,105,284,117,58,55,139,89,76,56,11,24,807,199,187,126,327,140,187,103,106,77,85,49,39,40,21,25,25,29,0,19,0,19,0,19,0,19,0,19,0,19,47,46,25,41,10,22,12,24,0,19
51,South Deering,5392,480,561,196,2051,373,1483,325,1297,421,3212,390,15,31,1224,263,1026,244,947,318,827,234,92,80,291,179,294,147,150,102,1061,225,411,163,450,155,126,76,74,55,63,62,10,27,43,54,10,27,0,25,25,34,0,25,0,25,7,22,18,36,204,114,33,43,43,43,20,36,108,99
52,East Side,8687,669,450,146,2256,474,3866,585,2115,454,5402,499,30,42,1115,212,2546,424,1711,355,1822,420,119,82,745,356,778,246,180,97,850,209,277,110,179,106,240,107,154,103,347,142,24,36,124,81,153,103,46,63,7,27,0,29,7,27,0,29,0,29,259,142,0,29,86,91,149,106,24,46
53,West Pullman,9708,764,983,262,3777,515,3208,552,1740,504,5473,571,146,82,2178,370,2027,383,1122,340,1045,235,40,50,378,154,314,136,313,136,2543,424,630,215,937,261,760,260,216,130,259,152,155,141,79,59,25,45,0,39,21,41,0,39,21,41,0,39,0,39,367,170,12,42,184,143,82,55,89,72
54,Riverdale,1401,226,581,181,509,163,183,135,128,93,590,183,19,27,408,149,96,109,67,46,107,70,50,61,9,18,20,25,28,43,494,174,373,150,92,81,29,38,0,16,131,82,79,63,0,16,19,34,33,45,6,14,6,14,0,16,0,16,0,16,73,73,54,63,0,16,19,32,0,16
55,Hegewisch,3811,441,117,101,1163,323,1782,353,749,283,2644,327,12,24,621,198,1375,287,636,254,449,158,30,36,232,141,94,63,93,71,555,235,75,92,185,142,275,182,20,25,38,36,0,19,16,27,22,26,0,19,0,19,0,19,0,19,0,19,0,19,125,123,0,19,109,121,16,27,0,19
56,Garfield Ridge,15116,699,394,147,3229,470,6800,629,4693,702,11050,616,48,45,2214,372,5122,524,3666,581,1405,299,42,56,318,137,608,204,437,161,2027,322,291,132,594,182,728,227,414,162,426,173,13,46,48,51,204,107,161,131,63,57,0,42,25,48,38,52,0,42,145,73,0,42,30,47,100,66,15,43
57,Archer Heights,5330,402,198,102,1309,243,2325,351,1498,363,3165,345,39,43,780,181,1332,231,1014,267,854,183,52,52,184,87,373,140,245,113,846,205,79,75,186,86,387,152,194,102,328,126,28,40,106,80,165,82,29,33,32,42,0,27,17,35,15,31,0,27,105,86,0,27,36,47,53,74,16,33
58,Brighton Park,17217,925,1256,290,6420,644,5256,628,4285,795,10146,718,134,90,3819,451,3392,461,2801,570,2776,448,156,100,943,289,832,225,845,276,3014,434,713,221,1224,303,604,189,473,158,797,201,174,98,305,147,207,119,111,69,193,107,69,74,54,71,35,55,35,58,291,125,10,45,75,64,186,108,20,52
