area_id,area_name,b23006001,b23006001_moe,b23006002,b23006002_moe,b23006003,b23006003_moe,b23006004,b23006004_moe,b23006005,b23006005_moe,b23006006,b23006006_moe,b23006007,b23006007_moe,b23006008,b23006008_moe,b23006009,b23006009_moe,b23006010,b23006010_moe,b23006011,b23006011_moe,b23006012,b23006012_moe,b23006013,b23006013_moe,b23006014,b23006014_moe,b23006015,b23006015_moe,b23006016,b23006016_moe,b23006017,b23006017_moe,b23006018,b23006018_moe,b23006019,b23006019_moe,b23006020,b23006020_moe,b23006021,b23006021_moe,b23006022,b23006022_moe,b23006023,b23006023_moe,b23006024,b23006024_moe,b23006025,b23006025_moe,b23006026,b23006026_moe,b23006027,b23006027_moe,b23006028,b23006028_moe,b23006029,b23006029_moe
1,Rogers Park,33293,1262,5435,804,3541,619,0,48,3541,619,3151,582,390,165,1894,498,5764,634,4265,538,0,48,4265,538,3774,503,491,172,1499,314,7942,684,6312,616,10,49,6302,616,5622,601,680,188,1630,335,14152,790,13036,746,0,48,13036,746,12448,731,588,154,1116,256
2,West Ridge,38705,1441,6758,858,4484,682,0,51,4484,682,4003,651,481,192,2274,438,7734,788,5708,628,0,51,5708,628,5384,607,324,145,2026,383,9532,788,7214,646,0,51,7214,646,6498,617,716,238,2318,425,14681,964,11739,810,0,51,11739,810,10992,759,747,227,2942,513
3,Uptown,38237,1268,3634,575,2067,461,0,48,2067,461,1805,429,262,135,1567,324,5558,702,3614,569,0,48,3614,569,2973,504,641,249,1944,361,7612,722,5430,651,0,48,5430,651,4780,631,650,203,2182,396,21433,962,19789,931,32,67,19757,934,18731,899,1026,258,1644,326
4,Lincoln Square,26480,842,2829,462,1774,371,0,40,1774,371,1576,343,198,120,1055,259,3001,471,2369,397,0,40,2369,397,2067,367,302,155,632,202,5162,533,4414,483,0,40,4414,483,3894,469,520,185,748,194,15488,759,14263,697,19,43,14244,696,13530,674,714,195,1225,263
5,North Center,22462,737,670,203,401,137,0,43,401,137,375,135,26,46,269,135,2150,309,1725,284,0,43,1725,284,1602,262,123,93,425,149,3240,360,2748,338,16,49,2732,332,2494,323,238,104,492,127,16402,684,15047,661,0,43,15047,661,14434,639,613,160,1355,225
6,Lake View,66095,1425,936,245,466,167,0,66,466,167,394,159,72,82,470,184,3219,414,2449,352,0,66,2449,352,2264,343,185,95,770,217,8729,694,7754,662,29,72,7725,660,7095,628,630,190,975,216,53211,1411,48641,1365,0,66,48641,1365,46933,1350,1708,287,4570,507
7,Lincoln Park,39234,1138,726,195,320,133,0,51,320,133,260,119,60,71,406,130,1106,237,716,193,0,51,716,193,685,189,31,58,390,146,3557,455,2751,407,0,51,2751,407,2583,399,168,91,806,183,33845,1116,30233,1058,0,51,30233,1058,28912,1056,1321,231,3612,378
8,Near North Side,54543,1471,954,255,447,199,0,54,447,199,303,172,144,111,507,169,2722,505,1787,423,0,54,1787,423,1627,409,160,118,935,263,7074,734,5517,660,0,54,5517,660,4783,630,734,219,1557,345,43793,1364,37926,1302,0,54,37926,1302,35938,1295,1988,399,5867,618
9,Edison Park,6575,344,288,144,239,122,0,25,239,122,193,113,46,49,49,52,988,260,690,187,0,25,690,187,645,186,45,41,298,128,2095,291,1853,279,0,25,1853,279,1709,278,144,75,242,100,3204,342,2925,331,0,25,2925,331,2803,321,122,72,279,100
10,Norwood Park,20109,796,1256,275,750,190,0,39,750,190,707,184,43,46,506,161,4929,519,3934,468,0,39,3934,468,3552,459,382,129,995,247,6710,612,5978,594,6,41,5972,595,5287,544,685,192,732,179,7214,590,6403,555,0,39,6403,555,6083,539,320,120,811,181
11,Jefferson Park,15121,749,1533,335,1204,294,0,29,1204,294,1021,271,183,126,329,136,3664,457,2928,410,0,29,2928,410,2620,376,308,158,736,200,4819,536,4184,502,0,29,4184,502,3723,446,461,159,635,167,5105,506,4461,456,0,29,4461,456,4039,427,422,180,644,179
12,Forest Glen,9694,388,374,139,240,109,0,29,240,109,222,107,18,39,134,70,1262,249,905,187,0,29,905,187,852,185,53,53,357,126,2068,289,1688,275,0,29,1688,275,1646,272,42,39,380,107,5990,395,5424,386,0,29,5424,386,5205,370,219,111,566,153
13,North Park,9613,664,1128,287,741,199,0,27,741,199,685,192,56,45,387,145,1464,290,1055,251,0,27,1055,251,960,244,95,77,409,145,2675,374,1974,325,0,27,1974,325,1755,308,219,116,701,203,4346,478,3655,424,0,27,3655,424,3337,393,318,131,691,184
14,Albany Park,30847,1258,9453,1051,7475,955,0,45,7475,955,6566,883,909,280,1978,334,5969,656,4789,589,0,45,4789,589,4349,556,440,153,1180,270,6813,755,5638,667,0,45,5638,667,5263,648,375,136,1175,281,8612,656,7669,598,0,45,7669,598,7280,581,389,139,943,219
15,Portage Park,36601,1115,6449,672,4630,560,0,47,4630,560,3918,512,712,212,1819,320,10517,774,8685,726,0,47,8685,726,7688,687,997,219,1832,315,10736,767,9061,719,28,54,9033,719,8041,639,992,294,1675,297,8899,670,7978,620,14,50,7964,620,7442,605,522,172,921,213
