area_id,area_name,b24090001,b24090001_moe,b24090002,b24090002_moe,b24090003,b24090003_moe,b24090004,b24090004_moe,b24090005,b24090005_moe,b24090006,b24090006_moe,b24090007,b24090007_moe,b24090008,b24090008_moe,b24090009,b24090009_moe,b24090010,b24090010_moe,b24090011,b24090011_moe,b24090012,b24090012_moe,b24090013,b24090013_moe,b24090014,b24090014_moe,b24090015,b24090015_moe,b24090016,b24090016_moe,b24090017,b24090017_moe,b24090018,b24090018_moe,b24090019,b24090019_moe,b24090020,b24090020_moe,b24090021,b24090021_moe
1,Rogers Park,20521,1083,11808,820,8874,769,8452,764,422,154,1356,277,527,166,202,102,163,112,686,206,0,48,8713,690,5759,566,5664,566,95,85,1939,371,554,176,160,93,70,84,231,107,0,48
2,West Ridge,21982,1178,13176,862,9897,821,9274,806,623,190,938,208,1019,278,136,90,142,85,1030,272,14,55,8806,716,6186,651,5987,636,199,101,1255,257,470,144,328,142,252,147,302,132,13,54
3,Uptown,23288,1052,13145,808,10440,721,10140,712,300,116,1117,241,575,176,117,74,219,112,677,359,0,48,10143,653,6897,566,6712,562,185,101,1842,335,609,193,258,130,52,56,485,177,0,48
4,Lincoln Square,16780,740,9192,543,7179,516,6837,508,342,114,895,202,287,108,165,98,146,82,520,166,0,40,7588,518,4892,433,4772,429,120,72,1476,245,709,182,157,78,34,47,320,143,0,40
5,North Center,16403,683,9135,545,7365,526,6830,519,535,134,616,176,495,133,121,67,73,58,465,153,0,43,7268,452,5233,386,5151,384,82,55,1000,189,585,154,209,89,55,46,176,75,10,44
6,Lake View,52148,1389,27678,1059,22807,984,21393,973,1414,234,2565,324,825,193,276,130,413,136,792,191,0,66,24470,1083,18153,970,17846,966,307,134,3568,413,1615,330,413,139,150,84,561,161,10,67
7,Lincoln Park,30623,1028,16091,785,13803,760,12714,763,1089,188,918,196,228,110,188,91,272,124,664,156,18,55,14532,777,10667,708,10195,690,472,154,2250,336,748,189,306,143,91,68,461,142,9,52
8,Near North Side,39166,1339,19778,986,16145,958,14615,944,1530,298,1678,305,501,164,452,171,252,118,750,196,0,54,19388,1017,15256,945,14609,934,647,197,2338,406,729,216,395,151,293,137,377,160,0,54
9,Edison Park,4427,338,2430,238,1334,241,1275,242,59,41,84,66,828,181,37,48,49,44,89,62,9,26,1997,271,1353,251,1336,249,17,34,233,89,289,102,32,34,14,28,76,70,0,25
10,Norwood Park,13051,762,7426,515,4497,441,4043,422,454,168,407,162,1914,278,100,86,190,101,318,128,0,39,5625,488,3652,437,3574,435,78,70,688,183,890,209,187,115,28,44,180,103,0,39
11,Jefferson Park,9122,657,5169,494,3527,422,3374,415,153,83,261,107,1014,208,41,49,184,106,142,105,0,29,3953,436,2683,365,2615,366,68,57,463,134,409,137,182,97,78,84,138,94,0,29
12,Forest Glen,6758,425,3988,284,2646,279,2264,269,382,120,268,104,759,167,50,45,57,46,208,109,0,29,2770,285,1722,259,1674,254,48,44,389,139,565,146,12,32,58,55,24,31,0,29
13,North Park,5604,479,3250,344,2217,309,1988,315,229,90,432,170,316,122,62,62,89,59,120,77,14,32,2354,305,1367,216,1329,212,38,41,387,124,259,91,100,70,63,40,172,77,6,27
14,Albany Park,17394,1014,10362,748,8659,741,8258,734,401,140,571,156,313,125,197,122,254,130,368,150,0,45,7032,621,5175,584,5044,575,131,90,905,199,502,181,31,52,164,94,255,136,0,45
15,Portage Park,22238,1031,12247,677,9448,652,8937,644,511,158,824,239,1078,215,148,75,177,91,540,172,32,65,9991,667,7194,596,7064,596,130,87,1465,323,769,196,212,109,119,95,232,112,0,47
16,Irving Park,21240,1038,12242,833,9729,806,9050,796,679,215,571,147,962,222,132,94,145,81,673,213,30,66,8998,638,6268,555,6040,545,228,103,1246,265,881,198,208,92,89,67,306,129,0,47
17,Dunning,14991,784,8407,511,6242,462,5918,445,324,111,273,121,1228,228,112,62,206,95,318,136,28,48,6584,508,4681,437,4539,430,142,95,800,237,562,147,232,99,101,70,208,110,0,40
18,Montclare,3736,427,1987,277,1466,255,1416,246,50,43,173,99,205,94,65,61,0,23,78,51,0,23,1749,274,1329,239,1315,238,14,27,180,94,139,98,78,55,0,23,23,31,0,23
19,Belmont Cragin,22302,1156,13319,865,11507,823,11222,808,285,129,538,179,687,189,67,68,88,82,432,166,0,52,8983,638,6678,574,6603,571,75,66,926,217,693,180,172,93,117,106,397,130,0,52
