area_id,area_name,b09020001,b09020001_moe,b09020002,b09020002_moe,b09020003,b09020003_moe,b09020004,b09020004_moe,b09020005,b09020005_moe,b09020006,b09020006_moe,b09020007,b09020007_moe,b09020008,b09020008_moe,b09020009,b09020009_moe,b09020010,b09020010_moe,b09020011,b09020011_moe,b09020012,b09020012_moe,b09020013,b09020013_moe,b09020014,b09020014_moe,b09020015,b09020015_moe,b09020016,b09020016_moe,b09020017,b09020017_moe,b09020018,b09020018_moe,b09020019,b09020019_moe,b09020020,b09020020_moe,b09020021,b09020021_moe
1,Rogers Park,4328,465,3487,376,1882,333,778,154,575,135,203,85,632,155,319,166,52,69,101,104,0,48,1605,269,1573,264,531,158,498,156,33,47,1042,218,1021,217,21,52,32,55,841,259
2,West Ridge,9303,716,8676,688,6174,661,2511,322,1729,270,782,207,1669,266,1299,382,317,160,324,183,54,67,2502,340,2386,323,661,177,622,173,39,59,1725,281,1620,271,105,77,116,84,627,199
3,Uptown,5668,541,4818,466,2055,387,1012,219,518,147,494,182,605,152,296,166,36,58,106,109,0,48,2763,364,2704,361,807,222,768,220,39,52,1897,317,1878,315,19,49,59,65,850,269
4,Lincoln Square,3526,390,3289,382,2118,368,1001,181,721,156,280,106,585,134,310,231,60,57,131,99,31,49,1171,251,1061,210,401,113,322,102,79,58,660,190,582,182,78,68,110,102,237,126
5,North Center,2501,296,2480,295,1540,286,822,156,488,116,334,112,460,126,118,81,60,78,80,90,0,43,940,176,824,153,264,101,220,97,44,46,560,138,543,138,17,44,116,84,21,44
6,Lake View,6575,471,6507,466,3236,421,1646,231,1133,193,513,155,1258,209,208,117,0,66,124,95,0,66,3271,339,3192,332,1107,199,986,186,121,94,2085,297,2078,297,7,66,79,76,68,79
7,Lincoln Park,4986,431,4382,367,1886,291,1064,183,795,139,269,122,688,148,55,63,20,56,59,57,0,51,2496,283,2337,271,1154,219,1061,216,93,71,1183,204,1164,203,19,53,159,86,604,236
8,Near North Side,12331,673,12116,658,6599,645,3627,369,2879,337,748,189,2756,301,148,133,51,76,13,57,4,54,5517,488,5389,481,1486,292,1317,274,169,111,3903,430,3839,428,64,66,128,83,215,151
9,Edison Park,1667,153,1665,153,1073,173,569,107,424,90,145,76,387,84,43,41,33,52,41,43,0,25,592,131,581,130,124,56,98,49,26,34,457,117,446,118,11,26,11,26,2,19
10,Norwood Park,7350,397,6924,347,4463,374,2245,215,1452,180,793,172,1504,189,466,157,107,67,123,79,18,45,2461,280,2414,270,601,163,552,156,49,55,1813,242,1773,239,40,48,47,52,426,188
11,Jefferson Park,3706,402,3699,403,2247,387,986,179,664,138,322,128,604,147,299,132,112,89,186,108,60,57,1452,219,1389,213,418,140,403,139,15,33,971,183,960,182,11,33,63,56,7,26
12,Forest Glen,3073,204,3064,204,2261,225,1056,127,760,127,296,96,855,119,176,85,97,97,77,53,0,29,803,141,775,136,201,73,192,72,9,30,574,120,574,120,0,29,28,41,9,32
13,North Park,3061,345,2925,330,1840,304,883,157,471,106,412,147,549,132,212,119,34,47,132,91,30,51,1085,201,954,157,169,74,144,68,25,36,785,152,709,163,76,83,131,118,136,89
14,Albany Park,3901,434,3640,400,2508,366,1071,199,565,153,506,140,523,152,488,183,355,220,71,64,0,45,1132,250,961,178,306,137,231,110,75,92,655,144,641,142,14,47,171,138,261,178
15,Portage Park,7018,520,6950,510,4678,475,2189,270,1174,186,1015,214,1241,210,728,213,253,112,212,106,55,62,2272,297,2176,283,624,164,592,163,32,50,1552,241,1474,235,78,63,96,69,68,83
