area_id,area_name,b99256001,b99256001_moe,b99256002,b99256002_moe,b99256003,b99256003_moe
1,Rogers Park,27912,-1,6199,-1,21713,-1
2,West Ridge,27639,-1,6024,-1,21615,-1
3,Uptown,32444,-1,7850,-1,24594,-1
4,Lincoln Square,19499,-1,5004,-1,14495,-1
5,North Center,16442,-1,2000,-1,14442,-1
6,Lake View,57951,-1,11117,-1,46834,-1
7,Lincoln Park,35919,-1,6210,-1,29709,-1
8,Near North Side,61054,-1,9747,-1,51307,-1
9,Edison Park,4935,-1,557,-1,4378,-1
10,Norwood Park,15620,-1,2181,-1,13439,-1
11,Jefferson Park,10952,-1,2322,-1,8630,-1
12,Forest Glen,7134,-1,813,-1,6321,-1
13,North Park,6970,-1,2024,-1,4946,-1
14,Albany Park,18213,-1,7959,-1,10254,-1
15,Portage Park,24837,-1,6844,-1,17993,-1
16,Irving Park,22525,-1,6419,-1,16106,-1
17,Dunning,16145,-1,3089,-1,13056,-1
18,Montclare,4848,-1,1479,-1,3369,-1
19,Belmont Cragin,24148,-1,11191,-1,12957,-1
20,Hermosa,7922,-1,4002,-1,3920,-1
21,Avondale,15282,-1,3077,-1,12205,-1
22,Logan Square,32764,-1,3478,-1,29286,-1
23,Humboldt Park,20482,-1,7035,-1,13447,-1
24,West Town,41319,-1,9126,-1,32193,-1
25,Austin,38606,-1,14103,-1,24503,-1
26,West Garfield Park,8018,-1,2519,-1,5499,-1
27,East Garfield Park,8974,-1,1799,-1,7175,-1
28,Near West Side,29058,-1,6754,-1,22304,-1
29,North Lawndale,15066,-1,2450,-1,12616,-1
30,South Lawndale,20747,-1,7376,-1,13371,-1
31,Lower West Side,14323,-1,3054,-1,11269,-1
32,Loop,17582,-1,2168,-1,15414,-1
33,Near South Side,13642,-1,2931,-1,10711,-1
34,Armour Square,5739,-1,1201,-1,4538,-1
35,Douglas,10766,-1,4333,-1,6433,-1
36,Oakland,3077,-1,1374,-1,1703,-1
37,Fuller Park,1562,-1,527,-1,1035,-1
38,Grand Boulevard,12233,-1,6195,-1,6038,-1
39,Kenwood,10635,-1,4068,-1,6567,-1
40,Washington Park,5627,-1,3063,-1,2564,-1
41,Hyde Park,14824,-1,3871,-1,10953,-1
42,Woodlawn,13994,-1,6755,-1,7239,-1
43,South Shore,28629,-1,16384,-1,12245,-1
44,Chatham,17044,-1,8777,-1,8267,-1
45,Avalon Park,4406,-1,1638,-1,2768,-1
46,South Chicago,14460,-1,6738,-1,7722,-1
47,Burnside,1264,-1,390,-1,874,-1
48,Calumet Heights,6151,-1,1575,-1,4576,-1
49,Roseland,18311,-1,6922,-1,11389,-1
50,Pullman,3518,-1,1173,-1,2345,-1
51,South Deering,5912,-1,2612,-1,3300,-1
52,East Side,7876,-1,2769,-1,5107,-1
53,West Pullman,11697,-1,4968,-1,6729,-1
54,Riverdale,3344,-1,1245,-1,2099,-1
55,Hegewisch,4045,-1,966,-1,3079,-1
56,Garfield Ridge,12732,-1,1425,-1,11307,-1
57,Archer Heights,4212,-1,1146,-1,3066,-1
58,Brighton Park,13810,-1,4881,-1,8929,-1
59,McKinley Park,5709,-1,1013,-1,4696,-1
60,Bridgeport,14074,-1,2538,-1,11536,-1
61,New City,15885,-1,4614,-1,11271,-1
62,West Elsdon,5340,-1,1263,-1,4077,-1
63,Gage Park,10432,-1,3616,-1,6816,-1
64,Clearing,9174,-1,1306,-1,7868,-1
65,West Lawn,9729,-1,2914,-1,6815,-1
66,Chicago Lawn,19044,-1,8082,-1,10962,-1
67,West Englewood,13716,-1,3065,-1,10651,-1
68,Englewood,14753,-1,6315,-1,8438,-1
69,Greater Grand Crossing,16291,-1,8904,-1,7387,-1
70,Ashburn,13448,-1,2969,-1,10479,-1
71,Auburn Gresham,20718,-1,5643,-1,15075,-1
72,Beverly,8316,-1,1495,-1,6821,-1
73,Washington Heights,10609,-1,4200,-1,6409,-1
74,Mount Greenwood,7119,-1,1191,-1,5928,-1
75,Morgan Park,9104,-1,2244,-1,6860,-1
76,O'Hare,6635,-1,956,-1,5679,-1
77,Edgewater,32312,-1,7670,-1,24642,-1
