area_id,area_name,b08008001,b08008001_moe,b08008002,b08008002_moe,b08008003,b08008003_moe,b08008004,b08008004_moe,b08008005,b08008005_moe,b08008006,b08008006_moe,b08008007,b08008007_moe,b08008008,b08008008_moe,b08008009,b08008009_moe,b08008010,b08008010_moe,b08008011,b08008011_moe,b08008012,b08008012_moe,b08008013,b08008013_moe,b08008014,b08008014_moe,b08008015,b08008015_moe
1,Rogers Park,29987,1240,29987,1240,21319,1091,8668,707,0,48,16107,906,16107,906,11745,809,4362,481,0,48,13880,871,13880,871,9574,763,4306,492,0,48
2,West Ridge,31544,1410,31544,1410,21350,1226,10194,883,0,51,17424,994,17424,994,12060,898,5364,629,0,51,14120,867,14120,867,9290,718,4830,539,0,51
3,Uptown,31694,1148,31694,1148,25563,1089,6131,592,0,48,16990,902,16990,902,13660,854,3330,414,0,48,14704,743,14704,743,11903,686,2801,414,0,48
4,Lincoln Square,23019,819,23019,819,17116,722,5903,560,0,40,11958,567,11958,567,8919,523,3039,421,0,40,11061,572,11061,572,8197,525,2864,364,0,40
5,North Center,20718,729,20718,729,16507,696,4211,407,0,43,10870,597,10870,597,8773,556,2097,298,0,43,9848,513,9848,513,7734,479,2114,292,0,43
6,Lake View,68129,1434,68129,1434,55292,1430,12837,786,0,66,34704,1154,34704,1154,27712,1095,6992,595,0,66,33425,1220,33425,1220,27580,1139,5845,555,0,66
7,Lincoln Park,40875,1123,40875,1123,32385,1000,8490,675,0,51,20701,914,20701,914,15852,836,4849,530,0,51,20174,890,20174,890,16533,789,3641,443,0,51
8,Near North Side,50700,1470,50700,1470,42080,1455,8620,742,0,54,24946,1098,24946,1098,20701,1059,4245,532,0,54,25754,1139,25754,1139,21379,1092,4375,527,0,54
9,Edison Park,5862,391,5862,391,3701,354,2161,332,0,25,3084,269,3084,269,2100,251,984,195,0,25,2778,281,2778,281,1601,249,1177,223,0,25
10,Norwood Park,17562,809,17562,809,10277,673,7285,708,0,39,9363,545,9363,545,5656,439,3707,457,0,39,8199,554,8199,554,4621,513,3578,428,0,39
11,Jefferson Park,12572,676,12572,676,8265,568,4307,447,0,29,6895,492,6895,492,4669,448,2226,334,0,29,5677,457,5677,457,3596,375,2081,312,0,29
12,Forest Glen,9048,443,9048,443,6382,443,2666,367,0,29,4919,312,4919,312,3606,338,1313,224,0,29,4129,301,4129,301,2776,288,1353,249,0,29
13,North Park,8237,605,8237,605,5404,509,2833,359,0,27,4529,388,4529,388,2896,359,1633,293,0,27,3708,386,3708,386,2508,318,1200,207,0,27
14,Albany Park,26801,1288,26801,1288,20453,1246,6348,682,0,45,15577,933,15577,933,11577,906,4000,500,0,45,11224,776,11224,776,8876,713,2348,387,0,45
15,Portage Park,31046,1174,31046,1174,20503,1032,10543,812,0,47,15944,755,15944,755,10183,651,5761,522,0,47,15102,784,15102,784,10320,714,4782,512,0,47
16,Irving Park,28693,1190,28693,1190,21707,1062,6986,597,0,47,15745,929,15745,929,11921,855,3824,453,0,47,12948,727,12948,727,9786,682,3162,366,0,47
17,Dunning,21257,904,21257,904,13009,778,8248,602,0,40,11118,600,11118,600,6760,553,4358,389,0,40,10139,588,10139,588,6249,503,3890,376,0,40
18,Montclare,5205,455,5205,455,3248,385,1957,319,0,23,2682,298,2682,298,1725,260,957,207,0,23,2523,319,2523,319,1523,250,1000,211,0,23
19,Belmont Cragin,31952,1400,31952,1400,21255,1128,10697,866,0,52,18162,987,18162,987,11307,826,6855,633,0,52,13790,809,13790,809,9948,699,3842,511,0,52
20,Hermosa,10998,736,10998,736,7858,664,3140,482,0,29,6372,566,6372,566,4142,469,2230,394,0,29,4626,452,4626,452,3716,413,910,199,0,29
21,Avondale,21102,1049,21102,1049,15971,946,5131,675,0,38,12445,890,12445,890,9267,816,3178,535,0,38,8657,648,8657,648,6704,555,1953,364,0,38
22,Logan Square,40835,1263,40835,1263,31889,1156,8946,646,0,57,22962,949,22962,949,17726,884,5236,466,0,57,17873,807,17873,807,14163,738,3710,397,0,57
23,Humboldt Park,17799,1001,17799,1001,13219,855,4580,572,0,51,8988,737,8988,737,6219,603,2769,452,0,51,8811,630,8811,630,7000,574,1811,314,0,51
24,West Town,52110,1306,52110,1306,41365,1239,10745,692,0,62,28019,1005,28019,1005,21455,897,6564,548,0,62,24091,890,24091,890,19910,838,4181,400,0,62
25,Austin,32636,1222,32636,1222,21511,1086,11125,760,0,61,13421,803,13421,803,8727,701,4694,491,0,61,19215,848,19215,848,12784,760,6431,544,0,61
26,West Garfield Park,4809,497,4809,497,3584,434,1225,244,0,35,2135,349,2135,349,1531,306,604,164,0,35,2674,306,2674,306,2053,273,621,165,0,35
27,East Garfield Park,5729,489,5729,489,4639,436,1090,212,0,38,2110,286,2110,286,1638,252,472,144,0,38,3619,344,3619,344,3001,330,618,144,0,38
28,Near West Side,29921,1005,29921,1005,22971,955,6950,570,0,52,15175,739,15175,739,11456,692,3719,424,0,52,14746,700,14746,700,11515,678,3231,381,0,52
29,North Lawndale,9084,655,9084,655,6769,566,2315,312,0,43,3455,421,3455,421,2478,347,977,209,0,43,5629,457,5629,457,4291,406,1338,230,0,43
