area_id,area_name,c27007001,c27007001_moe,c27007002,c27007002_moe,c27007003,c27007003_moe,c27007004,c27007004_moe,c27007005,c27007005_moe,c27007006,c27007006_moe,c27007007,c27007007_moe,c27007008,c27007008_moe,c27007009,c27007009_moe,c27007010,c27007010_moe,c27007011,c27007011_moe,c27007012,c27007012_moe,c27007013,c27007013_moe,c27007014,c27007014_moe,c27007015,c27007015_moe,c27007016,c27007016_moe,c27007017,c27007017_moe,c27007018,c27007018_moe,c27007019,c27007019_moe,c27007020,c27007020_moe,c27007021,c27007021_moe
1,Rogers Park,56493,2171,28398,1311,5719,626,3518,575,2201,373,21140,1015,1827,356,19313,987,1539,256,459,159,1080,217,28095,1411,5717,659,3112,508,2605,484,20230,1112,2678,531,17552,1045,2148,302,786,231,1362,236
2,West Ridge,72744,2584,35480,1555,9182,880,4515,694,4667,672,22673,1085,2553,447,20120,1116,3625,405,741,195,2884,360,37264,1544,9854,913,5088,752,4766,689,22244,1025,3268,470,18976,1006,5166,491,1184,257,3982,449
3,Uptown,53670,1701,28324,1220,3701,526,1278,337,2423,458,22795,1050,2498,503,20297,977,1828,307,642,201,1186,232,25346,1095,2860,488,1423,361,1437,357,19220,847,2176,381,17044,785,3266,432,1019,231,2247,382
4,Lincoln Square,38116,1327,18919,850,3174,480,1060,404,2114,335,14173,612,539,175,13634,594,1572,248,271,127,1301,215,19197,880,3144,470,1212,387,1932,328,14286,625,995,238,13291,620,1767,265,306,168,1461,244
5,North Center,33402,1096,16644,751,3239,338,131,63,3108,333,12346,648,241,91,12105,647,1059,181,139,91,920,169,16758,773,3004,429,283,155,2721,401,12312,533,422,158,11890,517,1442,214,378,155,1064,169
6,Lake View,96425,1729,47189,1391,4629,526,575,214,4054,471,39709,1257,642,191,39067,1247,2851,291,399,129,2452,274,49236,1438,5172,480,512,162,4660,455,40387,1270,721,196,39666,1267,3677,343,760,179,2917,314
7,Lincoln Park,64028,1704,31324,1161,4602,472,225,102,4377,475,24341,999,441,164,23900,994,2381,272,442,155,1939,240,32704,1205,4269,534,303,141,3966,523,26297,982,688,164,25609,973,2138,263,481,163,1657,218
8,Near North Side,80315,1814,36801,1353,2932,434,905,298,2027,344,28513,1180,554,202,27959,1163,5356,447,562,166,4794,427,43514,1395,2960,512,927,337,2033,426,33677,1200,1205,240,32472,1198,6877,497,862,209,6015,469
9,Edison Park,11135,498,5169,358,1053,188,69,74,984,194,3483,287,152,84,3331,276,633,110,29,35,604,110,5966,353,1213,206,86,65,1127,201,3719,287,154,88,3565,282,1034,121,30,31,1004,121
10,Norwood Park,36933,1214,17999,779,3978,489,892,323,3086,446,11341,578,493,172,10848,567,2680,245,258,106,2422,236,18934,822,3458,478,480,197,2978,454,11216,555,551,192,10665,561,4260,293,392,124,3868,285
11,Jefferson Park,26760,1243,13423,782,3163,481,918,316,2245,390,8723,556,443,143,8280,551,1537,246,148,72,1389,236,13337,715,2639,380,716,238,1923,327,8529,542,722,200,7807,545,2169,272,174,83,1995,268
12,Forest Glen,18542,646,9116,458,2192,265,297,141,1895,256,5574,343,199,101,5375,354,1350,140,57,46,1293,139,9426,455,2245,260,286,145,1959,259,5458,281,223,92,5235,286,1723,174,189,78,1534,167
13,North Park,18562,1003,9003,632,2138,351,655,213,1483,312,5736,479,289,131,5447,492,1129,205,232,111,897,184,9559,628,2113,365,649,230,1464,314,5631,454,608,187,5023,424,1815,236,371,144,1444,219
14,Albany Park,53540,2062,28116,1362,6936,726,4597,638,2339,465,19685,1080,1325,303,18360,1066,1495,245,216,95,1279,233,25424,1268,6417,703,4160,639,2257,371,16785,842,1679,296,15106,852,2222,288,609,190,1613,250
15,Portage Park,63461,1849,30498,1107,7573,756,3606,583,3967,551,20321,800,1544,315,18777,800,2604,315,274,117,2330,299,32963,1270,7061,694,4112,623,2949,397,21535,878,3128,459,18407,868,4367,374,618,165,3749,349
16,Irving Park,56160,1945,28260,1260,6169,575,2746,473,3423,424,19887,989,1015,252,18872,995,2204,299,304,130,1900,268,27900,1219,6838,724,3261,615,3577,477,18625,787,1896,325,16729,770,2437,294,422,145,2015,270
17,Dunning,41997,1248,20862,842,4341,479,1798,375,2543,361,14069,638,812,220,13257,633,2452,254,226,91,2226,244,21135,797,3450,393,932,236,2518,369,13779,613,1306,292,12473,592,3906,263,344,104,3562,268
18,Montclare,12279,836,5948,502,1553,308,839,229,714,202,3694,382,393,196,3301,351,701,161,137,76,564,148,6331,508,1463,307,691,196,772,262,3884,331,581,197,3303,304,984,189,234,107,750,169
19,Belmont Cragin,77642,2549,38310,1533,10985,870,7056,772,3929,557,24933,1161,2252,439,22681,1168,2392,287,520,166,1872,249,39332,1500,12235,907,7981,812,4254,554,23763,930,4492,544,19271,907,3334,349,659,161,2675,324
20,Hermosa,25068,1269,12326,816,3635,455,2371,407,1264,270,7889,612,643,188,7246,597,802,195,130,69,672,187,12742,843,3634,493,2684,467,950,245,8045,541,1596,335,6449,510,1063,218,288,115,775,185
21,Avondale,41526,1885,21521,1188,5047,593,2731,531,2316,369,15307,948,903,224,14404,947,1167,225,134,69,1033,221,20005,1189,4597,633,2301,468,2296,432,13359,768,1703,340,11656,746,2049,300,440,146,1609,273
22,Logan Square,73495,1997,37525,1308,7374,710,3286,484,4088,567,28161,1046,1684,296,26477,1032,1990,282,332,125,1658,264,35970,1276,7177,633,3452,499,3725,452,26205,949,3212,420,22993,928,2588,308,646,162,1942,281
23,Humboldt Park,54341,2208,26310,1347,8800,913,6255,839,2545,481,15577,926,2390,374,13187,866,1933,269,545,161,1388,234,28031,1336,7585,816,5518,749,2067,396,18132,869,6091,594,12041,797,2314,274,764,178,1550,237
24,West Town,83695,2001,42621,1379,6876,659,3040,511,3836,431,33740,1156,1555,352,32185,1120,2005,284,513,163,1492,242,41074,1286,6186,639,2805,465,3381,428,31942,1005,3048,417,28894,985,2946,311,733,168,2213,286
25,Austin,97389,2742,45114,1622,13843,1029,9103,916,4740,589,27468,1175,4622,534,22846,1054,3803,350,751,176,3052,313,52275,1768,12573,948,8160,814,4413,525,33084,1147,9926,763,23158,973,6618,463,1356,230,5262,420
26,West Garfield Park,19358,1315,9268,767,3486,479,2674,420,812,296,5107,518,1128,259,3979,453,675,137,194,76,481,117,10090,763,3277,418,2449,384,828,237,5815,469,2775,370,3040,341,998,159,357,111,641,128
27,East Garfield Park,21012,1341,8997,802,3651,459,2764,433,887,229,4618,517,1020,219,3598,459,728,167,272,95,456,127,12015,810,3792,503,2911,434,881,306,7183,461,3138,353,4045,372,1040,150,306,89,734,138
28,Near West Side,53295,1645,26522,1135,4195,503,1824,372,2371,353,20664,978,1125,237,19539,950,1663,243,433,127,1230,218,26773,1043,3806,465,1810,390,1996,286,21125,853,2262,302,18863,823,1842,216,565,131,1277,201
29,North Lawndale,35623,1845,15583,1059,6041,644,4296,544,1745,376,8489,736,1799,311,6690,661,1053,194,261,96,792,174,20040,1185,6305,672,4983,625,1322,279,11790,710,4646,449,7144,566,1945,246,621,137,1324,211
30,South Lawndale,62390,2266,32064,1408,9457,787,7730,742,1727,346,20886,1041,1982,305,18904,1025,1721,258,454,137,1267,225,30326,1344,10251,865,8458,810,1793,382,18099,814,4009,438,14090,784,1976,276,473,127,1503,252
31,Lower West Side,36577,1700,19564,1120,4564,526,3492,484,1072,267,13781,889,907,225,12874,856,1219,227,264,107,955,198,17013,973,4655,554,3668,527,987,232,10885,628,1900,303,8985,598,1473,218,394,125,1079,192
32,Loop,25786,1427,12552,1076,676,262,0,30,676,262,10940,1011,357,193,10583,1009,936,171,68,66,868,165,13234,906,853,322,36,62,817,317,11291,845,191,121,11100,832,1090,197,34,45,1056,198
33,Near South Side,20076,1151,9413,905,1319,341,290,175,1029,342,7475,706,234,143,7241,713,619,226,211,186,408,137,10663,689,1240,275,105,90,1135,290,8309,536,343,156,7966,562,1114,247,176,72,938,242
34,Armour Square,13710,850,6594,505,1219,252,592,175,627,195,4194,422,331,120,3863,418,1181,216,534,154,647,188,7116,563,1140,299,707,256,433,194,4266,421,773,184,3493,366,1710,226,871,175,839,188
35,Douglas,18357,845,8244,572,1577,269,975,212,602,163,5793,480,369,132,5424,463,874,153,215,69,659,148,10113,575,1474,248,903,209,571,177,7111,458,1213,176,5898,448,1528,192,479,115,1049,173
36,Oakland,6260,469,2380,315,866,182,484,159,382,139,1262,234,165,93,1097,196,252,88,45,35,207,85,3880,335,989,207,608,211,381,142,2466,239,801,177,1665,237,425,105,122,60,303,99
37,Fuller Park,2924,543,1445,292,485,169,368,165,117,68,717,212,168,122,549,146,243,67,64,37,179,60,1479,349,356,180,274,176,82,47,895,211,271,114,624,170,228,70,92,39,136,57
38,Grand Boulevard,22964,1171,10050,680,3158,447,1992,407,1166,258,5727,483,846,181,4881,468,1165,188,461,117,704,157,12914,767,3073,446,1951,391,1122,251,8171,486,1929,279,6242,457,1670,194,596,122,1074,165
39,Kenwood,17937,907,8082,589,1982,359,1055,274,927,245,5054,453,426,143,4628,438,1046,181,255,119,791,152,9855,635,1712,281,927,243,785,165,6597,487,1195,218,5402,459,1546,224,395,114,1151,199
40,Washington Park,11141,835,4908,483,1991,301,1690,288,301,119,2397,349,662,152,1735,305,520,138,98,64,422,116,6233,520,1768,295,1444,281,324,123,3983,359,1804,283,2179,280,482,121,125,59,357,108
41,Hyde Park,26427,1183,12695,858,1949,334,561,196,1388,286,9356,743,325,122,9031,735,1390,210,227,98,1163,193,13732,692,1597,278,491,176,1106,224,10220,607,683,179,9537,595,1915,219,432,131,1483,210
42,Woodlawn,24291,1269,10858,762,2985,468,2020,403,965,239,6744,571,1159,235,5585,501,1129,198,490,137,639,151,13433,784,3002,413,2056,379,946,198,8802,521,2472,337,6330,430,1629,221,669,167,960,173
43,South Shore,46965,2020,20672,1127,5760,717,3703,642,2057,427,12839,834,1786,344,11053,782,2073,284,573,154,1500,248,26293,1431,5402,695,3255,539,2147,436,17398,985,4411,531,12987,860,3493,342,1199,231,2294,294
44,Chatham,33244,1627,14040,947,4169,610,2839,557,1330,303,8234,688,1244,273,6990,637,1637,258,341,156,1296,216,19204,1145,4110,559,2385,471,1725,362,11618,781,3060,449,8558,673,3476,307,683,178,2793,277
45,Avalon Park,9617,760,4380,490,932,239,526,221,406,134,2794,397,264,121,2530,368,654,130,104,67,550,122,5237,460,984,243,542,198,442,144,3040,290,606,162,2434,263,1213,164,155,89,1058,157
46,South Chicago,29402,1591,13414,946,4225,531,3034,497,1191,265,7723,669,1487,295,6236,609,1466,220,288,105,1178,214,15988,991,4055,509,3113,467,942,256,9581,661,3155,417,6426,569,2352,245,562,140,1790,240
47,Burnside,3508,686,1618,405,619,291,497,282,122,95,859,239,83,50,776,249,140,49,73,43,67,41,1890,384,429,195,325,189,104,80,1151,227,307,145,844,185,310,71,162,69,148,50
48,Calumet Heights,14382,814,6292,539,1455,265,800,227,655,200,3644,358,426,151,3218,353,1193,179,239,98,954,172,8090,561,1557,312,832,247,725,203,4406,342,886,213,3520,306,2127,220,402,142,1725,216
49,Roseland,45004,1655,20619,1031,5455,641,3191,501,2264,421,12255,731,1800,310,10455,691,2909,251,486,125,2423,237,24385,1012,5496,550,3304,448,2192,380,14277,712,3897,392,10380,644,4612,318,1019,188,3593,290
