area_id,area_name,b08113001,b08113001_moe,b08113002,b08113002_moe,b08113003,b08113003_moe,b08113004,b08113004_moe,b08113005,b08113005_moe,b08113006,b08113006_moe,b08113007,b08113007_moe,b08113008,b08113008_moe,b08113009,b08113009_moe,b08113010,b08113010_moe,b08113011,b08113011_moe,b08113012,b08113012_moe,b08113013,b08113013_moe,b08113014,b08113014_moe,b08113015,b08113015_moe,b08113016,b08113016_moe,b08113017,b08113017_moe,b08113018,b08113018_moe,b08113019,b08113019_moe,b08113020,b08113020_moe,b08113021,b08113021_moe,b08113022,b08113022_moe,b08113023,b08113023_moe,b08113024,b08113024_moe,b08113025,b08113025_moe,b08113026,b08113026_moe,b08113027,b08113027_moe,b08113028,b08113028_moe,b08113029,b08113029_moe,b08113030,b08113030_moe,b08113031,b08113031_moe,b08113032,b08113032_moe,b08113033,b08113033_moe,b08113034,b08113034_moe,b08113035,b08113035_moe,b08113036,b08113036_moe,b08113037,b08113037_moe,b08113038,b08113038_moe,b08113039,b08113039_moe,b08113040,b08113040_moe,b08113041,b08113041_moe,b08113042,b08113042_moe,b08113043,b08113043_moe,b08113044,b08113044_moe,b08113045,b08113045_moe,b08113046,b08113046_moe,b08113047,b08113047_moe,b08113048,b08113048_moe,b08113049,b08113049_moe,b08113050,b08113050_moe,b08113051,b08113051_moe,b08113052,b08113052_moe,b08113053,b08113053_moe,b08113054,b08113054_moe,b08113055,b08113055_moe,b08113056,b08113056_moe
11,Jefferson Park,12572,676,6937,617,1788,423,1240,289,548,209,3847,581,1641,330,2206,476,8877,538,4851,461,1306,311,940,259,366,138,2720,450,1171,254,1549,358,1250,305,543,175,184,132,133,102,51,88,523,228,227,173,296,140,1727,318,1112,269,236,108,154,86,82,76,379,159,185,106,194,127,263,112,172,90,34,54,0,29,34,54,57,52,29,44,28,40,100,65,51,49,13,35,13,35,0,29,36,45,0,29,36,45,355,134,208,102,15,38,0,29,15,38,132,87,29,36,103,80
12,Forest Glen,9048,443,6006,492,913,230,858,233,55,47,2129,387,1406,368,723,188,6140,439,4304,424,468,121,425,119,43,38,1368,285,872,253,496,164,939,258,379,142,236,181,236,181,0,29,324,135,154,89,170,100,1215,229,847,196,86,65,74,60,12,35,282,123,253,119,29,46,317,113,173,86,73,67,73,67,0,29,71,55,63,55,8,30,77,61,37,41,25,49,25,49,0,29,15,35,15,35,0,29,360,108,266,94,25,37,25,37,0,29,69,46,49,40,20,33
13,North Park,8237,605,4015,442,1498,395,873,261,625,230,2724,379,1428,318,1296,244,5080,498,2372,308,899,264,606,222,293,148,1809,318,953,241,856,218,945,252,398,151,239,139,107,80,132,102,308,133,196,108,112,82,1106,259,723,228,143,101,36,62,107,82,240,114,37,40,203,112,479,160,253,101,84,69,50,41,34,59,142,95,119,92,23,33,203,92,90,65,41,49,0,27,41,49,72,59,41,46,31,43,424,163,179,111,92,70,74,64,18,38,153,102,82,69,71,75
14,Albany Park,26801,1288,8926,745,12587,1228,3439,509,9148,1145,5288,660,2810,428,2478,452,12417,850,4185,520,5572,647,1903,341,3669,577,2660,465,1403,303,1257,315,2996,485,736,210,1649,395,301,154,1348,377,611,201,181,92,430,163,8698,895,2894,406,4213,819,857,279,3356,756,1591,316,1052,246,539,186,1224,270,360,132,626,231,186,114,440,206,238,97,96,64,142,81,382,148,145,104,146,94,111,80,35,63,91,69,40,50,51,63,1084,280,606,173,381,217,81,81,300,187,97,69,38,55,59,60
15,Portage Park,31046,1174,12362,823,10664,918,6534,725,4130,562,8020,806,3335,533,4685,585,19613,999,8034,679,6648,680,4067,551,2581,412,4931,595,2294,417,2637,430,4042,586,1162,291,1572,348,820,232,752,234,1308,357,425,195,883,266,5171,559,2033,320,1818,376,1250,327,568,185,1320,296,445,154,875,235,774,215,370,158,183,103,143,98,40,55,221,112,55,58,166,104,526,191,204,116,225,135,140,115,85,81,97,90,63,83,34,58,920,232,559,182,218,130,114,90,104,109,143,81,53,55,90,76
16,Irving Park,28693,1190,13749,814,10766,1023,4847,599,5919,868,4178,541,2435,433,1743,315,16223,936,7726,631,6440,724,3190,454,3250,562,2057,394,1233,285,824,254,2968,443,1265,263,1120,290,409,161,711,267,583,189,388,166,195,88,6321,602,3213,407,2262,440,828,232,1434,370,846,211,430,143,416,162,1002,250,333,109,409,167,232,130,177,114,260,151,174,126,86,86,744,200,298,129,269,130,118,92,151,100,177,94,60,70,117,78,1435,341,914,237,266,218,70,72,196,211,255,131,150,103,105,90
17,Dunning,21257,904,8970,724,4054,463,2929,404,1125,270,8233,831,3572,567,4661,596,16142,856,6869,626,3270,417,2397,353,873,230,6003,696,2803,508,3200,474,2309,371,756,186,310,136,203,120,107,71,1243,281,434,142,809,225,1887,306,976,241,341,150,233,115,108,102,570,169,147,78,423,152,436,185,131,80,68,70,40,56,28,58,237,156,153,125,84,78,285,175,117,78,24,47,24,47,0,40,144,159,6,38,138,159,198,88,121,59,41,65,32,64,9,41,36,49,29,49,7,40
18,Montclare,5205,455,1421,288,2387,352,1365,262,1022,262,1397,351,543,206,854,263,3533,415,954,241,1540,270,937,231,603,182,1039,319,382,181,657,247,743,237,153,75,372,181,178,119,194,127,218,106,104,74,114,72,648,174,252,106,301,129,180,91,121,76,95,97,57,84,38,36,49,50,0,23,23,38,23,38,0,23,26,35,0,23,26,35,166,95,31,39,135,90,47,55,88,73,0,23,0,23,0,23,66,47,31,26,16,30,0,23,16,30,19,34,0,23,19,34
19,Belmont Cragin,31952,1400,4980,610,23237,1349,10323,954,12914,998,3735,546,1086,271,2649,448,20044,1096,3265,457,14351,990,6992,740,7359,699,2428,436,740,182,1688,356,5504,729,440,159,4463,680,1414,330,3049,565,601,237,145,130,456,198,4592,597,741,224,3364,529,1431,379,1933,353,487,183,151,96,336,163,857,231,184,106,527,171,281,129,246,118,146,99,28,60,118,94,415,164,165,106,238,132,97,93,141,107,12,55,0,52,12,55,540,160,185,116,294,115,108,85,186,90,61,67,22,56,39,64
20,Hermosa,10998,736,1538,343,9162,738,4584,546,4578,554,298,219,57,48,241,215,6383,559,949,252,5286,528,2845,451,2441,364,148,84,57,48,91,63,1749,407,98,70,1501,340,560,184,941,271,150,207,0,29,150,207,2089,373,356,145,1733,337,828,216,905,259,0,29,0,29,0,29,349,144,30,43,319,140,208,116,111,78,0,29,0,29,0,29,176,102,95,73,81,75,12,33,69,74,0,29,0,29,0,29,252,136,10,32,242,135,131,95,111,96,0,29,0,29,0,29
21,Avondale,21102,1049,7450,626,11738,1078,4956,609,6782,896,1914,385,700,200,1214,308,11418,845,4123,460,6302,745,2824,468,3478,607,993,291,485,170,508,217,2524,497,510,212,1715,412,569,199,1146,329,299,153,70,77,229,132,5074,611,1697,296,2842,536,1270,293,1572,422,535,150,112,77,423,132,744,215,288,135,401,168,93,72,308,156,55,56,20,41,35,44,583,173,364,130,200,114,68,69,132,98,19,42,0,38,19,42,759,227,468,155,278,165,132,102,146,103,13,36,13,36,0,38
22,Logan Square,40835,1263,26581,990,12503,989,5777,599,6726,791,1751,303,1374,239,377,179,19722,969,11640,699,7188,723,3204,464,3984,555,894,199,728,166,166,95,2915,436,1496,284,1296,319,618,179,678,251,123,80,100,73,23,66,12587,791,9312,675,2767,418,1346,282,1421,312,508,169,395,133,113,116,1623,285,885,196,659,204,300,134,359,154,79,76,62,74,17,59,1789,300,1432,269,348,136,174,99,174,108,9,58,9,58,0,57,2199,308,1816,281,245,118,135,101,110,82,138,89,80,69,58,80
23,Humboldt Park,17799,1001,8093,672,9280,841,5211,618,4069,562,426,186,309,158,117,101,9346,731,3893,486,5165,562,3126,438,2039,323,288,154,183,120,105,100,1874,430,377,164,1438,376,734,276,704,235,59,90,59,90,0,51,4235,533,2701,432,1498,321,865,258,633,188,36,59,24,58,12,53,690,192,293,130,397,137,133,87,264,115,0,51,0,51,0,51,1093,293,512,197,562,234,226,117,336,187,19,54,19,54,0,51,561,154,317,121,220,104,127,83,93,81,24,56,24,56,0,51
24,West Town,52110,1306,39035,1200,8195,739,5305,600,2890,447,4880,541,3221,424,1659,321,23074,1015,16497,866,4458,528,3033,459,1425,293,2119,342,1471,270,648,185,2745,379,1807,294,499,174,292,147,207,107,439,167,188,112,251,136,16533,911,13160,810,2135,345,1342,269,793,226,1238,262,815,196,423,175,3458,452,2262,338,679,236,392,161,287,182,517,201,312,154,205,147,3015,383,2523,344,221,110,108,81,113,95,271,129,243,127,28,66,3285,386,2786,344,203,140,138,95,65,121,296,131,192,92,104,90
25,Austin,32636,1222,28623,1137,3289,585,1813,376,1476,391,724,277,434,158,290,222,19138,980,16569,916,2118,429,1254,318,864,298,451,191,279,124,172,142,2394,445,1615,307,710,345,322,162,388,251,69,87,38,70,31,69,8809,725,8340,700,305,125,160,97,145,93,164,118,77,76,87,114,660,181,618,177,42,69,15,64,27,67,0,61,0,61,0,61,638,182,573,174,49,75,29,70,20,67,16,65,16,65,0,61,997,223,908,211,65,91,33,69,32,70,24,63,24,63,0,61
26,West Garfield Park,4809,497,4665,468,118,145,118,145,0,35,26,44,17,43,9,36,2383,348,2320,340,63,79,63,79,0,35,0,35,0,35,0,35,196,88,196,88,0,35,0,35,0,35,0,35,0,35,0,35,1717,295,1643,282,48,76,48,76,0,35,26,44,17,43,9,36,110,69,110,69,0,35,0,35,0,35,0,35,0,35,0,35,266,124,259,124,7,35,7,35,0,35,0,35,0,35,0,35,137,66,137,66,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,5729,489,5381,476,188,95,146,87,42,54,160,77,109,65,51,54,3090,370,2892,358,110,73,68,62,42,54,88,58,88,58,0,38,187,84,187,84,0,38,0,38,0,38,0,38,0,38,0,38,1725,273,1633,267,56,64,56,64,0,38,36,50,4,37,32,51,321,112,278,110,7,38,7,38,0,38,36,48,17,45,19,42,136,74,136,74,0,38,0,38,0,38,0,38,0,38,0,38,270,116,255,114,15,43,15,43,0,38,0,38,0,38,0,38
28,Near West Side,29921,1005,22924,963,1849,323,1506,276,343,154,5148,555,3974,468,1174,285,11653,706,9128,642,809,207,677,177,132,89,1716,309,1486,294,230,105,1926,341,1328,278,195,105,171,101,24,52,403,182,286,138,117,108,7683,624,5914,538,576,164,443,146,133,98,1193,275,776,198,417,190,5952,599,4317,529,221,118,174,101,47,60,1414,310,1079,273,335,139,1239,243,996,219,31,54,24,54,7,52,212,93,181,84,31,57,1468,277,1241,259,17,57,17,57,0,52,210,111,166,87,44,64
29,North Lawndale,9084,655,8333,629,716,218,299,119,417,195,35,45,20,44,15,43,4347,426,3913,406,421,154,153,83,268,135,13,43,6,43,7,43,530,149,441,138,81,70,31,53,50,63,8,43,0,43,8,43,3213,417,3108,415,96,62,41,51,55,54,9,43,9,43,0,43,286,121,256,115,25,54,24,55,1,41,5,42,5,42,0,43,390,131,310,123,80,63,37,48,43,58,0,43,0,43,0,43,318,122,305,120,13,46,13,46,0,43,0,43,0,43,0,43
30,South Lawndale,23905,1169,2211,394,21628,1156,7330,681,14298,983,66,64,34,54,32,59,11465,829,1003,281,10423,798,4020,478,6403,599,39,60,8,49,31,60,5933,662,183,98,5737,655,992,230,4745,623,13,52,13,52,0,48,3758,502,691,186,3067,471,1474,300,1593,362,0,48,0,48,0,48,1597,278,121,88,1465,264,505,170,960,214,11,51,11,51,0,48,505,160,151,86,354,143,126,88,228,122,0,48,0,48,0,48,647,192,62,56,582,189,213,118,369,156,3,46,2,47,1,47
31,Lower West Side,16850,924,4368,514,12130,882,4827,510,7303,747,352,124,281,114,71,55,6956,553,1728,296,5087,496,2407,332,2680,359,141,83,123,80,18,44,2665,473,383,132,2190,443,445,142,1745,416,92,78,65,72,27,51,4730,600,1447,289,3246,514,1397,295,1849,409,37,51,24,50,13,42,1360,338,299,110,1028,318,332,155,696,253,33,51,30,52,3,40,721,175,399,138,273,110,102,64,171,99,49,46,39,43,10,42,418,146,112,72,306,133,144,81,162,113,0,42,0,42,0,42
32,Loop,16434,1035,12823,990,682,293,563,273,119,112,2929,464,2174,402,755,250,4245,574,3256,531,147,97,108,75,39,68,842,240,623,208,219,130,447,187,407,178,0,30,0,30,0,30,40,50,40,50,0,30,3395,603,2650,547,180,135,180,135,0,30,565,196,379,167,186,115,6694,808,5116,659,328,242,263,226,65,91,1250,311,919,269,331,168,809,325,705,296,0,30,0,30,0,30,104,104,104,104,0,30,844,247,689,225,27,38,12,32,15,36,128,87,109,79,19,32
33,Near South Side,12833,921,8783,709,1066,439,937,418,129,84,2984,541,2478,503,506,226,5514,618,3768,430,505,246,465,242,40,48,1241,373,1051,354,190,112,988,411,606,253,29,36,29,36,0,24,353,226,341,230,12,25,3811,521,2540,421,384,229,352,225,32,41,887,360,745,345,142,111,912,255,763,244,44,55,44,55,0,24,105,64,62,55,43,51,653,234,414,189,5,18,5,18,0,24,234,143,129,107,105,107,955,257,692,227,99,71,42,43,57,61,164,110,150,107,14,27
34,Armour Square,5697,561,1591,306,300,167,287,164,13,30,3806,577,1238,286,2568,483,1793,411,533,140,67,53,54,51,13,30,1193,379,492,153,701,295,1215,300,169,104,9,29,9,29,0,27,1037,282,198,101,839,246,1567,352,514,185,181,137,181,137,0,27,872,300,360,193,512,206,629,189,149,82,6,26,6,26,0,27,474,176,75,44,399,169,88,53,9,23,11,29,11,29,0,27,68,51,23,42,45,40,405,160,217,125,26,48,26,48,0,27,162,96,90,80,72,59
35,Douglas,7582,524,6021,477,400,187,217,96,183,159,1161,291,838,258,323,126,3401,342,2811,343,141,90,80,60,61,77,449,145,296,117,153,95,655,207,525,186,0,35,0,35,0,35,130,103,130,103,0,35,2098,279,1755,261,82,52,71,49,11,38,261,115,166,97,95,70,1041,272,592,149,156,151,66,69,90,139,293,179,241,176,52,48,64,48,64,48,0,35,0,35,0,35,0,35,0,35,0,35,323,116,274,111,21,48,0,35,21,48,28,50,5,34,23,50
36,Oakland,2070,308,1827,290,74,50,42,40,32,38,169,89,120,65,49,63,943,194,832,186,48,44,36,39,12,25,63,41,55,42,8,18,117,66,111,66,6,18,6,18,0,19,0,19,0,19,0,19,821,222,710,207,20,34,0,19,20,34,91,75,50,45,41,61,48,43,48,43,0,19,0,19,0,19,0,19,0,19,0,19,27,24,27,24,0,19,0,19,0,19,0,19,0,19,0,19,114,81,99,68,0,19,0,19,0,19,15,29,15,29,0,19
37,Fuller Park,710,163,621,152,56,63,3,13,53,64,33,53,0,16,33,53,264,96,251,94,13,17,3,13,10,19,0,16,0,16,0,16,61,36,52,32,9,19,0,16,9,19,0,16,0,16,0,16,250,100,203,90,14,25,0,16,14,25,33,53,0,16,33,53,52,32,52,32,0,16,0,16,0,16,0,16,0,16,0,16,21,24,21,24,0,16,0,16,0,16,0,16,0,16,0,16,62,45,42,33,20,34,0,16,20,34,0,16,0,16,0,16
38,Grand Boulevard,8295,541,7833,524,245,102,155,80,90,72,217,107,173,95,44,58,4470,411,4155,395,156,85,104,70,52,62,159,94,126,86,33,57,523,159,449,149,25,51,9,44,16,49,49,57,38,49,11,45,2746,390,2711,389,35,43,35,43,0,43,0,43,0,43,0,43,259,107,242,103,17,50,0,43,17,50,0,43,0,43,0,43,95,73,86,73,0,43,0,43,0,43,9,43,9,43,0,43,202,90,190,90,12,43,7,43,5,43,0,43,0,43,0,43
39,Kenwood,7315,491,6051,474,301,152,207,127,94,86,963,230,683,196,280,121,2982,327,2622,314,104,79,100,80,4,30,256,103,193,86,63,49,474,177,377,151,9,33,9,33,0,31,88,91,84,90,4,30,2778,368,2298,328,102,72,34,36,68,70,378,149,298,133,80,65,497,178,274,106,86,105,64,93,22,59,137,100,40,53,97,88,196,91,158,81,0,31,0,31,0,31,38,45,38,45,0,31,388,132,322,118,0,31,0,31,0,31,66,60,30,39,36,55
40,Washington Park,3178,304,3053,300,91,60,91,60,0,27,34,40,13,31,21,37,1422,225,1338,222,62,50,62,50,0,27,22,32,13,31,9,28,251,84,243,84,8,29,8,29,0,27,0,27,0,27,0,27,1366,218,1344,216,10,29,10,29,0,27,12,36,0,27,12,36,72,48,61,46,11,31,11,31,0,27,0,27,0,27,0,27,24,39,24,39,0,27,0,27,0,27,0,27,0,27,0,27,43,44,43,44,0,27,0,27,0,27,0,27,0,27,0,27
41,Hyde Park,13175,630,10315,597,635,201,400,133,235,132,2225,327,1615,272,610,181,3493,374,2952,333,99,70,73,65,26,46,442,141,376,132,66,62,669,196,575,183,49,67,22,43,27,56,45,50,36,49,9,39,3757,390,3023,362,186,103,120,84,66,71,548,158,395,135,153,90,3628,393,2608,348,212,97,135,74,77,66,808,177,578,151,230,90,880,172,588,125,70,60,34,45,36,55,222,114,127,76,95,92,748,145,569,121,19,39,16,40,3,37,160,85,103,70,57,60
42,Woodlawn,8513,602,7484,588,322,124,226,107,96,65,707,200,593,180,114,90,3672,397,3345,391,126,73,90,67,36,46,201,96,157,87,44,53,824,219,706,207,42,50,42,50,0,36,76,62,44,45,32,52,2682,336,2437,334,97,71,53,59,44,53,148,66,121,62,27,41,804,208,567,177,32,53,32,53,0,36,205,100,205,100,0,36,160,88,109,73,17,40,9,38,8,38,34,48,34,48,0,36,371,143,320,137,8,37,0,36,8,37,43,51,32,48,11,39
43,South Shore,18064,955,16956,956,361,181,183,117,178,143,747,285,593,241,154,101,8666,700,8131,678,146,123,73,99,73,84,389,198,338,194,51,58,1312,295,1249,285,23,51,23,51,0,44,40,74,40,74,0,44,6572,625,6298,612,125,84,87,72,38,61,149,128,113,89,36,66,404,162,364,155,0,44,0,44,0,44,40,64,0,44,40,64,496,230,426,217,0,44,0,44,0,44,70,87,70,87,0,44,614,232,488,212,67,76,0,44,67,76,59,77,32,64,27,61
44,Chatham,10964,731,10649,726,147,87,75,57,72,73,168,100,145,93,23,48,5635,523,5474,522,91,80,35,52,56,72,70,57,70,57,0,37,721,202,721,202,0,37,0,37,0,37,0,37,0,37,0,37,3950,528,3816,527,37,46,27,44,10,39,97,74,75,66,22,49,176,94,164,92,12,38,12,38,0,37,0,37,0,37,0,37,43,47,43,47,0,37,0,37,0,37,0,37,0,37,0,37,439,155,431,156,7,35,1,35,6,37,1,35,0,37,1,35
45,Avalon Park,3703,431,3476,424,63,67,47,63,16,27,164,122,107,82,57,48,2118,349,1934,314,54,66,38,62,16,27,130,107,83,73,47,46,511,236,511,236,0,19,0,19,0,19,0,19,0,19,0,19,836,217,802,216,0,19,0,19,0,19,34,41,24,41,10,22,35,55,35,55,0,19,0,19,0,19,0,19,0,19,0,19,44,55,35,45,9,23,9,23,0,19,0,19,0,19,0,19,159,95,159,95,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,9278,704,6507,599,2153,388,1387,303,766,207,618,200,420,167,198,112,4698,547,3282,464,1180,257,691,189,489,167,236,116,217,114,19,45,1076,235,574,184,422,144,320,131,102,70,80,74,47,60,33,56,2623,377,2031,344,428,140,314,119,114,80,164,108,137,100,27,48,276,109,158,78,91,67,37,44,54,62,27,56,0,37,27,56,162,88,77,56,15,44,15,44,0,37,70,73,19,45,51,67,443,174,385,166,17,38,10,38,7,36,41,61,0,37,41,61
47,Burnside,1153,193,1109,196,0,11,0,11,0,11,44,44,29,35,15,30,658,195,623,196,0,11,0,11,0,11,35,34,20,23,15,30,77,60,77,60,0,11,0,11,0,11,0,11,0,11,0,11,386,144,377,142,0,11,0,11,0,11,9,16,9,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,32,50,32,50,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,4896,449,4477,424,114,69,93,63,21,38,305,173,210,153,95,78,3077,407,2873,403,86,59,86,59,0,27,118,83,101,74,17,36,356,157,318,151,7,27,7,27,0,27,31,46,12,31,19,34,1176,242,1015,214,21,38,0,27,21,38,140,126,81,119,59,57,42,43,42,43,0,27,0,27,0,27,0,27,0,27,0,27,31,35,15,31,0,27,0,27,0,27,16,32,16,32,0,27,214,122,214,122,0,27,0,27,0,27,0,27,0,27,0,27
49,Roseland,13953,791,13561,786,228,97,167,87,61,57,164,92,130,74,34,67,8168,631,7914,627,157,78,105,67,52,57,97,66,79,61,18,49,1299,304,1265,307,16,42,7,41,9,42,18,49,18,49,0,41,3651,437,3586,432,39,56,39,56,0,41,26,51,10,44,16,48,340,126,317,122,0,41,0,41,0,41,23,48,23,48,0,41,82,65,66,60,16,48,16,48,0,41,0,41,0,41,0,41,413,135,413,135,0,41,0,41,0,41,0,41,0,41,0,41
50,Pullman,2718,262,2571,264,135,79,59,46,76,54,12,18,6,18,6,19,1495,211,1396,210,87,58,32,35,55,50,12,18,6,18,6,19,284,117,256,116,28,30,7,19,21,28,0,19,0,19,0,19,807,199,800,199,7,21,7,21,0,19,0,19,0,19,0,19,85,49,72,49,13,25,13,25,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,47,46,47,46,0,19,0,19,0,19,0,19,0,19,0,19
