area_id,area_name,b25091001,b25091001_moe,b25091002,b25091002_moe,b25091003,b25091003_moe,b25091004,b25091004_moe,b25091005,b25091005_moe,b25091006,b25091006_moe,b25091007,b25091007_moe,b25091008,b25091008_moe,b25091009,b25091009_moe,b25091010,b25091010_moe,b25091011,b25091011_moe,b25091012,b25091012_moe,b25091013,b25091013_moe,b25091014,b25091014_moe,b25091015,b25091015_moe,b25091016,b25091016_moe,b25091017,b25091017_moe,b25091018,b25091018_moe,b25091019,b25091019_moe,b25091020,b25091020_moe,b25091021,b25091021_moe,b25091022,b25091022_moe,b25091023,b25091023_moe
1,Rogers Park,6995,461,5901,436,217,105,444,141,1124,235,928,196,915,204,484,133,309,122,597,169,873,206,10,48,1094,214,335,113,282,122,59,53,40,50,50,51,25,59,26,51,30,60,220,116,27,52
2,West Ridge,12314,533,8193,513,171,84,660,204,931,198,993,211,795,181,941,232,694,203,896,222,2076,354,36,56,4121,373,1165,222,762,170,478,157,467,145,277,109,132,83,138,107,231,123,455,139,16,52
3,Uptown,9490,491,7956,480,292,105,838,188,1221,224,1784,291,982,222,665,191,520,166,383,115,1233,248,38,56,1534,237,562,173,305,119,144,78,157,95,51,60,56,59,92,70,37,53,104,82,26,53
4,Lincoln Square,7020,447,5577,432,238,97,403,124,1001,192,957,202,677,157,685,174,236,93,388,133,992,225,0,40,1443,221,350,99,351,127,217,100,198,87,107,73,60,57,28,44,50,50,82,72,0,40
5,North Center,7758,369,6338,354,342,111,608,139,1238,185,1084,186,669,149,564,144,533,162,460,131,830,162,10,42,1420,209,397,103,260,78,168,72,44,47,124,84,85,81,20,46,92,76,205,110,25,48
6,Lake View,19687,707,15973,688,1072,229,2111,273,2708,308,2486,319,2151,292,1378,247,1220,256,932,190,1875,293,40,75,3714,340,1296,221,549,147,465,149,343,119,237,109,156,91,115,87,155,90,338,119,60,89
7,Lincoln Park,14662,578,11336,548,1103,204,1575,287,1731,244,1583,243,1461,249,686,153,654,169,789,175,1713,277,41,60,3326,314,1331,206,600,142,301,106,168,91,207,89,119,86,62,59,103,66,365,118,70,62
8,Near North Side,22765,857,15960,799,1266,265,1761,282,2420,388,2259,378,2003,342,1213,262,1264,281,1067,261,2581,360,126,95,6805,542,2030,291,1232,288,794,225,538,175,261,116,310,141,235,116,224,120,1016,214,165,116
9,Edison Park,3676,182,2416,196,86,55,258,90,466,128,480,140,295,113,210,90,72,44,185,92,364,114,0,25,1260,166,360,116,307,109,146,63,103,45,67,43,68,58,100,73,27,29,68,47,14,27
10,Norwood Park,11624,364,7131,382,153,90,717,186,1050,221,1014,202,802,188,846,193,628,161,723,194,1198,208,0,39,4493,352,1349,201,969,201,533,135,428,138,291,112,203,89,106,71,142,74,413,133,59,52
11,Jefferson Park,6535,336,4227,320,46,46,319,133,655,162,630,150,530,146,340,138,225,101,529,159,953,221,0,29,2308,243,613,152,435,127,257,100,222,106,162,73,215,112,62,47,112,64,223,100,7,29
12,Forest Glen,5964,202,3907,232,106,56,335,115,582,127,716,165,472,117,324,124,326,126,294,102,752,181,0,29,2057,204,739,160,422,112,133,63,106,58,169,75,46,38,86,52,103,70,227,98,26,35
13,North Park,3405,243,2461,243,115,63,235,90,335,102,410,119,184,77,173,77,122,69,297,118,570,174,20,30,944,163,314,102,169,70,93,52,100,53,22,29,65,54,28,29,100,68,53,44,0,27
14,Albany Park,6138,382,4889,383,160,79,518,125,734,174,583,161,706,176,516,151,273,113,396,123,996,229,7,43,1249,203,421,117,168,79,174,88,147,97,58,61,78,59,16,45,113,80,74,67,0,45
15,Portage Park,12675,479,8574,471,186,98,452,134,838,180,1082,212,1184,233,862,197,829,202,1135,222,1971,304,35,61,4101,350,1129,202,869,165,428,129,359,114,405,120,179,91,156,103,200,86,311,116,65,69
16,Irving Park,9760,457,7597,452,143,64,811,178,902,194,1025,194,1032,207,644,148,555,163,677,194,1745,276,63,73,2163,262,518,141,482,133,389,112,161,77,149,74,125,69,96,67,62,51,165,83,16,47
17,Dunning,11475,366,7462,386,136,68,581,142,1057,217,1186,211,790,178,1011,198,335,99,721,174,1555,238,90,80,4013,307,1185,194,853,162,516,125,381,106,306,116,190,78,117,63,137,74,249,87,79,62
18,Montclare,2630,230,1878,228,0,23,119,75,183,89,144,75,274,105,168,83,100,70,131,81,759,175,0,23,752,159,112,66,157,86,102,84,43,36,109,77,79,62,19,27,33,30,88,59,10,23
19,Belmont Cragin,10475,514,8289,484,88,79,292,102,770,181,739,179,1092,237,758,193,658,163,1080,229,2778,358,34,63,2186,275,494,128,500,138,246,97,218,86,138,73,175,84,72,66,91,77,219,106,33,58
20,Hermosa,3110,282,2520,263,16,29,95,66,234,104,201,102,158,67,250,115,242,96,303,112,1013,207,8,27,590,156,106,56,177,95,62,57,85,62,9,31,42,48,18,32,33,39,58,66,0,29
