area_id,area_name,b24080001,b24080001_moe,b24080002,b24080002_moe,b24080003,b24080003_moe,b24080004,b24080004_moe,b24080005,b24080005_moe,b24080006,b24080006_moe,b24080007,b24080007_moe,b24080008,b24080008_moe,b24080009,b24080009_moe,b24080010,b24080010_moe,b24080011,b24080011_moe,b24080012,b24080012_moe,b24080013,b24080013_moe,b24080014,b24080014_moe,b24080015,b24080015_moe,b24080016,b24080016_moe,b24080017,b24080017_moe,b24080018,b24080018_moe,b24080019,b24080019_moe,b24080020,b24080020_moe,b24080021,b24080021_moe
1,Rogers Park,30380,1247,16305,914,12142,882,11593,869,549,172,2078,358,712,189,221,102,171,112,949,239,32,61,14075,881,9286,744,9061,734,225,121,2671,422,934,231,292,130,144,94,734,189,14,50
2,West Ridge,32006,1409,17723,999,13204,980,12346,979,858,213,1369,260,1226,294,221,123,197,108,1492,316,14,55,14283,864,9712,803,9408,786,304,121,2066,326,879,194,485,161,278,150,850,230,13,54
3,Uptown,32104,1151,17192,900,13327,813,12808,796,519,149,1505,279,815,211,256,119,252,117,1037,390,0,48,14912,750,9864,647,9617,637,247,112,2719,400,1013,253,329,142,85,75,902,231,0,48
4,Lincoln Square,23356,825,12035,568,9124,561,8560,546,564,162,1128,214,442,129,216,106,206,104,919,232,0,40,11321,580,7145,514,6876,512,269,97,2203,290,963,229,287,117,34,47,689,182,0,40
5,North Center,20929,740,10895,596,8525,567,7839,552,686,161,730,191,611,148,150,69,109,75,770,199,0,43,10034,519,7116,444,6859,439,257,104,1278,204,776,167,274,100,118,84,462,127,10,44
6,Lake View,68957,1435,34951,1156,28254,1069,26531,1066,1723,259,3359,393,1088,231,430,156,452,140,1345,253,23,69,34006,1218,24500,1091,24087,1085,413,143,5136,486,2006,349,592,167,282,114,1452,249,38,80
7,Lincoln Park,41372,1134,20887,915,17402,889,15978,899,1424,220,1479,259,310,127,273,109,314,125,1091,206,18,55,20485,904,14567,822,13957,808,610,163,3062,379,1035,218,481,170,119,75,1212,255,9,52
8,Near North Side,51159,1476,25110,1100,20043,1038,17980,1030,2063,343,2124,352,575,171,582,189,294,124,1424,275,68,86,26049,1146,19933,1044,18948,1027,985,246,3184,471,1020,242,521,166,344,144,1047,263,0,54
9,Edison Park,5943,391,3099,270,1860,262,1782,261,78,49,102,70,894,187,37,48,79,65,102,65,25,32,2844,287,2015,284,1981,285,34,37,319,108,368,125,32,34,14,28,96,74,0,25
10,Norwood Park,18045,822,9597,560,6145,518,5594,506,551,189,555,192,2109,289,155,98,213,104,420,136,0,39,8448,557,5667,550,5488,539,179,103,1053,220,1122,230,187,115,28,44,391,134,0,39
11,Jefferson Park,12930,710,6957,491,4938,447,4610,440,328,134,349,123,1146,231,41,49,203,108,280,132,0,29,5973,463,4022,393,3935,394,87,61,727,168,551,155,194,99,101,87,378,154,0,29
12,Forest Glen,9199,448,4999,317,3217,294,2765,303,452,128,381,128,875,179,78,57,63,48,385,147,0,29,4200,307,2591,314,2481,296,110,66,555,159,793,155,12,32,70,59,179,84,0,29
13,North Park,8401,601,4587,386,3157,378,2853,378,304,102,595,190,392,129,126,83,89,59,214,100,14,32,3814,385,2313,305,2245,300,68,48,623,160,396,114,113,71,63,40,300,102,6,27
14,Albany Park,27319,1298,15908,940,13359,929,12750,916,609,177,757,202,392,140,282,147,290,132,816,228,12,44,11411,780,8345,751,8113,741,232,114,1334,258,780,210,101,68,177,96,674,219,0,45
15,Portage Park,31700,1191,16289,759,12702,750,12043,744,659,179,993,258,1266,236,208,92,243,106,845,222,32,65,15411,795,11096,691,10770,694,326,126,1824,345,1248,254,270,121,216,125,742,216,15,51
16,Irving Park,29259,1188,15978,927,12431,905,11628,891,803,224,737,170,1248,269,212,121,203,91,1117,256,30,66,13281,726,9072,648,8773,645,299,111,1727,308,1403,249,249,104,89,67,741,203,0,47
17,Dunning,21611,901,11295,600,8584,569,8087,555,497,127,432,155,1347,239,117,62,217,96,561,164,37,49,10316,590,7294,520,7099,521,195,105,1181,259,871,210,344,120,129,74,485,157,12,44
18,Montclare,5421,472,2836,308,2078,273,2000,265,78,53,226,112,239,102,111,97,0,23,182,77,0,23,2585,319,1924,275,1910,274,14,27,285,123,241,116,78,55,11,23,46,41,0,23
19,Belmont Cragin,33159,1406,18758,993,16396,955,15981,935,415,149,677,192,850,220,152,118,102,84,581,182,0,52,14401,811,10996,752,10830,754,166,99,1276,256,1180,227,220,108,117,106,612,167,0,52
20,Hermosa,11208,731,6466,562,5323,561,5070,561,253,112,200,86,412,138,108,88,57,52,366,147,0,29,4742,452,3527,435,3492,433,35,48,454,152,371,135,146,99,28,38,216,107,0,29
