area_id,area_name,b25057001,b25057001_moe
1,Rogers Park,7488,256
2,West Ridge,9763,862
3,Uptown,6349,364
4,Lincoln Square,8734,216
5,North Center,11798,850
6,Lake View,30711,667
7,Lincoln Park,17056,1284
8,Near North Side,19196,721
9,Edison Park,2901,304
10,Norwood Park,6446,762
11,Jefferson Park,4224,259
12,Forest Glen,2958,166
13,North Park,2606,98
14,Albany Park,7198,386
15,Portage Park,9803,480
16,Irving Park,10764,316
17,Dunning,8087,605
18,Montclare,1376,68
19,Belmont Cragin,11115,374
20,Hermosa,3947,128
21,Avondale,6746,188
22,Logan Square,18951,494
23,Humboldt Park,8634,419
24,West Town,22345,959
25,Austin,13343,717
26,West Garfield Park,5066,582
27,East Garfield Park,5270,744
28,Near West Side,12770,790
29,North Lawndale,7386,602
30,South Lawndale,8812,185
31,Lower West Side,5892,172
32,Loop,5343,1720
33,Near South Side,1575,347
34,Armour Square,1205,181
35,Douglas,4727,364
36,Oakland,1015,482
37,Fuller Park,610,151
38,Grand Boulevard,5140,635
39,Kenwood,3681,597
40,Washington Park,2409,487
41,Hyde Park,9051,207
42,Woodlawn,4983,492
43,South Shore,8382,388
44,Chatham,5663,294
45,Avalon Park,1274,72
46,South Chicago,4689,287
47,Burnside,262,65
48,Calumet Heights,3345,419
49,Roseland,9275,804
50,Pullman,1738,143
51,South Deering,2132,373
52,East Side,3003,217
53,West Pullman,4715,415
54,Riverdale,387,59
55,Hegewisch,1456,701
56,Garfield Ridge,4434,674
57,Archer Heights,2870,320
58,Brighton Park,5318,153
59,McKinley Park,2978,146
60,Bridgeport,5608,182
61,New City,8356,608
62,West Elsdon,2674,316
63,Gage Park,4442,223
64,Clearing,4801,331
65,West Lawn,4845,925
66,Chicago Lawn,6390,369
67,West Englewood,10018,901
68,Englewood,5248,433
69,Greater Grand Crossing,6096,352
70,Ashburn,5726,916
71,Auburn Gresham,8423,507
72,Beverly,3721,1492
73,Washington Heights,4402,357
74,Mount Greenwood,1763,399
75,Morgan Park,3558,545
76,O'Hare,2572,589
77,Edgewater,11109,425
