area_id,area_name,b25032001,b25032001_moe,b25032002,b25032002_moe,b25032003,b25032003_moe,b25032004,b25032004_moe,b25032005,b25032005_moe,b25032006,b25032006_moe,b25032007,b25032007_moe,b25032008,b25032008_moe,b25032009,b25032009_moe,b25032010,b25032010_moe,b25032011,b25032011_moe,b25032012,b25032012_moe,b25032013,b25032013_moe,b25032014,b25032014_moe,b25032015,b25032015_moe,b25032016,b25032016_moe,b25032017,b25032017_moe,b25032018,b25032018_moe,b25032019,b25032019_moe,b25032020,b25032020_moe,b25032021,b25032021_moe,b25032022,b25032022_moe,b25032023,b25032023_moe
1,Rogers Park,23981,550,6995,461,1345,223,630,146,337,119,480,170,1843,285,1017,195,1181,192,147,76,15,51,0,48,16986,651,216,101,174,109,496,170,2284,336,3954,445,2038,327,4159,435,3647,411,18,54,0,48
2,West Ridge,24402,485,12314,533,4652,342,1182,219,1292,254,1463,286,1217,245,589,152,798,170,1121,152,0,51,0,51,12088,626,453,177,273,152,1279,269,4179,521,2605,385,1270,255,979,240,968,207,82,103,0,51
3,Uptown,29441,501,9490,491,761,151,355,114,244,117,402,155,2691,304,1074,188,1228,203,2732,285,3,47,0,48,19951,640,230,116,56,56,667,221,1232,280,3392,417,1595,287,3297,411,9472,583,10,48,0,48
4,Lincoln Square,17622,376,7020,447,2340,220,320,105,1141,192,801,201,915,220,880,183,504,163,119,71,0,40,0,40,10602,509,165,88,91,66,1030,206,2501,343,2632,383,1490,242,2079,292,592,152,22,51,0,40
5,North Center,14724,323,7758,369,3447,281,419,98,1596,236,932,173,414,114,341,106,340,92,269,87,0,43,0,43,6966,392,260,94,45,51,1876,264,2479,286,1034,204,470,132,440,131,322,93,0,43,40,62
6,Lake View,52568,659,19687,707,2865,285,1346,170,1110,186,2558,295,2705,291,1247,216,1621,255,6235,463,0,66,0,66,32881,782,507,140,293,171,2239,316,5578,440,4574,403,2084,263,5342,511,12074,633,78,92,112,129
7,Lincoln Park,32194,546,14662,578,2851,278,2947,255,499,123,1404,234,1267,225,1170,188,1224,196,3300,367,0,51,0,51,17532,621,382,126,337,114,1291,229,3186,376,2191,304,1110,255,2522,346,6413,456,37,59,63,90
8,Near North Side,50758,883,22765,857,530,213,1288,216,70,72,742,197,439,190,460,169,1960,283,17250,783,9,55,17,59,27993,973,215,125,245,96,255,151,762,240,888,237,911,274,1762,342,22930,941,25,59,0,54
9,Edison Park,4608,141,3676,182,3030,173,31,26,46,31,50,53,250,109,122,75,147,85,0,25,0,25,0,25,932,170,176,92,0,25,33,39,175,106,352,130,128,75,68,54,0,25,0,25,0,25
10,Norwood Park,14646,262,11624,364,9755,356,292,107,472,145,90,76,277,135,180,88,379,107,132,60,47,66,0,39,3022,325,599,185,43,43,597,202,588,204,400,138,193,101,60,57,542,135,0,39,0,39
11,Jefferson Park,9943,274,6535,336,4502,311,66,43,961,204,214,98,273,104,215,90,293,135,8,30,3,31,0,29,3408,328,323,112,36,50,1193,229,1064,221,480,149,132,66,39,56,141,72,0,29,0,29
12,Forest Glen,6793,159,5964,202,5478,203,254,79,121,66,48,60,35,35,0,29,0,29,28,38,0,29,0,29,829,185,129,68,0,29,208,109,180,83,159,97,91,71,46,48,16,37,0,29,0,29
13,North Park,6436,188,3405,243,2197,201,70,63,352,107,231,99,57,64,103,51,245,68,121,50,29,52,0,27,3031,263,125,68,0,27,516,148,709,175,341,119,335,130,269,110,713,119,23,44,0,27
14,Albany Park,16804,326,6138,382,2862,270,99,67,1105,201,648,181,505,121,481,122,392,133,12,46,34,68,0,45,10666,433,201,85,86,65,1478,277,3201,399,2694,373,928,222,1536,268,542,139,0,45,0,45
15,Portage Park,22505,401,12675,479,8808,421,283,106,2298,312,413,147,345,123,199,81,262,102,47,70,20,49,0,47,9830,524,745,188,69,79,2680,377,3566,416,1559,271,456,146,352,140,372,140,31,66,0,47
16,Irving Park,20177,401,9760,457,4639,321,497,128,2108,291,713,196,650,158,640,153,471,153,42,54,0,47,0,47,10417,507,634,183,53,59,2221,302,3008,379,2080,321,1288,234,858,181,275,124,0,47,0,47
17,Dunning,15141,266,11475,366,9070,355,437,162,455,127,297,135,278,109,57,45,495,103,386,108,0,40,0,40,3666,344,1032,218,124,87,715,190,700,192,696,175,158,108,65,63,120,62,56,87,0,40
18,Montclare,4425,173,2630,230,1862,196,53,43,281,117,112,58,104,83,111,90,15,28,65,51,27,48,0,23,1795,219,233,88,84,59,481,152,282,140,297,126,60,31,43,31,315,73,0,23,0,23
19,Belmont Cragin,21570,412,10475,514,7035,423,134,73,2092,308,785,200,266,122,16,55,31,57,65,69,51,67,0,52,11095,541,1329,272,128,91,2879,367,4381,450,1316,246,672,198,102,75,210,77,78,87,0,52
20,Hermosa,7070,219,3110,282,1703,231,21,33,984,203,328,114,0,29,14,30,10,32,0,29,50,68,0,29,3960,302,412,152,10,31,1244,220,1670,250,300,107,172,95,152,93,0,29,0,29,0,29
21,Avondale,13801,329,5774,391,1896,249,306,96,1978,275,980,215,162,87,271,97,73,53,108,77,0,38,0,38,8027,430,554,182,157,100,2247,323,2854,340,1180,257,551,164,309,127,136,89,0,38,39,72
22,Logan Square,29492,477,11139,516,3662,321,539,109,2542,312,1910,282,986,168,484,120,693,137,319,111,4,57,0,57,18353,602,732,175,319,118,3885,385,6226,480,3093,327,1271,220,1370,231,1430,261,22,65,5,57
23,Humboldt Park,16778,419,5910,422,2866,303,90,64,2025,292,759,180,82,84,88,72,0,51,0,51,0,51,0,51,10868,499,732,188,88,79,3930,416,3382,373,1116,230,595,184,386,128,629,133,10,53,0,51
24,West Town,37287,534,14909,572,3438,325,1134,171,1903,266,4100,350,2279,291,603,127,673,124,752,139,27,64,0,62,22378,612,789,183,576,146,3727,362,8366,497,5798,448,753,178,661,147,1660,238,17,63,31,70
25,Austin,32428,573,12818,537,7425,405,343,128,3812,375,762,192,6,61,106,91,194,110,142,90,28,66,0,61,19610,673,1430,243,165,106,5831,495,5439,508,2886,370,1110,235,1658,275,1020,193,24,67,47,97
26,West Garfield Park,5714,265,1486,192,479,115,53,46,793,153,147,71,14,35,0,35,0,35,0,35,0,35,0,35,4228,294,237,89,44,51,1597,229,1106,189,413,114,132,71,285,107,400,108,0,35,14,39
27,East Garfield Park,6896,277,1857,223,687,150,184,81,630,141,279,92,30,40,8,36,29,57,9,39,1,37,0,38,5039,306,406,122,97,67,1157,201,1418,209,615,150,329,110,419,119,598,116,0,38,0,38
28,Near West Side,25665,497,10251,474,1058,204,1274,190,407,126,728,144,347,99,180,74,1348,208,4868,355,41,76,0,52,15414,552,516,152,947,173,1079,202,1876,232,1814,252,813,173,1202,211,7145,452,15,56,7,52
29,North Lawndale,10852,381,2612,263,1180,189,126,64,845,169,391,114,23,47,8,43,0,43,2,41,37,60,0,43,8240,399,327,122,205,70,1962,253,3133,313,1251,210,528,148,448,133,372,104,14,43,0,43
30,South Lawndale,16454,435,5915,415,2643,290,124,71,2377,300,683,176,82,66,0,48,0,48,6,48,0,48,0,48,10539,500,623,163,28,56,3472,374,4566,409,1269,241,156,87,155,77,270,81,0,48,0,48
31,Lower West Side,12255,332,3286,312,1167,210,84,62,1076,191,650,152,197,95,22,47,90,53,0,42,0,42,0,42,8969,386,441,157,90,60,2042,274,3432,341,2192,292,328,130,101,61,343,124,0,42,0,42
32,Loop,14557,598,6257,474,142,74,146,87,60,101,5,29,21,37,32,55,304,107,5547,470,0,30,0,30,8300,652,11,29,30,42,87,78,117,88,123,50,0,30,412,165,7307,639,166,209,47,80
33,Near South Side,11517,470,5711,452,245,99,1210,271,12,30,41,40,60,71,139,74,564,158,3440,414,0,24,0,24,5806,473,89,86,128,59,12,25,127,141,13,26,168,182,421,158,4839,457,9,25,0,24
34,Armour Square,5359,184,1884,236,353,94,515,157,182,77,167,73,66,51,238,119,45,51,309,103,9,27,0,27,3475,227,75,51,261,104,419,116,855,177,377,105,159,88,139,69,1190,172,0,27,0,27
35,Douglas,9023,275,1875,186,467,124,508,104,95,59,61,51,67,46,25,37,161,73,491,116,0,35,0,35,7148,281,93,60,102,62,129,70,332,107,197,75,360,103,846,150,5059,274,0,35,30,59
36,Oakland,2743,141,612,125,305,96,59,41,34,40,50,51,120,55,29,29,10,22,5,17,0,19,0,19,2131,173,0,19,20,27,122,69,173,81,413,107,313,91,45,36,1045,175,0,19,0,19
37,Fuller Park,1146,113,378,83,195,65,31,21,79,37,48,48,0,16,0,16,0,16,0,16,25,39,0,16,768,111,73,38,4,14,239,86,86,57,20,19,12,25,33,53,301,69,0,16,0,16
38,Grand Boulevard,9878,323,2767,261,736,167,451,116,303,106,649,157,431,115,105,64,52,51,14,48,26,43,0,43,7111,330,288,114,132,69,435,123,1885,255,1668,221,365,124,353,108,1985,177,0,43,0,43
39,Kenwood,9116,306,2855,256,576,115,509,128,61,55,253,95,335,95,77,51,181,68,855,184,8,32,0,31,6261,340,121,60,145,61,143,75,499,148,873,205,428,145,652,154,3400,292,0,31,0,31
40,Washington Park,4142,214,833,147,222,89,61,44,53,43,217,74,189,78,47,43,44,48,0,27,0,27,0,27,3309,216,121,62,103,62,205,76,737,154,940,161,233,88,305,94,654,102,11,34,0,27
41,Hyde Park,12539,327,4669,300,659,122,799,131,20,39,181,82,816,158,389,116,481,128,1324,211,0,38,0,38,7870,371,67,52,107,59,67,58,611,149,1386,210,534,143,1875,250,3223,295,0,38,0,38
42,Woodlawn,10302,343,2527,270,622,146,181,70,530,133,377,125,387,122,111,67,157,106,148,88,14,41,0,36,7775,366,275,101,238,96,935,175,2372,284,1242,206,416,134,582,133,1715,222,0,36,0,36
43,South Shore,21700,578,5185,387,2618,260,407,123,720,169,508,170,277,114,152,99,248,120,225,103,30,49,0,44,16515,598,528,168,251,127,1090,241,3598,419,4247,461,1293,253,2243,314,3265,346,0,44,0,44
44,Chatham,14098,418,5195,340,4024,301,364,123,424,140,167,93,162,92,12,37,23,41,0,37,19,46,0,37,8903,460,781,195,350,128,951,211,2968,406,2262,311,794,193,471,148,315,110,11,40,0,37
45,Avalon Park,3871,220,2612,216,2324,221,104,81,93,45,91,59,0,19,0,19,0,19,0,19,0,19,0,19,1259,207,417,155,75,67,260,119,216,87,161,92,22,24,88,58,20,22,0,19,0,19
46,South Chicago,10770,408,4472,354,3056,279,103,70,827,183,352,133,20,38,57,45,18,41,39,43,0,37,0,37,6298,413,674,158,250,138,1627,268,1907,312,881,185,230,91,143,80,563,136,0,37,23,50
47,Burnside,1056,98,580,80,517,76,0,11,43,42,0,11,0,11,20,31,0,11,0,11,0,11,0,11,476,118,162,74,23,38,100,85,16,19,6,12,0,11,8,12,150,55,11,20,0,11
48,Calumet Heights,5586,174,4377,212,4090,207,55,41,110,65,74,47,0,27,0,27,8,29,0,27,24,45,16,35,1209,204,375,145,80,71,303,122,331,106,73,49,42,42,0,27,5,26,0,27,0,27
49,Roseland,15524,379,8896,368,7644,355,253,84,778,174,148,90,21,45,0,41,10,43,0,41,42,59,0,41,6628,428,1988,271,831,154,1087,232,981,224,1053,234,273,120,91,72,324,123,0,41,0,41
50,Pullman,2984,134,1377,124,813,103,487,102,38,28,26,27,13,25,0,19,0,19,0,19,0,19,0,19,1607,162,116,64,725,123,199,91,362,104,9,20,22,24,21,33,153,57,0,19,0,19
51,South Deering,5332,164,3128,228,1953,202,1005,163,138,74,16,34,0,25,0,25,0,25,16,29,0,25,0,25,2204,245,552,148,647,146,500,152,199,110,123,58,47,41,8,26,120,72,0,25,8,26
52,East Side,6900,215,4705,276,3885,252,192,76,562,146,48,40,18,34,0,29,0,29,0,29,0,29,0,29,2195,247,492,151,74,81,918,182,588,161,94,69,8,27,0,29,21,44,0,29,0,29
53,West Pullman,9375,323,5866,306,5273,298,98,61,439,128,30,43,0,39,13,40,0,39,0,39,13,42,0,39,3509,343,1669,255,108,75,965,229,326,126,126,98,78,68,48,53,189,85,0,39,0,39
54,Riverdale,2322,166,299,85,267,85,25,28,0,16,0,16,0,16,7,19,0,16,0,16,0,16,0,16,2023,176,259,106,974,173,86,70,142,90,255,103,208,89,17,29,82,80,0,16,0,16
55,Hegewisch,3694,195,2733,224,2264,225,32,45,197,113,68,86,25,32,20,36,15,27,0,19,112,70,0,19,961,226,171,91,67,84,327,162,214,147,20,24,0,19,0,19,60,35,102,78,0,19
56,Garfield Ridge,11952,202,9966,285,9273,292,133,76,198,85,124,88,172,88,31,46,0,42,7,41,28,52,0,42,1986,268,621,183,34,46,367,143,387,135,319,123,95,75,66,56,97,87,0,42,0,42
57,Archer Heights,3740,135,2407,203,1762,195,37,34,458,103,95,64,3,27,34,32,0,27,7,25,11,32,0,27,1333,193,192,85,36,36,528,139,392,126,87,59,42,45,30,54,0,27,26,47,0,27
58,Brighton Park,11572,326,5307,380,2820,264,86,52,1946,268,417,128,31,51,0,43,0,43,7,42,0,43,0,43,6265,397,670,181,82,58,2751,322,2272,300,263,109,71,70,35,57,85,85,36,58,0,43
59,McKinley Park,5185,166,2917,223,1573,188,158,76,787,146,285,99,94,58,20,29,0,25,0,25,0,25,0,25,2268,227,185,93,56,50,775,164,837,169,273,99,106,77,10,27,22,33,4,23,0,25
60,Bridgeport,12140,316,5732,330,3228,264,233,80,1276,186,591,135,216,108,15,38,15,41,153,78,5,37,0,37,6408,374,455,123,227,92,1774,249,2344,303,1092,205,151,76,195,90,146,71,24,41,0,37
61,New City,11621,370,5071,337,2519,239,129,75,1721,229,583,154,42,60,6,46,0,47,64,56,7,48,0,47,6550,395,646,154,83,70,2504,311,2296,273,649,162,71,65,110,68,148,71,24,48,19,55
62,West Elsdon,5027,151,3690,206,3033,185,156,63,240,83,107,79,103,65,0,27,40,49,0,27,11,30,0,27,1337,207,338,127,59,54,274,109,322,112,249,107,70,75,0,27,25,46,0,27,0,27
63,Gage Park,9405,238,5302,315,3965,278,39,41,899,180,367,124,0,41,0,41,0,41,0,41,32,63,0,41,4103,316,622,154,19,48,1402,252,1285,238,406,142,227,94,10,42,101,49,31,62,0,41
64,Clearing,8389,219,6346,275,4901,268,504,93,225,93,155,97,365,103,164,77,10,33,15,33,7,31,0,31,2043,251,302,129,54,62,287,128,486,155,792,187,122,64,0,31,0,31,0,31,0,31
65,West Lawn,9111,215,7068,295,6201,285,69,43,325,119,32,59,103,69,110,58,138,73,80,58,10,34,0,34,2043,287,626,183,21,47,419,159,378,138,188,95,55,52,191,104,165,86,0,34,0,34
66,Chicago Lawn,15416,427,6869,405,5586,362,109,66,893,203,195,92,19,50,0,49,39,59,0,49,28,64,0,49,8547,494,1776,278,45,63,2164,351,2052,298,1292,244,664,175,256,103,298,114,0,49,0,49
67,West Englewood,10364,339,4884,312,3847,271,151,81,779,169,53,58,10,49,6,48,0,48,26,51,0,48,12,50,5480,346,2069,250,82,61,1742,244,878,189,214,94,103,83,90,72,286,96,16,51,0,48
68,Englewood,9803,383,2904,271,1699,224,106,58,895,165,177,87,8,37,0,36,0,36,8,37,11,39,0,36,6899,383,819,169,281,96,2265,285,1216,207,711,168,306,101,343,109,958,155,0,36,0,36
69,Greater Grand Crossing,12605,368,4458,302,3039,255,109,61,1090,193,161,77,36,50,13,38,10,39,0,38,0,38,0,38,8147,412,1128,215,108,67,2063,307,2010,302,1438,250,357,105,592,118,431,111,0,38,20,49
70,Ashburn,12780,230,11000,330,10516,335,69,64,25,44,217,127,78,77,43,55,26,55,10,41,16,43,0,41,1780,314,797,208,0,41,102,82,336,161,272,140,260,145,0,41,13,43,0,41,0,41
71,Auburn Gresham,17173,440,8009,393,6517,366,250,112,849,173,348,130,9,46,0,46,28,52,8,46,0,46,0,46,9164,472,1319,240,297,118,1917,301,2911,370,1365,243,484,126,245,94,606,129,20,48,0,46
72,Beverly,7705,196,6296,195,5841,204,128,54,157,67,43,39,76,43,13,29,28,35,10,31,0,29,0,29,1409,178,257,82,29,43,209,82,113,74,407,145,123,95,186,106,85,79,0,29,0,29
73,Washington Heights,9308,303,6254,319,5764,314,119,69,235,118,89,75,41,45,0,33,0,33,0,33,6,33,0,33,3054,345,1189,224,10,35,404,158,615,186,424,156,134,103,165,111,113,93,0,33,0,33
74,Mount Greenwood,6589,208,5973,203,5771,200,35,35,19,31,12,29,35,36,0,25,92,56,9,26,0,25,0,25,616,147,116,67,0,25,60,65,68,63,12,29,97,74,138,68,125,85,0,25,0,25
75,Morgan Park,8009,269,6051,293,5368,295,238,78,93,69,75,67,18,37,57,60,99,58,36,35,67,89,0,31,1958,277,723,205,130,81,164,80,240,123,238,113,65,55,224,108,174,86,0,31,0,31
76,O'Hare,6108,207,2827,306,619,125,24,45,193,102,33,64,813,212,261,173,510,165,374,122,0,38,0,38,3281,331,58,59,0,38,100,74,307,187,1295,278,64,59,241,123,1216,220,0,38,0,38
77,Edgewater,29110,543,11363,570,1728,237,278,89,797,181,838,197,1207,220,677,172,893,184,4916,378,0,48,29,58,17747,672,326,137,91,100,1167,242,1807,322,2206,322,1189,228,2980,384,7981,561,0,48,0,48
