area_id,area_name,b08006001,b08006001_moe,b08006002,b08006002_moe,b08006003,b08006003_moe,b08006004,b08006004_moe,b08006005,b08006005_moe,b08006006,b08006006_moe,b08006007,b08006007_moe,b08006008,b08006008_moe,b08006009,b08006009_moe,b08006010,b08006010_moe,b08006011,b08006011_moe,b08006012,b08006012_moe,b08006013,b08006013_moe,b08006014,b08006014_moe,b08006015,b08006015_moe,b08006016,b08006016_moe,b08006017,b08006017_moe,b08006018,b08006018_moe,b08006019,b08006019_moe,b08006020,b08006020_moe,b08006021,b08006021_moe,b08006022,b08006022_moe,b08006023,b08006023_moe,b08006024,b08006024_moe,b08006025,b08006025_moe,b08006026,b08006026_moe,b08006027,b08006027_moe,b08006028,b08006028_moe,b08006029,b08006029_moe,b08006030,b08006030_moe,b08006031,b08006031_moe,b08006032,b08006032_moe,b08006033,b08006033_moe,b08006034,b08006034_moe,b08006035,b08006035_moe,b08006036,b08006036_moe,b08006037,b08006037_moe,b08006038,b08006038_moe,b08006039,b08006039_moe,b08006040,b08006040_moe,b08006041,b08006041_moe,b08006042,b08006042_moe,b08006043,b08006043_moe,b08006044,b08006044_moe,b08006045,b08006045_moe,b08006046,b08006046_moe,b08006047,b08006047_moe,b08006048,b08006048_moe,b08006049,b08006049_moe,b08006050,b08006050_moe,b08006051,b08006051_moe
56,Garfield Ridge,15117,699,12455,674,11050,616,1405,299,1028,256,242,110,135,74,2027,322,923,232,0,42,935,222,169,98,0,42,0,42,426,173,63,57,146,72,8063,469,6880,453,6150,441,730,176,506,147,161,88,63,58,859,202,418,149,0,42,351,126,90,80,0,42,0,42,209,105,38,52,77,60,7054,439,5575,421,4900,393,675,174,522,156,81,58,72,54,1168,233,505,162,0,42,584,176,79,60,0,42,0,42,217,107,25,48,69,51
57,Archer Heights,5332,402,4019,363,3165,345,854,183,669,167,98,61,87,61,846,205,278,101,0,27,554,181,14,31,0,27,15,31,328,126,17,35,107,86,3215,313,2505,273,1966,257,539,153,420,135,74,60,45,45,487,167,110,62,0,27,377,158,0,27,0,27,15,31,136,71,17,35,55,51,2117,251,1514,214,1199,196,315,88,249,82,24,26,42,35,359,119,168,81,0,27,177,81,14,31,0,27,0,27,192,107,0,27,52,51
58,Brighton Park,17222,924,12923,836,10146,718,2777,448,1773,370,541,227,463,172,3014,434,1926,327,56,66,962,256,70,82,0,43,159,97,797,201,36,55,293,124,10618,653,8311,595,6636,506,1675,344,943,264,413,209,319,141,1632,311,1000,247,56,66,522,163,54,80,0,43,132,92,376,138,36,55,131,86,6604,538,4612,437,3510,413,1102,215,830,193,128,72,144,75,1382,284,926,222,0,43,440,169,16,48,0,43,27,59,421,147,0,43,162,92
59,McKinley Park,7087,475,4687,441,3377,381,1310,275,735,207,376,192,199,87,1946,327,1047,246,106,130,782,200,11,26,0,25,16,27,218,82,56,54,164,75,4063,341,2767,327,2022,277,745,209,431,159,240,143,74,46,1022,228,484,152,95,129,443,150,0,25,0,25,16,27,122,74,44,46,92,54,3024,281,1920,242,1355,211,565,146,304,106,136,82,125,59,924,203,563,158,11,28,339,119,11,26,0,25,0,25,96,56,12,27,72,50
60,Bridgeport,15606,776,10230,639,7729,540,2501,344,1415,246,369,128,717,208,3381,418,1882,302,39,46,1390,279,70,47,0,37,362,162,1104,266,167,102,362,125,8338,505,5682,424,4492,391,1190,218,636,162,174,86,380,131,1467,267,741,180,9,41,691,186,26,42,0,37,234,136,669,206,128,86,158,77,7268,496,4548,408,3237,336,1311,229,779,158,195,93,337,138,1914,306,1141,241,30,43,699,195,44,43,0,37,128,86,435,143,39,43,204,99
61,New City,13925,805,9428,644,7191,516,2237,378,1501,318,356,136,380,161,3227,439,2266,342,123,136,822,202,16,52,0,47,160,84,754,191,0,47,356,122,8172,601,6051,496,4741,396,1310,291,879,243,179,93,252,144,1397,283,924,209,91,130,382,146,0,47,0,47,112,78,458,156,0,47,154,89,5753,483,3377,349,2450,296,927,193,622,162,177,96,128,81,1830,298,1342,257,32,62,440,126,16,52,0,47,48,57,296,121,0,47,202,91
62,West Elsdon,7559,469,5937,452,4882,421,1055,271,739,232,261,143,55,47,1366,258,781,209,44,49,491,150,50,39,0,27,0,27,176,105,26,35,54,44,4163,366,3490,364,2989,342,501,192,367,167,124,92,10,30,579,177,310,149,18,25,220,88,31,34,0,27,0,27,55,71,10,27,29,35,3396,326,2447,295,1893,273,554,161,372,134,137,83,45,42,787,182,471,154,26,47,271,99,19,30,0,27,0,27,121,83,16,35,25,36
63,Gage Park,14657,936,11240,820,8536,698,2704,475,2020,403,431,177,253,117,2776,399,1577,300,153,122,963,243,83,92,0,41,66,74,304,162,115,76,156,75,8878,703,7349,667,5626,576,1723,333,1198,275,304,152,221,114,1197,256,587,165,86,87,485,180,39,58,0,41,66,74,136,81,70,62,60,50,5779,543,3891,421,2910,356,981,257,822,256,127,79,32,43,1579,320,990,254,67,71,478,160,44,82,0,41,0,41,168,114,45,54,96,63
64,Clearing,10934,688,8707,670,7250,652,1457,327,1071,270,280,127,106,89,1519,282,422,136,0,31,955,228,142,96,0,31,71,67,454,178,48,41,135,88,5741,455,5039,431,4192,430,847,212,660,195,150,88,37,46,334,123,95,66,0,31,219,102,20,43,0,31,48,54,233,123,36,38,51,39,5193,441,3668,403,3058,379,610,173,411,128,130,85,69,83,1185,255,327,131,0,31,736,206,122,75,0,31,23,38,221,125,12,34,84,83
65,West Lawn,13430,753,11101,751,8908,594,2193,440,1722,382,283,172,188,113,1625,289,1014,253,0,34,561,171,50,46,0,34,60,68,238,122,29,36,377,213,7973,556,6973,549,5607,452,1366,368,1090,316,155,148,121,94,683,191,465,168,0,34,208,91,10,36,0,34,60,68,63,47,1,30,193,123,5457,488,4128,450,3301,411,827,231,632,197,128,93,67,61,942,215,549,170,0,34,353,137,40,41,0,34,0,34,175,107,28,39,184,117
66,Chicago Lawn,18295,989,13434,895,10494,771,2940,512,2234,433,479,239,227,120,3784,450,3206,420,20,54,493,177,65,78,0,49,0,49,413,195,57,60,607,203,8835,685,7142,602,5669,538,1473,315,999,263,354,173,120,93,1316,278,1160,266,3,49,98,61,55,76,0,49,0,49,189,118,17,51,171,101,9460,645,6292,565,4825,484,1467,308,1235,284,125,92,107,90,2468,367,2046,335,17,54,395,171,10,49,0,49,0,49,224,143,40,58,436,172
67,West Englewood,8716,586,4875,438,4057,399,818,205,660,191,114,74,44,60,3103,385,2431,350,0,48,641,167,31,51,0,48,27,58,226,107,110,77,375,120,3633,401,2048,313,1762,287,286,116,186,93,69,70,31,60,1304,241,943,210,0,48,344,126,17,50,0,48,27,58,98,83,31,53,125,80,5083,392,2827,296,2295,275,532,141,474,140,45,55,13,48,1799,265,1488,251,0,48,297,101,14,49,0,48,0,48,128,81,79,71,250,91
68,Englewood,7128,581,4201,454,3401,396,800,224,622,197,116,81,62,61,2480,348,1903,298,7,36,540,176,30,42,0,36,11,40,198,95,8,37,230,93,2568,353,1662,277,1372,239,290,147,243,140,37,54,10,39,693,178,559,165,7,36,127,70,0,36,0,36,11,40,103,75,8,37,91,62,4560,410,2539,299,2029,263,510,152,379,129,79,69,52,59,1787,299,1344,253,0,36,413,155,30,42,0,36,0,36,95,69,0,36,139,74
69,Greater Grand Crossing,10680,691,6168,533,5328,496,840,245,444,168,216,123,180,127,3593,451,2627,411,63,70,824,198,68,61,11,40,8,39,366,173,71,74,474,152,4550,479,2737,374,2311,322,426,191,223,137,117,80,86,103,1327,258,807,198,24,53,490,174,6,40,0,38,0,38,235,160,71,74,180,98,6130,471,3431,375,3017,353,414,141,221,94,99,78,94,84,2266,334,1820,308,39,60,334,110,62,61,11,40,8,39,131,71,0,38,294,122
70,Ashburn,18196,868,15327,770,13585,771,1742,352,1561,347,104,75,77,82,2252,393,1301,342,0,41,408,125,543,167,0,41,0,41,233,98,78,80,306,132,8965,552,7867,546,7107,541,760,200,658,192,71,71,31,44,824,221,516,189,0,41,150,76,158,94,0,41,0,41,62,47,25,46,187,122,9231,617,7460,531,6478,527,982,260,903,256,33,48,46,63,1428,296,785,256,0,41,258,96,385,132,0,41,0,41,171,90,53,77,119,61
71,Auburn Gresham,15031,909,9080,754,7771,675,1309,297,1096,275,98,64,115,75,5138,546,3795,465,75,79,990,236,278,137,0,46,0,46,226,117,208,111,379,142,5518,569,3508,442,2994,379,514,189,412,168,64,58,38,62,1669,340,1156,262,29,63,349,143,135,117,0,46,0,46,121,92,85,74,135,98,9513,635,5572,523,4777,500,795,192,684,182,34,51,77,61,3469,405,2639,372,46,63,641,184,143,83,0,46,0,46,105,85,123,83,244,107
72,Beverly,9776,471,7383,440,6724,431,659,168,521,147,89,53,49,53,1651,243,129,69,0,29,208,94,1314,215,0,29,82,45,121,61,48,42,491,152,4975,316,3860,312,3596,306,264,96,221,84,31,35,12,35,734,156,18,33,0,29,103,72,613,138,0,29,70,43,50,38,39,41,222,97,4801,325,3523,295,3128,285,395,113,300,102,58,43,37,38,917,171,111,66,0,29,105,60,701,147,0,29,12,31,71,55,9,30,269,103
73,Washington Heights,8918,578,6081,493,5425,470,656,196,463,166,172,106,21,39,2506,382,1709,323,0,33,373,157,424,166,0,33,30,41,88,69,60,59,153,92,3596,402,2563,344,2395,335,168,98,146,95,15,39,7,33,909,228,607,182,0,33,164,94,138,91,0,33,24,40,30,47,48,53,22,44,5322,425,3518,371,3030,352,488,158,317,123,157,103,14,35,1597,297,1102,271,0,33,209,101,286,116,0,33,6,33,58,59,12,36,131,83
74,Mount Greenwood,8981,491,7986,515,7349,467,637,188,587,185,22,39,28,32,569,162,88,62,0,25,81,53,400,139,0,25,12,31,201,105,19,37,194,84,4910,322,4533,318,4255,317,278,90,256,87,22,39,0,25,279,112,30,35,0,25,5,24,244,105,0,25,12,31,39,42,0,25,47,43,4071,378,3453,378,3094,319,359,150,331,148,0,25,28,32,290,105,58,51,0,25,76,52,156,80,0,25,0,25,162,81,19,37,147,79
75,Morgan Park,9214,634,6949,605,6446,595,503,146,393,134,20,39,90,75,1539,259,497,151,0,31,209,113,833,174,0,31,25,37,155,70,72,55,474,183,4506,537,3462,527,3227,521,235,100,201,95,12,36,22,36,726,166,224,101,0,31,104,77,398,120,0,31,16,30,30,48,60,52,212,110,4708,353,3487,316,3219,314,268,95,192,87,8,35,68,67,813,178,273,100,0,31,105,66,435,124,0,31,9,31,125,59,12,34,262,148
76,O'Hare,7179,597,5887,578,5214,506,673,293,568,280,76,104,29,60,689,221,103,73,0,38,392,170,194,128,0,38,9,40,107,94,245,185,242,139,4118,463,3399,454,3030,416,369,180,291,156,63,102,15,44,304,144,11,39,0,38,158,111,135,104,0,38,0,38,70,76,193,149,152,109,3061,396,2488,355,2184,340,304,174,277,173,13,41,14,43,385,178,92,66,0,38,234,144,59,71,0,38,9,40,37,67,52,78,90,91
77,Edgewater,30687,1144,13349,869,11070,766,2279,425,1933,401,287,141,59,70,12515,847,5813,657,37,58,6300,611,365,151,0,48,571,168,1842,355,648,216,1762,311,16582,910,7546,649,6329,613,1217,280,966,257,192,112,59,70,6408,610,2742,448,10,51,3454,432,202,124,0,48,301,120,923,277,504,189,900,207,14105,806,5803,554,4741,470,1062,270,967,261,95,85,0,48,6107,615,3071,487,27,55,2846,410,163,90,0,48,270,123,919,196,144,110,862,212
