area_id,area_name,b25116001,b25116001_moe,b25116002,b25116002_moe,b25116003,b25116003_moe,b25116004,b25116004_moe,b25116005,b25116005_moe,b25116006,b25116006_moe,b25116007,b25116007_moe,b25116008,b25116008_moe,b25116009,b25116009_moe,b25116010,b25116010_moe,b25116011,b25116011_moe,b25116012,b25116012_moe,b25116013,b25116013_moe,b25116014,b25116014_moe,b25116015,b25116015_moe,b25116016,b25116016_moe,b25116017,b25116017_moe,b25116018,b25116018_moe,b25116019,b25116019_moe,b25116020,b25116020_moe,b25116021,b25116021_moe,b25116022,b25116022_moe,b25116023,b25116023_moe
1,Rogers Park,23981,550,6995,461,2387,308,1566,258,495,141,161,93,165,99,4608,395,3441,354,707,178,290,108,170,86,16986,651,8308,587,5725,505,1390,279,646,176,547,167,8678,604,7549,563,757,211,242,102,130,80
2,West Ridge,24402,485,12314,533,3070,356,1249,240,493,128,510,168,818,188,9244,485,4981,455,2281,320,1127,223,855,197,12088,626,3534,432,1940,339,680,205,487,173,427,137,8554,636,6617,588,1264,284,431,187,242,116
3,Uptown,29441,501,9490,491,4574,411,3287,377,781,179,273,106,233,97,4916,386,3879,357,573,160,333,98,131,77,19951,640,12120,626,7932,579,2048,349,1084,273,1056,241,7831,556,6470,513,755,217,397,176,209,107
4,Lincoln Square,17622,376,7020,447,1969,263,1293,220,267,90,245,95,164,72,5051,410,3292,350,926,181,561,131,272,95,10602,509,5054,453,4026,411,533,179,318,155,177,98,5548,449,4689,419,534,158,233,106,92,74
5,North Center,14724,323,7758,369,1954,256,1165,211,345,111,234,103,210,91,5804,331,4363,302,676,142,531,134,234,84,6966,392,3268,335,2683,309,266,121,184,87,135,72,3698,319,3378,302,202,96,59,65,59,61
6,Lake View,52568,659,19687,707,8506,574,5801,488,1481,247,669,163,555,145,11181,532,8775,477,1166,182,757,178,483,125,32881,782,18670,800,15674,750,1156,272,685,182,1155,214,14211,679,13236,660,441,138,257,113,277,119
7,Lincoln Park,32194,546,14662,578,6005,474,4167,414,810,164,624,157,404,115,8657,475,6002,426,1618,212,789,161,248,84,17532,621,10509,600,8514,579,798,188,604,164,593,165,7023,500,6641,495,243,106,93,77,46,62
8,Near North Side,50758,883,22765,857,12228,766,6903,636,2282,320,1550,285,1493,274,10537,630,4873,446,2444,369,2352,322,868,188,27993,973,19042,933,15397,852,1532,299,1144,267,969,206,8951,732,7699,697,612,189,366,151,274,114
9,Edison Park,4608,141,3676,182,1101,174,471,125,164,75,156,72,310,98,2575,182,1567,171,447,106,257,93,304,82,932,170,390,117,260,107,52,37,20,30,58,43,542,158,448,144,49,48,23,33,22,29
10,Norwood Park,14646,262,11624,364,3178,336,949,210,636,142,541,135,1052,185,8446,359,4398,323,1885,231,1224,179,939,172,3022,325,1372,217,411,141,229,91,111,85,621,136,1650,307,1337,297,142,78,82,58,89,66
11,Jefferson Park,9943,274,6535,336,1814,262,553,168,294,118,266,100,701,162,4721,336,2918,272,958,184,409,109,436,125,3408,328,1483,246,815,203,272,128,172,74,224,91,1925,299,1480,269,278,118,85,46,82,75
12,Forest Glen,6793,159,5964,202,1196,191,256,97,246,97,227,76,467,109,4768,209,2685,214,1032,158,565,123,486,120,829,185,505,168,375,158,58,46,32,48,40,45,324,108,252,98,58,48,14,33,0,29
13,North Park,6436,188,3405,243,659,131,233,84,110,50,175,73,141,67,2746,225,1562,212,545,127,368,97,271,97,3031,263,1135,202,468,155,130,70,137,79,400,124,1896,276,1409,242,142,63,151,111,194,101
14,Albany Park,16804,326,6138,382,1409,222,711,164,443,140,89,59,166,83,4729,354,3030,319,1011,198,395,117,293,106,10666,433,2696,351,1532,282,547,184,288,126,329,120,7970,482,6922,466,576,195,181,113,291,130
15,Portage Park,22505,401,12675,479,2833,304,966,195,606,154,478,127,783,165,9842,448,5856,419,2082,269,1014,198,890,169,9830,524,3408,394,1820,304,783,196,491,166,314,122,6422,500,5184,466,843,219,238,129,157,80
16,Irving Park,20177,401,9760,457,2303,278,1096,198,443,124,337,116,427,117,7457,434,4583,375,1513,245,843,184,518,136,10417,507,3506,373,2569,349,543,146,252,102,142,75,6911,490,6033,463,522,160,303,121,53,65
17,Dunning,15141,266,11475,366,2600,277,878,195,343,114,495,125,884,147,8875,376,4635,368,2181,264,1071,186,988,143,3666,344,1330,251,762,212,272,119,166,93,130,60,2336,320,1893,286,295,131,77,76,71,52
18,Montclare,4425,173,2630,230,601,154,259,125,81,56,75,43,186,84,2029,241,1190,179,500,150,84,47,255,109,1795,219,772,146,289,116,186,86,100,53,197,85,1023,207,799,189,125,81,14,26,85,56
19,Belmont Cragin,21570,412,10475,514,1574,248,455,144,256,106,382,123,481,136,8901,499,5601,439,1742,244,957,184,601,150,11095,541,2461,307,1426,260,515,144,336,127,184,85,8634,545,7423,533,778,206,275,124,158,90
20,Hermosa,7070,219,3110,282,454,130,137,66,84,69,114,75,119,62,2656,268,1786,238,518,130,248,108,104,64,3960,302,853,179,552,148,119,69,87,59,95,63,3107,301,2495,284,403,151,119,70,90,76
21,Avondale,13801,329,5774,391,1414,249,805,191,149,74,201,94,259,103,4360,361,2744,313,959,194,487,138,170,67,8027,430,2273,301,1553,272,346,138,224,114,150,77,5754,429,4809,424,606,186,250,110,89,63
22,Logan Square,29492,477,11139,516,2974,311,2014,258,410,116,268,115,282,109,8165,456,5869,400,1273,226,696,168,327,114,18353,602,6583,492,5062,448,796,177,435,127,290,116,11770,563,10688,554,676,171,315,120,91,85
23,Humboldt Park,16778,419,5910,422,1336,247,460,136,360,137,150,86,366,134,4574,374,2409,299,1079,211,833,171,253,92,10868,499,2824,348,1625,280,656,172,320,126,223,109,8044,475,6430,445,1027,232,416,146,171,98
24,West Town,37287,534,14909,572,4903,391,3687,345,540,139,314,122,362,118,10006,514,7928,461,1057,186,523,120,498,153,22378,612,8993,531,6967,510,780,173,653,162,593,168,13385,604,12025,587,765,173,340,126,255,122
25,Austin,32428,573,12818,537,2476,311,586,156,718,163,596,157,576,157,10342,502,4764,402,2945,336,1590,217,1043,190,19610,673,6479,517,3713,436,1399,260,958,206,409,125,13131,650,9920,599,1862,301,808,193,541,159
26,West Garfield Park,5714,265,1486,192,395,113,147,74,61,54,55,48,132,70,1091,172,401,117,248,91,247,89,195,66,4228,294,1084,170,586,141,166,72,250,89,82,48,3144,277,2529,261,382,104,141,72,92,57
27,East Garfield Park,6896,277,1857,223,536,119,291,87,89,62,78,49,78,55,1321,207,817,171,174,76,150,65,180,74,5039,306,1622,222,728,170,361,100,276,91,257,81,3417,281,2918,278,318,94,110,62,71,54
28,Near West Side,25665,497,10251,474,4598,394,3576,360,696,169,264,93,62,61,5653,396,4550,370,717,158,256,107,130,82,15414,552,7737,493,5139,443,966,193,1089,179,543,139,7677,477,6728,456,633,168,212,80,104,70
29,North Lawndale,10852,381,2612,263,585,138,248,104,92,55,106,66,139,61,2027,238,1015,181,346,119,312,97,354,96,8240,399,2094,265,1042,211,372,120,426,116,254,94,6146,377,4616,353,1031,202,328,99,171,79
30,South Lawndale,16454,435,5915,415,720,162,206,99,104,69,176,87,234,98,5195,402,3013,342,1196,227,573,141,413,120,10539,500,1582,238,988,207,163,87,283,105,148,78,8957,486,7765,474,863,201,223,104,106,83
31,Lower West Side,12255,332,3286,312,609,139,315,102,95,61,57,53,142,73,2677,296,1266,213,722,163,311,119,378,110,8969,386,2943,316,2106,287,312,127,325,120,200,97,6026,399,5140,373,532,156,219,96,135,82
32,Loop,14557,598,6257,474,3130,397,1802,304,742,228,358,155,228,116,3127,403,1957,324,779,243,244,100,147,74,8300,652,4896,593,4168,577,453,247,90,65,185,69,3404,479,2973,436,245,143,42,44,144,107
33,Near South Side,11517,470,5711,452,3117,378,2589,362,302,111,218,155,8,20,2594,334,1953,288,526,160,64,51,51,41,5806,473,3262,426,1995,412,334,131,346,114,587,284,2544,422,2202,420,161,87,115,63,66,57
34,Armour Square,5359,184,1884,236,434,121,139,70,54,41,41,38,200,84,1450,221,679,167,400,124,243,130,128,69,3475,227,1275,178,357,125,123,61,352,106,443,115,2200,238,1469,205,251,106,144,57,336,113
