area_id,area_name,b01002h001,b01002h001_moe,b01002h002,b01002h002_moe,b01002h003,b01002h003_moe
1,Rogers Park,437,19,437,35,442,30
2,West Ridge,604,26,585,36,607,37
3,Uptown,446,11,450,18,439,25
4,Lincoln Square,404,13,402,16,405,14
5,North Center,456,9,456,12,455,12
6,Lake View,1072,14,1121,24,1027,24
7,Lincoln Park,624,12,632,18,618,17
8,Near North Side,814,23,823,42,810,32
9,Edison Park,132,7,134,10,130,14
10,Norwood Park,374,13,360,18,392,18
11,Jefferson Park,264,14,244,18,284,17
12,Forest Glen,184,8,177,11,190,13
13,North Park,176,11,168,16,183,16
14,Albany Park,401,25,385,33,412,37
15,Portage Park,650,23,620,24,692,32
16,Irving Park,599,18,598,21,611,29
17,Dunning,500,17,459,25,536,22
18,Montclare,105,7,108,14,103,8
19,Belmont Cragin,912,52,846,67,957,68
20,Hermosa,285,34,256,45,313,52
21,Avondale,403,23,373,40,429,32
22,Logan Square,830,24,852,32,811,31
23,Humboldt Park,498,101,493,110,561,119
24,West Town,1007,17,1035,23,984,25
25,Austin,580,59,531,109,564,84
26,West Garfield Park,110,53,112,37,90,42
27,East Garfield Park,211,44,164,85,211,91
28,Near West Side,611,21,621,35,639,60
29,North Lawndale,255,58,284,61,234,60
30,South Lawndale,568,110,511,106,572,93
31,Lower West Side,362,42,352,29,400,38
32,Loop,160,12,165,14,159,14
33,Near South Side,105,4,111,13,105,3
34,Armour Square,181,24,172,24,217,30
35,Douglas,235,60,261,77,240,73
36,Oakland,91,12,61,24,95,13
37,Fuller Park,52,14,51,62,56,17
38,Grand Boulevard,328,62,263,102,382,39
39,Kenwood,294,42,293,47,287,66
41,Hyde Park,384,22,374,30,380,27
42,Woodlawn,233,39,246,72,190,62
43,South Shore,377,77,286,115,398,90
44,Chatham,46,48,82,67,46,45
45,Avalon Park,41,48,40,0,78,0
46,South Chicago,304,76,271,87,310,86
48,Calumet Heights,148,19,137,35,150,20
49,Roseland,156,40,157,43,176,84
50,Pullman,48,5,47,4,53,10
51,South Deering,210,32,202,50,161,104
52,East Side,342,23,343,29,356,30
53,West Pullman,114,36,92,96,110,51
55,Hegewisch,104,6,106,6,102,7
56,Garfield Ridge,463,21,458,28,476,22
57,Archer Heights,262,26,251,26,271,41
58,Brighton Park,488,41,498,51,490,68
59,McKinley Park,236,25,212,41,246,32
60,Bridgeport,412,30,399,34,432,47
61,New City,504,60,469,92,504,128
62,West Elsdon,221,17,198,30,235,14
63,Gage Park,460,49,426,97,509,65
64,Clearing,346,15,332,16,358,28
65,West Lawn,327,25,321,24,353,35
66,Chicago Lawn,526,66,534,69,524,89
67,West Englewood,127,31,98,42,161,65
68,Englewood,134,61,135,57,110,63
69,Greater Grand Crossing,134,30,126,36,121,53
70,Ashburn,436,29,434,33,441,30
72,Beverly,290,17,277,19,299,27
73,Washington Heights,138,19,117,63,124,21
74,Mount Greenwood,157,5,150,7,163,7
75,Morgan Park,268,21,258,16,285,36
76,O'Hare,156,10,154,18,148,9
77,Edgewater,697,29,705,32,675,49
