area_id,area_name,b99082001,b99082001_moe,b99082002,b99082002_moe,b99082003,b99082003_moe,b99082004,b99082004_moe,b99082005,b99082005_moe
1,Rogers Park,29987,-1,13966,-1,1121,-1,12845,-1,16021,-1
2,West Ridge,31544,-1,22300,-1,1566,-1,20734,-1,9244,-1
3,Uptown,31694,-1,12672,-1,825,-1,11847,-1,19022,-1
4,Lincoln Square,23019,-1,12768,-1,787,-1,11981,-1,10251,-1
5,North Center,20718,-1,12065,-1,633,-1,11432,-1,8653,-1
6,Lake View,68129,-1,25679,-1,1167,-1,24512,-1,42450,-1
7,Lincoln Park,40875,-1,16522,-1,988,-1,15534,-1,24353,-1
8,Near North Side,50700,-1,15417,-1,1107,-1,14310,-1,35283,-1
9,Edison Park,5862,-1,4621,-1,204,-1,4417,-1,1241,-1
10,Norwood Park,17562,-1,14914,-1,864,-1,14050,-1,2648,-1
11,Jefferson Park,12572,-1,10127,-1,682,-1,9445,-1,2445,-1
12,Forest Glen,9048,-1,7079,-1,389,-1,6690,-1,1969,-1
13,North Park,8237,-1,6025,-1,484,-1,5541,-1,2212,-1
14,Albany Park,26801,-1,15413,-1,1131,-1,14282,-1,11388,-1
15,Portage Park,31046,-1,23655,-1,1916,-1,21739,-1,7391,-1
16,Irving Park,28693,-1,19191,-1,1441,-1,17750,-1,9502,-1
17,Dunning,21257,-1,18451,-1,1085,-1,17366,-1,2806,-1
18,Montclare,5205,-1,4276,-1,233,-1,4043,-1,929,-1
19,Belmont Cragin,31952,-1,25548,-1,1627,-1,23921,-1,6404,-1
20,Hermosa,10998,-1,8132,-1,467,-1,7665,-1,2866,-1
21,Avondale,21102,-1,13942,-1,959,-1,12983,-1,7160,-1
22,Logan Square,40835,-1,22637,-1,1562,-1,21075,-1,18198,-1
23,Humboldt Park,17799,-1,11220,-1,951,-1,10269,-1,6579,-1
24,West Town,52110,-1,25819,-1,1875,-1,23944,-1,26291,-1
25,Austin,32636,-1,21532,-1,2547,-1,18985,-1,11104,-1
26,West Garfield Park,4809,-1,2579,-1,133,-1,2446,-1,2230,-1
27,East Garfield Park,5729,-1,3277,-1,243,-1,3034,-1,2452,-1
28,Near West Side,29921,-1,13579,-1,1168,-1,12411,-1,16342,-1
29,North Lawndale,9084,-1,4877,-1,471,-1,4406,-1,4207,-1
30,South Lawndale,23905,-1,17398,-1,1376,-1,16022,-1,6507,-1
31,Lower West Side,16850,-1,9621,-1,596,-1,9025,-1,7229,-1
32,Loop,16434,-1,4692,-1,222,-1,4470,-1,11742,-1
33,Near South Side,12833,-1,6502,-1,248,-1,6254,-1,6331,-1
34,Armour Square,5697,-1,3008,-1,189,-1,2819,-1,2689,-1
35,Douglas,7582,-1,4056,-1,304,-1,3752,-1,3526,-1
36,Oakland,2070,-1,1060,-1,98,-1,962,-1,1010,-1
37,Fuller Park,710,-1,325,-1,29,-1,296,-1,385,-1
38,Grand Boulevard,8295,-1,4993,-1,583,-1,4410,-1,3302,-1
39,Kenwood,7315,-1,3456,-1,228,-1,3228,-1,3859,-1
40,Washington Park,3178,-1,1673,-1,87,-1,1586,-1,1505,-1
41,Hyde Park,13175,-1,4162,-1,345,-1,3817,-1,9013,-1
42,Woodlawn,8513,-1,4496,-1,447,-1,4049,-1,4017,-1
43,South Shore,18064,-1,9978,-1,812,-1,9166,-1,8086,-1
44,Chatham,10964,-1,6356,-1,512,-1,5844,-1,4608,-1
45,Avalon Park,3703,-1,2629,-1,218,-1,2411,-1,1074,-1
46,South Chicago,9278,-1,5774,-1,520,-1,5254,-1,3504,-1
47,Burnside,1153,-1,735,-1,128,-1,607,-1,418,-1
48,Calumet Heights,4896,-1,3433,-1,288,-1,3145,-1,1463,-1
49,Roseland,13953,-1,9467,-1,1032,-1,8435,-1,4486,-1
50,Pullman,2718,-1,1779,-1,184,-1,1595,-1,939,-1
51,South Deering,5393,-1,4039,-1,364,-1,3675,-1,1354,-1
52,East Side,8693,-1,7224,-1,378,-1,6846,-1,1469,-1
53,West Pullman,9717,-1,6518,-1,741,-1,5777,-1,3199,-1
54,Riverdale,1406,-1,699,-1,124,-1,575,-1,707,-1
55,Hegewisch,3812,-1,3093,-1,194,-1,2899,-1,719,-1
56,Garfield Ridge,15117,-1,12455,-1,717,-1,11738,-1,2662,-1
57,Archer Heights,5332,-1,4019,-1,314,-1,3705,-1,1313,-1
58,Brighton Park,17222,-1,12923,-1,790,-1,12133,-1,4299,-1
59,McKinley Park,7087,-1,4687,-1,366,-1,4321,-1,2400,-1
60,Bridgeport,15606,-1,10230,-1,782,-1,9448,-1,5376,-1
61,New City,13925,-1,9428,-1,693,-1,8735,-1,4497,-1
62,West Elsdon,7559,-1,5937,-1,448,-1,5489,-1,1622,-1
63,Gage Park,14657,-1,11240,-1,629,-1,10611,-1,3417,-1
64,Clearing,10934,-1,8707,-1,436,-1,8271,-1,2227,-1
65,West Lawn,13430,-1,11101,-1,624,-1,10477,-1,2329,-1
66,Chicago Lawn,18295,-1,13434,-1,911,-1,12523,-1,4861,-1
67,West Englewood,8716,-1,4875,-1,417,-1,4458,-1,3841,-1
68,Englewood,7128,-1,4201,-1,625,-1,3576,-1,2927,-1
69,Greater Grand Crossing,10680,-1,6168,-1,667,-1,5501,-1,4512,-1
70,Ashburn,18196,-1,15327,-1,1058,-1,14269,-1,2869,-1
71,Auburn Gresham,15031,-1,9080,-1,957,-1,8123,-1,5951,-1
72,Beverly,9776,-1,7383,-1,503,-1,6880,-1,2393,-1
73,Washington Heights,8918,-1,6081,-1,858,-1,5223,-1,2837,-1
74,Mount Greenwood,8981,-1,7986,-1,407,-1,7579,-1,995,-1
75,Morgan Park,9214,-1,6949,-1,553,-1,6396,-1,2265,-1
76,O'Hare,7179,-1,5887,-1,294,-1,5593,-1,1292,-1
77,Edgewater,30687,-1,13349,-1,728,-1,12621,-1,17338,-1
