area_id,area_name,b10063001,b10063001_moe,b10063002,b10063002_moe,b10063003,b10063003_moe,b10063004,b10063004_moe,b10063005,b10063005_moe,b10063006,b10063006_moe,b10063007,b10063007_moe
1,Rogers Park,23981,550,726,203,340,136,68,72,272,124,386,141,23255,571
2,West Ridge,24402,485,1365,303,185,96,24,55,161,93,1180,298,23037,564
3,Uptown,29441,501,360,166,155,120,62,83,93,94,205,122,29081,515
4,Lincoln Square,17622,376,372,143,155,100,35,48,120,95,217,103,17250,383
5,North Center,14724,323,76,60,11,42,6,43,5,42,65,61,14648,323
6,Lake View,52568,659,129,93,8,67,8,67,0,66,121,92,52439,662
7,Lincoln Park,32194,546,79,67,50,64,9,51,41,64,29,55,32115,547
8,Near North Side,50758,883,222,86,78,69,19,56,59,67,144,73,50536,882
9,Edison Park,4608,141,92,59,39,40,11,26,28,37,53,44,4516,152
10,Norwood Park,14646,262,370,140,33,46,13,42,20,41,337,137,14276,297
11,Jefferson Park,9943,274,341,111,64,51,0,29,64,51,277,102,9602,292
12,Forest Glen,6793,159,295,134,23,35,0,29,23,35,272,130,6498,188
13,North Park,6436,188,322,111,70,53,15,36,55,48,252,98,6114,209
14,Albany Park,16804,326,1093,230,338,142,37,62,301,134,755,191,15711,389
15,Portage Park,22505,401,1572,266,577,166,135,91,442,156,995,220,20933,472
16,Irving Park,20177,401,970,213,206,103,78,71,128,87,764,192,19207,433
17,Dunning,15141,266,953,201,258,130,83,86,175,110,695,162,14188,314
18,Montclare,4425,173,290,108,131,80,0,23,131,80,159,74,4135,192
19,Belmont Cragin,21570,412,2374,318,813,211,166,107,647,187,1561,252,19196,494
20,Hermosa,7070,219,686,169,204,109,34,44,170,100,482,137,6384,268
21,Avondale,13801,329,590,171,240,119,41,52,199,113,350,130,13211,350
22,Logan Square,29492,477,1103,222,553,170,93,88,460,154,550,160,28389,511
23,Humboldt Park,16778,419,1873,265,942,207,295,133,647,175,931,205,14905,477
24,West Town,37287,534,768,160,381,122,136,92,245,101,387,117,36519,550
25,Austin,32428,573,3698,404,1875,276,628,165,1247,231,1823,302,28730,671
26,West Garfield Park,5714,265,879,172,434,124,136,73,298,108,445,127,4835,286
27,East Garfield Park,6896,277,715,160,403,127,157,85,246,101,312,101,6181,301
28,Near West Side,25665,497,513,142,226,94,117,82,109,66,287,111,25152,508
29,North Lawndale,10852,381,1411,209,695,151,202,87,493,135,716,157,9441,386
30,South Lawndale,16454,435,1149,207,541,152,91,76,450,139,608,151,15305,455
31,Lower West Side,12255,332,718,176,268,106,30,50,238,105,450,142,11537,351
32,Loop,14557,598,0,30,0,30,0,30,0,30,0,30,14557,598
33,Near South Side,11517,470,94,62,57,54,27,32,30,49,37,35,11423,477
34,Armour Square,5359,184,287,113,52,33,4,26,48,34,235,107,5072,206
35,Douglas,9023,275,204,84,58,56,41,55,17,34,146,70,8819,283
36,Oakland,2743,141,133,70,73,51,29,28,44,44,60,53,2610,149
37,Fuller Park,1146,113,84,47,21,21,10,19,11,18,63,43,1062,113
38,Grand Boulevard,9878,323,558,139,221,85,23,45,198,82,337,116,9320,340
39,Kenwood,9116,306,146,72,107,69,65,51,42,54,39,35,8970,309
40,Washington Park,4142,214,427,125,275,104,98,54,177,87,152,69,3715,229
41,Hyde Park,12539,327,117,77,21,43,18,44,3,37,96,73,12422,329
42,Woodlawn,10302,343,591,165,332,133,110,85,222,103,259,101,9711,378
43,South Shore,21700,578,1371,259,545,158,184,92,361,135,826,208,20329,601
44,Chatham,14098,418,1015,247,578,178,185,102,393,147,437,162,13083,471
45,Avalon Park,3871,220,228,101,74,57,21,37,53,44,154,89,3643,240
46,South Chicago,10770,408,878,184,372,141,103,68,269,129,506,142,9892,435
47,Burnside,1056,98,161,90,108,80,0,11,108,80,53,43,895,137
48,Calumet Heights,5586,174,446,139,273,124,87,75,186,103,173,66,5140,209
49,Roseland,15524,379,1528,222,667,145,185,80,482,126,861,175,13996,418
50,Pullman,2984,134,281,94,137,66,49,42,88,53,144,77,2703,151
51,South Deering,5332,164,473,147,141,70,56,39,85,60,332,144,4859,220
52,East Side,6900,215,472,130,193,86,16,31,177,85,279,103,6428,238
53,West Pullman,9375,323,1104,200,496,145,92,64,404,135,608,162,8271,364
54,Riverdale,2322,166,226,98,91,58,17,22,74,52,135,84,2096,167
55,Hegewisch,3694,195,129,88,49,48,0,19,49,48,80,72,3565,206
56,Garfield Ridge,11952,202,605,158,190,83,29,42,161,82,415,141,11347,257
57,Archer Heights,3740,135,290,96,94,65,0,27,94,65,196,70,3450,166
58,Brighton Park,11572,326,1060,200,216,95,58,58,158,84,844,181,10512,360
59,McKinley Park,5185,166,417,123,120,73,0,25,120,73,297,99,4768,203
60,Bridgeport,12140,316,448,118,104,56,32,48,72,49,344,103,11692,334
61,New City,11621,370,931,177,421,127,83,56,338,121,510,127,10690,388
62,West Elsdon,5027,151,531,146,87,66,0,27,87,66,444,144,4496,203
63,Gage Park,9405,238,1123,216,241,100,22,45,219,96,882,196,8282,294
64,Clearing,8389,219,197,95,88,67,0,31,88,67,109,69,8192,235
65,West Lawn,9111,215,725,175,119,62,0,34,119,62,606,168,8386,274
66,Chicago Lawn,15416,427,2474,321,1039,222,187,89,852,206,1435,261,12942,483
67,West Englewood,10364,339,1617,223,879,179,119,75,760,165,738,147,8747,365
68,Englewood,9803,383,1308,220,738,174,190,90,548,150,570,148,8495,391
69,Greater Grand Crossing,12605,368,1280,228,661,169,253,109,408,129,619,164,11325,410
70,Ashburn,12780,230,1115,215,426,137,109,74,317,130,689,177,11665,308
71,Auburn Gresham,17173,440,1716,256,815,189,161,99,654,166,901,184,15457,501
72,Beverly,7705,196,327,127,159,96,104,82,55,50,168,82,7378,222
73,Washington Heights,9308,303,974,182,390,120,184,95,206,73,584,143,8334,351
74,Mount Greenwood,6589,208,102,63,39,41,10,27,29,39,63,51,6487,209
75,Morgan Park,8009,269,465,136,141,80,50,57,91,64,324,123,7544,290
76,O'Hare,6108,207,157,106,57,77,14,44,43,74,100,82,5951,233
77,Edgewater,29110,543,261,124,87,90,14,52,73,88,174,92,28849,551
