area_id,area_name,b10059001,b10059001_moe,b10059002,b10059002_moe,b10059003,b10059003_moe,b10059004,b10059004_moe,b10059005,b10059005_moe,b10059006,b10059006_moe,b10059007,b10059007_moe,b10059008,b10059008_moe,b10059009,b10059009_moe,b10059010,b10059010_moe,b10059011,b10059011_moe
1,Rogers Park,960,280,218,129,130,99,85,85,45,68,88,81,742,254,257,126,160,101,97,87,485,197
2,West Ridge,2279,525,406,283,30,59,30,59,0,51,376,281,1873,449,235,122,202,111,33,70,1638,439
3,Uptown,544,253,232,150,84,89,22,57,62,83,148,129,312,199,134,161,30,57,104,158,178,127
4,Lincoln Square,669,293,89,112,75,111,75,111,0,40,14,43,580,272,170,139,135,100,35,68,410,221
5,North Center,115,81,25,50,12,46,6,43,6,43,13,47,90,74,10,44,10,44,0,43,80,73
6,Lake View,172,123,46,99,0,66,0,66,0,66,46,99,126,98,8,67,0,66,8,67,118,97
7,Lincoln Park,83,68,39,58,27,55,18,55,9,51,12,52,44,64,23,60,23,60,0,51,21,56
8,Near North Side,291,109,99,72,39,64,28,63,11,56,60,62,192,96,62,76,0,54,62,76,130,78
9,Edison Park,136,91,14,31,7,25,7,25,0,25,7,24,122,88,53,69,32,41,21,37,69,57
10,Norwood Park,549,205,30,47,0,39,0,39,0,39,30,47,519,201,41,50,28,46,13,42,478,198
11,Jefferson Park,537,186,0,29,0,29,0,29,0,29,0,29,537,186,70,58,42,40,28,51,467,177
12,Forest Glen,401,167,27,33,0,29,0,29,0,29,27,33,374,170,38,51,22,46,16,37,336,162
13,North Park,476,170,18,35,0,27,0,27,0,27,18,35,458,170,95,68,42,53,53,50,363,157
14,Albany Park,1933,425,317,205,46,67,46,67,0,45,271,193,1616,379,403,193,307,170,96,78,1213,302
15,Portage Park,2429,430,397,158,267,129,202,109,65,83,130,99,2032,403,456,178,287,142,169,110,1576,366
16,Irving Park,1589,361,214,146,64,104,58,104,6,47,150,113,1375,339,294,158,210,128,84,102,1081,306
17,Dunning,1436,297,188,117,56,74,56,74,0,40,132,87,1248,276,320,173,119,101,201,155,928,222
