area_id,area_name,b12001001,b12001001_moe,b12001002,b12001002_moe,b12001003,b12001003_moe,b12001004,b12001004_moe,b12001005,b12001005_moe,b12001006,b12001006_moe,b12001007,b12001007_moe,b12001008,b12001008_moe,b12001009,b12001009_moe,b12001010,b12001010_moe,b12001011,b12001011_moe,b12001012,b12001012_moe,b12001013,b12001013_moe,b12001014,b12001014_moe,b12001015,b12001015_moe,b12001016,b12001016_moe,b12001017,b12001017_moe,b12001018,b12001018_moe,b12001019,b12001019_moe
1,Rogers Park,47961,1713,23984,1104,13802,969,7823,630,6478,553,1345,333,597,230,748,257,326,144,2033,320,23977,1207,11945,977,8055,604,6255,530,1800,358,867,251,933,266,1516,339,2461,349
2,West Ridge,57178,1916,27899,1210,10998,969,14801,767,12906,664,1895,436,237,117,1658,421,446,143,1654,317,29279,1145,9340,835,14612,744,12544,648,2068,427,749,268,1319,327,2991,434,2336,338
3,Uptown,49323,1420,25757,1078,14930,965,7850,618,6320,497,1530,400,429,175,1101,361,451,172,2526,413,23566,958,10617,779,7865,582,6149,481,1716,348,762,228,954,264,2325,391,2759,410
4,Lincoln Square,33118,1023,16359,675,7507,600,7595,499,7049,462,546,199,129,82,417,185,107,71,1150,263,16759,692,6584,543,7812,510,6922,449,890,248,643,228,247,113,941,209,1422,269
5,North Center,27674,850,13650,667,6332,654,6623,366,6233,346,390,164,156,96,234,119,152,87,543,144,14024,586,5898,517,6484,358,6145,343,339,131,143,92,196,101,662,182,980,192
6,Lake View,87406,1504,42988,1279,26542,1263,13754,639,12878,595,876,240,320,145,556,203,385,135,2307,344,44418,1296,26960,1286,13320,606,12691,588,629,195,205,107,424,172,1583,259,2555,352
7,Lincoln Park,56663,1342,27421,1029,15924,1015,9777,553,9044,528,733,193,248,107,485,170,366,141,1354,253,29242,1022,16662,981,9476,554,8906,521,570,194,203,98,367,171,1025,190,2079,291
8,Near North Side,75100,1587,34276,1265,17011,1174,13756,774,12786,736,970,221,273,133,697,181,432,163,3077,467,40824,1257,20001,1112,13499,770,12585,733,914,247,278,170,636,186,2511,351,4813,495
9,Edison Park,9249,434,4263,309,1336,235,2420,190,2342,187,78,61,48,54,30,31,127,57,380,171,4986,310,1524,248,2365,180,2305,184,60,47,34,37,26,37,629,143,468,144
10,Norwood Park,30770,899,14615,626,4467,508,8288,440,7890,421,398,133,96,62,302,115,698,180,1162,245,16155,626,3724,439,8205,411,7762,415,443,156,275,133,168,92,2566,353,1660,281
11,Jefferson Park,21805,961,10723,624,4137,492,5595,369,5319,354,276,148,134,93,142,105,271,113,720,197,11082,563,3048,421,5790,393,5202,348,588,190,198,123,390,152,1158,213,1086,216
12,Forest Glen,14823,500,7333,352,2250,314,4602,239,4434,243,168,83,34,48,134,65,195,89,286,116,7490,348,1574,275,4542,255,4320,235,222,156,42,45,180,159,830,175,544,144
13,North Park,15254,777,7333,538,2976,468,3609,289,3372,278,237,122,41,57,196,109,175,86,573,177,7921,487,2295,351,3704,286,3307,273,397,138,225,118,172,83,875,205,1047,215
14,Albany Park,42619,1577,22470,1159,10763,951,9956,637,7934,491,2022,416,355,161,1667,381,331,132,1420,325,20149,903,7308,606,9512,621,7706,475,1806,403,605,211,1201,340,1574,322,1755,320
15,Portage Park,51400,1395,24231,849,9479,669,12420,602,11246,558,1174,282,335,140,839,231,668,164,1664,293,27169,985,9125,766,12564,594,10923,542,1641,313,828,234,813,212,2575,340,2905,408
16,Irving Park,44952,1531,23064,1103,9592,879,11183,648,9300,567,1883,360,652,213,1231,297,587,171,1702,310,21888,866,7709,645,10288,611,9065,548,1223,259,534,161,689,210,1583,269,2308,349
17,Dunning,35878,1019,17360,691,6271,548,9414,438,8437,422,977,241,186,86,791,226,425,123,1250,252,18518,668,5132,492,9350,435,8246,411,1104,271,242,93,862,250,2477,297,1559,257
18,Montclare,9852,627,4717,403,1823,308,2413,268,2183,250,230,107,54,54,176,95,168,76,313,103,5135,378,1492,267,2495,252,2130,243,365,155,185,101,180,110,720,174,428,135
19,Belmont Cragin,58320,1903,29256,1254,13292,976,13519,677,10993,584,2526,380,930,243,1596,317,522,156,1923,322,29064,1052,11052,876,13181,652,10588,563,2593,377,1098,225,1495,324,2058,285,2773,366
20,Hermosa,19170,972,9489,671,4473,545,4096,370,3538,322,558,181,209,128,349,140,186,102,734,195,9681,607,3906,517,4145,379,3390,306,755,217,338,128,417,163,578,169,1052,265
21,Avondale,33396,1507,17178,990,8701,829,7379,554,6115,478,1264,298,322,132,942,260,201,120,897,208,16218,952,6960,801,6922,512,5924,465,998,249,412,153,586,203,1182,244,1154,247
22,Logan Square,61331,1568,31317,1078,17180,971,11849,603,10303,558,1546,275,471,159,1075,232,307,136,1981,311,30014,1007,14847,868,11125,575,9987,536,1138,238,513,156,625,182,1460,245,2582,320
23,Humboldt Park,41049,1588,18971,1036,10417,873,6769,513,5508,471,1261,261,694,198,567,173,433,157,1352,289,22078,965,11547,836,6784,536,5253,449,1531,306,969,255,562,178,1479,269,2268,345
24,West Town,72661,1631,36838,1194,21391,1117,12582,607,11220,546,1362,297,311,130,1051,275,358,122,2507,317,35823,1080,18639,942,12399,573,10922,530,1477,264,696,180,781,199,1979,291,2806,353
25,Austin,76778,2003,34102,1261,19931,1113,10461,590,8487,529,1974,331,1091,252,883,221,784,183,2926,373,42676,1310,23372,1140,10615,598,8184,508,2431,371,1375,249,1056,255,4322,447,4367,453
26,West Garfield Park,13790,900,6273,542,4210,444,1309,216,901,177,408,131,262,100,146,85,253,102,501,150,7517,546,4743,481,1474,233,871,168,603,162,382,137,221,97,776,154,524,127
27,East Garfield Park,15365,956,6377,617,4081,535,1586,229,1223,197,363,123,212,82,151,94,326,119,384,123,8988,573,5629,523,1630,215,1161,189,469,123,335,102,134,80,675,160,1054,212
28,Near West Side,47484,1395,23635,1014,13683,891,7516,470,6417,426,1099,224,461,137,638,175,464,142,1972,298,23849,911,12984,856,7533,469,6265,411,1268,263,568,154,700,201,1305,218,2027,262
29,North Lawndale,26212,1275,11190,841,7248,688,2536,290,1903,238,633,171,282,108,351,129,384,121,1022,221,15022,806,9241,690,2886,309,1830,230,1056,219,742,186,314,122,1689,261,1206,201
30,South Lawndale,54121,1718,31561,1249,18841,1030,11101,631,8191,500,2910,425,638,191,2272,372,532,148,1087,226,22560,988,10494,768,9523,531,7846,479,1677,295,997,229,680,197,1442,265,1101,220
31,Lower West Side,28610,1272,15768,926,9194,790,5578,460,4237,381,1341,304,442,158,899,263,267,109,729,174,12842,682,5801,527,4903,409,4053,365,850,212,525,165,325,127,827,191,1311,247
