area_id,area_name,b07008001,b07008001_moe,b07008002,b07008002_moe,b07008003,b07008003_moe,b07008004,b07008004_moe,b07008005,b07008005_moe,b07008006,b07008006_moe,b07008007,b07008007_moe,b07008008,b07008008_moe,b07008009,b07008009_moe,b07008010,b07008010_moe,b07008011,b07008011_moe,b07008012,b07008012_moe,b07008013,b07008013_moe,b07008014,b07008014_moe,b07008015,b07008015_moe,b07008016,b07008016_moe,b07008017,b07008017_moe,b07008018,b07008018_moe,b07008019,b07008019_moe,b07008020,b07008020_moe,b07008021,b07008021_moe,b07008022,b07008022_moe,b07008023,b07008023_moe,b07008024,b07008024_moe,b07008025,b07008025_moe,b07008026,b07008026_moe,b07008027,b07008027_moe,b07008028,b07008028_moe,b07008029,b07008029_moe,b07008030,b07008030_moe,b07008031,b07008031_moe,b07008032,b07008032_moe,b07008033,b07008033_moe,b07008034,b07008034_moe,b07008035,b07008035_moe,b07008036,b07008036_moe
20,Hermosa,19170,972,8379,738,7694,700,1786,385,547,186,764,211,16411,1044,6861,729,6843,678,1576,375,446,164,685,205,2478,509,1332,350,768,260,198,93,101,90,79,67,90,103,90,103,0,29,0,29,0,29,0,29,103,93,41,60,62,77,0,29,0,29,0,29,88,75,55,70,21,35,12,33,0,29,0,29
21,Avondale,33396,1507,15661,1178,13567,1007,2051,343,734,198,1383,268,28909,1542,13162,1099,12151,991,1740,321,589,181,1267,262,3762,713,2077,568,1251,349,257,137,121,87,56,56,133,77,81,61,20,49,0,38,13,42,19,48,284,129,169,83,97,100,7,38,11,41,0,38,308,192,172,141,48,61,47,65,0,38,41,54
22,Logan Square,61331,1568,32027,1332,21990,1127,4563,461,984,223,1767,275,49940,1575,23579,1207,20202,1090,3858,429,698,192,1603,261,9066,887,6643,734,1392,310,642,178,234,110,155,109,465,161,439,157,25,63,1,56,0,57,0,57,1529,331,1185,278,221,139,62,72,52,77,9,59,331,159,181,88,150,137,0,57,0,57,0,57
23,Humboldt Park,41049,1588,21964,1320,11890,955,3620,456,1663,330,1912,316,35706,1624,18456,1261,10892,917,3237,437,1412,303,1709,300,4942,824,3325,673,864,285,343,140,222,121,188,107,101,85,47,56,36,77,16,52,2,50,0,51,157,105,74,73,68,84,14,51,0,51,1,50,143,92,62,75,30,61,10,51,27,57,14,53
24,West Town,72661,1631,40030,1443,23974,1120,5313,487,1007,222,2337,311,56011,1614,27525,1275,20886,1066,4530,449,860,205,2210,299,12456,959,8977,835,2665,446,591,168,111,92,112,88,1221,273,1073,256,70,90,45,78,18,69,15,63,2695,424,2269,403,297,126,111,89,18,64,0,62,278,118,186,103,56,80,36,67,0,62,0,62
25,Austin,76778,2003,43303,1711,18610,1058,7293,579,2466,352,5106,479,67173,2004,36517,1670,17286,1021,6561,557,2032,318,4777,468,8629,898,6125,730,1235,347,613,179,398,141,258,109,521,275,393,265,56,75,60,72,12,63,0,61,307,159,177,130,0,61,51,77,24,70,55,77,148,112,91,84,33,79,8,60,0,61,16,61
26,West Garfield Park,13790,900,8953,736,2139,380,1025,204,644,172,1029,181,11183,838,7117,669,1703,322,927,197,480,154,956,170,2368,516,1674,396,384,177,98,64,139,86,73,58,94,100,94,100,0,35,0,35,0,35,0,35,145,81,68,60,52,64,0,35,25,36,0,35,0,35,0,35,0,35,0,35,0,35,0,35
27,East Garfield Park,15365,956,9710,843,2669,400,1438,238,547,129,1001,182,12932,919,7873,784,2347,376,1305,229,480,123,927,168,2037,394,1562,352,238,122,128,74,62,48,47,54,192,108,136,93,46,58,5,38,5,38,0,38,185,105,120,92,38,58,0,38,0,38,27,44,19,41,19,41,0,38,0,38,0,38,0,38
28,Near West Side,47484,1395,26667,1260,14020,864,3999,405,1029,204,1769,242,34245,1302,17539,1054,11222,810,3207,359,730,175,1547,227,8878,816,6058,684,1816,360,600,162,218,99,186,99,1390,307,1010,248,194,108,96,87,54,63,36,76,1941,330,1372,280,453,170,96,69,20,59,0,52,1030,358,688,303,335,199,0,52,7,52,0,52
29,North Lawndale,26212,1275,16489,1069,4398,500,2228,303,1024,217,2073,279,22084,1212,13419,994,3974,470,1942,281,799,190,1950,275,3786,653,2823,552,379,157,249,104,212,105,123,69,195,108,153,99,13,45,29,54,0,43,0,43,137,81,94,76,26,50,8,45,9,43,0,43,10,41,0,43,6,42,0,43,4,42,0,43
30,South Lawndale,54121,1718,29335,1307,18989,1066,2188,339,1635,300,1974,291,42551,1667,20910,1161,16695,1002,1732,303,1325,268,1889,283,10361,818,7680,626,1934,405,377,131,305,131,65,60,377,150,237,94,92,98,23,54,5,46,20,51,594,206,409,148,135,101,50,92,0,48,0,48,238,128,99,87,133,112,6,48,0,48,0,48
31,Lower West Side,28610,1272,14995,1029,9514,781,2040,307,967,225,1094,211,23161,1280,11389,935,8336,734,1580,256,813,210,1043,208,4466,649,2859,481,1042,324,385,136,154,94,26,42,328,143,253,122,0,42,75,90,0,42,0,42,450,173,375,140,75,78,0,42,0,42,0,42,205,98,119,81,61,56,0,42,0,42,25,57
32,Loop,24874,1328,13012,1143,8992,911,2048,411,200,134,622,170,15862,964,6852,715,6732,769,1544,314,161,126,573,155,3904,741,2582,573,1016,355,242,158,15,39,49,80,1127,388,721,277,202,120,204,208,0,30,0,30,3151,872,2436,792,633,319,58,77,24,45,0,30,830,313,421,217,409,253,0,30,0,30,0,30
33,Near South Side,17941,974,7881,824,6409,734,2197,394,337,200,1117,278,13455,1034,5157,584,5264,729,1878,406,277,195,879,216,2787,604,1607,422,691,289,239,134,24,26,226,223,207,261,93,114,107,151,7,19,0,24,0,24,1203,456,925,439,157,86,73,79,36,60,12,24,289,219,99,82,190,182,0,24,0,24,0,24
34,Armour Square,11819,647,4052,478,5628,590,723,212,238,102,1178,225,10060,693,3404,465,4707,567,662,207,213,97,1074,208,1106,308,418,165,521,242,60,49,25,45,82,70,35,49,18,38,16,39,1,25,0,27,0,27,251,167,73,57,172,129,0,27,0,27,6,26,367,212,139,87,212,150,0,27,0,27,16,35
35,Douglas,16450,769,9098,699,2985,402,2445,295,802,190,1120,184,11260,581,5517,468,2230,340,1930,264,579,177,1004,178,2885,418,1808,328,433,178,404,134,138,80,102,53,385,125,182,87,84,77,75,61,44,67,0,35,972,240,822,218,59,59,36,53,41,58,14,39,948,355,769,326,179,108,0,35,0,35,0,35
36,Oakland,4666,380,2293,327,1145,254,665,169,212,82,351,112,3982,387,1978,309,1032,253,475,145,171,77,326,109,659,212,303,123,100,84,190,103,41,37,25,26,13,28,0,19,13,28,0,19,0,19,0,19,9,22,9,22,0,19,0,19,0,19,0,19,3,16,3,16,0,19,0,19,0,19,0,19
37,Fuller Park,2290,369,1205,271,456,164,229,78,180,70,220,69,2106,350,1117,258,403,154,213,75,169,69,204,69,153,71,88,60,22,35,16,21,11,20,16,21,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,31,49,0,16,31,49,0,16,0,16,0,16
38,Grand Boulevard,17898,836,9637,704,3436,500,2311,304,968,192,1546,222,14663,773,7494,614,3078,440,1927,257,777,164,1387,212,2890,563,1850,420,343,229,365,157,190,99,142,80,57,56,49,55,0,43,0,43,1,41,7,43,277,125,243,125,15,41,19,45,0,43,0,43,11,42,1,41,0,43,0,43,0,43,10,44
39,Kenwood,15085,734,7462,569,4236,518,1902,258,559,157,926,190,11745,680,5359,486,3524,487,1653,240,402,122,807,172,2209,399,1232,266,537,240,183,97,157,95,100,85,282,180,257,177,0,31,25,42,0,31,0,31,650,190,478,176,121,84,32,39,0,31,19,37,199,93,136,89,54,53,9,33,0,31,0,31
40,Washington Park,8077,584,5223,524,1010,245,841,157,376,111,627,143,6000,549,3614,453,810,211,763,145,284,92,529,133,1944,428,1503,378,187,104,64,47,92,68,98,85,46,51,46,51,0,27,0,27,0,27,0,27,86,55,59,45,13,30,14,30,0,27,0,27,1,29,1,29,0,27,0,27,0,27,0,27
41,Hyde Park,23533,1036,12626,964,7095,522,2424,321,456,155,932,182,16670,864,7438,728,5977,500,2026,295,348,123,881,176,3727,484,2695,417,613,195,296,121,72,60,51,58,268,102,215,87,9,41,8,40,36,62,0,38,2210,357,1826,338,290,116,94,70,0,38,0,38,658,157,452,129,206,97,0,38,0,38,0,38
42,Woodlawn,19613,909,10847,806,3573,506,2702,332,1089,208,1402,226,15911,878,8652,770,2859,466,2234,290,892,184,1274,222,2967,487,1604,355,647,241,412,164,176,98,128,68,135,73,120,69,0,36,15,42,0,36,0,36,521,168,418,150,41,45,41,58,21,37,0,36,79,58,53,51,26,42,0,36,0,36,0,36
43,South Shore,38616,1516,21060,1234,6803,759,5080,511,2308,377,3365,407,30529,1458,15790,1154,5799,669,4291,464,1655,306,2994,382,7251,906,4698,711,889,311,705,217,624,213,335,150,180,120,110,99,25,58,33,69,0,44,12,47,524,208,433,193,53,76,9,45,29,57,0,44,132,108,29,58,37,74,42,75,0,44,24,54
44,Chatham,26425,1174,13134,880,5760,635,3314,428,1550,283,2667,346,23417,1197,11263,855,5493,622,2911,413,1162,254,2588,342,2837,471,1767,383,267,150,380,159,344,146,79,76,57,66,34,61,0,37,23,44,0,37,0,37,114,92,70,69,0,37,0,37,44,71,0,37,0,37,0,37,0,37,0,37,0,37,0,37
45,Avalon Park,8143,558,3688,470,2175,347,1002,236,439,163,839,204,7311,574,3243,467,2090,338,864,214,336,136,778,191,761,219,411,141,57,74,138,84,103,80,52,60,0,19,0,19,0,19,0,19,0,19,0,19,71,64,34,52,28,43,0,19,0,19,9,22,0,19,0,19,0,19,0,19,0,19,0,19
46,South Chicago,22509,1160,11305,948,6254,723,2277,339,827,234,1846,299,19102,1169,9474,945,5247,642,2003,321,586,171,1792,293,2969,575,1603,369,836,302,272,127,204,151,54,52,81,97,40,73,41,74,0,37,0,37,0,37,315,190,179,119,97,93,2,35,37,68,0,37,42,65,9,38,33,64,0,37,0,37,0,37
47,Burnside,2652,368,1317,300,679,177,322,100,139,95,195,76,2369,300,1124,249,639,169,311,100,114,87,181,69,226,166,150,140,40,42,11,19,25,38,0,11,46,56,32,50,0,11,0,11,0,11,14,24,11,21,11,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
48,Calumet Heights,11891,587,4433,579,4082,473,1638,289,386,160,1352,223,10819,549,3809,487,3840,461,1487,273,374,159,1309,220,883,380,489,292,218,132,121,82,12,31,43,51,23,34,5,26,7,27,11,32,0,27,0,27,148,132,112,125,17,37,19,39,0,27,0,27,18,36,18,36,0,27,0,27,0,27,0,27
49,Roseland,36871,1212,17702,985,9373,763,4753,448,1673,300,3370,355,32485,1142,14957,899,8561,708,4338,431,1429,274,3200,346,3741,768,2339,533,763,327,333,170,152,99,154,79,111,91,55,62,0,41,37,71,19,43,0,41,495,193,333,149,49,62,32,47,65,76,16,48,39,47,18,43,0,41,13,45,8,42,0,41
50,Pullman,5773,392,2897,339,1305,249,756,180,251,114,564,121,5317,383,2608,319,1221,236,706,168,231,112,551,121,419,151,269,111,75,90,50,51,20,37,5,18,15,28,15,28,0,19,0,19,0,19,0,19,13,19,5,17,0,19,0,19,0,19,8,20,9,21,0,19,9,21,0,19,0,19,0,19
51,South Deering,12771,711,5910,633,4287,482,1435,240,405,133,734,165,10966,733,5029,607,3685,458,1240,219,288,108,724,162,1631,440,836,278,521,231,169,102,95,77,10,25,0,25,0,25,0,25,0,25,0,25,0,25,118,112,23,37,74,107,10,29,11,26,0,25,56,50,22,42,7,22,16,34,11,29,0,25
52,East Side,17092,863,6704,700,7583,584,1248,232,490,151,1067,194,15460,851,5768,613,7185,588,1136,225,396,133,975,186,1478,477,863,414,376,203,103,74,72,63,64,58,49,47,16,31,13,32,0,29,9,31,11,33,96,64,57,58,0,29,9,30,13,30,17,35,9,28,0,29,9,28,0,29,0,29,0,29
53,West Pullman,23613,1133,11734,932,6228,662,2991,383,916,214,1744,252,20570,1100,9775,884,5665,614,2578,375,816,202,1736,251,2500,585,1636,507,443,248,333,149,80,60,8,37,95,95,54,69,21,48,0,39,20,54,0,39,433,229,269,181,99,84,65,78,0,39,0,39,15,44,0,39,0,39,15,44,0,39,0,39
54,Riverdale,4278,450,2877,403,495,173,500,166,166,75,240,132,3566,443,2332,399,466,164,433,165,140,75,195,110,622,223,455,195,29,35,67,55,26,31,45,72,33,52,33,52,0,16,0,16,0,16,0,16,57,57,57,57,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16
55,Hegewisch,7748,743,2886,484,3121,511,1029,297,168,147,544,161,6898,758,2448,457,2913,512,920,286,151,139,466,134,731,366,402,225,208,176,26,31,17,29,78,93,0,19,0,19,0,19,0,19,0,19,0,19,104,118,36,42,0,19,68,112,0,19,0,19,15,25,0,19,0,19,15,25,0,19,0,19
56,Garfield Ridge,27325,846,8655,680,14008,697,1849,277,611,217,2202,306,25183,873,7655,609,13383,678,1645,250,424,140,2076,297,1719,406,810,298,528,201,165,113,90,91,126,77,135,153,22,43,10,42,9,41,94,152,0,42,180,105,154,102,19,49,7,42,0,42,0,42,108,93,14,42,68,85,23,54,3,41,0,42
57,Archer Heights,9940,583,3952,469,4585,504,698,154,175,91,530,135,9006,614,3463,444,4275,501,589,140,175,91,504,132,851,247,465,201,262,131,98,67,0,27,26,36,7,27,7,27,0,27,0,27,0,27,0,27,54,64,9,30,34,60,11,30,0,27,0,27,22,44,8,28,14,34,0,27,0,27,0,27
58,Brighton Park,32156,1308,14180,944,13903,914,1936,325,681,188,1456,255,28247,1350,11982,904,12764,883,1626,278,548,165,1327,236,3589,769,1980,523,1074,360,300,199,133,102,102,88,90,79,80,78,0,43,10,45,0,43,0,43,151,107,126,103,25,51,0,43,0,43,0,43,79,75,12,46,40,57,0,43,0,43,27,51
59,McKinley Park,12559,667,4714,476,5695,496,1099,229,354,126,697,156,11331,714,4256,477,5203,477,949,222,283,117,640,145,1048,250,354,121,460,155,144,85,33,38,57,58,102,64,48,52,24,30,6,24,24,33,0,25,36,30,28,32,8,22,0,25,0,25,0,25,42,47,28,41,0,25,0,25,14,32,0,25
60,Bridgeport,27035,1050,11500,786,11136,735,2304,295,552,172,1543,241,22914,1113,8972,723,10115,713,1967,265,399,137,1461,232,2978,487,1802,356,732,219,269,113,121,88,54,57,318,149,214,110,28,57,68,69,0,37,8,37,351,167,202,118,117,99,0,37,32,60,0,37,474,173,310,138,144,106,0,37,0,37,20,48
61,New City,30694,1374,15239,1103,10986,755,1912,305,1079,222,1478,224,26602,1362,12894,1028,10055,738,1515,262,837,182,1301,208,3673,600,2126,460,812,253,337,135,232,127,166,90,102,73,53,55,12,49,37,66,0,47,0,47,267,114,116,86,107,79,23,58,10,48,11,47,50,92,50,92,0,47,0,47,0,47,0,47
62,West Elsdon,14394,700,5695,515,6615,572,944,204,352,126,788,181,12844,718,4984,511,6052,569,804,191,317,122,687,148,1304,445,622,276,461,210,120,68,35,49,66,69,10,31,10,31,0,27,0,27,0,27,0,27,120,110,33,38,87,92,0,27,0,27,0,27,116,97,46,51,15,24,20,41,0,27,35,61
63,Gage Park,28799,1300,12743,938,13111,811,1232,243,654,180,1059,211,26070,1307,11696,903,11867,800,1064,231,561,164,882,189,2283,614,904,287,1081,422,122,78,67,71,109,76,63,63,1,38,28,58,11,43,14,43,9,40,135,82,49,49,33,63,35,53,12,43,6,41,248,163,93,103,102,81,0,41,0,41,53,74
64,Clearing,18037,730,6476,611,8153,612,1874,344,308,138,1226,199,16385,772,5733,583,7491,591,1705,333,254,126,1202,196,1333,381,666,293,459,191,160,85,24,37,24,45,135,110,58,67,68,90,9,33,0,31,0,31,136,123,19,33,117,118,0,31,0,31,0,31,48,58,0,31,18,34,0,31,30,57,0,31
65,West Lawn,24398,944,9727,758,11284,704,1384,255,336,142,1667,286,22564,946,8856,720,10610,699,1233,247,269,124,1596,280,1284,422,518,232,507,229,134,93,67,70,58,66,29,41,15,38,1,30,0,34,0,34,13,37,204,253,158,197,36,64,10,35,0,34,0,34,317,204,180,142,130,104,7,32,0,34,0,34
66,Chicago Lawn,39655,1530,21150,1151,12950,929,2632,354,1051,232,1872,279,35863,1543,18727,1143,12087,881,2359,338,997,227,1693,262,3670,656,2347,468,844,292,259,111,41,54,179,102,29,56,29,56,0,49,0,49,0,49,0,49,56,67,29,55,0,49,14,51,13,55,0,49,37,55,18,49,19,55,0,49,0,49,0,49
67,West Englewood,27308,1166,15824,1033,5229,545,2856,334,1242,234,2157,249,23585,1130,13270,951,4767,529,2441,317,1034,213,2073,242,3240,588,2271,468,342,173,359,128,184,107,84,73,25,51,25,51,0,48,0,48,0,48,0,48,443,231,258,139,120,110,41,58,24,60,0,48,15,52,0,48,0,48,15,52,0,48,0,48
68,Englewood,21754,1116,13662,949,3334,465,2103,305,780,193,1875,256,18749,1060,11281,879,3059,440,1903,283,757,191,1749,245,2824,512,2249,446,267,136,159,87,23,43,126,85,53,50,53,50,0,36,0,36,0,36,0,36,60,51,49,50,0,36,11,39,0,36,0,36,68,67,30,49,8,37,30,56,0,36,0,36
69,Greater Grand Crossing,25644,1109,14168,924,4222,511,3748,380,1229,257,2277,279,21971,1051,11596,858,3947,493,3351,352,934,220,2143,271,3399,485,2411,399,260,135,330,127,268,132,130,72,87,75,38,47,15,53,3,40,27,55,4,37,187,107,123,86,0,38,64,72,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38
70,Ashburn,33237,1219,13849,1125,14171,872,2650,397,680,215,1887,293,31227,1268,12853,1111,13532,837,2361,365,654,214,1827,277,1792,507,854,355,623,309,249,153,26,45,40,50,118,104,93,88,0,41,25,64,0,41,0,41,44,47,37,47,7,41,0,41,0,41,0,41,56,59,12,42,9,40,15,44,0,41,20,47
71,Auburn Gresham,38983,1398,20857,1140,7907,765,4313,453,2421,370,3485,358,34438,1413,17783,1126,7563,754,3800,428,1987,341,3305,353,4101,643,2837,531,320,151,396,151,368,158,180,98,73,62,47,59,0,46,0,46,26,49,0,46,342,136,178,102,24,58,117,81,23,49,0,46,29,52,12,46,0,46,0,46,17,52,0,46
72,Beverly,16313,631,5095,476,8572,493,1372,239,220,87,1054,182,15484,674,4706,476,8319,489,1227,208,206,85,1026,180,690,210,274,137,240,107,136,112,12,31,28,38,28,40,15,35,13,34,0,29,0,29,0,29,101,55,100,55,0,29,0,29,1,27,0,29,10,28,0,29,0,29,9,30,1,27,0,29
73,Washington Heights,21527,919,9527,717,5595,573,3143,428,820,205,2442,302,19954,940,8600,716,5373,559,2866,407,750,201,2365,300,1329,413,743,252,202,127,262,126,70,67,52,52,86,99,69,99,8,34,4,28,0,33,5,33,120,83,77,76,12,36,11,36,0,33,20,36,38,49,38,49,0,33,0,33,0,33,0,33
74,Mount Greenwood,14555,615,4540,490,7663,497,1229,232,161,84,962,180,13638,611,4000,480,7430,484,1132,214,143,79,933,179,650,191,323,120,209,121,84,77,16,32,18,29,108,56,73,51,24,34,11,28,0,25,0,25,130,58,115,56,0,25,2,23,2,23,11,28,29,35,29,35,0,25,0,25,0,25,0,25
75,Morgan Park,18275,825,7173,674,6460,489,2405,368,561,187,1676,231,16983,807,6486,646,6214,489,2227,363,452,175,1604,218,1104,286,583,208,241,106,144,89,80,64,56,55,66,56,34,51,5,29,11,29,0,31,16,39,121,76,69,58,0,31,23,39,29,53,0,31,1,27,1,27,0,31,0,31,0,31,0,31
76,O'Hare,11312,657,3171,465,5960,738,1179,291,462,233,540,173,9842,690,2620,443,5286,721,1073,286,365,211,498,159,1025,316,336,157,539,252,47,57,61,87,42,75,92,89,50,75,0,38,42,59,0,38,0,38,211,126,97,81,61,83,17,46,36,66,0,38,142,146,68,85,74,124,0,38,0,38,0,38
77,Edgewater,49820,1408,26444,1306,15418,1087,4685,498,940,255,2333,321,39784,1433,19580,1184,13300,1030,4064,471,723,232,2117,315,6704,773,4502,621,1337,347,532,182,162,113,171,89,745,222,663,213,48,71,11,46,15,50,8,49,1836,360,1448,320,250,144,74,68,27,51,37,63,751,303,251,149,483,249,4,48,13,51,0,48
