area_id,area_name,b19019001,b19019001_moe,b19019002,b19019002_moe,b19019003,b19019003_moe,b19019004,b19019004_moe,b19019005,b19019005_moe,b19019006,b19019006_moe,b19019007,b19019007_moe,b19019008,b19019008_moe
1,Rogers Park,80844,8052,60291,9332,106423,16892,118741,49244,143395,61214,77827,21154,71125,202358,72462,84084
2,West Ridge,281524,41658,169117,36708,302845,63935,460059,115135,330651,70838,406464,148497,471856,272577,530096,369154
9,Edison Park,85000,4866,51125,10933,87072,8799,100952,48629,150568,59746,200417,118585,174904,75037,84524,247904
10,Norwood Park,115741,13292,53684,12160,129669,17025,192167,77464,272634,65898,191802,80323,262812,164453,225008,36456
11,Jefferson Park,125072,13721,55863,14539,133170,42847,145141,135657,175779,42353,169450,48379,250234,75679,339125,237450
13,North Park,110175,12072,59308,19712,112304,33259,130187,39179,142231,44271,127908,65217,133151,39169,244547,109542
14,Albany Park,348940,25845,186555,53420,410830,76381,362775,87867,345924,80980,585593,222022,352557,233990,622438,204042
15,Portage Park,267641,19734,127849,19744,301474,36272,342652,27676,312669,36933,364324,132797,488131,180903,427012,137247
16,Irving Park,251592,21832,182586,36081,321118,59420,257264,52713,297091,57365,359455,138922,292909,260549,558428,194198
17,Dunning,230491,29559,106434,21833,225798,40004,320810,52714,339588,91616,323138,70392,338453,165730,406976,157466
18,Montclare,85570,13018,47703,7433,92992,22853,132138,10852,122500,40811,123047,39035,109494,27948,205208,100746
19,Belmont Cragin,683370,43229,405729,49406,581432,113795,746845,100839,834893,109272,957314,264026,1034296,219462,1164382,308699
20,Hermosa,123450,19070,70045,31745,122505,42451,116672,42833,177429,55253,143922,53382,161581,45627,174144,435730
21,Avondale,212083,15583,125168,37195,234345,36605,246940,47831,305217,102286,300515,53980,299632,68764,231720,100180
22,Logan Square,249407,29704,200791,48832,273577,61437,267928,132669,358251,86007,251855,121716,220584,263218,530688,397994
23,Humboldt Park,297762,33864,162984,24794,261003,47853,348906,89112,453235,104254,368786,133444,447579,130337,619997,253269
24,West Town,88666,9710,72081,8115,129265,45345,184902,36913,164144,126631,78997,87369,71426,7423,231125,115366
25,Austin,396765,26403,228287,50862,415553,49698,400561,81556,608742,156008,468856,167282,714238,275039,771277,231643
26,West Garfield Park,140745,26878,97876,58710,102831,57581,110991,41299,248527,87986,240878,289034,270699,125085,141606,140809
28,Near West Side,41279,11558,41071,16204,33571,17888,69048,44672,53214,40067,33750,94059,10764,1675,198512,47351
29,North Lawndale,183164,34617,95634,64579,231571,61862,186497,90459,184355,138269,178309,71226,301254,190306,360521,138480
30,South Lawndale,465890,27861,338486,154024,372998,87217,517570,79313,472332,59516,496269,105653,714090,253241,720456,301304
31,Lower West Side,179738,11995,128246,24077,175909,24756,185190,38058,228128,47676,195315,102158,398164,249638,267585,185109
34,Armour Square,23056,10908,9006,1292,22232,12874,20700,9680,52132,19813,75446,71903,55417,17613,160781,48758
38,Grand Boulevard,57227,10811,58864,15134,64301,40883,35208,30241,80104,116005,22679,15992,62609,88891,3000,2854
40,Washington Park,48107,22347,40819,34343,71458,42654,31573,20460,127863,45957,63651,83935,61951,16529,59562,36916
42,Woodlawn,23125,3976,14920,10077,33194,12958,36364,21097,40921,55096,14861,586943,4766,16419,14531,9999
43,South Shore,34511,16412,16750,8848,43590,6263,63413,62097,40833,47070,26688,91531,57917,36940,61010,46018
44,Chatham,30065,8916,19856,8765,45170,16694,26964,11500,60104,38688,63380,80962,100288,124144,14958,24550
45,Avalon Park,48849,9876,32500,12072,42049,9072,61010,28847,103086,12520,76607,30457,83259,40011,34896,171547
46,South Chicago,112149,17198,80379,24746,121184,34168,184620,72010,121527,345922,196797,134202,164001,101126,132453,202856
48,Calumet Heights,56698,7131,46646,6272,58871,16463,95516,26029,56731,67658,47134,49749,52931,37345,114457,34497
49,Roseland,145801,19993,108778,30940,147518,31571,162507,95001,212493,110298,208522,78122,103506,60745,153466,202285
51,South Deering,65350,11859,33481,10589,65728,20208,72093,21700,104044,86117,59812,39519,94833,59500,84535,15926
52,East Side,189308,21068,137788,44799,199341,41319,309464,84334,239248,67959,197599,91823,170786,128538,313451,53403
53,West Pullman,194665,19826,134119,26210,225071,69816,208703,94858,248572,113847,218044,123839,282262,162793,212892,91030
