area_id,area_name,b18102001,b18102001_moe,b18102002,b18102002_moe,b18102003,b18102003_moe,b18102004,b18102004_moe,b18102005,b18102005_moe,b18102006,b18102006_moe,b18102007,b18102007_moe,b18102008,b18102008_moe,b18102009,b18102009_moe,b18102010,b18102010_moe,b18102011,b18102011_moe,b18102012,b18102012_moe,b18102013,b18102013_moe,b18102014,b18102014_moe,b18102015,b18102015_moe,b18102016,b18102016_moe,b18102017,b18102017_moe,b18102018,b18102018_moe,b18102019,b18102019_moe,b18102020,b18102020_moe,b18102021,b18102021_moe,b18102022,b18102022_moe,b18102023,b18102023_moe,b18102024,b18102024_moe,b18102025,b18102025_moe,b18102026,b18102026_moe,b18102027,b18102027_moe,b18102028,b18102028_moe,b18102029,b18102029_moe,b18102030,b18102030_moe,b18102031,b18102031_moe,b18102032,b18102032_moe,b18102033,b18102033_moe,b18102034,b18102034_moe,b18102035,b18102035_moe,b18102036,b18102036_moe,b18102037,b18102037_moe,b18102038,b18102038_moe,b18102039,b18102039_moe
1,Rogers Park,56493,2171,28398,1311,2295,362,0,48,2295,362,3424,520,40,72,3384,517,10200,884,48,69,10152,879,10940,692,183,95,10757,690,988,207,88,75,900,200,551,166,135,90,416,140,28095,1411,1967,355,0,48,1967,355,3750,532,25,57,3725,532,10050,888,29,64,10021,885,10180,715,281,131,9899,716,1191,217,33,48,1158,216,957,240,299,144,658,189
2,West Ridge,72744,2584,35480,1555,2818,435,0,51,2818,435,6364,695,44,70,6320,689,9022,935,43,62,8979,938,13651,708,274,118,13377,704,2184,363,179,86,2005,351,1441,234,429,142,1012,206,37264,1544,3079,551,0,51,3079,551,6775,736,0,51,6775,736,7964,691,44,63,7920,686,14280,710,189,115,14091,709,2804,432,115,93,2689,425,2362,342,708,205,1654,296
3,Uptown,53670,1701,28324,1220,1296,308,15,51,1281,308,2405,447,9,48,2396,446,9880,802,15,51,9865,803,12915,805,300,135,12615,805,1112,241,53,59,1059,238,716,191,207,110,509,171,25346,1095,1391,326,0,48,1391,326,1469,340,53,96,1416,332,9036,672,1,46,9035,672,10184,633,170,108,10014,621,1643,313,71,63,1572,314,1623,313,348,142,1275,282
4,Lincoln Square,38116,1327,18919,850,1532,314,33,64,1499,309,1642,331,0,40,1642,331,6335,514,0,40,6335,514,7838,507,229,142,7609,495,1145,210,156,73,989,206,427,132,36,45,391,129,19197,880,1313,261,0,40,1313,261,1831,382,0,40,1831,382,6659,502,11,42,6648,501,7627,477,48,82,7579,468,1072,241,64,69,1008,240,695,167,92,76,603,154
5,North Center,33402,1096,16644,751,1594,234,0,43,1594,234,1645,249,6,42,1639,248,5863,595,0,43,5863,595,6483,406,64,53,6419,406,772,164,52,54,720,162,287,86,88,56,199,77,16758,773,1502,281,0,43,1502,281,1502,313,7,43,1495,313,6026,456,20,51,6006,455,6286,385,128,92,6158,377,814,165,137,98,677,153,628,170,55,51,573,168
6,Lake View,96425,1729,47189,1391,2286,341,15,67,2271,340,2343,383,0,66,2343,383,23263,1204,96,103,23167,1199,16446,749,282,119,16164,744,1717,244,146,108,1571,233,1134,201,204,99,930,189,49236,1438,2618,336,0,66,2618,336,2554,352,19,70,2535,352,27734,1247,99,93,27635,1243,12653,631,148,109,12505,623,1760,255,62,75,1698,257,1917,260,381,150,1536,225
7,Lincoln Park,64028,1704,31324,1161,1799,267,13,55,1786,267,2803,403,0,51,2803,403,14293,977,126,114,14167,966,10048,520,102,75,9946,518,1522,221,65,60,1457,217,859,197,276,118,583,158,32704,1205,1446,228,0,51,1446,228,2823,491,0,51,2823,491,15922,940,12,56,15910,940,10375,512,114,71,10261,512,1353,227,16,52,1337,226,785,161,173,78,612,141
8,Near North Side,80315,1814,36801,1353,1350,311,0,54,1350,311,1582,331,0,54,1582,331,14839,1083,62,93,14777,1080,13674,756,248,102,13426,754,3504,412,305,159,3199,388,1852,276,232,104,1620,264,43514,1395,1067,268,0,54,1067,268,1893,454,0,54,1893,454,18323,1049,9,55,18314,1049,15354,801,131,105,15223,802,3986,407,130,96,3856,403,2891,375,358,141,2533,356
9,Edison Park,11135,498,5169,358,162,74,0,25,162,74,891,172,0,25,891,172,933,192,0,25,933,192,2550,255,57,60,2493,260,273,88,22,26,251,86,360,97,115,63,245,81,5966,353,197,78,0,25,197,78,1016,194,0,25,1016,194,1134,222,12,29,1122,221,2585,191,28,30,2557,195,455,106,10,27,445,105,579,129,92,47,487,123
10,Norwood Park,36933,1214,17999,779,1309,361,0,39,1309,361,2669,356,0,39,2669,356,3447,481,0,39,3447,481,7894,434,204,103,7690,438,1423,207,131,73,1292,202,1257,203,248,100,1009,184,18934,822,1003,244,0,39,1003,244,2455,381,0,39,2455,381,3190,391,0,39,3190,391,8026,398,148,102,7878,399,1638,208,89,61,1549,203,2622,272,540,155,2082,254
