area_id,area_name,b11013001,b11013001_moe,b11013002,b11013002_moe,b11013003,b11013003_moe,b11013004,b11013004_moe,b11013005,b11013005_moe,b11013006,b11013006_moe
1,Rogers Park,569,178,128,81,40,63,88,67,373,146,68,80
2,West Ridge,1010,229,466,151,152,90,314,128,518,176,26,59
3,Uptown,294,128,36,59,0,48,36,59,240,130,18,54
4,Lincoln Square,385,148,194,112,22,43,172,111,158,100,33,47
5,North Center,101,73,81,79,12,45,69,76,5,42,15,49
6,Lake View,160,94,101,85,42,74,59,75,48,78,11,68
7,Lincoln Park,95,68,32,54,0,51,32,54,63,66,0,51
8,Near North Side,159,81,0,54,0,54,0,54,147,79,12,57
9,Edison Park,80,50,39,32,13,24,26,31,17,26,24,36
10,Norwood Park,375,151,220,127,64,85,156,102,91,67,64,70
11,Jefferson Park,386,156,290,139,56,49,234,132,53,41,43,54
12,Forest Glen,200,104,90,61,21,40,69,55,110,89,0,29
13,North Park,268,94,82,51,7,27,75,50,125,60,61,50
14,Albany Park,1377,272,450,148,128,99,322,112,757,200,170,103
15,Portage Park,1392,297,544,191,272,123,272,123,742,211,106,79
16,Irving Park,1083,229,478,164,200,113,278,127,551,168,54,63
17,Dunning,788,173,429,117,219,86,210,78,250,107,109,94
18,Montclare,261,102,84,54,29,32,55,48,166,84,11,23
19,Belmont Cragin,2262,308,780,175,417,139,363,125,1288,258,194,95
20,Hermosa,599,157,137,70,84,57,53,51,352,129,110,76
21,Avondale,981,227,306,131,99,77,207,109,611,174,64,69
22,Logan Square,1232,221,380,131,146,101,234,104,679,175,173,94
23,Humboldt Park,1731,270,410,125,133,88,277,108,1162,238,159,98
24,West Town,665,147,177,93,73,72,104,89,384,118,104,84
25,Austin,2956,390,251,122,79,97,172,93,2332,340,373,135
26,West Garfield Park,620,148,52,55,32,50,20,40,489,129,79,58
27,East Garfield Park,505,133,9,36,5,37,4,37,437,126,59,51
28,Near West Side,304,112,19,52,19,52,0,52,156,79,129,92
29,North Lawndale,1074,190,8,41,0,43,8,41,974,181,92,62
30,South Lawndale,1169,222,312,107,145,74,167,92,755,187,102,73
31,Lower West Side,877,192,227,92,141,86,86,50,521,156,129,89
32,Loop,46,61,12,34,0,30,12,34,34,59,0,30
33,Near South Side,98,75,59,69,0,24,59,69,39,36,0,24
34,Armour Square,176,88,107,69,41,37,66,59,69,55,0,27
35,Douglas,73,47,0,35,0,35,0,35,63,46,10,35
36,Oakland,84,60,0,19,0,19,0,19,84,60,0,19
37,Fuller Park,107,65,19,30,19,30,0,16,88,49,0,16
38,Grand Boulevard,453,139,82,86,27,54,55,60,332,101,39,52
39,Kenwood,105,73,42,53,0,31,42,53,50,54,13,32
40,Washington Park,369,118,0,27,0,27,0,27,337,112,32,43
41,Hyde Park,59,53,13,38,0,38,13,38,46,53,0,38
42,Woodlawn,530,150,0,36,0,36,0,36,413,131,117,79
43,South Shore,946,214,95,75,60,63,35,60,746,193,105,68
44,Chatham,811,217,43,46,8,37,35,46,660,204,108,70
45,Avalon Park,218,101,21,28,21,28,0,19,160,89,37,41
46,South Chicago,787,196,69,60,32,51,37,47,606,174,112,73
47,Burnside,149,89,0,11,0,11,0,11,112,77,37,34
48,Calumet Heights,401,127,13,30,0,27,13,30,303,109,85,68
49,Roseland,1481,222,134,94,24,45,110,91,1128,189,219,101
50,Pullman,194,74,22,28,10,25,12,24,142,62,30,31
51,South Deering,435,136,71,48,27,35,44,41,293,121,71,43
52,East Side,516,148,137,76,127,75,10,32,334,123,45,45
53,West Pullman,1014,195,66,52,33,50,33,40,881,189,67,56
54,Riverdale,177,89,0,16,0,16,0,16,158,86,19,30
55,Hegewisch,90,62,0,19,0,19,0,19,79,58,11,22
56,Garfield Ridge,514,136,238,97,95,66,143,77,240,101,36,48
57,Archer Heights,365,134,127,72,37,34,90,67,195,88,43,49
58,Brighton Park,941,197,206,83,77,58,129,64,597,162,138,93
59,McKinley Park,439,127,113,59,44,45,69,39,229,98,97,59
60,Bridgeport,378,109,156,73,20,38,136,68,184,76,38,43
61,New City,941,184,142,79,45,56,97,70,665,156,134,77
62,West Elsdon,492,142,178,87,91,69,87,53,258,99,56,54
63,Gage Park,1252,238,417,136,232,96,185,94,759,193,76,67
64,Clearing,309,116,87,58,29,35,58,55,198,102,24,38
65,West Lawn,767,171,239,100,102,69,137,80,499,142,29,39
66,Chicago Lawn,2130,311,244,97,118,70,126,76,1633,276,253,106
67,West Englewood,1441,210,96,63,94,63,2,47,1083,179,262,100
68,Englewood,1166,215,60,53,19,39,41,50,997,195,109,70
69,Greater Grand Crossing,906,197,68,68,39,61,29,49,713,174,125,69
70,Ashburn,961,221,183,86,64,50,119,71,743,196,35,48
71,Auburn Gresham,1625,277,84,68,33,50,51,64,1212,243,329,131
72,Beverly,253,82,33,36,11,30,22,35,177,75,43,49
73,Washington Heights,713,153,42,36,15,34,27,32,604,146,67,47
74,Mount Greenwood,87,58,9,24,0,25,9,24,78,56,0,25
75,Morgan Park,390,128,41,41,6,31,35,40,273,112,76,59
76,O'Hare,106,95,95,94,43,74,52,62,11,41,0,38
77,Edgewater,267,115,131,72,30,54,101,66,114,91,22,58
