area_id,area_name,b25065001,b25065001_moe
1,Rogers Park,15093400,691778
2,West Ridge,11809900,707682
3,Uptown,16640000,752176
4,Lincoln Square,11196400,625894
5,North Center,8786200,547194
6,Lake View,42411500,1264254
7,Lincoln Park,24034700,1125353
8,Near North Side,39870100,1694591
9,Edison Park,1061700,226033
10,Norwood Park,2875800,383474
11,Jefferson Park,3313100,362839
12,Forest Glen,745900,190310
13,North Park,2556900,294146
14,Albany Park,9762000,469033
15,Portage Park,9256600,571842
16,Irving Park,10150700,563849
17,Dunning,3533600,368607
18,Montclare,1641100,223486
19,Belmont Cragin,10122200,577138
20,Hermosa,3750600,332086
21,Avondale,7471500,472947
22,Logan Square,18911000,707721
23,Humboldt Park,9750300,537117
24,West Town,26335100,907626
25,Austin,17175400,699719
26,West Garfield Park,3771900,311661
27,East Garfield Park,4327100,322503
28,Near West Side,18254400,863601
29,North Lawndale,7448900,445158
30,South Lawndale,7677600,413566
31,Lower West Side,7001500,367112
32,Loop,13227900,1210831
33,Near South Side,7959000,1023801
34,Armour Square,2148400,236647
35,Douglas,5946200,300045
36,Oakland,1478600,176226
37,Fuller Park,471400,91475
38,Grand Boulevard,5797300,359465
39,Kenwood,5902200,382435
40,Washington Park,2735700,255219
41,Hyde Park,8268100,458067
42,Woodlawn,6510400,398739
43,South Shore,13601500,595001
44,Chatham,7493000,452219
45,Avalon Park,1247300,274492
46,South Chicago,5027900,393983
47,Burnside,374300,144025
48,Calumet Heights,1139200,233840
49,Roseland,6437100,471040
50,Pullman,1433600,164240
51,South Deering,1836300,258036
52,East Side,1641600,208637
53,West Pullman,3816000,479011
54,Riverdale,1157400,199929
55,Hegewisch,785800,223029
56,Garfield Ridge,1816000,290379
57,Archer Heights,1175800,190697
58,Brighton Park,5093100,386938
59,McKinley Park,2013400,227663
60,Bridgeport,5279500,350538
61,New City,5152200,368659
62,West Elsdon,1203900,230714
63,Gage Park,3369500,296952
64,Clearing,1815600,261614
65,West Lawn,2164900,363992
66,Chicago Lawn,7592800,490252
67,West Englewood,4956400,381265
68,Englewood,5368700,369052
69,Greater Grand Crossing,6739400,419250
70,Ashburn,1740800,344382
71,Auburn Gresham,8191100,507992
72,Beverly,1338100,190631
73,Washington Heights,2768600,346273
74,Mount Greenwood,594900,165532
75,Morgan Park,1955900,357376
76,O'Hare,3387700,380871
77,Edgewater,16786600,801132
