area_id,area_name,b99072001,b99072001_moe,b99072002,b99072002_moe,b99072003,b99072003_moe,b99072004,b99072004_moe,b99072005,b99072005_moe,b99072006,b99072006_moe,b99072007,b99072007_moe
1,Rogers Park,56603,-1,13277,-1,737,-1,72,-1,665,-1,12540,-1,43326,-1
2,West Ridge,72552,-1,10231,-1,959,-1,228,-1,731,-1,9272,-1,62321,-1
3,Uptown,54415,-1,11535,-1,1108,-1,288,-1,820,-1,10427,-1,42880,-1
4,Lincoln Square,38023,-1,7129,-1,576,-1,185,-1,391,-1,6553,-1,30894,-1
5,North Center,32766,-1,6102,-1,663,-1,64,-1,599,-1,5439,-1,26664,-1
6,Lake View,95272,-1,28556,-1,2064,-1,180,-1,1884,-1,26492,-1,66716,-1
7,Lincoln Park,63827,-1,18454,-1,1822,-1,253,-1,1569,-1,16632,-1,45373,-1
8,Near North Side,79778,-1,19622,-1,1348,-1,134,-1,1214,-1,18274,-1,60156,-1
9,Edison Park,11091,-1,712,-1,130,-1,97,-1,33,-1,582,-1,10379,-1
10,Norwood Park,36936,-1,2323,-1,433,-1,165,-1,268,-1,1890,-1,34613,-1
11,Jefferson Park,26468,-1,2422,-1,123,-1,1,-1,122,-1,2299,-1,24046,-1
12,Forest Glen,18314,-1,1506,-1,208,-1,47,-1,161,-1,1298,-1,16808,-1
13,North Park,18492,-1,2526,-1,173,-1,28,-1,145,-1,2353,-1,15966,-1
14,Albany Park,53106,-1,9669,-1,526,-1,87,-1,439,-1,9143,-1,43437,-1
15,Portage Park,62786,-1,6481,-1,589,-1,112,-1,477,-1,5892,-1,56305,-1
16,Irving Park,55598,-1,7661,-1,897,-1,244,-1,653,-1,6764,-1,47937,-1
17,Dunning,41635,-1,2566,-1,335,-1,61,-1,274,-1,2231,-1,39069,-1
18,Montclare,12263,-1,1400,-1,182,-1,53,-1,129,-1,1218,-1,10863,-1
19,Belmont Cragin,76613,-1,7184,-1,568,-1,185,-1,383,-1,6616,-1,69429,-1
20,Hermosa,24716,-1,3896,-1,338,-1,9,-1,329,-1,3558,-1,20820,-1
21,Avondale,40976,-1,5551,-1,555,-1,257,-1,298,-1,4996,-1,35425,-1
22,Logan Square,72495,-1,12798,-1,1161,-1,304,-1,857,-1,11637,-1,59697,-1
23,Humboldt Park,53385,-1,7318,-1,709,-1,58,-1,651,-1,6609,-1,46067,-1
24,West Town,82785,-1,17855,-1,1614,-1,319,-1,1295,-1,16241,-1,64930,-1
25,Austin,97047,-1,13654,-1,1015,-1,78,-1,937,-1,12639,-1,83393,-1
26,West Garfield Park,19042,-1,3761,-1,350,-1,87,-1,263,-1,3411,-1,15281,-1
27,East Garfield Park,20900,-1,3605,-1,208,-1,18,-1,190,-1,3397,-1,17295,-1
28,Near West Side,53288,-1,14322,-1,1504,-1,192,-1,1312,-1,12818,-1,38966,-1
29,North Lawndale,35581,-1,6312,-1,628,-1,130,-1,498,-1,5684,-1,29269,-1
30,South Lawndale,69312,-1,13555,-1,2571,-1,708,-1,1863,-1,10984,-1,55757,-1
31,Lower West Side,36104,-1,6691,-1,235,-1,1,-1,234,-1,6456,-1,29413,-1
32,Loop,26057,-1,9262,-1,880,-1,84,-1,796,-1,8382,-1,16795,-1
33,Near South Side,19920,-1,4763,-1,473,-1,269,-1,204,-1,4290,-1,15157,-1
34,Armour Square,13582,-1,2097,-1,121,-1,0,-1,121,-1,1976,-1,11485,-1
35,Douglas,18894,-1,5886,-1,567,-1,85,-1,482,-1,5319,-1,13008,-1
36,Oakland,6220,-1,906,-1,135,-1,0,-1,135,-1,771,-1,5314,-1
37,Fuller Park,2903,-1,285,-1,13,-1,0,-1,13,-1,272,-1,2618,-1
38,Grand Boulevard,22720,-1,4413,-1,211,-1,62,-1,149,-1,4202,-1,18307,-1
39,Kenwood,17994,-1,3976,-1,143,-1,17,-1,126,-1,3833,-1,14018,-1
40,Washington Park,10915,-1,3197,-1,268,-1,0,-1,268,-1,2929,-1,7718,-1
41,Hyde Park,26298,-1,7460,-1,640,-1,67,-1,573,-1,6820,-1,18838,-1
42,Woodlawn,24210,-1,4667,-1,558,-1,44,-1,514,-1,4109,-1,19543,-1
43,South Shore,46824,-1,10308,-1,684,-1,40,-1,644,-1,9624,-1,36516,-1
44,Chatham,32804,-1,4408,-1,319,-1,66,-1,253,-1,4089,-1,28396,-1
45,Avalon Park,9576,-1,1053,-1,105,-1,10,-1,95,-1,948,-1,8523,-1
46,South Chicago,29194,-1,4894,-1,293,-1,19,-1,274,-1,4601,-1,24300,-1
47,Burnside,3499,-1,480,-1,11,-1,0,-1,11,-1,469,-1,3019,-1
48,Calumet Heights,14274,-1,1377,-1,55,-1,0,-1,55,-1,1322,-1,12897,-1
49,Roseland,44857,-1,5943,-1,426,-1,69,-1,357,-1,5517,-1,38914,-1
50,Pullman,7121,-1,781,-1,42,-1,0,-1,42,-1,739,-1,6340,-1
51,South Deering,16331,-1,2774,-1,233,-1,0,-1,233,-1,2541,-1,13557,-1
52,East Side,23147,-1,2131,-1,203,-1,30,-1,173,-1,1928,-1,21016,-1
53,West Pullman,30407,-1,5074,-1,673,-1,62,-1,611,-1,4401,-1,25333,-1
54,Riverdale,6769,-1,1241,-1,101,-1,0,-1,101,-1,1140,-1,5528,-1
55,Hegewisch,10140,-1,1503,-1,62,-1,20,-1,42,-1,1441,-1,8637,-1
56,Garfield Ridge,33679,-1,2778,-1,448,-1,156,-1,292,-1,2330,-1,30901,-1
57,Archer Heights,13190,-1,1269,-1,134,-1,0,-1,134,-1,1135,-1,11921,-1
58,Brighton Park,43452,-1,5767,-1,565,-1,189,-1,376,-1,5202,-1,37685,-1
59,McKinley Park,16252,-1,1602,-1,178,-1,0,-1,178,-1,1424,-1,14650,-1
60,Bridgeport,32036,-1,4735,-1,265,-1,29,-1,236,-1,4470,-1,27301,-1
61,New City,41380,-1,5861,-1,414,-1,51,-1,363,-1,5447,-1,35519,-1
62,West Elsdon,18690,-1,2088,-1,266,-1,148,-1,118,-1,1822,-1,16602,-1
63,Gage Park,38696,-1,3792,-1,249,-1,31,-1,218,-1,3543,-1,34904,-1
64,Clearing,22400,-1,2120,-1,65,-1,0,-1,65,-1,2055,-1,20280,-1
65,West Lawn,32464,-1,2310,-1,537,-1,448,-1,89,-1,1773,-1,30154,-1
66,Chicago Lawn,53694,-1,5970,-1,505,-1,222,-1,283,-1,5465,-1,47724,-1
67,West Englewood,34710,-1,5539,-1,464,-1,155,-1,309,-1,5075,-1,29171,-1
68,Englewood,28344,-1,4689,-1,442,-1,18,-1,424,-1,4247,-1,23655,-1
69,Greater Grand Crossing,32393,-1,5488,-1,550,-1,124,-1,426,-1,4938,-1,26905,-1
70,Ashburn,42117,-1,2700,-1,242,-1,150,-1,92,-1,2458,-1,39417,-1
71,Auburn Gresham,49060,-1,6458,-1,592,-1,174,-1,418,-1,5866,-1,42602,-1
72,Beverly,20965,-1,1082,-1,64,-1,8,-1,56,-1,1018,-1,19883,-1
73,Washington Heights,25654,-1,1936,-1,484,-1,352,-1,132,-1,1452,-1,23718,-1
74,Mount Greenwood,18291,-1,1074,-1,333,-1,244,-1,89,-1,741,-1,17217,-1
75,Morgan Park,22379,-1,1600,-1,188,-1,57,-1,131,-1,1412,-1,20779,-1
76,O'Hare,13416,-1,1557,-1,72,-1,0,-1,72,-1,1485,-1,11859,-1
77,Edgewater,54455,-1,10480,-1,1086,-1,99,-1,987,-1,9394,-1,43975,-1
