area_id,area_name,b25027001,b25027001_moe,b25027002,b25027002_moe,b25027003,b25027003_moe,b25027004,b25027004_moe,b25027005,b25027005_moe,b25027006,b25027006_moe,b25027007,b25027007_moe,b25027008,b25027008_moe,b25027009,b25027009_moe,b25027010,b25027010_moe,b25027011,b25027011_moe,b25027012,b25027012_moe,b25027013,b25027013_moe,b25027014,b25027014_moe,b25027015,b25027015_moe,b25027016,b25027016_moe,b25027017,b25027017_moe
1,Rogers Park,6995,461,5901,436,1314,223,1737,280,1529,245,552,159,379,124,302,126,88,68,1094,214,112,81,169,88,146,81,79,58,192,96,149,70,247,113
2,West Ridge,12314,533,8193,513,1168,246,1987,294,2207,344,1134,233,773,187,700,168,224,115,4121,373,110,67,212,96,546,159,473,138,394,144,937,222,1449,244
3,Uptown,9490,491,7956,480,2195,306,2887,317,1504,253,565,159,400,137,303,93,102,84,1534,237,58,53,195,104,327,151,211,107,178,91,303,108,262,97
4,Lincoln Square,7020,447,5577,432,1517,247,1612,238,1143,223,583,149,254,100,376,109,92,56,1443,221,27,42,113,70,173,95,153,68,203,90,430,127,344,104
5,North Center,7758,369,6338,354,1535,213,2180,236,1460,213,425,128,286,94,309,108,143,67,1420,209,27,46,120,61,206,97,127,65,183,73,456,126,301,109
6,Lake View,19687,707,15973,688,5673,469,4814,444,2787,289,1095,218,696,152,692,179,216,105,3714,340,361,126,328,140,613,153,344,114,512,148,734,168,822,166
7,Lincoln Park,14662,578,11336,548,3148,331,3541,372,2217,269,956,178,750,155,612,145,112,66,3326,314,289,110,469,165,505,141,294,104,428,128,801,178,540,126
8,Near North Side,22765,857,15960,799,3920,450,3075,391,3315,429,1508,266,1528,250,2100,319,514,157,6805,542,540,177,221,101,705,181,619,187,1071,300,1802,281,1847,275
9,Edison Park,3676,182,2416,196,289,105,675,118,830,146,264,102,133,65,125,63,100,54,1260,166,32,32,60,55,152,76,115,68,99,54,288,99,514,109
10,Norwood Park,11624,364,7131,382,787,197,1995,252,1861,244,892,184,605,152,727,163,264,95,4493,352,45,51,191,119,468,148,473,140,551,137,1038,173,1727,229
11,Jefferson Park,6535,336,4227,320,681,177,1173,210,1154,204,409,138,372,136,258,94,180,92,2308,243,68,54,83,66,312,110,182,84,289,107,417,113,957,167
12,Forest Glen,5964,202,3907,232,262,101,1111,151,1267,164,503,133,324,99,292,96,148,76,2057,204,0,29,62,50,239,111,157,74,294,107,500,106,805,144
13,North Park,3405,243,2461,243,225,100,529,157,799,176,214,79,282,95,321,94,91,56,944,163,27,37,33,33,182,85,86,53,73,48,222,80,321,105
14,Albany Park,6138,382,4889,383,1086,201,1251,238,1098,197,684,177,408,131,231,88,131,69,1249,203,11,47,57,61,238,97,138,77,224,94,253,87,328,119
15,Portage Park,12675,479,8574,471,1115,195,2313,323,2664,320,897,197,802,173,586,150,197,92,4101,350,120,76,148,88,462,141,426,128,563,145,906,183,1476,208
16,Irving Park,9760,457,7597,452,1283,232,2243,276,1757,235,751,188,709,163,625,157,229,93,2163,262,65,58,150,83,181,86,253,90,243,89,555,142,716,153
17,Dunning,11475,366,7462,386,927,197,1829,236,1973,269,1111,186,635,162,643,159,344,93,4013,307,90,66,251,97,443,143,289,97,489,135,923,152,1528,182
18,Montclare,2630,230,1878,228,383,144,388,133,521,145,304,121,137,78,93,46,52,38,752,159,78,57,34,43,45,37,79,56,61,43,66,43,389,131
19,Belmont Cragin,10475,514,8289,484,1030,225,1876,284,2708,327,1073,195,588,145,818,178,196,105,2186,275,77,70,133,94,232,94,140,71,197,94,521,131,886,173
20,Hermosa,3110,282,2520,263,172,84,796,182,800,167,267,108,231,102,217,112,37,47,590,156,32,38,56,48,67,69,64,68,40,41,145,88,186,77
