area_id,area_name,b19313001,b19313001_moe
1,Rogers Park,1377911000,59891279
2,West Ridge,1698130200,171306750
3,Uptown,1968089500,86025315
4,Lincoln Square,1449236200,72245540
5,North Center,1908945700,111291880
6,Lake View,5797952500,193333932
7,Lincoln Park,4624386400,220038209
8,Near North Side,7139286600,354012733
9,Edison Park,456078600,28617554
10,Norwood Park,1230492200,55624749
11,Jefferson Park,742917300,44391887
12,Forest Glen,818889800,61259920
13,North Park,498007500,39004693
14,Albany Park,1149240000,55253155
15,Portage Park,1548235100,60221098
16,Irving Park,1539914000,64802342
17,Dunning,1106878800,43410409
18,Montclare,272998200,31729766
19,Belmont Cragin,1204217700,49805921
20,Hermosa,378241300,24646275
21,Avondale,832473400,39707562
22,Logan Square,2354387700,82854026
23,Humboldt Park,749022300,50352512
24,West Town,3632355600,113388801
25,Austin,1566412700,59533467
26,West Garfield Park,211859400,17660370
27,East Garfield Park,276284500,29258274
28,Near West Side,2419945900,121872340
29,North Lawndale,434124700,40686114
30,South Lawndale,733917300,37032647
31,Lower West Side,601471600,32427285
32,Loop,1727466600,197606198
33,Near South Side,1196007300,132350655
34,Armour Square,221393200,24262951
35,Douglas,454662000,30896947
36,Oakland,120516300,16139151
37,Fuller Park,30501800,5047355
38,Grand Boulevard,543398000,59914629
39,Kenwood,652858100,61089204
40,Washington Park,153647900,16823121
41,Hyde Park,1036592700,113154727
42,Woodlawn,456446900,35619404
43,South Shore,921889700,49396450
44,Chatham,627685700,36428050
45,Avalon Park,235177500,24373401
46,South Chicago,488374200,35622450
47,Burnside,43901400,10169808
48,Calumet Heights,415458200,36009236
49,Roseland,812823300,41669438
50,Pullman,149509900,12019820
51,South Deering,241496300,19273606
52,East Side,402244300,27684625
53,West Pullman,510311300,31976545
54,Riverdale,55928600,8912076
55,Hegewisch,230580100,29147299
56,Garfield Ridge,894418300,36356268
57,Archer Heights,216748100,16752989
58,Brighton Park,577844100,35036443
59,McKinley Park,278625400,19357014
60,Bridgeport,735953200,39097214
61,New City,537505300,30030447
62,West Elsdon,299014800,17945530
63,Gage Park,480652300,28112064
64,Clearing,570469900,33226114
65,West Lawn,557070200,30465302
66,Chicago Lawn,725174700,39378340
67,West Englewood,399431700,22604236
68,Englewood,342669300,39181570
69,Greater Grand Crossing,568212100,37930715
70,Ashburn,1004761000,45307364
71,Auburn Gresham,770729700,38660895
72,Beverly,838915200,43407314
73,Washington Heights,512942500,29207430
74,Mount Greenwood,635190000,32176701
75,Morgan Park,615764400,35120150
76,O'Hare,353508900,33032918
77,Edgewater,1847283100,80982585
