area_id,area_name,b05010001,b05010001_moe,b05010002,b05010002_moe,b05010003,b05010003_moe,b05010004,b05010004_moe,b05010005,b05010005_moe,b05010006,b05010006_moe,b05010007,b05010007_moe,b05010008,b05010008_moe,b05010009,b05010009_moe,b05010010,b05010010_moe,b05010011,b05010011_moe,b05010012,b05010012_moe,b05010013,b05010013_moe,b05010014,b05010014_moe,b05010015,b05010015_moe,b05010016,b05010016_moe,b05010017,b05010017_moe,b05010018,b05010018_moe,b05010019,b05010019_moe,b05010020,b05010020_moe,b05010021,b05010021_moe,b05010022,b05010022_moe,b05010023,b05010023_moe,b05010024,b05010024_moe,b05010025,b05010025_moe
17,Dunning,7311,551,1023,320,501,223,104,97,329,189,68,86,522,237,314,173,208,160,1458,330,1122,306,126,101,816,227,180,193,336,150,218,123,118,85,4830,525,3894,508,2082,373,1342,299,470,165,936,252,583,177,353,170
18,Montclare,2908,481,437,198,230,145,61,99,136,94,33,52,207,125,99,78,108,99,1130,372,667,317,0,23,607,313,60,55,463,217,327,175,136,128,1341,344,1068,304,341,148,408,195,319,205,273,171,198,162,75,59
19,Belmont Cragin,22186,1367,6226,1039,2390,606,319,205,1894,564,177,138,3836,843,2424,705,1412,503,8473,991,4146,692,412,222,3360,628,374,224,4327,785,1415,413,2912,663,7487,829,5152,704,1546,410,2558,486,1048,327,2335,469,1326,334,1009,339
20,Hermosa,6858,632,1968,478,737,285,38,56,604,279,95,91,1231,395,799,336,432,228,2931,582,1690,480,230,178,1233,436,227,169,1241,388,789,311,452,268,1959,369,1345,320,383,168,728,239,234,147,614,208,468,207,146,86
21,Avondale,9336,897,2237,580,1135,418,42,58,919,377,174,186,1102,388,602,284,500,268,3217,619,2081,506,279,194,1554,470,248,150,1136,350,763,300,373,200,3882,586,2734,477,1065,282,1041,316,628,230,1148,380,793,304,355,216
22,Logan Square,14043,980,4512,751,2017,592,566,287,1237,491,214,181,2495,480,1817,433,678,236,3458,534,1622,385,331,148,1202,351,89,99,1836,371,1214,267,622,274,6073,607,4715,516,3094,419,815,299,806,257,1358,316,1053,277,305,162
23,Humboldt Park,15030,1310,7227,1147,975,397,452,273,442,290,81,103,6252,1091,4841,991,1411,510,4400,739,1637,426,666,286,818,287,153,145,2763,609,2264,547,499,277,3403,549,1987,438,1016,303,449,166,522,283,1416,332,1296,326,120,92
24,West Town,12499,980,3305,668,998,399,321,286,598,281,79,106,2307,545,1595,439,712,339,2456,538,1053,361,246,174,559,243,248,219,1403,404,1202,382,201,152,6738,609,5361,551,3886,492,741,222,734,226,1377,305,1164,284,213,117
25,Austin,23956,1487,9646,1183,1102,456,934,433,168,154,0,61,8544,1128,8221,1098,323,238,7045,941,1297,453,817,386,480,239,0,61,5748,859,5715,859,33,65,7265,754,3253,494,2471,454,332,189,450,211,4012,602,3926,597,86,100
26,West Garfield Park,6185,719,3324,609,86,73,86,73,0,35,0,35,3238,604,3238,604,0,35,1770,419,237,193,237,193,0,35,0,35,1533,375,1533,375,0,35,1091,294,332,153,296,147,0,35,36,55,759,266,759,266,0,35
27,East Garfield Park,6652,773,3541,612,343,221,333,221,10,39,0,38,3198,579,3198,579,0,38,1646,523,80,71,80,71,0,38,0,38,1566,517,1566,517,0,38,1465,326,625,230,506,212,119,102,0,38,840,258,780,253,60,68
28,Near West Side,7390,732,2540,534,122,93,56,70,31,62,35,75,2418,529,2418,529,0,52,1101,295,171,96,105,86,57,64,9,51,930,284,930,284,0,52,3749,455,2853,409,1812,359,515,175,526,166,896,228,784,217,112,81
29,North Lawndale,11370,1051,6471,855,362,229,362,229,0,43,0,43,6109,820,5972,824,137,118,2654,564,642,285,496,255,85,117,61,77,2012,484,1995,485,17,46,2245,495,861,237,727,222,49,54,85,86,1384,427,1384,427,0,43
30,South Lawndale,18900,1249,8460,1050,4037,727,138,115,3361,637,538,337,4423,793,1764,495,2659,625,7188,891,4413,732,145,118,3517,628,751,369,2775,529,819,291,1956,437,3252,578,2343,498,153,110,1834,459,356,193,909,268,620,228,289,136
31,Lower West Side,8950,812,3450,625,1285,388,99,132,1071,345,115,129,2165,510,902,315,1263,403,3212,550,1789,458,34,48,1399,375,356,277,1423,373,559,218,864,304,2288,414,1509,341,305,124,912,290,292,165,779,223,336,129,443,191
32,Loop,1529,402,62,64,0,30,0,30,0,30,0,30,62,64,35,46,27,53,46,63,10,30,10,30,0,30,0,30,36,62,0,30,36,62,1421,402,1262,382,914,358,209,108,139,102,159,149,147,148,12,33
33,Near South Side,2496,372,369,260,121,191,121,191,0,24,0,24,248,174,244,173,4,17,181,155,8,24,0,24,0,24,8,24,173,155,135,144,38,63,1946,371,1602,333,831,291,430,203,341,219,344,185,296,156,48,59
34,Armour Square,2159,382,856,283,443,196,0,27,443,196,0,27,413,208,275,184,138,101,678,219,444,159,23,42,412,161,9,29,234,173,27,39,207,168,625,188,485,159,251,122,186,95,48,76,140,100,113,94,27,42
35,Douglas,2821,352,1191,285,32,54,29,55,3,34,0,35,1159,282,1121,276,38,68,638,196,63,60,22,50,35,49,6,35,575,194,575,194,0,35,992,224,531,178,379,154,152,100,0,35,461,143,454,142,7,35
36,Oakland,1724,236,734,234,78,82,0,19,78,82,0,19,656,220,647,220,9,21,490,215,126,135,126,135,0,19,0,19,364,175,364,175,0,19,500,167,299,141,242,130,0,19,57,68,201,94,183,91,18,32
37,Fuller Park,789,317,315,284,15,21,10,19,5,14,0,16,300,283,266,278,34,54,312,185,82,63,82,63,0,16,0,16,230,168,200,164,30,38,162,88,37,40,37,40,0,16,0,16,125,78,93,59,32,51
38,Grand Boulevard,5684,668,2282,522,36,59,36,59,0,43,0,43,2246,520,2235,520,11,45,1261,355,225,189,136,149,70,119,19,54,1036,289,1036,289,0,43,2141,405,1054,300,981,296,21,52,52,65,1087,281,1039,277,48,64
39,Kenwood,3448,498,1254,427,14,35,0,31,0,31,14,35,1240,427,1181,419,59,85,714,246,72,85,59,85,13,31,0,31,642,230,642,230,0,31,1480,270,1197,244,824,231,186,89,187,100,283,118,268,116,15,38
40,Washington Park,3420,469,1901,362,115,106,115,106,0,27,0,27,1786,350,1786,350,0,27,939,314,50,67,50,67,0,27,0,27,889,311,889,311,0,27,580,170,156,101,119,86,0,27,37,59,424,139,424,139,0,27
41,Hyde Park,3419,444,656,256,236,168,15,46,221,165,0,38,420,188,411,187,9,39,343,187,136,102,54,59,82,92,0,38,207,167,158,156,49,71,2420,328,1991,320,1113,249,288,135,590,236,429,141,372,134,57,55
42,Woodlawn,5525,711,2405,533,105,124,85,120,0,36,20,47,2300,521,2278,522,22,52,1728,419,187,135,187,135,0,36,0,36,1541,399,1541,399,0,36,1392,292,788,233,628,214,52,51,108,90,604,184,604,184,0,36
43,South Shore,10098,1064,3968,821,122,109,122,109,0,44,0,44,3846,816,3639,786,207,241,2138,491,272,142,175,112,97,97,0,44,1866,471,1739,458,127,164,3992,623,1511,413,1366,383,122,182,23,54,2481,494,2481,494,0,44
44,Chatham,7637,914,3201,783,168,132,151,125,0,37,17,43,3033,772,3033,772,0,37,1667,492,340,282,325,282,0,37,15,37,1327,406,1319,405,8,37,2769,529,1005,340,1005,340,0,37,0,37,1764,418,1764,418,0,37
45,Avalon Park,1706,320,558,231,101,113,101,113,0,19,0,19,457,196,457,196,0,19,339,209,104,101,66,87,32,53,6,19,235,168,235,168,0,19,809,202,390,138,318,129,30,47,42,49,419,166,407,163,12,32
46,South Chicago,7860,822,3821,652,796,348,298,269,311,185,187,157,3025,591,2628,566,397,185,1961,487,876,340,343,226,447,243,86,92,1085,357,1013,344,72,102,2078,465,1053,381,808,340,115,125,130,116,1025,257,956,247,69,78
47,Burnside,1037,412,766,423,0,11,0,11,0,11,0,11,766,423,766,423,0,11,103,79,0,11,0,11,0,11,0,11,103,79,103,79,0,11,168,137,41,70,41,70,0,11,0,11,127,103,103,90,24,38
48,Calumet Heights,2711,370,551,236,0,27,0,27,0,27,0,27,551,236,528,232,23,42,600,223,290,161,118,106,172,133,0,27,310,152,310,152,0,27,1560,328,828,267,722,263,97,82,9,29,732,223,724,222,8,28
49,Roseland,10316,915,3563,582,420,276,356,264,50,81,14,46,3143,518,3143,518,0,41,3542,735,798,416,798,416,0,41,0,41,2744,644,2686,638,58,71,3211,526,1833,443,1777,440,0,41,56,66,1378,332,1354,331,24,54
50,Pullman,1500,339,674,289,142,140,139,140,3,18,0,19,532,253,532,253,0,19,200,118,69,92,57,89,12,30,0,19,131,74,103,63,28,44,626,238,139,85,112,76,0,19,27,42,487,233,487,233,0,19
51,South Deering,4153,646,1950,546,433,258,217,201,216,166,0,25,1517,489,1344,478,173,108,1321,367,733,300,149,150,305,191,279,200,588,256,561,256,27,50,882,312,383,228,245,207,101,84,37,65,499,216,485,215,14,31
52,East Side,7249,833,2628,669,707,313,8,31,464,259,235,176,1921,634,1081,509,840,396,2339,549,1400,476,52,63,1003,440,345,216,939,330,672,303,267,146,2282,423,1841,383,691,265,572,230,578,247,441,182,315,146,126,108
53,West Pullman,7911,1000,3515,841,553,400,433,383,75,109,45,71,2962,776,2935,775,27,58,2266,614,723,436,631,428,64,79,28,58,1543,429,1532,429,11,42,2130,616,1000,511,980,510,0,39,20,48,1130,367,1130,367,0,39
54,Riverdale,2897,447,1826,461,154,154,154,154,0,16,0,16,1672,468,1672,468,0,16,848,316,0,16,0,16,0,16,0,16,848,316,848,316,0,16,223,141,36,58,36,58,0,16,0,16,187,133,187,133,0,16
55,Hegewisch,2696,549,755,309,229,244,17,37,195,241,17,31,526,329,488,325,38,56,894,485,545,381,397,367,148,121,0,19,349,289,349,289,0,19,1047,354,691,305,569,307,122,87,0,19,356,219,343,217,13,25
56,Garfield Ridge,7703,569,1183,501,295,179,64,89,223,158,8,43,888,482,720,453,168,169,1124,292,834,256,264,182,440,174,130,94,290,155,145,116,145,109,5396,543,4693,546,2831,447,768,237,1094,335,703,215,605,206,98,75
57,Archer Heights,3894,420,776,325,312,213,36,47,256,211,20,41,464,242,203,176,261,180,1474,363,900,300,101,101,677,260,122,124,574,215,228,132,346,167,1644,304,1234,274,373,207,689,207,172,93,410,148,151,87,259,108
58,Brighton Park,13915,966,4459,766,2420,555,97,118,2044,497,279,227,2039,588,862,380,1177,449,5613,796,3902,647,302,184,3266,601,334,213,1711,448,580,240,1131,370,3843,569,2713,489,576,241,1478,373,659,225,1130,346,722,301,408,167
59,McKinley Park,4493,529,969,311,405,186,0,25,369,179,36,53,564,260,279,163,285,202,1906,405,1363,371,518,291,528,216,317,152,543,208,351,170,192,123,1618,366,1248,323,468,226,513,209,267,145,370,162,245,133,125,84
60,Bridgeport,6753,676,1901,461,558,233,143,175,383,152,32,50,1343,406,815,324,528,262,1879,420,1090,318,125,99,870,291,95,89,789,280,485,183,304,217,2973,460,2227,373,1179,284,724,215,324,167,746,276,557,175,189,217
61,New City,12830,995,5457,810,1990,501,119,103,1669,467,202,188,3467,679,2648,614,819,296,4609,687,2778,539,624,283,1746,393,408,253,1831,398,1233,336,598,235,2764,394,1855,348,943,251,769,234,143,117,909,232,732,211,177,108
62,West Elsdon,5271,687,1413,461,826,391,8,26,680,385,138,121,587,246,431,235,156,99,2241,553,1459,412,54,63,987,336,418,242,782,337,390,225,392,258,1617,400,1000,303,159,94,468,192,373,226,617,286,318,239,299,201
63,Gage Park,12392,886,4117,738,2594,636,20,57,2031,535,543,369,1523,405,557,247,966,331,5446,730,3710,628,91,118,3006,576,613,273,1736,478,657,305,1079,385,2829,473,1864,374,508,211,1022,275,334,186,965,317,378,152,587,281
64,Clearing,5466,532,562,243,110,78,10,33,45,57,55,59,452,235,342,205,110,123,1049,389,479,235,99,120,310,195,70,64,570,306,228,157,342,264,3855,500,2654,487,1803,442,522,216,329,162,1201,414,945,368,256,177
65,West Lawn,10099,755,2072,517,1106,398,30,62,964,385,112,101,966,362,628,306,338,200,4399,810,3230,751,432,273,2195,608,603,514,1169,380,518,251,651,298,3628,551,2902,544,797,295,1333,356,772,372,726,233,429,165,297,162
66,Chicago Lawn,17381,1245,7485,1202,1972,573,398,228,1100,450,474,321,5513,1076,4614,1010,899,380,5573,807,2443,560,460,249,1916,493,67,98,3130,558,2016,423,1114,375,4323,657,2253,459,975,302,1034,314,244,133,2070,474,1784,446,286,163
67,West Englewood,9194,857,4987,749,646,277,611,272,35,74,0,48,4341,695,4264,691,77,81,2575,496,749,297,625,270,124,134,0,48,1826,408,1826,408,0,48,1632,410,436,241,436,241,0,48,0,48,1196,323,1150,319,46,70
68,Englewood,7938,809,5117,731,178,115,178,115,0,36,0,36,4939,725,4927,726,12,41,1493,351,214,136,214,136,0,36,0,36,1279,336,1279,336,0,36,1328,376,240,153,240,153,0,36,0,36,1088,346,1061,343,27,56
69,Greater Grand Crossing,8011,806,4054,706,140,135,140,135,0,38,0,38,3914,692,3914,692,0,38,1752,390,112,128,91,123,21,51,0,38,1640,384,1640,384,0,38,2205,425,622,224,564,219,58,92,0,38,1583,385,1572,385,11,42
70,Ashburn,11083,895,2150,576,995,351,97,121,677,283,221,162,1155,467,959,440,196,168,2089,542,1134,376,289,223,768,306,77,99,955,390,659,322,296,226,6844,813,4900,768,3449,725,795,244,656,226,1944,437,1743,414,201,140
71,Auburn Gresham,11890,1001,5716,854,170,136,111,110,51,91,8,46,5546,846,5535,846,11,48,2553,479,443,254,443,254,0,46,0,46,2110,424,2084,424,26,58,3621,564,1452,412,1263,376,58,78,131,155,2169,423,2161,423,8,46
72,Beverly,5569,373,207,159,0,29,0,29,0,29,0,29,207,159,207,159,0,29,534,241,249,190,249,190,0,29,0,29,285,162,285,162,0,29,4828,354,4171,358,3846,367,72,77,253,143,657,214,651,213,6,29
73,Washington Heights,4967,569,1454,435,373,224,336,216,0,33,37,68,1081,381,1081,381,0,33,1239,371,138,130,138,130,0,33,0,33,1101,349,1101,349,0,33,2274,458,762,207,666,177,18,43,78,108,1512,421,1512,421,0,33
74,Mount Greenwood,4590,425,93,87,74,84,74,84,0,25,0,25,19,30,19,30,0,25,179,149,18,28,18,28,0,25,0,25,161,147,161,147,0,25,4318,438,3911,411,3555,407,82,86,274,173,407,187,407,187,0,25
75,Morgan Park,5048,620,894,283,39,52,27,41,12,45,0,31,855,277,831,276,24,47,776,435,241,172,241,172,0,31,0,31,535,399,535,399,0,31,3378,460,2458,372,2312,365,19,34,127,98,920,312,920,312,0,31
76,O'Hare,2545,724,897,695,844,684,0,38,329,269,515,614,53,87,0,38,53,87,469,237,337,198,53,92,284,179,0,38,132,150,26,56,106,146,1179,319,960,254,334,151,580,241,46,71,219,181,66,85,153,168
77,Edgewater,6319,728,1408,445,420,195,11,49,344,167,65,111,988,393,522,307,466,255,1308,385,861,330,70,92,674,303,117,126,447,209,289,156,158,147,3603,546,2811,481,1592,364,864,307,355,164,792,312,538,254,254,188
