area_id,area_name,b08133001,b08133001_moe,b08133002,b08133002_moe,b08133003,b08133003_moe,b08133004,b08133004_moe,b08133005,b08133005_moe,b08133006,b08133006_moe,b08133007,b08133007_moe,b08133008,b08133008_moe,b08133009,b08133009_moe,b08133010,b08133010_moe,b08133011,b08133011_moe,b08133012,b08133012_moe,b08133013,b08133013_moe,b08133014,b08133014_moe,b08133015,b08133015_moe
1,Rogers Park,305225,29062,22635,12211,16315,9188,13370,6055,19735,7711,14435,4781,53885,11654,31655,8250,45850,10695,11880,4426,13295,4977,9080,5896,5135,2928,32055,9793,15890,6388
2,West Ridge,200210,29426,10690,6397,6560,5659,7045,4869,7275,4499,13345,7517,28310,9917,13345,5930,41070,13110,21195,13792,19340,9342,7540,4091,5755,4883,9490,5146,9250,6304
5,North Center,48480,6253,630,576,1005,946,1140,1226,6570,3447,6355,3599,11255,4334,7295,2826,6345,3045,750,591,3960,1662,590,602,590,738,380,385,1615,2117
6,Lake View,161000,15778,1960,1957,4920,2875,2925,2645,12755,5831,10705,4676,31315,9251,28650,9374,29780,9719,10030,5013,7950,3496,4345,6505,2190,1822,4645,3099,8830,8873
12,Forest Glen,94980,14084,1865,1770,2475,2506,4095,3832,10040,4958,11420,5324,20160,7183,11675,5037,7275,4771,2860,2007,11865,6229,4535,4530,1050,1172,1920,1187,3750,4252
13,North Park,159470,19099,9760,5323,8375,5209,8570,4887,14480,4900,8895,5040,16950,5517,17160,5679,30200,8978,8470,3839,8520,3810,3620,1968,3640,2561,9660,4050,11175,4875
14,Albany Park,369235,35094,23305,11701,14675,7289,18255,8881,39805,14932,18000,7071,64710,17291,30600,8442,46235,10277,9425,5625,19505,7467,18925,10655,13655,9412,36110,11710,16025,5770
15,Portage Park,292045,24439,12095,5904,13890,5484,6360,2867,34840,8653,24300,7527,64980,15791,26725,7700,21575,5908,7500,3384,20070,7154,8330,4256,7015,3435,25760,9576,18600,6579
16,Irving Park,185315,21739,9455,4975,8365,6158,4375,3651,23505,7774,13695,4704,32300,9092,12040,4626,24520,6196,5995,3323,9950,4432,5090,3210,5005,4623,17905,6730,13115,4877
17,Dunning,221035,21460,9325,5062,7240,3919,4300,2121,30130,8575,27185,10605,44595,13882,15580,7890,11310,3911,12015,6496,8135,5780,10980,5979,2300,1556,18610,6734,19330,7101
18,Montclare,98035,14611,5025,3613,10940,7519,3055,1942,8440,4163,9050,4027,15715,5505,7480,4658,12170,5754,1615,1447,2075,1958,5190,2764,1895,1587,9925,4167,5470,3374
19,Belmont Cragin,92500,16307,5410,2620,8385,4879,6300,5055,8560,2995,9435,4620,16335,6238,6525,3699,9330,5578,1200,1008,3620,2962,930,1020,2860,3207,7395,3421,6215,4259
20,Hermosa,78900,11680,9295,5231,9750,4779,2220,1335,7845,3963,5640,3259,11005,5349,3790,1848,7250,5005,785,831,3585,3010,2020,1889,1330,1447,7275,3240,7110,4693
21,Avondale,235570,22648,18950,8674,13295,5270,7970,4409,22015,7623,17030,5956,40555,11775,23020,6751,31920,8329,4880,2532,10890,5725,6155,3948,3745,1974,16385,6738,18760,7800
22,Logan Square,51110,7435,2980,2024,2185,1904,1215,773,6660,3413,3600,1824,5290,2474,4085,2192,11565,5296,2405,1571,3860,1921,1600,1140,775,721,1315,1168,3580,2029
24,West Town,83755,20709,2740,1970,3145,2798,2080,1784,6700,3706,4950,2714,9030,3509,7615,2751,25840,15001,9210,5093,2990,2316,2510,1583,880,778,3680,4012,2385,1248
31,Lower West Side,148020,18567,8335,5158,13080,5470,8340,4045,16570,6213,8140,5340,18355,6115,5555,2278,18250,6679,2015,1041,9635,4452,7220,5130,5095,5536,13675,5215,13765,6659
33,Near South Side,276050,30087,5740,4713,8610,12084,4510,3237,21555,6832,24485,7037,45310,14653,34345,7623,53415,15760,22790,6640,13885,5591,6295,4902,3380,2488,16440,9519,15290,7760
43,South Shore,173635,23347,10055,6287,8490,4635,19825,14154,16550,7863,22640,10506,13400,6118,9900,5676,13170,5805,6385,3162,13585,10896,6635,5213,4890,3658,14925,6651,13190,7224
53,West Pullman,58350,17652,2080,1717,720,703,1570,1121,7955,7039,8990,9608,5100,2881,895,736,5075,3233,2700,3127,1830,1474,7340,10148,3945,3702,3275,1897,6875,3502
58,Brighton Park,68495,11969,3780,2563,6705,4343,2840,2997,11205,4610,1275,1407,14900,5349,750,652,6085,3941,1675,1822,7240,4254,960,1107,2055,1593,3230,2272,5795,3255
59,McKinley Park,59530,10800,1025,1298,3645,2263,2115,1873,4090,2727,2940,2094,11250,7906,4740,2990,4555,2896,2680,1688,8770,4867,1730,1691,700,1122,8985,5505,2305,1737
60,Bridgeport,124515,16275,7400,4133,6595,6166,5315,3221,5525,1979,8625,4171,12345,6253,9990,3671,18205,6394,4535,2513,12185,4616,8850,3525,2385,1801,13520,4739,9040,3675
61,New City,58135,9577,1760,1480,3305,4110,3070,3977,8270,3962,4615,2806,9910,4690,6810,3338,4540,3092,1200,1232,3000,1905,1425,1142,1750,2047,3800,2602,4685,3206
64,Clearing,112460,12446,3335,2317,9330,5502,3610,2279,12715,5553,9715,5633,12890,5093,6415,2994,16410,5342,3935,2018,2995,1882,2340,1602,4465,3015,17005,6682,7300,3032
