area_id,area_name,b12005001,b12005001_moe,b12005002,b12005002_moe,b12005003,b12005003_moe,b12005004,b12005004_moe,b12005005,b12005005_moe,b12005006,b12005006_moe,b12005007,b12005007_moe,b12005008,b12005008_moe,b12005009,b12005009_moe,b12005010,b12005010_moe,b12005011,b12005011_moe,b12005012,b12005012_moe,b12005013,b12005013_moe,b12005014,b12005014_moe,b12005015,b12005015_moe,b12005016,b12005016_moe
59,McKinley Park,12559,667,4714,476,3347,405,1367,334,5695,496,2014,316,3681,429,354,126,174,88,180,81,697,156,396,106,301,108,1099,229,762,183,337,117
60,Bridgeport,27035,1050,11500,786,8385,664,3115,521,11136,735,5052,502,6084,572,552,172,255,106,297,126,1543,241,962,182,581,163,2304,295,1549,239,755,189
61,New City,30694,1374,15239,1103,11700,1000,3539,523,10986,755,4537,477,6449,599,1079,222,561,147,518,165,1478,224,1145,197,333,115,1912,305,1291,250,621,181
62,West Elsdon,14394,700,5695,515,3944,443,1751,403,6615,572,2052,318,4563,510,352,126,128,74,224,105,788,181,400,104,388,154,944,204,651,164,293,120
63,Gage Park,28799,1300,12743,938,7552,654,5191,728,13111,811,2451,430,10660,731,654,180,237,101,417,151,1059,211,427,135,632,169,1232,243,669,176,563,176
64,Clearing,18037,730,6476,611,5473,550,1003,344,8153,612,5325,578,2828,418,308,138,189,107,119,85,1226,199,834,166,392,128,1874,344,1470,317,404,150
65,West Lawn,24398,944,9727,758,6739,649,2988,572,11284,704,3912,458,7372,619,336,142,178,105,158,98,1667,286,1189,236,478,169,1384,255,757,188,627,170
66,Chicago Lawn,39655,1530,21150,1151,17849,1056,3301,551,12950,929,6087,698,6863,689,1051,232,701,169,350,160,1872,279,1523,245,349,145,2632,354,2184,323,448,155
67,West Englewood,27308,1166,15824,1033,15530,1021,294,194,5229,545,4976,511,253,169,1242,234,1235,234,7,48,2157,249,2141,248,16,50,2856,334,2752,327,104,70
68,Englewood,21754,1116,13662,949,13579,950,83,73,3334,465,3229,452,105,94,780,193,780,193,0,36,1875,256,1875,256,0,36,2103,305,2103,305,0,36
69,Greater Grand Crossing,25644,1109,14168,924,14097,922,71,70,4222,511,4052,505,170,106,1229,257,1203,255,26,40,2277,279,2243,278,34,41,3748,380,3738,380,10,37
70,Ashburn,33237,1219,13849,1125,12726,1097,1123,374,14171,872,9921,777,4250,530,680,215,615,204,65,88,1887,293,1626,274,261,114,2650,397,2295,363,355,153
71,Auburn Gresham,38983,1398,20857,1140,20763,1139,94,79,7907,765,7666,758,241,139,2421,370,2384,369,37,51,3485,358,3463,357,22,49,4313,453,4281,452,32,54
72,Beverly,16313,631,5095,476,5029,472,66,41,8572,493,8168,498,404,129,220,87,220,87,0,29,1054,182,862,158,192,95,1372,239,1322,237,50,41
73,Washington Heights,21527,919,9527,717,9506,719,21,34,5595,573,5463,559,132,94,820,205,811,206,9,34,2442,302,2417,303,25,44,3143,428,3142,428,1,31
74,Mount Greenwood,14555,615,4540,490,4424,477,116,79,7663,497,7284,475,379,158,161,84,161,84,0,25,962,180,962,180,0,25,1229,232,1206,231,23,34
75,Morgan Park,18275,825,7173,674,7085,669,88,64,6460,489,6164,482,296,118,561,187,556,187,5,31,1676,231,1574,220,102,90,2405,368,2331,360,74,79
76,O'Hare,11312,657,3171,465,1884,384,1287,349,5960,738,1987,418,3973,697,462,233,152,102,310,206,540,173,289,123,251,128,1179,291,737,242,442,207
77,Edgewater,49820,1408,26444,1306,20226,1059,6218,962,15418,1087,7934,766,7484,792,940,255,502,173,438,197,2333,321,1360,240,973,224,4685,498,3417,422,1268,290
