area_id,area_name,b992707001,b992707001_moe,b992707002,b992707002_moe,b992707003,b992707003_moe
1,Rogers Park,56493,-1,2807,-1,53686,-1
2,West Ridge,72744,-1,4724,-1,68020,-1
3,Uptown,53670,-1,2500,-1,51170,-1
4,Lincoln Square,38116,-1,1992,-1,36124,-1
5,North Center,33402,-1,1577,-1,31825,-1
6,Lake View,96425,-1,4021,-1,92404,-1
7,Lincoln Park,64028,-1,3819,-1,60209,-1
8,Near North Side,80315,-1,6505,-1,73810,-1
9,Edison Park,11135,-1,1053,-1,10082,-1
10,Norwood Park,36933,-1,2830,-1,34103,-1
11,Jefferson Park,26760,-1,1730,-1,25030,-1
12,Forest Glen,18542,-1,1608,-1,16934,-1
13,North Park,18562,-1,1267,-1,17295,-1
14,Albany Park,53540,-1,2143,-1,51397,-1
15,Portage Park,63461,-1,3638,-1,59823,-1
16,Irving Park,56160,-1,2931,-1,53229,-1
17,Dunning,41997,-1,2957,-1,39040,-1
18,Montclare,12279,-1,737,-1,11542,-1
19,Belmont Cragin,77642,-1,4489,-1,73153,-1
20,Hermosa,25068,-1,1519,-1,23549,-1
21,Avondale,41526,-1,1216,-1,40310,-1
22,Logan Square,73495,-1,2635,-1,70860,-1
23,Humboldt Park,54341,-1,3668,-1,50673,-1
24,West Town,83695,-1,4065,-1,79630,-1
25,Austin,97389,-1,6873,-1,90516,-1
26,West Garfield Park,19358,-1,1135,-1,18223,-1
27,East Garfield Park,21012,-1,1092,-1,19920,-1
28,Near West Side,53295,-1,3666,-1,49629,-1
29,North Lawndale,35623,-1,2084,-1,33539,-1
30,South Lawndale,62390,-1,3140,-1,59250,-1
31,Lower West Side,36577,-1,940,-1,35637,-1
32,Loop,25786,-1,2022,-1,23764,-1
33,Near South Side,20076,-1,1009,-1,19067,-1
34,Armour Square,13710,-1,952,-1,12758,-1
35,Douglas,18357,-1,1518,-1,16839,-1
36,Oakland,6260,-1,451,-1,5809,-1
37,Fuller Park,2924,-1,256,-1,2668,-1
38,Grand Boulevard,22964,-1,1394,-1,21570,-1
39,Kenwood,17937,-1,1462,-1,16475,-1
40,Washington Park,11141,-1,832,-1,10309,-1
41,Hyde Park,26427,-1,2440,-1,23987,-1
42,Woodlawn,24291,-1,2639,-1,21652,-1
43,South Shore,46965,-1,3644,-1,43321,-1
44,Chatham,33244,-1,2774,-1,30470,-1
45,Avalon Park,9617,-1,991,-1,8626,-1
46,South Chicago,29402,-1,1839,-1,27563,-1
47,Burnside,3508,-1,238,-1,3270,-1
48,Calumet Heights,14382,-1,1481,-1,12901,-1
49,Roseland,45004,-1,4201,-1,40803,-1
50,Pullman,7262,-1,594,-1,6668,-1
51,South Deering,16438,-1,1188,-1,15250,-1
52,East Side,23517,-1,1763,-1,21754,-1
53,West Pullman,30810,-1,2689,-1,28121,-1
54,Riverdale,6820,-1,376,-1,6444,-1
55,Hegewisch,10155,-1,1091,-1,9064,-1
56,Garfield Ridge,33848,-1,2462,-1,31386,-1
57,Archer Heights,13434,-1,878,-1,12556,-1
58,Brighton Park,44098,-1,2514,-1,41584,-1
59,McKinley Park,16434,-1,1134,-1,15300,-1
60,Bridgeport,32423,-1,1490,-1,30933,-1
61,New City,42050,-1,2794,-1,39256,-1
62,West Elsdon,18980,-1,1185,-1,17795,-1
63,Gage Park,39492,-1,1559,-1,37933,-1
64,Clearing,22716,-1,1344,-1,21372,-1
65,West Lawn,32950,-1,2039,-1,30911,-1
66,Chicago Lawn,54793,-1,2665,-1,52128,-1
67,West Englewood,35288,-1,2553,-1,32735,-1
68,Englewood,28732,-1,2306,-1,26426,-1
69,Greater Grand Crossing,32491,-1,3231,-1,29260,-1
70,Ashburn,42430,-1,2699,-1,39731,-1
71,Auburn Gresham,49600,-1,4113,-1,45487,-1
72,Beverly,21226,-1,1578,-1,19648,-1
73,Washington Heights,25828,-1,2981,-1,22847,-1
74,Mount Greenwood,18467,-1,1314,-1,17153,-1
75,Morgan Park,22372,-1,1687,-1,20685,-1
76,O'Hare,13676,-1,835,-1,12841,-1
77,Edgewater,54610,-1,3335,-1,51275,-1
