area_id,area_name,b25125001,b25125001_moe,b25125002,b25125002_moe,b25125003,b25125003_moe,b25125004,b25125004_moe,b25125005,b25125005_moe,b25125006,b25125006_moe,b25125007,b25125007_moe,b25125008,b25125008_moe,b25125009,b25125009_moe,b25125010,b25125010_moe,b25125011,b25125011_moe,b25125012,b25125012_moe,b25125013,b25125013_moe,b25125014,b25125014_moe,b25125015,b25125015_moe,b25125016,b25125016_moe,b25125017,b25125017_moe,b25125018,b25125018_moe,b25125019,b25125019_moe,b25125020,b25125020_moe,b25125021,b25125021_moe,b25125022,b25125022_moe,b25125023,b25125023_moe,b25125024,b25125024_moe,b25125025,b25125025_moe,b25125026,b25125026_moe,b25125027,b25125027_moe,b25125028,b25125028_moe,b25125029,b25125029_moe,b25125030,b25125030_moe,b25125031,b25125031_moe,b25125032,b25125032_moe,b25125033,b25125033_moe,b25125034,b25125034_moe,b25125035,b25125035_moe,b25125036,b25125036_moe,b25125037,b25125037_moe,b25125038,b25125038_moe,b25125039,b25125039_moe,b25125040,b25125040_moe,b25125041,b25125041_moe,b25125042,b25125042_moe,b25125043,b25125043_moe,b25125044,b25125044_moe,b25125045,b25125045_moe
11,Jefferson Park,9943,274,6535,336,749,185,444,145,161,92,103,61,33,59,8,30,0,29,3974,303,2975,271,628,165,195,98,173,111,0,29,3,31,1812,199,1149,169,386,132,190,92,87,73,0,29,0,29,3408,328,1081,258,108,65,729,218,200,115,7,28,37,63,0,29,1764,281,210,96,1306,246,225,85,0,29,23,36,0,29,563,139,41,41,222,75,187,92,32,57,81,47,0,29
12,Forest Glen,6793,159,5964,202,262,101,262,101,0,29,0,29,0,29,0,29,0,29,3957,210,3833,205,104,74,0,29,0,29,20,41,0,29,1745,151,1637,145,65,49,35,35,0,29,8,30,0,29,829,185,354,129,22,35,220,100,112,85,0,29,0,29,0,29,389,133,89,64,154,91,118,76,12,30,16,37,0,29,86,60,18,32,14,33,20,41,34,48,0,29,0,29
13,North Park,6436,188,3405,243,252,100,154,90,65,46,33,58,0,27,0,27,0,27,2198,217,1534,189,345,110,99,54,154,64,37,33,29,52,955,138,579,107,173,89,28,38,91,50,84,51,0,27,3031,263,877,180,29,38,385,126,319,132,100,67,21,31,23,44,1272,213,96,63,771,179,263,116,100,83,42,34,0,27,882,144,0,27,69,56,94,44,69,79,650,122,0,27
14,Albany Park,16804,326,6138,382,1097,200,293,109,169,99,403,122,220,101,12,46,0,45,4098,334,2079,238,1292,230,521,133,172,88,0,45,34,68,943,170,589,133,292,105,62,55,0,45,0,45,0,45,10666,433,4005,419,140,77,1714,312,1622,283,483,165,46,56,0,45,5572,446,133,70,2620,350,1924,322,820,211,75,74,0,45,1089,197,14,45,345,140,76,65,233,119,421,123,0,45
15,Portage Park,22505,401,12675,479,1235,203,820,172,234,106,87,68,81,67,13,49,0,47,8275,462,6087,393,1761,291,307,111,79,74,34,69,7,48,3165,295,2184,242,716,180,150,89,102,68,0,47,13,49,9830,524,2948,398,163,91,2054,356,458,165,73,78,200,117,0,47,5682,495,574,175,3538,419,1229,233,195,107,115,88,31,66,1200,250,77,62,654,187,328,129,84,85,57,68,0,47
16,Irving Park,20177,401,9760,457,1348,234,379,116,297,141,529,148,120,84,23,55,0,47,6287,413,3737,304,1580,262,655,159,296,133,19,50,0,47,2125,258,1020,183,944,191,106,68,55,57,0,47,0,47,10417,507,4473,420,270,106,2200,337,1575,296,371,140,57,69,0,47,5194,456,407,159,2733,352,1593,276,290,95,171,108,0,47,750,177,10,48,296,117,200,99,197,96,47,55,0,47
17,Dunning,15141,266,11475,366,1017,205,707,183,101,85,116,70,63,54,30,56,0,40,7020,380,6045,346,461,149,201,94,129,76,184,89,0,40,3438,234,2755,215,190,82,18,40,303,79,172,75,0,40,3666,344,1115,224,370,137,407,142,280,109,29,59,21,41,8,41,2107,305,742,200,859,217,414,154,12,42,32,51,48,86,444,133,44,46,149,76,160,97,24,43,67,61,0,40
18,Montclare,4425,173,2630,230,461,150,252,89,54,54,102,87,15,28,11,23,27,48,1569,205,1210,180,217,102,100,83,0,23,42,40,0,23,600,143,453,121,122,64,13,26,0,23,12,26,0,23,1795,219,450,139,107,63,224,117,110,83,9,22,0,23,0,23,949,199,188,89,482,165,203,95,11,23,65,38,0,23,396,105,22,28,57,57,44,41,23,30,250,79,0,23
19,Belmont Cragin,21570,412,10475,514,1107,229,761,185,228,119,55,79,23,56,26,62,14,55,6947,462,4729,383,1939,301,211,107,0,52,31,58,37,65,2421,278,1679,228,710,170,16,53,8,53,8,53,0,52,11095,541,3822,433,470,158,2642,380,629,186,30,60,5,52,46,72,6320,515,775,207,4143,446,1236,252,72,70,65,64,29,70,953,202,212,110,475,153,123,84,0,52,140,71,3,52
20,Hermosa,7070,219,3110,282,204,89,144,77,46,46,14,30,0,29,0,29,0,29,2321,244,1345,207,954,193,0,29,10,32,0,29,12,33,585,161,235,90,312,125,0,29,0,29,0,29,38,66,3960,302,1292,213,161,92,890,188,199,84,42,55,0,29,0,29,2277,292,248,124,1780,265,168,94,81,73,0,29,0,29,391,125,13,27,244,97,105,74,29,42,0,29,0,29
21,Avondale,13801,329,5774,391,1005,208,382,140,396,144,147,62,53,49,27,42,0,38,3652,339,1398,214,1901,283,252,115,20,42,81,74,0,38,1117,187,422,110,661,150,34,51,0,38,0,38,0,38,8027,430,3435,378,232,113,2083,314,957,235,120,70,43,53,0,38,3879,398,388,157,2610,341,657,178,113,93,72,81,39,72,713,180,91,77,408,128,117,89,76,71,21,42,0,38
22,Logan Square,29492,477,11139,516,2948,297,848,166,785,178,822,151,348,106,145,85,0,57,6618,429,2836,279,2721,320,575,132,308,101,174,96,4,57,1573,237,517,123,946,198,73,88,37,67,0,57,0,57,18353,602,9725,509,373,125,5376,420,2631,310,833,182,512,178,0,57,7497,516,589,157,4319,420,1560,266,420,129,582,172,27,64,1131,201,89,82,416,126,173,88,117,88,336,121,0,57
23,Humboldt Park,16778,419,5910,422,636,166,266,109,262,106,108,90,0,51,0,51,0,51,3672,367,1804,263,1806,283,62,66,0,51,0,51,0,51,1602,217,886,164,716,173,0,51,0,51,0,51,0,51,10868,499,3581,387,298,131,2462,329,692,189,94,75,25,57,10,53,6157,482,444,148,4309,430,899,218,209,89,296,103,0,51,1130,214,78,69,541,159,120,89,83,85,308,107,0,51
24,West Town,37287,534,14909,572,4659,377,616,145,2014,253,1453,232,245,91,330,110,1,64,8553,469,3459,319,2980,308,1275,212,413,105,400,142,26,62,1697,243,497,132,1009,199,154,88,15,63,22,73,0,62,22378,612,12434,554,560,160,6882,453,4167,390,402,122,418,132,5,62,8103,514,679,157,4547,397,2140,304,206,97,505,142,26,67,1841,252,126,92,664,162,244,97,53,72,737,186,17,68
25,Austin,32428,573,12818,537,917,211,555,159,324,149,0,61,9,61,29,67,0,61,8096,468,5077,349,2708,319,112,91,136,103,48,71,15,65,3805,324,2136,262,1542,234,0,61,49,67,65,81,13,62,19610,673,5610,502,415,141,3002,388,1577,286,467,160,149,104,0,61,11284,644,921,205,6877,533,2007,315,1045,228,363,141,71,101,2716,323,259,111,1391,247,412,140,146,93,508,128,0,61
26,West Garfield Park,5714,265,1486,192,112,73,37,46,75,63,0,35,0,35,0,35,0,35,745,145,232,82,513,124,0,35,0,35,0,35,0,35,629,124,263,84,352,96,14,35,0,35,0,35,0,35,4228,294,1260,202,90,57,785,169,176,85,48,61,161,83,0,35,2403,245,191,84,1667,224,259,93,132,75,140,74,14,39,565,130,0,35,251,92,110,59,105,65,99,61,0,35
27,East Garfield Park,6896,277,1857,223,269,93,109,66,115,59,16,40,29,57,0,38,0,38,1102,185,559,129,527,134,6,36,0,38,9,39,1,37,486,102,203,68,267,83,16,37,0,38,0,38,0,38,5039,306,1350,224,159,88,681,170,285,102,159,89,66,53,0,38,2975,285,311,109,1673,234,532,140,193,81,266,79,0,38,714,131,33,40,221,81,127,67,67,50,266,85,0,38
28,Near West Side,25665,497,10251,474,3892,335,359,131,347,106,192,80,699,166,2295,273,0,52,5647,418,1638,226,614,129,306,100,627,154,2421,301,41,76,712,157,335,102,174,93,29,58,22,52,152,87,0,52,15414,552,7773,498,470,136,1413,210,1387,217,554,160,3949,383,0,52,5693,438,855,182,1313,218,1074,202,448,122,1988,309,15,56,1948,208,138,69,229,89,166,77,200,89,1208,179,7,52
29,North Lawndale,10852,381,2612,263,175,73,129,70,29,48,15,47,0,43,2,41,0,43,1526,223,833,166,648,151,8,43,0,43,0,43,37,60,911,152,344,89,559,130,8,43,0,43,0,43,0,43,8240,399,2318,291,162,81,1341,231,641,154,149,80,20,48,5,42,4743,388,287,114,3093,326,987,199,223,99,144,82,9,44,1179,186,83,61,661,149,151,68,76,66,208,76,0,43
30,South Lawndale,16454,435,5915,415,578,161,255,102,307,127,16,53,0,48,0,48,0,48,3941,379,1821,262,2080,293,34,52,0,48,6,48,0,48,1396,214,691,151,673,151,32,58,0,48,0,48,0,48,10539,500,4004,377,216,110,3237,355,493,151,45,58,13,51,0,48,5775,459,396,130,4404,425,831,202,97,74,47,57,0,48,760,155,39,55,397,132,101,71,13,49,210,79,0,48
31,Lower West Side,12255,332,3286,312,338,100,83,50,169,84,14,41,72,52,0,42,0,42,2060,266,837,174,1097,201,108,76,18,44,0,42,0,42,888,171,331,114,460,120,97,70,0,42,0,42,0,42,8969,386,3951,343,173,79,2596,295,1139,211,34,55,9,42,0,42,4139,363,334,142,2528,307,1171,212,53,50,53,58,0,42,879,195,24,45,350,117,210,106,14,45,281,122,0,42
32,Loop,14557,598,6257,474,1472,277,47,55,0,30,5,29,32,39,1388,269,0,30,3808,448,150,76,65,101,16,38,232,101,3345,440,0,30,977,209,91,64,0,30,32,55,40,41,814,190,0,30,8300,652,5391,580,14,36,164,88,17,38,333,139,4818,576,45,77,2448,473,11,29,34,45,29,42,50,86,2156,445,168,209,461,125,16,37,6,29,77,28,29,40,333,119,0,30
33,Near South Side,11517,470,5711,452,1715,308,286,138,29,37,67,44,300,141,1033,263,0,24,3655,406,1086,265,24,28,132,100,264,103,2149,362,0,24,341,145,83,49,0,24,0,24,0,24,258,139,0,24,5806,473,2544,480,87,78,94,121,13,26,116,87,2234,454,0,24,2148,346,125,81,45,77,137,180,209,121,1632,291,0,24,1114,291,5,23,0,24,31,30,96,58,973,291,9,25
34,Armour Square,5359,184,1884,236,192,87,63,66,54,49,48,40,0,27,27,40,0,27,1080,205,502,135,191,77,198,113,28,41,152,89,9,27,612,169,303,129,104,52,58,53,17,35,130,84,0,27,3475,227,715,172,128,86,322,111,140,85,80,65,45,50,0,27,1485,212,172,71,819,185,275,92,25,32,194,85,0,27,1275,171,36,30,133,65,121,71,34,36,951,155,0,27
35,Douglas,9023,275,1875,186,177,78,44,49,18,44,27,37,13,37,75,62,0,35,1187,178,658,135,67,48,60,48,119,69,283,99,0,35,511,119,273,93,71,55,5,34,29,38,133,69,0,35,7148,281,2364,253,19,37,170,83,189,80,183,72,1773,225,30,59,3258,282,149,76,238,85,217,77,426,118,2228,247,0,35,1526,167,27,39,53,50,151,68,237,81,1058,160,0,35
36,Oakland,2743,141,612,125,91,53,47,41,18,32,26,24,0,19,0,19,0,19,457,114,265,97,54,56,123,54,10,22,5,17,0,19,64,44,52,39,12,27,0,19,0,19,0,19,0,19,2131,173,559,141,0,19,93,70,235,106,5,17,226,96,0,19,1113,163,12,24,142,70,416,114,0,19,543,141,0,19,459,110,8,20,60,54,75,55,40,34,276,76,0,19
37,Fuller Park,1146,113,378,83,33,29,33,29,0,16,0,16,0,16,0,16,0,16,201,70,92,41,84,48,0,16,0,16,0,16,25,39,144,55,101,46,43,28,0,16,0,16,0,16,0,16,768,111,95,59,0,16,83,56,12,25,0,16,0,16,0,16,394,101,59,35,213,84,8,16,33,53,81,48,0,16,279,71,18,18,29,24,12,14,0,16,220,64,0,16
38,Grand Boulevard,9878,323,2767,261,420,117,64,62,174,83,182,75,0,43,0,43,0,43,1868,230,877,174,579,151,320,100,52,51,14,48,26,43,479,111,246,78,199,89,34,44,0,43,0,43,0,43,7111,330,1707,236,153,85,568,146,704,161,65,67,217,108,0,43,3454,289,217,96,1473,237,945,170,153,79,666,135,0,43,1950,178,50,50,279,93,384,113,135,60,1102,138,0,43
39,Kenwood,9116,306,2855,256,276,110,61,57,57,54,52,43,21,31,85,76,0,31,1717,214,772,139,199,87,279,93,90,52,369,136,8,32,862,146,252,68,58,44,81,53,70,52,401,115,0,31,6261,340,2243,285,55,53,229,102,427,135,164,76,1368,236,0,31,2931,318,143,62,355,124,741,204,370,118,1322,242,0,31,1087,168,68,49,58,53,133,63,118,81,710,134,0,31
40,Washington Park,4142,214,833,147,161,72,0,27,42,36,119,65,0,27,0,27,0,27,506,120,195,82,158,64,109,56,44,48,0,27,0,27,166,66,88,46,70,49,8,28,0,27,0,27,0,27,3309,216,849,162,52,44,190,73,362,109,60,51,174,81,11,34,1812,219,150,73,602,150,620,136,192,70,248,106,0,27,648,145,22,30,150,74,191,78,53,46,232,91,0,27
41,Hyde Park,12539,327,4669,300,561,131,64,52,58,58,207,84,139,67,93,58,0,38,2646,250,997,146,82,67,672,146,276,107,619,165,0,38,1462,195,397,87,61,44,326,107,66,52,612,150,0,38,7870,371,3878,310,48,44,349,111,882,166,886,168,1713,219,0,38,3158,339,101,64,318,125,874,187,753,182,1112,220,0,38,834,153,25,45,11,38,164,77,236,92,398,116,0,38
42,Woodlawn,10302,343,2527,270,266,99,61,52,59,57,125,71,15,42,6,41,0,36,1565,243,576,141,486,138,274,96,133,102,82,75,14,41,696,143,166,74,362,111,99,73,9,39,60,59,0,36,7775,366,2191,278,165,83,1047,207,440,132,106,83,433,139,0,36,4217,330,274,104,1881,232,1039,203,291,99,732,157,0,36,1367,182,74,61,379,119,179,79,185,69,550,117,0,36
43,South Shore,21700,578,5185,387,459,155,201,104,47,75,136,90,45,63,18,50,12,47,2937,324,1896,263,607,168,203,100,73,77,146,97,12,46,1789,247,928,152,574,161,90,75,130,86,61,51,6,44,16515,598,4057,439,199,128,905,222,1621,304,433,137,899,243,0,44,9852,608,502,160,3066,415,3399,416,1437,271,1448,261,0,44,2606,271,78,68,717,178,520,137,373,124,918,175,0,44
44,Chatham,14098,418,5195,340,240,114,202,107,0,37,38,54,0,37,0,37,0,37,2683,295,2332,277,274,123,46,60,12,36,0,37,19,46,2272,236,1854,208,317,116,90,68,11,39,0,37,0,37,8903,460,2222,313,187,99,1016,262,853,220,124,93,42,64,0,37,5137,438,740,190,2275,364,1657,251,330,126,124,64,11,40,1544,262,204,120,628,195,546,145,17,40,149,80,0,37
45,Avalon Park,3871,220,2612,216,94,67,81,64,13,26,0,19,0,19,0,19,0,19,1442,189,1396,189,46,40,0,19,0,19,0,19,0,19,1076,124,951,118,125,56,0,19,0,19,0,19,0,19,1259,207,320,136,138,102,176,87,6,19,0,19,0,19,0,19,801,159,284,111,254,115,171,87,83,58,9,14,0,19,138,73,70,55,46,48,6,19,5,18,11,21,0,19
46,South Chicago,10770,408,4472,354,291,138,132,85,150,113,0,37,0,37,9,38,0,37,2534,303,2003,267,486,139,16,41,13,41,16,43,0,37,1647,215,1024,162,543,151,61,45,5,37,14,37,0,37,6298,413,1782,300,306,148,1107,243,210,93,59,61,100,92,0,37,3424,350,432,124,2033,301,748,181,84,70,104,59,23,50,1092,209,186,96,394,141,153,82,0,37,359,110,0,37
47,Burnside,1056,98,580,80,23,37,23,37,0,11,0,11,0,11,0,11,0,11,394,69,345,68,29,35,20,31,0,11,0,11,0,11,163,47,149,52,14,24,0,11,0,11,0,11,0,11,476,118,67,52,31,31,36,43,0,11,0,11,0,11,0,11,235,107,154,86,64,66,6,12,0,11,0,11,11,20,174,58,0,11,16,19,0,11,8,12,150,55,0,11
48,Calumet Heights,5586,174,4377,212,119,75,103,71,0,27,0,27,0,27,0,27,16,35,2254,233,2169,230,53,40,0,27,8,29,0,27,24,45,2004,172,1873,162,131,70,0,27,0,27,0,27,0,27,1209,204,261,118,73,82,126,82,62,51,0,27,0,27,0,27,761,184,335,139,388,122,33,34,0,27,5,26,0,27,187,85,47,38,120,75,20,30,0,27,0,27,0,27
49,Roseland,15524,379,8896,368,488,149,425,145,45,54,0,41,0,41,0,41,18,47,4300,346,3844,332,422,138,0,41,10,43,0,41,24,55,4108,260,3628,240,459,128,21,45,0,41,0,41,0,41,6628,428,1131,253,459,170,357,148,263,136,8,42,44,55,0,41,4483,394,2019,246,1455,262,782,204,59,62,168,92,0,41,1014,199,341,109,256,104,281,111,24,55,112,89,0,41
50,Pullman,2984,134,1377,124,67,41,67,41,0,19,0,19,0,19,0,19,0,19,795,135,757,133,25,28,13,25,0,19,0,19,0,19,515,99,476,99,39,27,0,19,0,19,0,19,0,19,1607,162,387,135,142,79,184,98,10,22,0,19,51,39,0,19,906,155,440,114,348,109,0,19,21,33,97,59,0,19,314,74,259,70,29,24,21,26,0,19,5,17,0,19
51,South Deering,5332,164,3128,228,111,69,111,69,0,25,0,25,0,25,0,25,0,25,1932,241,1818,243,114,64,0,25,0,25,0,25,0,25,1085,153,1029,150,40,35,0,25,0,25,16,29,0,25,2204,245,464,148,273,116,191,105,0,25,0,25,0,25,0,25,1455,233,822,184,432,158,130,58,8,26,55,55,8,26,285,92,104,64,76,51,40,36,0,25,65,49,0,25
52,East Side,6900,215,4705,276,475,145,404,139,71,64,0,29,0,29,0,29,0,29,2932,275,2593,245,339,121,0,29,0,29,0,29,0,29,1298,171,1080,147,200,91,18,34,0,29,0,29,0,29,2195,247,824,194,225,114,537,163,41,51,0,29,21,44,0,29,1194,210,322,129,820,179,52,53,0,29,0,29,0,29,177,78,19,33,149,78,9,31,0,29,0,29,0,29
53,West Pullman,9375,323,5866,306,272,127,272,127,0,39,0,39,0,39,0,39,0,39,3230,320,2936,309,281,111,13,40,0,39,0,39,0,39,2364,226,2163,218,188,79,0,39,0,39,0,39,13,42,3509,343,947,220,480,169,346,138,53,61,19,48,49,69,0,39,2119,288,1067,219,797,199,137,99,29,44,89,65,0,39,443,141,230,110,148,86,14,40,0,39,51,46,0,39
54,Riverdale,2322,166,299,85,15,23,8,20,0,16,7,19,0,16,0,16,0,16,142,83,142,83,0,16,0,16,0,16,0,16,0,16,142,61,142,61,0,16,0,16,0,16,0,16,0,16,2023,176,617,129,387,120,48,53,147,66,17,29,18,30,0,16,1208,166,787,157,120,87,282,103,0,16,19,33,0,16,198,104,59,57,60,47,34,51,0,16,45,72,0,16
55,Hegewisch,3694,195,2733,224,224,118,224,118,0,19,0,19,0,19,0,19,0,19,1627,221,1290,190,221,126,20,36,15,27,0,19,81,67,882,161,782,153,44,43,25,32,0,19,0,19,31,36,961,226,332,182,63,68,248,172,12,24,0,19,0,19,9,18,537,190,153,112,272,147,8,20,0,19,11,23,93,83,92,48,22,29,21,35,0,19,0,19,49,28,0,19
56,Garfield Ridge,11952,202,9966,285,1001,207,870,194,70,70,41,57,0,42,0,42,20,52,6169,332,5866,325,199,97,96,63,0,42,0,42,8,42,2796,227,2670,211,53,48,66,70,0,42,7,41,0,42,1986,268,700,197,225,117,286,124,174,109,8,42,7,42,0,42,1050,216,373,148,410,137,195,91,8,42,64,83,0,42,236,88,57,56,58,59,45,49,50,54,26,47,0,42
57,Archer Heights,3740,135,2407,203,275,110,258,108,17,27,0,27,0,27,0,27,0,27,1524,163,1105,152,405,111,3,27,0,27,0,27,11,32,608,118,436,93,131,67,34,32,0,27,7,25,0,27,1333,193,500,139,78,55,350,116,42,42,30,54,0,27,0,27,738,155,150,72,509,138,53,51,0,27,0,27,26,47,95,61,0,27,61,49,34,43,0,27,0,27,0,27
58,Brighton Park,11572,326,5307,380,334,119,158,82,176,93,0,43,0,43,0,43,0,43,3963,335,2246,242,1717,253,0,43,0,43,0,43,0,43,1010,160,502,107,470,125,31,51,0,43,7,42,0,43,6265,397,2565,328,261,117,2130,300,150,99,0,43,0,43,24,57,3303,353,432,136,2621,326,139,84,35,57,64,83,12,45,397,128,59,54,272,112,45,58,0,43,21,46,0,43
59,McKinley Park,5185,166,2917,223,255,90,165,77,61,50,29,34,0,25,0,25,0,25,2044,213,1142,170,817,160,85,55,0,25,0,25,0,25,618,108,424,91,194,68,0,25,0,25,0,25,0,25,2268,227,939,187,101,71,644,165,174,75,10,27,6,24,4,23,1239,203,122,78,900,176,201,98,0,25,16,33,0,25,90,49,18,28,68,44,4,23,0,25,0,25,0,25
60,Bridgeport,12140,316,5732,330,563,143,218,90,191,86,82,75,0,37,72,54,0,37,4072,300,2555,253,1299,196,117,77,15,41,81,67,5,37,1097,160,688,123,377,102,32,51,0,37,0,37,0,37,6408,374,2394,283,208,95,1508,237,593,157,61,59,8,37,16,40,3250,320,369,107,2183,278,525,145,106,74,59,60,8,37,764,163,105,69,427,127,125,73,28,42,79,61,0,37
61,New City,11621,370,5071,337,564,141,242,93,286,111,15,47,0,47,21,48,0,47,3377,307,1795,213,1537,239,0,47,0,47,38,51,7,48,1130,162,611,123,481,109,33,59,0,47,5,46,0,47,6550,395,2316,294,164,85,1872,267,240,108,8,48,23,52,9,48,3736,353,467,135,2715,307,416,135,52,62,52,56,34,55,498,117,98,69,213,87,64,70,50,54,73,60,0,47
62,West Elsdon,5027,151,3690,206,462,125,395,114,9,28,58,60,0,27,0,27,0,27,2559,203,2244,186,219,94,45,38,40,49,0,27,11,30,669,122,550,107,119,60,0,27,0,27,0,27,0,27,1337,207,541,161,144,94,261,109,136,85,0,27,0,27,0,27,718,167,219,100,299,116,175,95,0,27,25,46,0,27,78,46,34,32,36,34,8,28,0,27,0,27,0,27
63,Gage Park,9405,238,5302,315,594,158,420,135,174,88,0,41,0,41,0,41,0,41,3867,316,2956,282,879,189,0,41,0,41,0,41,32,63,841,158,628,131,213,92,0,41,0,41,0,41,0,41,4103,316,1488,234,213,85,1122,222,122,82,0,41,0,41,31,62,2276,286,414,135,1415,254,425,138,10,42,12,43,0,41,339,96,14,39,150,79,86,57,0,41,89,50,0,41
64,Clearing,8389,219,6346,275,1024,206,870,198,42,56,102,53,0,31,10,33,0,31,3649,259,3123,238,223,100,295,106,0,31,5,31,3,30,1673,180,1412,147,115,70,132,90,10,33,0,31,4,30,2043,251,807,209,201,116,269,136,337,135,0,31,0,31,0,31,995,210,148,78,427,156,420,138,0,31,0,31,0,31,241,110,7,32,77,69,157,90,0,31,0,31,0,31
