area_id,area_name,b25094001,b25094001_moe,b25094002,b25094002_moe,b25094003,b25094003_moe,b25094004,b25094004_moe,b25094005,b25094005_moe,b25094006,b25094006_moe,b25094007,b25094007_moe,b25094008,b25094008_moe,b25094009,b25094009_moe,b25094010,b25094010_moe,b25094011,b25094011_moe,b25094012,b25094012_moe,b25094013,b25094013_moe,b25094014,b25094014_moe
1,Rogers Park,6995,461,9,49,21,48,31,50,56,56,77,58,416,143,199,90,207,98,186,105,240,124,1220,231,1825,268,2508,318
2,West Ridge,12314,533,32,57,18,57,131,93,470,138,586,164,712,182,564,148,634,169,444,156,525,174,2146,305,1834,304,4218,435
3,Uptown,9490,491,13,49,25,61,51,57,55,60,140,91,201,89,193,87,348,143,173,86,346,130,1652,265,1832,267,4461,398
4,Lincoln Square,7020,447,0,40,16,46,44,46,58,50,302,119,186,83,221,98,309,101,285,99,102,62,868,202,1139,235,3490,338
5,North Center,7758,369,0,43,34,46,15,43,25,43,92,47,73,56,127,64,270,93,251,108,217,90,861,185,796,157,4997,342
6,Lake View,19687,707,22,73,10,67,84,75,147,81,177,99,287,109,398,141,300,114,475,149,492,142,2597,335,3000,365,11698,584
7,Lincoln Park,14662,578,23,55,12,53,0,51,76,86,94,68,144,86,217,99,227,89,324,128,265,110,1387,232,2066,297,9827,509
8,Near North Side,22765,857,0,54,13,58,45,69,69,69,135,83,218,118,321,135,495,179,416,154,504,166,2330,361,3756,469,14463,760
9,Edison Park,3676,182,0,25,11,27,26,31,93,51,126,60,314,114,188,80,144,62,196,85,65,42,437,116,757,176,1319,174
10,Norwood Park,11624,364,0,39,28,45,195,84,405,119,692,141,944,176,1071,224,630,155,356,120,369,128,1344,234,1640,260,3950,348
11,Jefferson Park,6535,336,0,29,17,33,109,74,148,70,411,128,525,142,498,138,450,134,140,69,167,93,781,194,839,185,2450,293
12,Forest Glen,5964,202,0,29,5,28,8,30,84,52,84,51,285,89,352,103,208,76,400,109,292,118,683,138,468,143,3095,231
13,North Park,3405,243,0,27,0,27,14,28,53,42,118,55,155,79,219,97,124,57,168,72,101,53,510,143,509,138,1434,198
14,Albany Park,6138,382,0,45,22,48,61,62,119,73,161,74,257,116,181,76,253,94,233,112,126,65,834,177,1143,199,2748,314
15,Portage Park,12675,479,0,47,18,47,259,115,371,105,745,166,848,178,927,180,517,130,439,151,241,98,1049,201,2350,307,4911,413
16,Irving Park,9760,457,8,47,30,47,105,60,108,58,269,91,364,112,342,111,433,139,359,119,127,67,1549,260,1654,261,4412,401
17,Dunning,11475,366,4,39,20,43,226,80,331,87,573,118,1107,179,1022,192,570,150,291,99,286,98,1715,255,2059,270,3271,309
18,Montclare,2630,230,0,23,0,23,0,23,57,40,221,108,126,57,166,88,128,69,49,38,49,51,297,115,432,127,1105,187
19,Belmont Cragin,10475,514,0,52,7,51,154,106,200,86,453,131,399,121,472,124,400,123,272,105,242,106,1238,213,2629,326,4009,407
20,Hermosa,3110,282,0,29,0,29,55,51,76,44,187,99,73,47,96,83,50,42,34,33,88,65,322,99,698,166,1431,221
21,Avondale,5774,391,0,38,0,38,46,49,109,66,195,88,259,102,304,110,197,79,98,63,112,69,623,152,995,206,2836,330
22,Logan Square,11139,516,20,64,12,57,91,72,119,77,95,76,251,91,366,123,310,106,454,144,224,109,1058,198,1902,265,6237,394
23,Humboldt Park,5910,422,0,51,25,51,109,64,144,76,161,82,287,118,293,118,237,101,135,82,127,77,1236,236,1505,244,1651,261
24,West Town,14909,572,0,62,48,71,116,76,162,97,198,91,351,128,281,123,305,105,299,104,288,122,1158,217,1834,238,9869,503
