area_id,area_name,b25094001,b25094001_moe,b25094002,b25094002_moe,b25094003,b25094003_moe,b25094004,b25094004_moe,b25094005,b25094005_moe,b25094006,b25094006_moe,b25094007,b25094007_moe,b25094008,b25094008_moe,b25094009,b25094009_moe,b25094010,b25094010_moe,b25094011,b25094011_moe,b25094012,b25094012_moe,b25094013,b25094013_moe,b25094014,b25094014_moe
25,Austin,12818,537,0,61,24,61,145,88,388,129,501,156,605,166,675,180,408,137,487,138,488,146,2689,324,2541,307,3867,374
26,West Garfield Park,1486,192,0,35,0,35,6,35,47,50,125,61,58,50,115,69,137,64,112,62,62,44,287,94,232,85,305,103
27,East Garfield Park,1857,223,0,38,43,51,30,45,92,61,68,49,73,52,63,44,103,64,27,38,87,64,459,132,309,90,503,134
28,Near West Side,10251,474,0,52,14,53,10,51,56,62,88,62,114,90,170,94,207,88,111,63,141,70,991,185,2017,274,6332,434
29,North Lawndale,2612,263,0,43,34,48,87,65,116,68,61,56,149,69,142,68,155,74,39,41,77,51,560,130,626,150,566,138
30,South Lawndale,5915,415,0,48,7,48,228,91,385,135,484,144,472,133,232,94,247,92,95,66,205,97,1211,230,1395,250,954,200
31,Lower West Side,3286,312,0,42,21,45,110,72,83,53,267,102,200,95,216,94,118,71,107,54,69,52,437,128,466,121,1192,212
32,Loop,6257,474,0,30,0,30,20,41,0,30,0,30,80,84,155,87,46,47,137,88,174,105,843,229,1210,280,3592,393
33,Near South Side,5711,452,0,24,0,24,0,24,0,24,9,26,71,83,71,67,30,33,195,150,43,44,340,132,936,247,4016,464
34,Armour Square,1884,236,0,27,33,39,23,28,150,71,268,125,128,60,109,68,46,38,79,52,17,31,387,153,384,132,260,100
35,Douglas,1875,186,0,35,4,34,28,40,40,44,0,35,5,34,57,46,29,39,70,55,83,73,330,114,449,111,780,133
36,Oakland,612,125,0,19,5,17,12,25,19,30,26,41,0,19,0,19,0,19,20,30,0,19,137,65,56,40,337,94
37,Fuller Park,378,83,0,16,0,16,9,18,74,42,13,19,7,8,4,13,20,22,22,25,13,17,152,62,25,22,39,29
38,Grand Boulevard,2767,261,0,43,20,45,10,44,66,55,87,62,35,45,137,83,14,41,58,57,49,53,447,125,583,130,1261,195
39,Kenwood,2855,256,28,40,26,38,43,49,29,36,0,31,77,52,33,39,68,53,36,41,92,64,557,163,577,168,1289,168
40,Washington Park,833,147,6,23,0,27,26,43,8,27,8,28,38,34,35,32,14,28,27,30,29,38,210,89,171,61,261,98
41,Hyde Park,4669,300,36,60,71,63,52,47,20,41,108,70,118,75,87,49,242,93,179,70,204,75,889,178,892,166,1771,235
42,Woodlawn,2527,270,0,36,14,40,4,35,9,37,164,72,123,65,48,42,99,69,96,76,68,69,552,156,581,128,769,175
43,South Shore,5185,387,0,44,24,48,157,87,170,89,113,63,287,91,293,115,291,114,164,82,201,98,1186,231,1151,236,1148,221
44,Chatham,5195,340,0,37,37,65,161,80,348,109,432,124,360,113,316,115,183,81,280,114,240,96,855,192,961,193,1022,224
45,Avalon Park,2612,216,0,19,0,19,82,48,130,59,241,102,147,79,83,64,106,67,76,68,125,70,427,127,638,164,557,137
46,South Chicago,4472,354,5,36,32,43,176,70,383,126,251,115,242,108,230,101,210,101,175,73,202,103,1390,243,873,200,303,99
47,Burnside,580,80,0,11,0,11,16,19,46,37,11,18,56,55,42,38,27,27,35,36,13,15,129,63,160,100,45,55
48,Calumet Heights,4377,212,10,29,13,27,141,91,212,77,294,104,313,121,265,110,176,86,152,76,159,92,935,196,1015,205,692,183
49,Roseland,8896,368,3,40,55,57,339,110,593,138,587,134,435,102,623,167,461,139,311,101,332,100,2755,299,1504,235,898,185
50,Pullman,1377,124,0,19,9,15,51,32,192,72,119,64,77,46,36,26,20,24,33,27,76,66,386,93,305,86,73,41
51,South Deering,3128,228,16,24,12,24,178,70,341,103,336,119,147,75,130,74,161,87,170,80,274,124,1054,175,259,101,50,48
52,East Side,4705,276,0,29,65,46,343,89,295,85,431,122,365,111,135,59,155,75,156,93,176,91,1353,222,812,180,419,133
53,West Pullman,5866,306,0,39,46,45,270,106,292,90,381,116,336,115,262,104,190,81,231,104,240,92,2040,255,1237,224,341,101
54,Riverdale,299,85,7,19,0,16,40,37,99,65,13,24,15,24,44,46,0,16,0,16,17,31,35,37,29,47,0,16
55,Hegewisch,2733,224,0,19,74,83,178,68,399,145,204,85,118,73,78,54,90,63,94,57,107,65,734,172,432,181,225,104
56,Garfield Ridge,9966,285,0,42,54,45,308,97,814,158,843,162,829,157,453,126,315,97,261,110,140,74,1701,265,1861,244,2387,311
57,Archer Heights,2407,203,0,27,13,24,103,58,86,50,91,48,183,64,136,56,43,31,16,22,42,36,461,120,608,146,625,137
58,Brighton Park,5307,380,0,43,40,49,103,55,233,80,473,122,371,105,214,87,246,94,111,67,58,50,1128,213,1430,232,900,198
59,McKinley Park,2917,223,0,25,8,26,86,52,182,69,153,62,237,88,241,93,62,56,63,44,82,50,610,142,428,115,765,166
60,Bridgeport,5732,330,0,37,6,37,81,60,266,87,345,94,420,107,189,66,373,119,202,88,138,60,1033,188,794,164,1885,243
61,New City,5071,337,11,46,36,51,96,55,364,106,384,118,284,97,360,123,228,87,146,70,136,76,1137,197,962,180,927,176
62,West Elsdon,3690,206,10,30,22,33,68,41,196,75,312,82,204,72,238,94,135,68,109,68,80,49,504,141,965,179,847,184
63,Gage Park,5302,315,0,41,14,38,77,46,202,76,245,85,327,122,197,89,136,73,114,60,185,84,1456,231,1147,206,1202,237
64,Clearing,6346,275,0,31,8,32,199,70,462,114,564,153,531,172,160,68,156,70,87,48,139,60,1103,216,1547,224,1390,250
65,West Lawn,7068,295,0,34,17,34,201,98,420,116,349,120,500,128,233,109,150,79,251,123,102,62,1528,278,1915,258,1402,270
66,Chicago Lawn,6869,405,0,49,33,54,52,56,312,107,415,120,278,103,202,91,270,113,173,72,230,109,1865,266,1988,297,1051,222
67,West Englewood,4884,312,6,48,66,55,189,83,299,92,330,95,325,103,193,76,264,93,418,118,305,103,1478,199,741,166,270,92
68,Englewood,2904,271,0,36,68,50,245,99,205,84,264,96,211,83,146,78,165,73,187,82,213,88,612,153,396,127,192,78
69,Greater Grand Crossing,4458,302,21,49,54,47,164,79,194,74,284,92,380,120,227,81,238,81,103,57,291,104,1262,205,838,160,402,128
70,Ashburn,11000,330,0,41,36,46,208,87,575,148,720,164,443,123,228,84,180,95,182,78,201,94,2736,329,3618,367,1873,298
71,Auburn Gresham,8009,393,0,46,77,57,250,95,532,128,512,148,506,125,412,117,279,100,384,130,543,167,1952,257,1571,254,991,193
72,Beverly,6296,195,0,29,14,30,49,40,233,84,328,93,195,65,263,76,194,77,261,94,85,48,831,150,1188,171,2655,231
73,Washington Heights,6254,319,6,33,68,46,195,79,472,127,480,131,382,103,270,101,315,132,306,117,340,114,1724,254,1210,221,486,135
74,Mount Greenwood,5973,203,0,25,0,25,110,60,325,107,414,121,344,95,309,101,135,66,136,70,99,48,1006,182,1723,228,1372,215
75,Morgan Park,6051,293,5,28,8,32,94,49,397,105,472,136,319,111,353,122,310,103,209,81,148,61,1410,263,1391,241,935,187
76,O'Hare,2827,306,0,38,0,38,53,54,110,78,248,133,192,79,135,110,36,47,166,113,186,112,808,251,396,167,497,156
77,Edgewater,11363,570,52,64,61,65,76,65,196,116,151,95,268,106,516,158,277,109,360,135,342,131,2373,318,2801,350,3890,384
