area_id,area_name,b25063001,b25063001_moe,b25063002,b25063002_moe,b25063003,b25063003_moe,b25063004,b25063004_moe,b25063005,b25063005_moe,b25063006,b25063006_moe,b25063007,b25063007_moe,b25063008,b25063008_moe,b25063009,b25063009_moe,b25063010,b25063010_moe,b25063011,b25063011_moe,b25063012,b25063012_moe,b25063013,b25063013_moe,b25063014,b25063014_moe,b25063015,b25063015_moe,b25063016,b25063016_moe,b25063017,b25063017_moe,b25063018,b25063018_moe,b25063019,b25063019_moe,b25063020,b25063020_moe,b25063021,b25063021_moe,b25063022,b25063022_moe,b25063023,b25063023_moe,b25063024,b25063024_moe
11,Jefferson Park,3408,328,3335,330,0,29,8,30,25,48,0,29,29,44,0,29,19,34,27,36,0,29,48,42,105,79,95,61,57,52,239,111,255,99,374,126,494,180,1170,264,217,96,115,73,58,55,73,49
12,Forest Glen,829,185,751,183,0,29,0,29,0,29,0,29,0,29,0,29,0,29,0,29,6,29,0,29,16,36,0,29,41,44,91,85,34,44,204,97,46,72,228,106,21,35,37,50,27,36,78,57
13,North Park,3031,263,2957,266,15,33,0,27,50,58,64,49,30,37,74,76,149,72,198,98,32,43,106,82,111,94,79,72,105,68,70,72,176,88,439,137,284,127,588,154,239,85,58,62,90,79,74,52
14,Albany Park,10666,433,10585,435,0,45,22,55,93,77,33,55,101,88,130,106,38,72,27,55,193,107,231,122,206,105,552,192,602,186,856,228,710,205,1333,262,1996,328,2059,325,897,224,442,138,64,54,81,58
15,Portage Park,9830,524,9525,521,0,47,0,47,0,47,0,47,37,76,116,108,13,51,36,54,101,89,115,90,180,99,390,147,435,148,769,215,689,199,1356,261,1251,265,2502,360,1046,244,441,164,48,64,305,125
16,Irving Park,10417,507,10042,502,11,47,13,49,0,47,33,51,0,47,13,51,52,79,0,47,79,80,145,89,194,91,277,121,485,162,688,187,616,163,1650,297,1416,291,2533,357,1152,212,448,142,237,119,375,126
17,Dunning,3666,344,3426,335,0,40,0,40,0,40,0,40,28,57,43,79,37,69,36,67,30,61,4,39,40,61,107,75,130,82,198,96,293,118,474,163,565,178,646,183,413,157,245,116,137,67,240,107
18,Montclare,1795,219,1746,219,0,23,0,23,20,28,16,32,0,23,23,30,0,23,8,20,0,23,84,69,11,23,61,59,77,64,147,88,208,80,315,123,191,110,346,150,84,53,139,74,16,31,49,41
19,Belmont Cragin,11095,541,10687,538,0,52,11,54,0,52,49,75,25,64,41,66,37,60,74,88,41,62,221,111,302,124,474,168,665,186,759,200,992,221,1557,273,1435,272,2629,377,833,218,381,157,161,104,408,159
20,Hermosa,3960,302,3922,302,0,29,0,29,39,54,24,47,0,29,18,40,0,29,0,29,36,43,90,74,112,80,77,64,210,94,257,130,190,97,846,202,524,152,967,216,274,114,201,100,57,67,38,37
21,Avondale,8027,430,7842,428,8,39,0,38,0,38,30,48,18,48,11,41,0,38,39,63,103,93,110,69,211,110,545,198,348,133,513,160,442,160,1219,247,1374,255,1866,291,676,190,194,84,135,106,185,80
22,Logan Square,18353,602,18042,599,0,57,112,86,226,107,167,96,101,75,83,69,76,75,192,109,206,107,475,162,405,147,577,170,666,175,970,216,899,209,2034,290,2120,294,3873,402,2437,300,1901,257,522,131,311,115
23,Humboldt Park,10868,499,10570,498,34,59,9,50,104,75,273,109,137,97,100,81,58,65,188,95,156,80,347,143,366,150,420,152,399,142,458,154,327,120,1502,282,1523,277,2631,327,1045,243,441,154,52,66,298,125
24,West Town,22378,612,21930,617,68,77,84,92,310,124,401,160,358,155,158,93,71,76,210,120,177,98,193,104,187,109,522,159,604,190,532,146,622,161,1978,276,2496,326,4484,395,3160,334,3228,341,2087,294,448,138
25,Austin,19610,673,19241,670,84,95,62,92,200,108,288,129,253,127,298,124,283,133,394,148,395,141,663,194,542,177,688,182,954,217,1441,275,856,219,2889,383,2404,372,3970,434,1653,281,759,195,165,102,369,134
26,West Garfield Park,4228,294,4097,291,22,40,35,46,133,73,55,53,65,59,73,59,58,53,101,66,106,70,247,95,103,60,159,72,108,67,146,63,95,57,405,125,358,114,1009,187,520,139,290,106,9,35,131,72
27,East Garfield Park,5039,306,4937,305,81,64,23,40,192,83,216,83,128,69,111,75,94,51,112,60,168,98,89,60,107,70,145,85,179,82,173,80,132,76,635,167,501,133,975,197,471,137,314,100,91,66,102,67
28,Near West Side,15414,552,15108,552,53,58,30,55,490,156,470,126,420,132,562,153,220,98,300,111,323,111,387,109,263,105,248,93,213,91,246,110,201,96,562,148,648,155,2284,296,2025,291,3628,373,1535,257,306,118
29,North Lawndale,8240,399,8059,400,25,57,80,67,160,72,209,98,108,67,167,87,112,78,99,69,219,104,251,110,195,91,320,111,259,100,462,142,332,105,1023,201,951,186,1532,225,853,180,602,164,100,72,181,89
30,South Lawndale,10539,500,10194,498,18,55,25,50,64,71,74,67,56,67,116,85,105,72,197,101,302,114,621,171,634,178,993,205,898,207,1428,258,1039,231,1482,263,813,196,1032,222,141,77,156,87,0,48,345,119
31,Lower West Side,8969,386,8693,391,0,42,0,42,50,72,137,85,37,50,131,90,193,95,171,92,176,90,435,145,577,159,677,180,632,164,824,201,779,177,1424,250,656,164,1214,209,276,100,262,119,42,45,276,109
32,Loop,8300,652,7823,641,31,44,20,41,11,31,58,98,45,77,273,140,18,39,170,199,18,38,78,114,0,30,12,33,0,30,0,30,0,30,85,56,152,107,839,278,970,264,2976,509,2067,369,477,263
33,Near South Side,5806,473,5593,451,68,45,0,24,136,114,307,190,72,82,39,40,56,43,75,74,42,53,92,80,19,27,85,57,109,66,157,134,247,228,440,133,125,67,264,137,539,244,1450,398,1271,341,213,155
34,Armour Square,3475,227,3236,231,161,71,63,46,333,113,247,109,172,82,93,61,155,75,113,69,40,37,74,58,138,83,117,65,109,77,211,100,92,52,245,97,216,113,343,117,158,84,68,52,88,71,239,121
35,Douglas,7148,281,7111,281,106,66,126,62,271,105,396,109,243,92,199,91,193,86,157,68,93,56,81,58,138,72,102,65,197,83,216,96,394,117,924,182,865,184,1280,199,793,185,298,104,39,52,37,41
36,Oakland,2131,173,2094,173,66,50,43,58,95,56,132,59,144,84,153,72,84,66,31,35,22,30,53,48,33,39,43,47,102,60,157,85,28,26,223,95,234,111,244,97,125,69,70,50,12,24,37,27
37,Fuller Park,768,111,724,112,9,17,41,43,33,30,47,30,76,45,48,37,13,18,6,14,0,16,39,35,49,55,28,29,0,16,21,31,39,33,90,52,40,44,81,61,49,38,15,18,0,16,44,35
38,Grand Boulevard,7111,330,6988,327,29,54,65,50,248,84,423,119,377,122,219,94,242,98,140,68,211,88,188,94,155,77,389,133,270,95,251,88,237,107,604,154,604,148,1143,197,485,130,605,164,103,76,123,77
39,Kenwood,6261,340,6180,342,36,37,53,55,56,49,169,64,130,76,146,78,132,74,97,57,118,73,155,76,291,146,289,137,198,75,351,127,203,86,592,159,552,156,1098,192,675,186,714,183,125,69,81,49
40,Washington Park,3309,216,3266,217,35,41,73,56,105,78,183,84,82,71,84,46,52,43,94,55,70,50,85,56,135,70,78,62,185,85,207,82,158,78,301,103,359,101,446,116,239,98,230,92,65,61,43,29
41,Hyde Park,7870,371,7773,368,16,39,0,38,123,87,35,45,24,39,10,39,61,72,12,41,60,73,39,43,118,81,443,161,509,156,371,130,562,156,897,177,1431,227,1184,212,851,178,645,135,382,105,97,69
42,Woodlawn,7775,366,7507,360,56,52,47,50,126,60,367,109,208,82,229,88,244,101,201,86,113,67,102,77,226,109,221,95,263,105,437,138,572,154,726,163,757,173,1414,235,601,166,507,128,90,63,268,96
43,South Shore,16515,598,16314,594,77,82,67,74,268,115,462,169,241,105,221,111,214,108,153,83,342,141,242,114,539,184,1086,249,1106,249,1327,295,1158,234,2918,399,1559,306,2822,350,1104,269,305,141,103,79,201,110
44,Chatham,8903,460,8759,460,48,72,27,45,98,82,114,72,73,65,61,49,52,63,46,49,98,96,179,116,213,99,556,167,870,218,550,182,1138,248,1470,297,1210,270,1084,254,584,194,257,110,31,44,144,86
45,Avalon Park,1259,207,1154,212,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,5,14,0,19,44,41,83,67,66,62,153,94,63,51,62,57,108,75,202,92,203,117,101,92,64,76,105,69
46,South Chicago,6298,413,6063,408,10,38,46,50,67,61,160,74,118,68,100,70,99,58,174,97,160,79,303,117,384,138,265,121,364,127,540,186,444,150,738,195,639,180,774,199,329,120,257,111,92,76,235,123
47,Burnside,476,118,468,118,0,11,0,11,27,30,21,20,85,57,22,21,19,29,15,25,0,11,0,11,24,37,43,59,23,38,0,11,0,11,45,48,19,23,26,28,36,40,19,29,44,49,8,14
48,Calumet Heights,1209,204,1134,202,0,27,0,27,5,26,0,27,0,27,0,27,0,27,10,30,0,27,11,31,27,50,73,62,68,70,93,71,70,46,142,86,123,59,255,115,138,82,113,85,6,26,75,46
49,Roseland,6628,428,6389,428,46,54,0,41,70,52,41,46,84,79,16,43,57,65,65,63,81,55,76,67,112,89,204,109,137,96,396,130,484,172,1017,237,876,230,1093,229,663,175,803,165,68,71,239,97
50,Pullman,1607,162,1595,162,0,19,0,19,0,19,0,19,0,19,21,28,6,18,3,20,15,22,64,44,25,24,55,50,100,60,164,79,241,94,200,92,226,94,363,126,73,47,39,46,0,19,12,26
51,South Deering,2204,245,2073,236,27,37,44,49,56,52,46,33,34,31,82,81,45,44,49,41,41,36,61,55,36,47,72,64,48,50,90,64,111,80,146,86,261,121,391,134,275,118,158,88,0,25,131,81
52,East Side,2195,247,2017,237,0,29,0,29,25,41,29,55,0,29,0,29,10,32,35,38,45,63,153,79,126,81,166,86,76,55,145,87,137,85,400,146,317,130,218,104,135,85,0,29,0,29,178,93
53,West Pullman,3509,343,3415,348,0,39,0,39,32,42,21,42,72,57,94,76,27,52,91,62,63,68,49,48,69,58,131,83,65,65,112,97,91,72,383,156,309,130,718,195,371,118,437,156,280,141,94,77
54,Riverdale,2023,176,1987,186,162,98,86,66,123,72,210,111,221,95,175,96,35,35,135,81,56,43,90,68,102,86,0,16,17,29,38,38,0,16,75,60,43,52,178,89,121,74,43,42,77,77,36,54
55,Hegewisch,961,226,877,222,0,19,0,19,0,19,0,19,0,19,12,24,15,26,0,19,0,19,21,35,69,90,24,28,98,114,94,89,32,39,78,81,81,97,173,103,180,124,0,19,0,19,84,81
56,Garfield Ridge,1986,268,1890,256,14,46,0,42,38,63,0,42,17,48,9,43,0,42,34,56,61,61,24,50,108,97,116,84,108,82,87,74,109,70,215,115,339,135,216,92,155,92,160,95,80,73,96,88
57,Archer Heights,1333,193,1289,189,0,27,0,27,0,27,0,27,0,27,0,27,0,27,37,47,30,54,26,47,17,31,65,48,75,52,89,58,166,82,237,94,223,96,212,87,35,40,53,47,24,44,44,57
58,Brighton Park,6265,397,6043,403,0,43,0,43,10,45,0,43,21,47,7,42,20,46,160,120,131,77,137,88,281,119,443,133,465,158,697,173,660,168,1347,249,478,165,782,183,208,106,135,102,61,72,222,94
59,McKinley Park,2268,227,2212,226,0,25,0,25,0,25,6,24,0,25,4,23,0,25,0,25,5,24,34,38,65,49,127,79,203,103,217,90,176,70,353,117,371,132,477,138,107,63,67,59,0,25,56,50
60,Bridgeport,6408,374,6152,376,0,37,0,37,39,52,14,37,61,61,0,37,28,47,71,56,205,116,148,80,254,107,420,138,540,151,625,162,642,157,825,169,686,172,1118,217,228,96,229,107,19,40,256,99
61,New City,6550,395,6291,397,20,54,11,49,39,53,33,52,40,60,27,51,85,67,173,95,222,95,332,131,457,143,450,131,418,127,452,138,458,134,925,190,710,164,811,187,529,152,99,73,0,47,259,101
62,West Elsdon,1337,207,1213,206,0,27,0,27,0,27,0,27,37,48,0,27,0,27,4,26,0,27,8,28,25,46,11,32,65,54,66,49,72,62,199,98,109,70,390,143,165,94,62,60,0,27,124,74
63,Gage Park,4103,316,4009,316,0,41,0,41,18,41,31,51,0,41,0,41,0,41,61,65,92,77,286,121,173,79,277,116,226,107,459,138,301,120,579,159,521,156,733,192,154,97,98,74,0,41,94,74
64,Clearing,2043,251,1971,253,0,31,0,31,0,31,0,31,5,30,0,31,0,31,23,47,0,31,14,36,91,62,175,100,118,73,77,54,196,102,339,133,379,141,355,140,100,83,84,69,15,38,72,66
65,West Lawn,2043,287,1880,290,0,34,0,34,0,34,0,34,0,34,7,34,6,33,0,34,0,34,15,38,31,59,114,82,26,51,98,96,95,75,222,116,173,98,474,163,245,117,253,135,121,81,163,84
66,Chicago Lawn,8547,494,8378,495,0,49,18,50,63,74,44,82,62,69,30,57,87,74,110,87,163,95,202,110,324,129,551,165,494,150,593,173,657,170,1620,289,937,226,1402,276,438,145,507,158,76,57,169,83
67,West Englewood,5480,346,5144,339,0,48,25,52,12,48,36,53,117,74,144,93,88,69,160,94,117,88,105,75,200,99,180,88,312,108,195,92,443,148,470,134,365,123,976,189,477,131,681,154,41,59,336,111
68,Englewood,6899,383,6535,373,74,65,101,77,212,100,163,84,194,94,127,67,238,109,177,94,116,70,146,73,266,116,267,95,380,127,413,126,181,77,756,167,844,186,1063,194,472,133,272,102,73,67,364,122
69,Greater Grand Crossing,8147,412,7978,409,82,57,71,56,182,90,224,96,101,61,99,57,77,57,198,100,140,83,270,114,295,102,300,110,484,147,620,175,807,207,1115,229,730,185,1016,210,664,179,426,136,77,60,169,76
70,Ashburn,1780,314,1581,301,0,41,0,41,0,41,0,41,0,41,15,45,0,41,14,45,40,66,46,70,17,45,61,81,0,41,85,89,82,94,172,117,192,109,326,133,270,142,211,118,50,62,199,103
71,Auburn Gresham,9164,472,8999,472,47,59,91,77,56,67,249,105,112,80,80,72,122,83,118,88,128,91,194,106,202,102,374,133,487,153,575,168,434,148,1262,248,1317,247,1755,293,883,192,418,153,95,84,165,82
72,Beverly,1409,178,1357,177,0,29,0,29,0,29,0,29,0,29,0,29,21,34,14,34,0,29,0,29,22,37,11,32,74,71,103,81,270,127,204,95,129,74,286,116,142,88,9,30,72,51,52,52
73,Washington Heights,3054,345,2853,338,0,33,0,33,10,37,16,38,29,55,0,33,0,33,47,57,35,49,39,52,76,68,183,121,143,75,233,128,318,145,370,177,268,123,562,176,276,123,154,85,94,72,201,96
74,Mount Greenwood,616,147,609,147,0,25,0,25,0,25,0,25,0,25,0,25,38,61,9,27,0,25,0,25,41,48,25,36,43,45,51,56,21,33,72,61,22,42,196,95,23,38,43,44,25,47,7,25
75,Morgan Park,1958,277,1849,271,0,31,0,31,0,31,28,37,14,31,16,33,87,61,36,50,35,51,17,34,64,57,11,34,78,69,27,50,143,102,190,101,303,113,385,149,110,82,156,78,149,125,109,74
76,O'Hare,3281,331,3186,329,0,38,0,38,0,38,0,38,20,42,0,38,0,38,15,43,0,38,0,38,15,43,12,41,57,71,60,79,204,108,396,148,666,223,1122,283,357,178,197,106,65,81,95,75
77,Edgewater,17747,672,17595,670,78,84,70,68,303,131,460,173,74,69,237,121,190,125,170,111,175,110,234,123,696,247,1175,277,1136,257,885,238,1363,287,2245,350,2155,329,2244,350,1606,308,1604,322,495,161,152,81
