area_id,area_name,b21002001,b21002001_moe,b21002002,b21002002_moe,b21002003,b21002003_moe,b21002004,b21002004_moe,b21002005,b21002005_moe,b21002006,b21002006_moe,b21002007,b21002007_moe,b21002008,b21002008_moe,b21002009,b21002009_moe,b21002010,b21002010_moe,b21002011,b21002011_moe,b21002012,b21002012_moe,b21002013,b21002013_moe,b21002014,b21002014_moe,b21002015,b21002015_moe,b21002016,b21002016_moe
43,South Shore,2732,373,318,164,35,59,13,44,407,164,0,44,621,148,0,44,0,44,213,97,0,44,177,89,643,193,270,102,21,48,14,49
44,Chatham,2246,338,134,101,53,72,0,37,226,101,0,37,673,184,0,37,0,37,359,149,0,37,171,82,450,157,163,97,17,44,0,37
45,Avalon Park,567,148,12,25,0,19,0,19,0,19,0,19,221,106,0,19,0,19,55,43,0,19,67,47,88,67,121,61,3,12,0,19
46,South Chicago,1360,242,65,80,12,39,0,37,164,89,0,37,412,142,0,37,0,37,131,72,7,37,121,85,200,113,239,92,9,38,0,37
47,Burnside,171,78,0,11,0,11,0,11,0,11,0,11,73,50,0,11,0,11,34,31,0,11,0,11,25,29,39,31,0,11,0,11
48,Calumet Heights,921,199,0,27,5,26,0,27,88,79,0,27,264,117,0,27,11,30,202,107,0,27,64,41,145,94,142,63,0,27,0,27
49,Roseland,2873,343,273,145,7,41,0,41,219,109,0,41,881,199,14,45,0,41,448,128,5,41,180,73,411,118,412,125,23,44,0,41
50,Pullman,411,108,26,39,20,32,0,19,22,33,0,19,168,78,0,19,0,19,27,26,0,19,29,32,92,53,27,30,0,19,0,19
51,South Deering,661,184,58,59,0,25,0,25,127,76,0,25,124,63,11,26,0,25,57,43,8,26,45,34,111,85,120,66,0,25,0,25
52,East Side,869,170,29,42,25,48,0,29,97,63,0,29,233,88,15,33,0,29,101,46,0,29,104,52,138,80,127,54,0,29,0,29
53,West Pullman,2129,299,100,73,60,80,0,39,266,127,13,41,623,159,31,59,0,39,282,120,8,38,121,67,443,166,182,80,0,39,0,39
54,Riverdale,247,115,47,52,0,16,0,16,35,50,0,16,94,76,0,16,0,16,0,16,0,16,48,48,23,36,0,16,0,16,0,16
55,Hegewisch,576,147,21,34,6,18,0,19,7,19,0,19,170,88,0,19,0,19,83,63,8,21,129,93,109,95,43,40,0,19,0,19
56,Garfield Ridge,1922,263,57,57,90,79,3,41,242,129,0,42,652,161,0,42,0,42,162,65,9,41,261,90,135,82,311,125,0,42,0,42
57,Archer Heights,300,106,43,49,0,27,0,27,26,39,0,27,106,51,0,27,0,27,24,26,0,27,38,38,38,37,18,26,7,27,0,27
58,Brighton Park,647,162,86,75,43,54,0,43,96,71,0,43,125,63,0,43,0,43,85,56,0,43,57,48,109,70,46,49,0,43,0,43
59,McKinley Park,524,133,56,52,28,52,0,25,43,39,0,25,122,58,0,25,0,25,35,41,11,28,76,44,84,57,54,38,15,27,0,25
60,Bridgeport,1202,197,75,55,14,38,0,37,107,64,9,38,565,139,0,37,0,37,53,45,0,37,69,48,135,69,153,58,22,47,0,37
61,New City,921,192,66,59,6,47,0,47,174,113,0,47,386,127,0,47,0,47,66,67,0,47,29,50,124,75,61,54,9,47,0,47
62,West Elsdon,569,195,36,46,34,51,0,27,48,57,0,27,183,98,0,27,0,27,46,32,0,27,109,55,53,48,60,44,0,27,0,27
63,Gage Park,522,153,118,93,8,41,0,41,51,52,0,41,121,64,0,41,0,41,37,44,14,43,19,39,80,62,53,42,11,43,10,41
64,Clearing,1046,195,42,55,1,27,0,31,94,82,0,31,329,105,11,33,0,31,237,98,0,31,154,70,95,74,75,47,8,32,0,31
65,West Lawn,976,200,64,44,52,58,0,34,74,57,0,34,342,104,0,34,0,34,45,43,17,42,192,100,82,74,96,69,12,35,0,34
66,Chicago Lawn,1349,249,62,62,23,52,0,49,235,119,0,49,446,144,0,49,0,49,96,62,17,47,11,50,264,121,176,77,10,51,9,48
67,West Englewood,1559,255,76,69,10,49,0,48,132,92,0,48,418,141,5,48,0,48,230,91,11,50,106,67,345,139,195,94,15,49,16,53
68,Englewood,1245,239,99,75,0,36,0,36,90,68,0,36,446,140,0,36,0,36,123,77,0,36,64,49,283,129,133,90,7,36,0,36
69,Greater Grand Crossing,1751,261,145,94,0,38,0,38,202,104,0,38,528,150,0,38,0,38,165,82,9,39,217,92,263,97,197,88,6,38,19,46
70,Ashburn,2200,305,26,47,30,49,0,41,250,139,67,69,642,173,0,41,40,57,335,121,0,41,214,96,382,132,210,104,0,41,4,40
71,Auburn Gresham,2690,372,204,124,10,47,0,46,265,182,0,46,639,159,11,47,0,46,332,112,0,46,263,85,543,173,385,132,21,54,17,51
72,Beverly,1235,180,38,35,7,29,0,29,61,42,12,33,440,108,0,29,0,29,223,72,0,29,94,55,224,95,136,58,0,29,0,29
73,Washington Heights,1940,289,99,96,24,48,0,33,180,115,0,33,503,157,0,33,0,33,264,96,0,33,150,68,414,130,274,95,32,41,0,33
74,Mount Greenwood,1101,183,54,51,18,27,0,25,81,50,0,25,315,92,0,25,0,25,130,67,9,26,122,62,249,117,106,52,17,33,0,25
75,Morgan Park,1666,270,79,64,6,31,0,31,135,100,17,35,365,128,0,31,0,31,278,97,14,36,168,72,319,162,275,98,0,31,10,34
76,O'Hare,605,187,0,38,30,50,0,38,73,80,14,42,268,129,0,38,0,38,68,66,0,38,37,50,0,38,86,89,29,58,0,38
77,Edgewater,1958,315,170,116,25,49,0,48,225,113,0,48,493,148,0,48,0,48,133,83,0,48,252,118,271,135,384,160,0,48,5,48
